lga_code16,nfans_75ov_ewft,nfans_75ov_ewpt,nfans_75ov_eafw,nfans_75ov_ehw_ns,nfans_75ov_tot,nfans_tot_ewft,nfans_tot_ewpt,nfans_tot_eafw,nfans_tot_ehw_ns,nfans_tot_tot,tot_15_19_ewft,tot_15_19_ewpt,tot_15_19_eafw,tot_15_19_ehw_ns,tot_15_19_tot,tot_20_24_ewft,tot_20_24_ewpt,tot_20_24_eafw,tot_20_24_ehw_ns,tot_20_24_tot,tot_25_29_ewft,tot_25_29_ewpt,tot_25_29_eafw,tot_25_29_ehw_ns,tot_25_29_tot,tot_30_34_ewft,tot_30_34_ewpt,tot_30_34_eafw,tot_30_34_ehw_ns,tot_30_34_tot,tot_35_39_ewft,tot_35_39_ewpt,tot_35_39_eafw,tot_35_39_ehw_ns,tot_35_39_tot,tot_40_44_ewft,tot_40_44_ewpt,tot_40_44_eafw,tot_40_44_ehw_ns,tot_40_44_tot,tot_45_49_ewft,tot_45_49_ewpt,tot_45_49_eafw,tot_45_49_ehw_ns,tot_45_49_tot,tot_50_54_ewft,tot_50_54_ewpt,tot_50_54_eafw,tot_50_54_ehw_ns,tot_50_54_tot,tot_55_59_ewft,tot_55_59_ewpt,tot_55_59_eafw,tot_55_59_ehw_ns,tot_55_59_tot,tot_60_64_ewft,tot_60_64_ewpt,tot_60_64_eafw,tot_60_64_ehw_ns,tot_60_64_tot,tot_65_69_ewft,tot_65_69_ewpt,tot_65_69_eafw,tot_65_69_ehw_ns,tot_65_69_tot,tot_70_74_ewft,tot_70_74_ewpt,tot_70_74_eafw,tot_70_74_ehw_ns,tot_70_74_tot,tot_75ov_ewft,tot_75ov_ewpt,tot_75ov_eafw,tot_75ov_ehw_ns,tot_75ov_tot,tot_tot_ewft,tot_tot_ewpt,tot_tot_eafw,tot_tot_ehw_ns,tot_tot_tot,lga_name16
21750,0,0,0,0,0,69,50,4,15,140,161,413,24,11,610,472,296,28,23,814,553,237,36,23,855,484,258,59,16,817,473,302,26,7,805,555,324,20,15,909,598,357,31,11,996,664,346,42,22,1080,569,357,57,20,1008,388,333,52,15,796,165,205,32,5,401,61,85,9,5,161,48,59,5,15,136,5192,3576,429,191,9389,Colac-Otway (S)
21830,0,3,0,0,5,49,39,6,3,102,93,294,18,26,432,295,170,19,16,505,350,123,35,12,517,316,165,27,13,513,381,168,23,13,585,433,221,18,15,693,581,198,21,16,811,606,234,42,15,894,516,271,38,14,835,379,223,28,16,643,159,132,19,10,327,101,72,25,4,195,47,57,15,13,130,4254,2333,314,180,7080,Corangamite (S)
21890,0,5,0,0,10,291,225,26,29,568,191,1757,67,66,2085,1722,2807,118,151,4796,3477,1867,177,144,5668,3613,1715,244,121,5697,3166,1703,186,92,5148,3178,1814,126,113,5226,3479,1727,115,113,5430,3162,1492,98,75,4833,2721,1370,114,65,4271,1566,1091,101,36,2793,542,543,47,22,1153,137,225,8,6,372,71,110,13,13,207,27035,18217,1412,1018,47683,Darebin (C)
22110,3,8,0,3,9,137,120,8,18,284,185,643,39,31,902,630,386,53,23,1097,730,380,63,21,1196,687,456,80,19,1241,690,519,55,29,1292,836,556,58,33,1480,1061,645,48,25,1776,1075,680,101,49,1899,1066,768,109,32,1971,721,671,94,38,1526,283,399,56,24,756,109,153,29,12,303,84,109,16,29,230,8153,6366,803,366,15688,East Gippsland (S)
22170,0,4,0,3,5,265,208,20,38,526,423,2307,79,83,2894,2004,1938,94,100,4127,2933,1180,173,80,4364,2671,1416,219,82,4388,2493,1534,171,78,4278,2687,1691,90,72,4541,3043,1714,96,74,4933,2796,1638,129,79,4646,2356,1524,153,66,4093,1384,1225,138,53,2797,478,686,72,24,1256,103,239,36,8,385,60,110,11,18,198,23442,17193,1472,813,42912,Frankston (C)
22250,0,0,0,0,0,32,15,7,4,54,54,133,6,8,194,179,70,3,6,257,158,61,10,11,241,182,107,11,3,304,194,95,12,6,312,257,111,8,3,378,309,137,15,3,459,298,168,21,14,497,299,136,30,9,478,212,152,22,9,400,109,112,12,5,237,42,56,9,6,106,25,37,4,10,79,2318,1369,167,91,3937,Gannawarra (S)
22830,3,0,0,3,10,252,134,14,28,427,396,1244,65,83,1792,1483,763,88,85,2420,1904,656,119,51,2735,1719,764,150,53,2682,1608,812,113,43,2577,1903,926,92,66,2990,2160,898,92,58,3207,2104,930,119,50,3207,1854,863,148,39,2905,1167,737,124,33,2068,411,420,54,27,913,111,155,24,18,306,87,96,13,27,230,16917,9280,1198,633,28025,Greater Shepparton (C)
22910,0,0,0,0,3,40,35,3,6,81,38,147,12,5,199,138,171,16,12,342,159,119,10,16,307,193,113,25,6,339,180,167,19,7,373,256,228,20,8,518,269,251,17,10,538,284,263,17,15,580,275,258,25,3,565,174,250,35,7,468,85,141,13,7,248,47,42,7,3,101,22,31,3,3,68,2130,2185,230,113,4651,Hepburn (S)
22980,0,0,0,0,0,13,3,0,3,22,30,59,3,3,88,99,51,6,3,161,126,35,6,7,172,96,57,6,4,165,111,42,5,3,154,133,57,4,0,200,155,74,5,3,234,166,87,13,8,278,184,106,11,4,307,112,84,13,0,210,45,29,3,4,84,32,27,3,3,67,16,19,4,8,50,1307,725,88,52,2174,Hindmarsh (S)
23110,0,0,0,0,0,277,114,13,26,424,186,1044,43,33,1309,1327,1216,51,87,2684,2563,856,100,100,3616,2910,936,155,80,4081,2850,837,118,66,3877,2963,1043,104,88,4196,3190,1032,61,72,4351,2950,947,83,70,4054,2430,842,98,56,3427,1475,643,91,33,2242,418,318,41,17,785,88,158,12,3,263,27,62,9,10,99,23374,9934,962,719,34988,Hobsons Bay (C)
23190,0,0,0,0,0,61,45,4,11,126,139,426,18,19,606,494,247,26,18,785,594,200,48,17,858,470,263,48,14,792,461,250,34,9,749,540,341,18,13,901,568,326,23,11,924,658,303,41,13,1017,611,349,44,20,1026,345,258,44,17,665,125,156,29,8,315,38,66,4,5,119,35,47,11,9,100,5084,3226,382,184,8873,Horsham (RC)
23270,6,0,0,4,10,690,308,38,81,1115,574,2851,106,113,3640,4095,3645,195,265,8196,7200,2486,319,300,10299,7870,2568,419,244,11103,7150,2527,350,223,10253,7415,2697,270,195,10576,7695,2669,243,200,10809,7082,2348,268,181,9876,5387,1918,241,138,7685,3065,1389,202,85,4738,872,689,61,33,1661,183,221,34,24,459,77,89,12,26,208,58666,26083,2711,2031,89491,Hume (C)
23350,0,0,0,0,0,36,32,7,3,74,47,210,13,5,273,146,108,18,15,275,178,85,13,6,280,201,106,12,6,333,236,108,14,4,366,303,169,26,15,505,364,190,14,4,576,387,197,16,16,623,351,215,41,10,608,271,211,40,8,535,111,122,20,8,259,51,55,3,0,119,34,38,4,3,72,2676,1817,229,100,4826,Indigo (S)
23430,3,0,0,4,9,518,234,27,56,827,431,3073,115,85,3698,3046,3592,171,169,6974,5327,1801,210,177,7514,5903,1804,312,161,8185,5369,1957,203,146,7677,5767,2215,153,127,8259,6293,2291,156,125,8869,5703,2018,150,112,7979,4659,1867,154,88,6771,2805,1592,140,74,4614,1048,1040,75,31,2194,256,434,33,14,732,99,224,19,26,367,46702,23909,1888,1328,73832,Kingston (C) (Vic.)
23670,0,7,0,0,3,413,194,18,44,665,473,3077,122,72,3750,2757,3000,133,129,6018,4524,1568,212,142,6443,4575,1516,272,116,6479,4353,1785,190,99,6424,4728,2043,153,124,7057,5174,2230,142,90,7629,4954,1994,165,107,7223,4083,1899,193,73,6252,2424,1603,170,65,4264,822,926,95,28,1866,180,325,21,17,536,69,176,14,17,273,39108,22130,1887,1082,64206,Knox (C)
23810,4,0,0,0,6,207,146,24,33,400,318,1349,55,61,1780,1524,1108,92,89,2810,2025,810,151,56,3042,1877,1010,170,37,3093,1737,1034,121,48,2940,2003,1034,87,39,3170,2130,1083,115,54,3372,2274,1097,140,56,3571,2021,1052,198,63,3329,1158,813,173,39,2190,368,414,61,19,867,78,154,22,17,270,44,96,14,16,171,17560,11048,1402,598,30601,Latrobe (C) (Vic.)
23940,0,0,0,0,0,24,10,0,0,30,27,73,7,3,109,76,46,7,3,132,117,28,6,3,157,109,34,11,7,163,140,66,4,11,221,148,83,4,9,242,195,89,6,14,303,190,105,10,8,313,248,109,20,3,376,181,80,27,15,297,90,66,4,9,164,55,31,3,0,86,31,28,6,4,75,1608,844,112,89,2651,Loddon (S)
24130,3,5,0,0,6,80,75,7,4,168,156,739,28,26,947,565,541,34,24,1160,637,283,40,20,985,565,334,61,17,979,603,431,45,10,1092,699,580,46,24,1347,851,659,27,30,1567,802,587,56,28,1461,673,539,59,15,1284,428,444,53,11,934,193,301,31,14,542,77,159,9,0,241,33,70,8,5,115,6271,5664,505,230,12673,Macedon Ranges (S)
24210,0,5,0,0,5,131,134,5,15,282,155,1859,47,26,2099,1076,2363,90,55,3586,1951,1022,100,66,3141,1629,902,114,49,2693,1394,894,82,48,2417,1534,1114,39,44,2729,1667,1297,70,55,3089,1654,1283,74,63,3073,1345,1127,81,39,2594,798,916,61,22,1799,321,591,43,24,980,119,300,19,11,451,50,194,15,16,271,13702,13857,850,517,28931,Manningham (C)
24250,0,0,0,0,0,24,25,0,3,51,40,143,3,4,197,146,52,3,4,204,135,44,10,4,197,139,82,9,3,237,158,106,8,3,283,176,121,11,11,322,204,129,10,6,352,226,135,15,8,382,231,162,11,4,414,152,150,16,5,328,71,100,9,3,188,25,45,5,3,78,25,24,3,0,45,1733,1298,124,67,3219,Mansfield (S)
24330,0,0,0,0,0,235,164,11,32,440,171,1470,53,48,1746,1453,2526,113,113,4197,2891,1479,146,117,4630,2951,1275,188,104,4522,2570,1313,170,76,4131,2631,1326,87,73,4121,2600,1254,65,74,4000,2427,1043,89,68,3627,1983,1004,89,50,3132,1177,726,83,38,2027,411,341,34,16,794,115,110,16,5,244,22,51,10,12,94,21410,13923,1131,804,37261,Maribyrnong (C)
24410,0,3,0,0,3,238,197,10,26,471,337,2402,97,56,2890,1961,2428,118,84,4584,2864,1136,118,88,4199,2683,1186,169,83,4120,2449,1268,136,46,3901,2782,1511,65,65,4416,2986,1557,92,84,4712,3070,1482,110,66,4728,2541,1309,116,46,4009,1387,1232,118,34,2766,523,673,62,20,1274,145,294,26,9,465,41,127,5,8,184,23760,16583,1228,693,42258,Maroondah (C)
24600,12,6,0,8,30,3024,1007,128,265,4425,1023,4993,223,384,6624,17894,17866,927,1096,37777,49580,13765,1701,1218,66265,57790,11806,3687,1093,74377,48637,11470,2868,742,63718,40813,9744,1377,636,52573,35836,7644,966,590,45033,28684,5896,871,489,35934,21198,5112,830,397,27530,11257,4332,646,231,16466,3801,2818,342,145,7101,887,1195,107,75,2268,362,554,48,117,1084,317759,97191,14588,7217,436750,Melbourne (C)
24650,0,0,0,0,0,154,99,8,24,290,248,1571,59,42,1918,1216,1216,75,87,2595,1961,719,93,69,2838,1906,923,127,68,3026,1830,1018,86,60,2988,1770,1005,68,63,2901,1671,890,43,44,2646,1409,729,59,46,2241,1027,574,55,36,1696,635,497,63,17,1213,175,247,16,11,448,37,80,5,0,123,11,23,3,7,46,13901,9483,760,541,24682,Melton (C)
24780,3,0,0,5,8,162,102,19,25,311,287,1055,62,43,1442,1129,660,63,41,1897,1444,563,96,66,2163,1194,625,105,34,1958,1183,643,55,49,1934,1427,702,51,45,2217,1643,722,58,34,2454,1552,650,60,51,2315,1436,674,98,45,2255,949,544,85,33,1609,317,317,44,16,695,97,124,15,18,259,53,69,12,21,156,12707,7352,798,494,21354,Mildura (RC)
24850,0,0,0,0,3,66,59,12,19,150,184,643,27,33,889,581,407,35,43,1058,668,244,46,28,993,635,315,51,13,1019,580,327,35,22,960,671,379,34,13,1104,732,405,43,23,1212,724,389,47,14,1174,636,410,50,24,1108,401,313,46,12,767,154,175,30,13,367,52,67,6,3,129,24,37,7,7,70,6044,4112,455,251,10865,Mitchell (S)
24900,0,0,0,0,0,92,54,9,13,175,178,503,39,34,754,491,245,50,30,815,585,231,42,18,873,563,261,51,18,896,591,288,46,14,942,677,327,36,25,1064,811,303,48,30,1191,790,355,49,19,1212,731,352,55,22,1162,462,335,70,22,892,207,207,28,9,452,70,66,12,6,154,48,53,8,18,131,6196,3536,537,263,10534,Moira (S)
24970,0,7,0,3,15,663,351,35,57,1106,374,2631,99,97,3206,3873,4564,215,250,8901,8549,3097,303,270,12216,9520,2972,608,204,13307,8677,3106,431,183,12396,8676,3371,262,188,12499,8925,3222,235,196,12580,7995,2764,246,166,11168,6323,2532,250,127,9229,3727,2202,232,91,6252,1223,1334,108,56,2719,275,533,35,30,880,97,273,19,47,439,68242,32602,3041,1897,105786,Monash (C)
25060,0,0,0,0,4,262,155,7,32,453,199,1880,68,49,2200,1455,2258,110,97,3925,2725,1216,120,91,4152,2759,1131,168,86,4142,2389,1259,133,66,3852,2333,1340,89,75,3833,2473,1301,90,66,3927,2331,1153,78,53,3619,1808,1065,85,39,2991,1043,910,74,35,2061,351,471,36,19,868,93,178,14,11,294,57,94,3,13,167,20006,14252,1078,698,36036,Moonee Valley (C)
25150,0,0,0,0,0,55,37,4,4,98,105,459,11,14,590,327,322,18,22,696,420,189,17,12,648,404,229,32,15,682,410,268,21,12,721,446,295,17,12,779,509,319,17,19,859,470,318,35,25,843,417,272,24,10,719,238,242,26,8,517,105,129,17,11,255,56,60,3,7,121,34,27,3,0,69,3936,3144,255,167,7495,Moorabool (S)
25250,4,0,0,0,4,280,195,8,39,516,185,1077,41,40,1343,1390,2164,82,95,3737,2992,1789,136,146,5064,3049,1605,193,127,4965,2531,1551,128,81,4295,2460,1613,101,76,4244,2474,1582,85,76,4221,2482,1307,83,77,3947,1977,1148,97,66,3295,1173,872,84,53,2183,443,483,46,27,1003,122,189,8,12,341,62,102,6,12,182,21346,15493,1081,886,38807,Moreland (C)
25340,0,3,0,3,7,293,243,26,56,612,689,2990,131,96,3905,2459,2304,115,114,4996,2793,1199,160,98,4249,2495,1407,174,72,4156,2338,1698,142,87,4265,2965,2146,149,99,5369,3352,2220,155,107,5831,3196,1943,145,74,5359,2615,1948,193,77,4835,1544,1682,186,63,3474,616,1140,112,38,1903,208,494,42,25,768,83,242,26,26,379,25361,21417,1733,964,49479,Mornington Peninsula (S)
17150,0,3,0,0,8,402,271,16,48,736,834,4308,198,90,5431,3208,3740,182,141,7270,4441,1834,199,126,6606,3938,1935,271,129,6275,3834,2238,191,116,6384,4214,2591,120,103,7026,4357,2377,120,103,6956,4205,2313,134,110,6761,3706,2270,187,79,6238,2096,1904,171,44,4218,812,1178,88,26,2103,204,549,33,19,801,86,235,25,19,363,35928,27480,1912,1106,66430,Sutherland Shire (A)
17200,8,15,9,8,31,3432,1072,132,342,4977,1987,5271,264,371,7892,25831,18595,994,1219,46641,62883,14578,1860,1475,80801,68430,12518,3651,1336,85932,56104,11705,2851,956,71606,47261,9538,1334,752,58891,39230,7440,799,604,48072,31523,6036,818,543,38917,22925,5275,742,425,29372,12114,4837,598,300,17843,4539,3193,344,147,8218,1216,1455,136,79,2884,447,733,75,91,1347,374474,101183,14464,8301,498425,Sydney (C)
17310,7,3,0,3,13,253,116,15,20,408,432,1059,70,57,1617,1404,576,70,43,2087,1752,628,106,59,2543,1710,667,116,43,2548,1521,705,76,38,2343,1808,705,60,40,2614,1917,736,58,50,2760,1841,762,84,49,2735,1672,718,105,49,2549,1094,656,84,31,1859,436,368,47,18,857,132,192,18,20,358,98,99,9,21,232,15822,7872,903,515,25106,Tamworth Regional (A)
17350,0,0,0,0,0,26,13,3,4,47,57,87,7,6,150,101,56,0,3,160,104,57,12,3,179,117,54,9,3,183,112,67,3,8,189,143,84,4,7,240,176,78,6,5,272,193,82,10,5,295,189,65,17,4,273,107,80,12,7,209,64,38,4,5,115,22,24,0,3,45,8,18,0,0,35,1385,789,86,70,2336,Temora (A)
17400,0,0,0,0,0,20,27,3,0,50,21,58,6,7,95,68,30,3,6,105,91,39,0,3,136,73,31,12,0,123,93,56,3,4,153,125,81,5,3,223,148,61,11,11,221,132,84,3,9,225,179,106,13,5,299,154,94,13,4,272,76,57,7,4,136,41,40,0,0,85,25,25,3,10,63,1225,761,88,63,2140,Tenterfield (A)
22410,0,0,0,0,0,58,57,12,3,132,99,358,14,24,498,279,205,23,19,524,294,168,27,20,504,338,164,37,7,555,373,221,29,13,639,484,300,26,22,828,586,282,30,17,917,678,322,43,16,1062,574,303,44,8,942,367,263,54,18,706,153,146,24,9,338,60,65,3,10,140,47,53,8,9,120,4340,2851,369,200,7768,Glenelg (S)
22490,0,0,0,0,3,30,14,0,3,50,40,96,10,4,152,126,112,5,18,254,158,71,17,4,258,194,99,19,0,310,198,119,10,3,323,220,143,16,3,382,234,167,12,8,423,195,127,7,7,341,174,118,12,7,310,125,122,10,6,264,81,78,13,4,177,33,39,4,9,92,21,26,3,7,58,1795,1311,135,80,3323,Golden Plains (S)
22620,3,4,3,3,17,388,224,24,34,679,485,2204,121,78,2888,2290,2062,146,117,4618,3116,1244,210,57,4629,2814,1455,260,59,4585,2590,1495,205,59,4344,2926,1579,148,60,4709,3107,1600,141,63,4916,3153,1524,182,61,4921,2619,1652,190,78,4540,1551,1300,176,42,3068,453,635,93,36,1219,114,228,18,19,374,78,127,9,26,241,25299,17098,1900,756,45051,Greater Bendigo (C)
22670,5,8,0,4,17,767,265,22,88,1150,579,1932,80,110,2704,4256,3070,169,272,7766,7554,2126,269,276,10226,8204,2296,433,262,11195,7799,2446,301,222,10765,8679,2636,219,183,11718,9047,2580,178,173,11980,8781,2192,221,208,11393,6998,2003,237,120,9360,4080,1720,197,106,6102,1376,936,93,38,2450,301,380,32,23,732,103,140,10,34,297,67751,24465,2433,2047,96693,Greater Dandenong (C)
22750,6,6,0,3,13,694,451,39,67,1252,765,4606,240,171,5782,4229,4647,287,245,9410,6640,2625,378,175,9820,6391,2912,544,160,10004,5815,3295,393,122,9624,6488,3770,291,148,10698,6561,3539,278,167,10548,6414,3352,292,124,10187,5363,3348,363,126,9201,2977,2736,329,86,6135,886,1374,136,36,2436,212,509,49,31,802,105,241,24,43,410,52841,36958,3608,1652,95057,Greater Geelong (C)
25430,0,0,0,0,0,69,30,3,0,104,58,275,12,19,361,315,230,27,9,585,364,139,16,9,529,294,180,26,11,509,325,219,19,9,578,411,247,13,7,680,478,308,18,5,815,503,304,36,18,852,499,298,31,16,844,316,329,42,9,686,101,143,26,6,278,29,59,15,4,107,34,59,3,3,99,3722,2789,277,122,6916,Mount Alexander (S)
25490,0,0,0,0,4,53,32,4,6,101,88,163,13,9,275,244,143,14,12,418,350,90,22,10,470,336,132,28,10,506,363,139,21,10,528,439,169,17,14,638,497,181,22,17,709,544,192,38,13,783,455,216,34,16,718,316,191,33,17,562,160,119,20,7,304,70,54,13,9,145,62,65,8,10,145,3923,1839,277,155,6186,Moyne (S)
25620,0,0,0,0,3,27,15,0,4,45,55,149,11,11,222,139,106,12,10,268,164,72,15,7,262,180,100,12,3,295,175,131,15,8,325,241,164,9,8,422,295,169,10,12,482,299,169,14,7,501,283,190,34,8,515,169,186,22,3,383,84,113,18,9,230,47,64,3,3,122,45,38,4,9,102,2179,1652,196,90,4114,Murrindindi (S)
17100,0,0,0,0,0,161,56,9,27,256,148,442,27,19,625,939,954,52,55,1998,1694,648,55,74,2474,1874,588,79,66,2610,1780,516,60,69,2416,1823,541,45,44,2453,1853,490,48,47,2437,1816,561,51,54,2477,1527,463,69,35,2101,905,379,36,18,1336,332,206,17,7,565,86,102,5,3,189,29,69,7,7,111,14795,5962,560,488,21800,Strathfield (A)
22310,0,4,0,0,5,221,153,12,22,411,145,1372,44,30,1594,1160,2208,88,64,3525,2547,1402,104,93,4155,2670,1361,176,74,4285,2194,1367,131,65,3758,2320,1547,69,52,3992,2388,1621,71,53,4131,2218,1389,69,40,3714,1890,1313,95,47,3346,1220,1175,90,30,2521,489,783,62,17,1344,136,356,23,15,534,64,183,10,17,276,19451,16077,1042,608,37174,Glen Eira (C)
25710,0,0,0,0,0,84,68,5,8,162,125,1039,28,16,1204,521,785,30,28,1365,726,305,36,17,1081,582,384,49,30,1041,591,451,41,29,1106,732,622,37,22,1407,817,619,33,28,1497,758,625,35,16,1426,736,581,35,21,1371,421,505,33,18,984,183,309,23,14,527,46,158,7,8,216,15,59,0,4,78,6247,6438,390,240,13315,Nillumbik (S)
25810,0,0,0,0,3,36,27,8,4,78,63,197,15,10,285,228,138,17,8,392,298,107,19,13,430,209,112,19,10,348,211,132,18,7,364,264,152,13,5,440,330,190,13,5,536,356,170,28,12,566,319,199,32,19,568,240,168,31,6,447,114,88,17,4,218,30,50,9,9,104,27,21,4,6,62,2694,1724,228,109,4748,Northern Grampians (S)
25900,0,0,0,0,3,483,218,20,59,775,256,1071,49,56,1429,3422,3129,160,165,6869,9029,2544,252,221,12046,9781,2216,428,195,12619,7630,1965,331,135,10062,6498,1855,182,102,8642,5699,1689,132,124,7643,4582,1345,113,108,6144,3425,1204,106,77,4812,1912,1114,119,59,3202,759,787,55,25,1631,212,304,30,11,555,86,164,18,16,280,53284,19391,1982,1278,75933,Port Phillip (C)
25990,0,0,0,0,0,18,3,3,4,28,15,72,0,9,94,71,41,5,0,117,95,25,3,0,127,72,42,6,0,122,99,49,4,5,156,133,66,9,3,216,153,62,12,5,235,153,77,9,8,244,149,92,21,0,261,105,76,16,8,204,63,56,8,3,128,24,26,0,3,55,17,12,3,5,38,1156,695,97,55,2001,Pyrenees (S)
26080,0,0,0,0,0,7,11,0,0,19,9,76,3,4,90,36,54,8,0,92,45,20,6,3,68,38,22,7,0,72,52,40,6,0,106,73,53,3,3,133,89,58,6,0,148,82,65,15,0,160,88,70,10,5,172,40,80,11,4,131,19,42,3,0,69,6,14,3,0,25,4,6,0,0,17,575,606,80,27,1277,Queenscliffe (B)
26170,0,4,0,0,3,88,44,8,8,147,157,439,26,33,653,386,260,27,14,693,489,211,30,21,752,510,264,42,14,830,493,283,27,29,831,634,380,31,15,1053,742,433,42,10,1231,769,460,63,22,1324,692,514,59,27,1283,507,444,53,17,1023,239,277,41,15,567,88,124,21,9,238,65,76,16,27,187,5772,4171,472,253,10668,South Gippsland (S)
26260,0,3,0,0,4,46,38,6,3,87,105,271,25,22,419,287,178,22,13,500,359,129,25,9,527,330,190,32,9,569,347,214,23,13,588,417,249,14,12,695,483,288,26,8,813,540,286,33,5,873,511,311,29,15,857,395,268,40,11,715,165,139,29,12,346,70,70,6,8,155,53,38,5,8,110,4062,2644,316,142,7164,Southern Grampians (S)
26350,3,8,0,3,10,312,214,13,34,571,198,1982,76,53,2300,2511,4704,185,139,7541,5394,2585,197,169,8346,5038,1968,294,119,7414,3482,1665,180,89,5422,3320,1670,107,80,5168,3226,1753,90,67,5133,2812,1542,96,76,4521,2251,1364,86,66,3767,1368,1211,93,36,2715,621,892,39,27,1576,191,435,27,24,670,97,248,19,22,393,30501,22016,1497,947,54961,Stonnington (C)
26430,3,0,0,0,3,37,22,3,4,65,37,135,10,6,182,124,82,11,8,224,174,74,14,8,264,167,81,7,7,262,173,68,12,3,251,166,103,10,5,286,207,106,5,15,330,246,145,15,7,417,236,149,24,10,423,227,158,19,7,413,112,114,18,3,248,45,52,6,6,110,41,52,4,5,102,1967,1308,145,95,3519,Strathbogie (S)
26490,0,0,0,0,0,56,59,5,12,129,74,500,37,23,634,308,494,31,18,845,477,250,25,16,769,537,272,45,16,868,452,342,27,13,838,502,411,25,18,953,503,371,27,17,912,485,369,29,11,896,421,356,29,6,821,242,315,18,15,587,110,214,27,5,353,34,95,3,5,143,23,38,6,3,67,4169,4027,333,156,8688,Surf Coast (S)
26610,0,0,0,0,0,109,65,4,11,194,128,366,24,21,542,522,233,27,28,815,609,190,30,21,858,528,230,35,21,812,518,247,27,20,812,522,232,24,22,798,634,245,20,30,931,685,270,44,21,1017,616,284,54,25,980,396,261,37,27,728,140,136,28,12,311,44,56,12,0,114,34,38,5,8,86,5382,2791,376,254,8802,Swan Hill (RC)
26670,0,0,0,0,0,11,10,3,3,34,16,79,5,0,107,58,46,3,6,112,69,38,3,3,113,63,48,11,5,131,77,38,4,8,123,103,60,3,3,171,117,71,9,0,195,159,68,9,3,241,161,102,10,7,280,126,79,15,3,230,82,64,12,3,164,46,29,4,3,87,36,23,3,9,73,1121,745,95,55,2017,Towong (S)
26700,4,3,0,0,5,104,81,11,7,198,173,546,38,21,783,512,326,42,20,903,596,265,40,18,919,644,320,57,28,1048,634,419,43,16,1112,768,442,41,16,1270,892,452,39,24,1398,955,484,63,18,1513,870,502,74,26,1468,537,452,69,13,1064,187,250,40,13,480,72,87,7,12,179,62,63,21,14,159,6894,4613,570,241,12312,Wangaratta (RC)
26730,0,0,0,0,3,94,99,8,15,220,225,984,35,44,1284,853,619,59,44,1574,1070,441,76,23,1606,790,482,92,19,1385,806,584,65,20,1469,914,612,49,35,1614,1051,676,51,25,1807,1051,595,82,24,1751,916,583,73,17,1593,517,475,58,19,1068,158,223,24,7,411,19,78,3,3,109,14,39,9,12,72,8392,6381,687,285,15743,Warrnambool (C)
26810,0,7,0,0,7,130,107,15,16,269,223,689,28,40,982,859,426,35,41,1360,1078,378,66,26,1551,1097,478,92,26,1694,1022,452,58,36,1573,1049,519,50,31,1657,1142,568,76,35,1820,1236,569,85,34,1927,1194,617,89,39,1940,750,595,86,22,1451,328,281,53,12,667,98,140,11,9,259,79,87,5,17,182,10148,5802,748,368,17069,Wellington (S)
26890,0,0,0,0,0,18,8,0,0,27,22,38,3,0,63,66,27,5,5,99,85,23,12,3,116,85,33,7,0,119,73,36,3,3,122,81,50,3,3,142,121,51,7,6,179,149,63,6,3,222,125,57,11,5,192,102,55,16,6,180,62,47,3,0,111,33,29,0,0,60,34,25,3,0,64,1044,527,73,36,1674,West Wimmera (S)
26980,0,3,0,3,7,384,273,24,48,730,295,2673,110,70,3144,2383,3415,177,162,6137,5257,2321,234,150,7960,5284,2203,388,118,7985,4445,2290,282,127,7145,4755,2578,147,106,7584,5079,2666,156,125,8022,4805,2347,160,84,7392,4037,2126,187,70,6427,2189,1851,168,58,4264,797,1110,82,37,2022,180,537,34,15,758,53,232,18,25,335,39564,26344,2130,1149,69185,Whitehorse (C)
27070,0,0,0,0,3,373,228,29,54,686,367,2570,111,94,3144,2217,2711,161,153,5239,4162,1666,189,154,6181,4256,1891,276,133,6558,3695,1852,193,107,5851,3746,2000,115,119,5988,3866,1835,122,115,5937,3578,1564,141,105,5380,2790,1417,133,78,4415,1595,1076,104,54,2833,527,526,49,30,1136,127,193,15,6,342,41,91,13,7,160,30978,19391,1612,1163,53144,Whittlesea (C)
27170,0,0,0,0,3,132,92,13,23,253,458,711,42,33,1242,1284,533,60,46,1917,1404,445,94,35,1983,1312,524,113,30,1979,1295,536,72,34,1935,1370,578,41,40,2030,1457,580,55,27,2116,1376,535,47,24,1983,1186,516,89,21,1813,666,442,66,17,1192,192,193,27,7,421,46,75,9,8,138,10,32,8,3,54,12057,5693,720,335,18806,Wodonga (C)
27260,0,0,0,0,3,449,187,25,62,726,415,2703,81,94,3302,2725,2823,149,152,5849,4866,1907,205,195,7178,5625,2207,316,188,8339,5035,2207,215,167,7620,5088,1991,145,151,7381,4811,1831,170,141,6949,4360,1487,131,107,6088,3265,1300,140,79,4783,1893,922,103,51,2971,510,469,46,29,1058,105,148,10,18,277,37,52,13,6,114,38737,20054,1733,1377,61904,Wyndham (C)
27350,0,0,0,0,8,554,263,20,43,880,257,1398,57,53,1776,3843,4008,190,184,8223,9839,3462,301,221,13827,9790,2709,553,201,13259,7394,2511,398,163,10464,6098,2245,177,102,8634,5388,2080,135,121,7723,4328,1594,135,101,6152,3416,1402,135,72,5034,2018,1216,120,55,3402,787,824,56,23,1697,232,339,37,11,625,85,158,13,22,282,53494,23960,2302,1345,81102,Yarra (C)
