lga_code16,nfans_75ov_ewft,nfans_75ov_ewpt,nfans_75ov_eafw,nfans_75ov_ehw_ns,nfans_75ov_tot,nfans_tot_ewft,nfans_tot_ewpt,nfans_tot_eafw,nfans_tot_ehw_ns,nfans_tot_tot,tot_15_19_ewft,tot_15_19_ewpt,tot_15_19_eafw,tot_15_19_ehw_ns,tot_15_19_tot,tot_20_24_ewft,tot_20_24_ewpt,tot_20_24_eafw,tot_20_24_ehw_ns,tot_20_24_tot,tot_25_29_ewft,tot_25_29_ewpt,tot_25_29_eafw,tot_25_29_ehw_ns,tot_25_29_tot,tot_30_34_ewft,tot_30_34_ewpt,tot_30_34_eafw,tot_30_34_ehw_ns,tot_30_34_tot,tot_35_39_ewft,tot_35_39_ewpt,tot_35_39_eafw,tot_35_39_ehw_ns,tot_35_39_tot,tot_40_44_ewft,tot_40_44_ewpt,tot_40_44_eafw,tot_40_44_ehw_ns,tot_40_44_tot,tot_45_49_ewft,tot_45_49_ewpt,tot_45_49_eafw,tot_45_49_ehw_ns,tot_45_49_tot,tot_50_54_ewft,tot_50_54_ewpt,tot_50_54_eafw,tot_50_54_ehw_ns,tot_50_54_tot,tot_55_59_ewft,tot_55_59_ewpt,tot_55_59_eafw,tot_55_59_ehw_ns,tot_55_59_tot,tot_60_64_ewft,tot_60_64_ewpt,tot_60_64_eafw,tot_60_64_ehw_ns,tot_60_64_tot,tot_65_69_ewft,tot_65_69_ewpt,tot_65_69_eafw,tot_65_69_ehw_ns,tot_65_69_tot,tot_70_74_ewft,tot_70_74_ewpt,tot_70_74_eafw,tot_70_74_ehw_ns,tot_70_74_tot,tot_75ov_ewft,tot_75ov_ewpt,tot_75ov_eafw,tot_75ov_ehw_ns,tot_75ov_tot,tot_tot_ewft,tot_tot_ewpt,tot_tot_eafw,tot_tot_ehw_ns,tot_tot_tot,lga_name16
58400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,9,0,0,0,7,5,3,0,0,10,3,4,0,0,4,6,3,0,0,11,9,7,0,0,11,13,7,0,0,20,16,3,0,0,24,15,5,0,0,17,12,3,0,0,15,7,3,3,0,14,4,9,0,0,12,3,0,0,0,3,96,44,6,4,152,Trayning (S)
79399,0,0,0,0,0,77,8,3,8,98,100,91,5,3,206,441,81,16,15,554,721,94,34,12,857,678,121,44,20,861,589,94,40,18,743,622,94,29,18,771,583,82,34,8,709,533,73,43,16,662,419,66,38,10,531,242,52,18,5,318,85,29,16,9,134,24,7,0,0,37,11,6,0,0,13,5057,890,314,138,6401,Unincorporated NT
58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,3,0,14,6,6,0,0,13,6,0,0,0,6,3,0,0,0,5,0,3,0,0,5,3,3,0,0,6,12,0,0,0,9,0,3,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,17,3,3,77,Upper Gascoyne (S)
58510,0,0,0,0,0,188,104,8,18,316,195,580,24,22,823,1182,1491,94,83,2858,2342,1170,117,74,3702,2759,1087,160,65,4067,2148,893,107,58,3207,2041,884,82,61,3067,1975,731,66,32,2812,1900,631,65,30,2632,1547,607,64,27,2250,939,539,46,14,1543,338,331,34,10,724,71,134,12,3,220,30,49,6,7,90,17479,9139,886,495,27996,Victoria Park (T)
70200,0,0,0,0,0,103,48,8,8,164,210,378,28,20,627,675,176,30,24,897,1099,229,65,31,1422,1062,282,74,27,1447,893,253,60,17,1229,918,224,39,22,1205,994,229,37,14,1269,1001,198,50,23,1272,917,183,46,15,1163,618,174,35,19,848,211,111,23,9,354,52,52,4,4,113,18,20,3,0,39,8673,2508,488,218,11884,Alice Springs (T)
58540,0,0,0,0,0,11,3,0,0,16,8,0,4,0,9,10,9,0,0,19,26,3,0,0,26,32,11,0,0,46,19,13,0,0,33,32,5,0,0,42,46,15,0,0,67,62,15,0,3,77,45,7,10,0,64,15,10,3,0,25,18,15,0,0,34,5,6,4,0,19,4,4,0,0,12,333,123,20,3,475,Victoria Plains (S)
59340,0,0,0,0,0,66,22,3,0,94,75,56,6,10,142,237,54,9,16,315,350,57,16,12,441,353,66,31,11,466,299,58,22,9,386,271,88,26,5,390,308,68,14,8,399,292,73,18,14,393,278,58,23,7,364,181,59,14,3,255,58,23,8,3,89,25,8,3,0,37,12,5,0,0,15,2732,677,197,90,3693,Wyndham-East Kimberley (S)
59350,0,0,0,0,0,3,0,0,0,10,3,3,0,0,7,36,0,3,4,42,71,9,14,0,100,74,11,9,0,98,55,10,5,6,72,77,3,13,4,104,75,4,8,4,97,66,5,7,3,84,43,8,3,3,56,33,0,4,0,37,12,3,0,0,16,4,0,0,3,8,3,3,0,0,4,550,54,78,27,711,Yalgoo (S)
58570,0,0,0,0,0,107,82,4,5,208,131,594,24,18,768,901,1146,54,37,2144,1837,858,93,37,2827,1850,731,106,38,2722,1582,675,84,41,2377,1365,670,54,25,2113,1458,584,44,22,2107,1344,487,61,26,1919,1087,490,41,16,1639,660,429,55,16,1166,262,299,23,6,589,68,107,13,3,192,24,67,3,7,95,12575,7134,650,296,20651,Vincent (C)
58610,0,0,0,0,0,3,9,0,0,10,12,20,0,0,29,27,9,0,0,34,22,13,0,0,38,40,11,5,0,56,45,23,0,0,68,48,29,3,0,78,36,30,0,0,69,61,19,3,0,86,39,21,8,0,69,44,32,8,0,76,14,22,5,0,41,9,11,3,0,20,3,4,0,3,13,402,238,33,6,681,Wagin (S)
58680,0,0,0,0,0,3,0,0,0,5,5,0,0,0,5,6,0,3,0,7,0,0,0,0,0,9,0,0,0,9,8,4,0,0,17,10,8,0,0,21,14,3,0,0,23,14,3,3,0,20,11,3,0,0,16,11,0,3,0,11,6,5,0,0,10,0,0,0,0,4,3,4,0,0,13,111,34,12,3,160,Wandering (S)
58760,0,0,0,0,0,248,158,13,24,451,591,2598,85,65,3344,2367,1964,118,129,4575,3249,1341,163,94,4858,3181,1493,176,98,4948,2870,1507,132,70,4582,3022,1722,107,74,4929,3276,1656,115,72,5119,2916,1343,108,53,4419,2118,1124,111,57,3405,1271,915,96,35,2323,434,519,53,14,1024,105,201,7,8,326,38,92,7,3,140,25446,16482,1289,780,44004,Wanneroo (C)
58820,0,0,0,0,0,23,3,0,4,29,33,43,4,3,75,86,31,10,3,128,112,26,7,3,150,131,37,6,6,186,139,38,11,3,190,204,61,10,3,280,217,49,9,7,289,239,44,28,5,313,193,64,24,0,287,100,58,14,0,171,37,22,6,0,74,13,7,0,0,24,15,3,0,0,22,1514,486,126,43,2172,Waroona (S)
59030,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,0,0,0,17,25,0,0,0,26,33,0,5,0,37,30,7,0,0,35,31,3,0,0,36,25,3,3,0,26,35,0,0,3,35,31,0,0,3,28,12,4,3,0,19,7,0,0,0,10,3,3,0,0,9,0,3,0,0,6,235,29,15,12,285,Westonia (S)
72800,0,0,0,0,0,60,24,3,3,91,142,440,11,16,604,466,227,33,20,747,630,197,36,19,875,651,250,42,33,973,633,193,29,16,872,633,205,26,16,881,586,151,22,19,779,475,137,29,8,654,374,110,22,12,523,217,68,18,4,308,65,54,3,3,133,23,18,0,0,43,8,8,0,0,19,4905,2067,284,160,7412,Palmerston (C)
59100,0,0,0,0,0,0,3,0,0,3,6,7,0,0,8,0,4,0,0,8,18,0,3,0,19,18,10,0,0,28,16,13,0,0,31,13,9,0,0,27,20,12,0,0,26,34,13,0,0,47,18,9,3,0,37,18,5,0,0,27,10,9,3,0,21,5,5,0,0,12,3,3,0,0,9,181,97,16,7,293,Wickepin (S)
61210,0,0,0,0,0,28,20,8,7,66,84,123,5,10,229,237,99,17,4,354,200,71,19,5,288,230,101,18,5,361,179,104,10,3,303,235,125,8,11,371,264,107,14,4,401,265,133,22,8,424,255,118,25,9,413,149,101,18,4,273,59,46,7,0,116,19,22,3,0,46,12,17,4,3,39,2195,1179,169,70,3618,Circular Head (M)
61410,0,0,0,0,3,119,94,10,12,231,157,835,55,24,1067,691,634,51,17,1398,901,458,66,22,1452,865,478,66,22,1437,847,524,61,26,1459,1016,560,50,15,1637,1098,554,46,22,1724,1136,560,67,26,1790,1011,584,67,20,1682,536,465,52,13,1064,163,266,32,11,464,30,112,9,0,157,14,57,0,8,82,8465,6097,621,228,15410,Clarence (C)
61510,0,0,0,0,0,17,14,0,0,29,17,84,6,5,113,66,81,6,4,156,103,43,9,7,158,96,75,3,3,177,113,74,8,5,204,133,96,13,8,248,193,89,7,6,300,192,94,13,14,304,184,102,22,8,303,118,77,11,0,213,34,48,3,3,88,11,16,0,0,33,5,9,0,3,27,1275,890,97,66,2325,Derwent Valley (M)
61610,0,0,0,0,0,114,59,5,17,197,178,606,32,20,832,583,381,51,16,1031,651,334,48,17,1050,610,338,59,26,1033,642,382,59,14,1093,758,435,46,19,1261,885,473,56,24,1438,813,458,74,12,1359,721,396,72,15,1205,404,329,60,18,805,132,160,21,9,323,19,71,4,5,102,9,37,3,11,59,6413,4401,579,207,11591,Devonport (C)
61810,0,0,0,0,0,28,13,0,0,40,30,57,7,0,98,119,56,8,9,189,106,35,5,0,153,120,69,5,3,200,103,58,9,3,173,129,80,7,4,219,137,85,9,4,240,162,98,14,3,280,171,123,19,8,321,99,76,23,3,202,45,44,3,3,98,17,19,0,0,38,10,17,3,3,29,1253,828,113,51,2248,Dorset (M)
62010,0,0,0,0,0,3,8,0,0,11,4,3,0,0,5,11,11,0,0,20,11,6,0,0,19,10,15,0,0,29,24,7,0,0,35,17,9,4,0,35,17,9,0,3,27,43,18,0,3,61,34,20,0,0,53,29,24,7,0,65,7,20,0,0,30,7,9,0,3,21,3,6,0,0,9,218,164,13,13,413,Flinders (M) (Tas.)
62210,0,0,0,0,0,36,10,3,4,51,20,41,3,7,72,87,49,3,5,150,151,31,7,7,199,151,64,15,0,228,154,61,3,4,232,180,74,12,3,270,253,78,9,3,341,239,87,14,8,349,202,100,14,8,319,122,67,9,3,200,35,23,4,3,61,11,19,0,0,33,10,7,3,0,19,1606,709,96,52,2466,George Town (M)
59170,0,0,0,0,0,3,0,0,0,6,16,0,3,0,20,22,5,0,0,33,21,3,0,0,22,36,8,0,0,50,21,11,3,0,33,26,12,3,0,41,30,13,0,3,46,24,12,0,3,40,45,20,3,0,60,26,17,3,0,42,13,15,3,0,28,14,4,3,0,24,3,7,0,0,15,292,135,17,7,457,Williams (S)
59250,0,0,0,0,0,9,0,0,0,12,11,9,0,3,18,60,4,3,0,71,152,9,20,3,187,150,19,15,5,187,142,12,5,3,158,106,5,6,8,122,101,10,7,0,123,89,6,3,3,103,79,10,14,3,106,42,0,9,0,52,20,4,3,0,25,5,3,0,0,4,0,0,0,0,0,963,86,84,27,1157,Wiluna (S)
89399,3,13,3,3,20,1420,569,84,110,2183,2063,8350,416,365,11188,11302,9041,684,539,21565,19690,5079,1140,374,26283,20367,5972,1887,368,28594,18553,6136,1309,367,26365,18942,5565,797,285,25586,19002,4806,667,283,24759,16919,4061,820,234,22031,12502,3703,755,192,17153,6462,3226,531,116,10337,2257,2086,273,65,4678,505,814,76,38,1437,168,395,46,54,665,148735,59238,9400,3274,220648,Unincorporated ACT
99399,0,0,0,0,0,36,17,5,0,57,26,41,3,10,75,108,39,11,3,161,153,37,19,5,212,172,61,22,3,250,197,60,21,9,289,195,53,20,5,271,210,55,16,7,289,233,76,9,10,335,222,60,24,7,320,147,62,17,6,234,98,58,7,6,167,33,23,0,0,54,8,17,0,3,35,1801,645,168,75,2692,Unincorp. Other Territories
62410,0,0,0,0,0,8,11,4,3,22,21,37,9,0,66,37,29,6,7,80,40,27,4,0,82,69,53,8,0,130,67,40,9,4,114,84,53,4,8,149,108,63,3,5,177,96,74,11,6,183,79,89,18,0,183,79,73,13,0,168,19,43,9,3,75,10,27,0,3,39,5,14,0,3,24,720,617,90,41,1467,Glamorgan/Spring Bay (M)
62610,0,0,0,3,7,171,91,7,20,286,211,738,41,27,1007,884,636,65,37,1616,1165,505,73,33,1776,1266,562,74,39,1947,1297,580,58,25,1960,1364,602,55,38,2059,1476,581,50,27,2136,1516,590,77,35,2210,1310,636,89,29,2055,731,447,44,23,1243,198,263,14,16,481,40,90,14,4,152,17,47,4,15,79,11457,6267,651,337,18713,Glenorchy (C)
62810,4,4,0,0,12,328,228,28,23,611,345,1530,89,54,2019,1981,2306,174,84,4542,3280,1648,214,81,5226,3414,1754,387,69,5625,3094,1817,260,56,5228,3597,1972,190,50,5809,3869,1829,169,49,5921,3773,1664,194,59,5686,3180,1573,214,46,5016,1669,1338,173,37,3210,543,706,61,15,1333,103,241,24,9,381,37,124,9,21,195,28883,18487,2164,643,50180,Hobart (C)
63010,0,0,0,0,0,57,38,4,3,103,53,161,8,7,226,175,95,7,11,288,210,95,13,11,331,195,141,18,10,351,221,177,18,7,421,270,171,10,10,461,289,204,7,7,510,295,171,19,3,487,280,230,20,5,533,155,173,16,9,351,63,109,9,3,184,22,42,3,0,71,13,22,3,8,42,2234,1774,158,99,4260,Huon Valley (M)
59310,0,0,0,0,0,8,0,0,0,8,14,11,0,3,25,35,4,3,0,49,36,12,3,0,46,49,24,3,0,79,37,19,0,0,61,47,14,0,0,65,40,25,0,3,66,59,18,3,0,77,53,14,4,3,72,46,28,8,0,80,17,15,0,0,38,3,9,0,3,13,8,8,0,3,12,436,201,27,15,689,Wongan-Ballidu (S)
59320,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6,4,3,0,0,14,12,3,3,0,24,6,0,0,0,4,11,3,3,0,23,8,0,0,0,11,15,4,4,0,22,16,7,0,0,24,19,4,5,0,33,8,6,0,0,12,3,3,3,0,7,3,0,3,0,4,0,0,0,0,6,110,43,28,9,189,Woodanilling (S)
59330,0,0,0,0,0,3,0,0,0,3,0,3,0,0,10,10,6,0,0,13,14,3,0,0,21,16,3,0,0,14,10,5,0,0,16,8,7,0,0,21,17,3,0,0,24,15,5,0,0,25,17,5,0,0,22,14,7,0,3,23,3,3,0,0,9,6,6,0,0,10,5,10,0,0,10,128,70,9,7,214,Wyalkatchem (S)
59360,0,0,0,0,0,15,3,3,0,16,14,3,0,0,18,40,11,5,3,64,111,11,12,4,138,124,13,15,3,155,107,14,11,4,138,107,18,7,0,130,137,28,15,4,178,149,24,9,3,182,119,21,3,3,144,61,12,7,5,78,29,14,0,0,47,5,0,0,0,12,5,7,0,3,13,1005,178,87,36,1303,Yilgarn (S)
59370,0,0,0,0,0,5,3,0,0,10,14,37,4,0,56,45,26,0,0,73,34,12,0,0,50,45,33,3,3,92,58,36,0,0,95,40,36,3,4,81,68,40,0,0,114,75,45,0,4,121,68,53,7,3,132,46,52,5,0,101,37,29,3,0,71,13,15,0,0,30,3,13,0,0,14,539,442,33,16,1031,York (S)
60210,0,0,0,0,0,16,16,3,0,41,18,66,5,3,96,46,47,6,0,99,45,40,6,0,93,75,44,8,3,129,65,63,5,0,139,87,61,5,3,159,100,76,12,6,194,110,101,8,5,225,106,135,11,3,255,84,82,16,3,185,21,51,4,5,74,14,20,3,0,36,8,8,3,0,17,782,796,95,37,1707,Break O'Day (M)
60410,0,0,0,0,0,29,21,0,3,47,38,134,8,8,184,123,98,7,3,232,184,90,18,4,294,190,100,12,6,305,174,76,15,4,272,214,94,10,5,324,219,83,12,7,323,202,78,11,10,305,192,80,17,3,291,99,63,8,3,177,37,35,3,0,70,8,12,0,0,23,4,6,3,3,14,1679,953,122,58,2806,Brighton (M)
60610,0,0,0,0,0,88,57,9,7,166,163,514,22,16,713,521,334,28,20,902,570,261,30,11,876,573,314,63,15,965,540,376,32,13,961,689,344,26,11,1067,830,395,35,14,1281,867,404,47,14,1327,677,355,63,15,1108,377,294,41,18,723,111,118,11,5,243,32,46,3,8,83,8,29,0,3,43,5954,3775,403,166,10292,Burnie (C)
60810,0,0,0,0,3,54,32,4,3,96,88,272,19,16,393,260,175,21,9,471,266,145,26,4,447,235,164,17,8,425,281,171,16,10,476,327,233,22,11,601,414,252,25,15,698,456,238,36,11,741,362,301,34,17,720,205,213,26,3,447,69,95,9,4,175,18,36,10,10,69,13,29,0,8,50,3007,2327,267,123,5723,Central Coast (M) (Tas.)
61010,0,0,0,0,0,7,3,0,0,10,5,8,0,0,22,32,14,0,3,49,37,13,3,0,54,43,6,3,0,47,39,17,5,3,56,44,15,3,3,64,48,15,0,3,70,57,19,0,0,74,48,16,5,3,77,31,29,0,0,67,21,17,0,0,36,13,8,0,0,26,4,10,0,0,14,414,191,29,24,666,Central Highlands (M) (Tas.)
70420,0,0,0,0,0,35,14,3,3,58,71,39,3,7,117,167,40,8,9,226,192,41,7,16,262,175,61,12,4,253,132,37,10,3,192,137,46,11,3,196,160,31,6,10,203,156,36,7,4,201,149,26,10,7,190,118,24,8,0,155,52,10,0,3,66,8,8,0,0,19,11,0,0,0,9,1531,405,87,67,2097,Barkly (R)
70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,3,33,Belyuen (S)
70620,0,0,0,0,0,11,7,3,0,15,11,9,0,3,24,65,25,4,3,97,130,20,17,3,175,127,40,17,0,186,101,34,20,4,154,119,34,15,0,168,131,30,21,3,179,114,20,17,7,150,92,15,10,0,116,62,16,4,4,86,28,3,0,0,30,4,4,0,0,5,0,0,0,0,3,974,253,123,27,1375,Central Desert (R)
70700,0,0,0,0,0,10,0,0,0,8,15,10,0,3,23,28,9,0,0,46,35,7,3,0,47,42,7,3,3,55,34,3,0,3,39,39,8,0,4,53,41,15,0,0,64,66,14,3,0,81,59,9,0,0,74,35,13,0,4,50,21,11,0,0,28,3,0,0,3,6,0,3,0,0,3,423,120,18,18,574,Coomalie (S)
72330,0,0,0,0,0,21,5,0,7,31,19,21,0,6,40,90,27,3,6,126,169,44,19,14,246,202,41,14,14,270,178,50,17,10,248,152,55,8,3,224,197,61,4,12,271,188,28,6,12,237,183,20,10,3,223,102,31,17,4,155,49,12,8,0,74,11,7,0,0,21,5,3,0,0,11,1547,404,104,85,2132,MacDonnell (R)
