LGA_MAIN11,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total,LGA_NAME11
55530,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,8,12,3,0,0,0,0,27,0,3,6,3,6,3,0,0,21,0,0,0,3,0,6,0,0,9,3,7,9,14,11,0,0,0,44,3,0,3,0,0,0,0,0,6,6,7,12,17,11,6,0,0,59,0,0,0,0,6,0,0,0,6,4,3,3,0,7,10,7,0,34,14,21,36,23,30,19,7,0,150,Mingenew (S)
55600,6,3,4,0,0,0,19,0,4,10,8,0,0,0,0,22,7,60,35,20,24,8,0,0,154,3,8,18,21,24,6,3,0,83,8,6,10,4,7,0,3,0,38,43,55,71,50,46,16,9,3,293,6,10,6,3,6,0,0,0,31,57,71,87,57,59,16,12,3,362,0,4,3,7,7,9,0,0,30,32,17,23,29,28,20,14,11,174,99,170,182,145,146,59,29,14,844,Moora (S)
59330,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,14,7,3,0,0,0,0,30,0,0,3,3,3,0,3,0,12,0,0,0,3,3,3,3,0,12,7,8,10,16,4,9,0,0,54,0,0,0,0,0,0,0,0,0,7,8,10,19,7,12,3,0,66,0,0,3,0,6,0,6,0,15,3,0,6,6,7,16,6,8,52,16,22,32,31,23,28,18,8,178,Wyalkatchem (S)
59340,32,35,13,3,0,0,113,0,29,27,20,18,0,0,0,94,44,237,164,108,74,22,0,0,649,32,105,77,89,53,13,0,0,369,10,27,22,15,3,3,0,0,80,101,239,255,216,118,42,0,0,971,35,33,20,13,6,4,0,0,111,146,299,297,244,127,49,0,0,1162,14,17,17,21,12,5,0,0,86,180,186,181,156,98,44,17,4,866,419,900,795,673,395,136,17,4,3339,Wyndham-East Kimberley (S)
59350,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,9,7,3,6,0,0,0,0,25,0,7,6,3,3,0,3,0,22,0,0,0,0,0,0,0,0,0,12,29,16,12,3,0,0,0,72,0,7,0,0,0,0,0,0,7,12,36,16,12,3,0,0,0,79,0,0,3,0,0,0,0,0,3,15,18,17,12,7,0,0,0,69,36,72,45,33,16,0,3,0,205,Yalgoo (S)
71000,618,605,453,158,21,7,2510,17,303,380,415,264,63,8,0,1450,627,3089,2087,1461,1053,336,84,19,8756,278,989,1150,1046,805,281,60,13,4622,58,108,145,118,121,44,14,4,612,1171,2359,1916,1807,1219,500,142,12,9126,243,246,133,111,66,18,5,3,825,1472,2713,2194,2036,1406,562,161,19,10563,63,138,119,123,111,71,18,5,648,1722,2082,1654,1432,1105,591,342,89,9017,4206,9935,8202,7118,5197,2062,694,152,37566,Darwin (C)
71300,9,13,9,4,0,0,41,3,15,11,13,14,0,0,0,56,15,65,41,35,34,11,0,0,201,3,22,26,37,33,0,0,0,121,3,19,20,22,7,0,0,0,71,40,106,102,92,48,12,0,0,400,6,28,35,33,16,7,4,0,129,49,153,157,147,71,19,4,0,600,0,7,5,9,0,3,0,0,24,211,169,117,72,47,16,4,0,636,281,437,366,326,208,53,8,0,1679,East Arnhem (S)
55670,0,3,0,0,3,0,6,3,3,0,0,3,0,0,0,9,3,12,10,10,7,3,3,0,48,0,4,16,8,3,3,0,0,34,0,6,3,3,0,0,0,0,12,12,9,26,27,14,8,6,0,102,7,6,0,0,3,0,0,0,16,19,21,29,30,17,8,6,0,130,0,3,3,3,0,3,4,0,16,14,3,10,15,9,6,3,0,60,39,46,68,69,39,23,19,0,303,Morawa (S)
56520,3,9,5,0,0,0,23,0,8,15,14,9,3,0,0,49,21,61,63,60,28,20,3,0,256,3,20,47,53,39,22,8,0,192,9,3,12,6,5,0,3,0,38,79,102,102,87,89,50,24,4,537,25,13,10,4,3,0,0,0,55,113,118,124,97,97,50,27,4,630,4,0,10,9,12,4,3,3,45,44,36,36,37,44,33,53,29,312,185,249,298,279,234,132,94,36,1507,Narrogin (T)
56580,430,594,437,209,85,18,1982,10,63,118,166,109,66,18,4,554,432,772,1064,1142,920,409,196,55,4990,48,100,193,363,329,220,119,40,1412,0,18,13,41,46,33,14,9,174,116,106,124,144,112,85,48,19,754,25,11,10,10,10,7,4,3,80,141,135,147,195,168,125,66,31,1008,27,23,34,68,83,83,47,28,393,160,91,118,146,135,107,101,141,999,836,1375,2104,2674,2181,1219,632,317,11338,Nedlands (C)
55740,136,154,114,51,18,3,592,6,48,52,73,32,21,3,6,241,131,441,396,367,242,152,58,24,1811,37,100,105,126,148,83,33,10,642,9,7,22,17,16,14,5,0,90,67,107,87,100,84,52,28,13,538,10,6,7,4,4,6,3,0,40,86,120,116,121,104,72,36,13,668,3,17,20,29,31,22,15,6,143,99,112,92,85,91,79,75,58,691,365,951,917,955,762,480,238,120,4788,Mosman Park (T)
56620,6,3,3,0,0,0,12,0,0,6,3,3,0,0,0,12,3,15,6,12,18,0,0,0,54,0,9,3,6,7,0,0,0,25,6,3,3,3,0,0,0,0,15,6,15,9,12,9,4,0,0,55,3,0,3,7,0,3,0,0,16,15,18,15,22,9,7,0,0,86,3,0,0,0,0,0,0,0,3,28,30,28,16,19,5,0,0,126,49,72,64,62,59,12,0,0,318,Ngaanyatjarraku (S)
59499,38,24,12,5,0,0,141,4,18,21,15,17,3,0,0,78,92,301,149,80,106,22,3,0,753,29,109,66,88,116,47,3,0,458,4,15,15,17,22,8,0,4,85,128,299,204,203,238,136,12,0,1220,19,27,11,9,16,4,0,0,86,151,341,230,229,276,148,12,4,1391,16,35,21,24,41,20,3,0,160,172,302,286,252,197,75,35,6,1325,472,1160,811,712,765,320,56,10,4306,
60210,5,15,21,10,0,0,51,0,9,8,13,14,0,0,0,44,8,60,63,65,84,41,13,0,334,3,10,43,64,87,59,15,3,284,3,6,8,15,12,7,0,4,55,52,108,167,222,213,117,39,14,932,14,20,16,15,13,7,0,0,85,69,134,191,252,238,131,39,18,1072,3,6,9,4,20,13,4,0,59,59,29,49,83,127,109,106,43,605,142,248,368,496,591,363,177,64,2449,Break O'Day (M)
60410,7,16,14,3,0,0,43,0,15,16,13,9,3,0,0,56,20,108,100,75,71,25,6,6,411,24,97,150,118,89,25,5,5,513,18,21,30,37,21,7,5,3,142,254,545,505,372,295,147,36,14,2168,103,81,41,27,14,6,4,0,276,375,647,576,436,330,160,45,17,2586,3,19,22,16,12,8,3,3,86,233,171,178,215,239,156,78,22,1292,655,1060,1049,889,764,380,137,53,4987,Brighton (M)
56930,12,32,25,10,7,5,101,0,7,7,14,8,0,0,0,36,24,44,44,89,71,30,20,9,331,0,8,15,20,21,19,12,5,100,0,0,0,0,5,0,0,0,5,8,13,11,14,9,6,6,0,67,6,0,0,0,3,0,0,0,9,14,13,11,14,17,6,6,0,81,0,3,6,3,5,6,6,3,32,40,13,8,20,25,20,7,7,140,81,95,103,192,172,91,58,29,821,Peppermint Grove (S)
57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,9,0,0,0,3,0,0,0,0,3,4,0,0,3,7,3,0,0,17,7,3,0,15,7,9,0,0,41,Sandstone (S)
55950,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,4,4,6,4,0,0,0,0,18,0,0,0,9,6,0,0,0,15,0,0,0,0,0,0,0,0,0,14,12,13,16,5,0,4,0,64,3,4,0,0,0,0,0,0,7,17,16,13,16,5,0,4,0,71,0,0,3,0,3,3,0,0,9,0,3,6,3,8,7,5,0,32,21,26,28,35,22,10,9,0,151,Mukinbudin (S)
56020,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,3,6,14,10,3,3,0,0,0,36,3,10,6,9,3,0,0,0,31,0,3,0,3,0,0,3,0,9,4,22,19,17,14,7,0,0,83,0,3,0,0,0,0,0,0,3,4,28,19,20,14,7,3,0,95,0,0,3,3,3,0,3,0,12,15,8,6,15,13,11,4,0,72,28,63,44,53,36,21,10,0,255,Mullewa (S)
56090,161,175,186,81,17,7,684,9,37,130,174,111,44,16,0,521,156,461,826,751,636,308,88,21,3247,122,263,549,686,557,310,99,16,2602,44,61,86,121,125,69,22,7,535,622,739,1059,1253,960,502,175,36,5346,96,53,52,57,51,15,8,3,335,762,853,1197,1431,1136,586,205,46,6216,33,35,88,134,147,113,61,14,625,655,705,713,508,438,306,243,109,3677,1743,2405,3664,3859,3211,1748,729,213,17572,Mundaring (S)
57000,3,3,0,0,0,0,9,0,0,0,0,6,0,0,0,6,0,30,13,7,3,3,0,0,56,0,10,8,13,6,3,3,0,43,3,3,0,4,0,0,0,0,10,12,54,38,28,23,10,6,0,171,0,0,3,0,3,0,0,0,6,15,57,41,32,26,10,6,0,187,0,0,3,3,3,0,0,0,9,0,26,20,12,10,5,8,4,85,15,126,88,70,54,21,17,4,395,Perenjori (S)
57080,316,179,153,71,18,3,1434,17,146,68,66,43,14,6,0,360,492,2153,613,394,354,150,35,9,4200,201,436,200,214,165,91,33,12,1352,19,40,15,26,26,17,3,0,146,219,404,185,181,168,76,34,5,1272,21,22,14,5,10,6,0,0,78,259,466,214,212,204,99,37,5,1496,38,89,33,35,51,32,17,10,305,477,1070,390,307,295,152,75,28,2794,1513,5025,1834,1407,1265,609,221,67,11941,Perth (C)
57140,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,3,13,10,4,9,3,3,0,45,0,6,8,14,11,8,3,0,50,0,0,6,0,5,0,0,0,11,12,21,20,32,24,11,9,6,135,6,5,0,0,0,0,0,0,11,18,26,26,32,29,11,9,6,157,0,0,0,4,5,3,3,0,15,14,8,10,19,7,12,9,5,84,35,53,61,73,61,37,27,11,358,Pingelly (S)
57210,3,8,13,6,0,0,33,0,6,10,18,11,3,0,3,51,4,46,62,58,71,32,18,0,291,7,29,36,69,65,47,12,0,265,4,8,21,15,17,10,0,0,75,66,98,102,134,126,76,21,12,635,25,13,12,10,0,0,0,0,60,95,119,135,159,143,86,21,12,770,0,5,11,16,23,10,0,5,70,56,56,64,56,66,46,34,16,394,162,264,321,384,392,230,85,36,1874,Plantagenet (S)
56160,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,0,14,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,9,0,10,5,6,8,0,3,0,32,Murchison (S)
56230,9,19,32,11,0,0,71,6,11,24,16,16,10,6,0,89,24,103,130,109,93,72,28,7,566,23,69,120,150,162,85,39,3,651,22,19,39,31,19,31,9,3,173,213,382,429,484,355,283,142,15,2303,42,28,24,17,12,7,0,0,130,277,429,492,532,386,321,151,18,2606,11,19,34,42,50,59,19,7,241,176,108,141,159,213,187,158,48,1190,517,739,950,1027,952,745,401,83,5414,Murray (S)
56300,3,3,0,10,0,0,16,0,0,3,0,7,0,3,0,13,0,11,20,21,36,17,0,0,105,0,7,19,15,39,15,3,0,98,0,3,4,8,0,3,3,0,21,15,21,24,45,54,21,7,0,187,3,3,0,0,4,3,0,0,13,18,27,28,53,58,27,10,0,221,0,3,0,3,10,4,0,0,20,9,5,7,14,12,10,8,3,68,27,53,80,109,162,83,24,3,541,Nannup (S)
56370,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,16,7,10,0,4,0,0,43,0,0,0,10,8,3,5,3,29,0,3,0,0,0,0,4,0,7,8,16,19,3,11,8,0,0,65,0,4,0,0,3,0,0,0,7,8,23,19,3,14,8,4,0,79,0,0,3,0,0,0,0,4,7,9,3,10,11,12,4,11,14,74,23,46,39,34,34,19,20,21,236,Narembeen (S)
56450,6,0,0,0,0,0,6,3,0,3,3,3,3,0,0,15,3,7,19,29,6,4,0,0,68,0,3,8,12,9,9,4,0,45,3,0,5,7,3,0,0,0,18,25,25,17,16,18,6,3,0,110,8,3,0,0,0,3,0,0,14,36,28,22,23,21,9,3,0,142,0,0,0,4,0,4,0,0,8,9,3,9,7,6,5,3,0,42,51,41,67,78,45,34,10,0,326,Narrogin (S)
57350,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,10,0,16,12,12,6,9,0,3,58,0,3,6,16,7,7,4,0,43,4,0,0,3,6,0,3,0,16,8,10,24,28,20,19,9,0,118,0,0,5,0,0,0,0,0,5,12,10,29,31,26,19,12,0,139,0,0,3,6,6,0,6,0,21,7,9,3,12,15,8,10,6,70,19,38,59,77,64,43,32,9,341,Quairading (S)
57420,5,5,0,0,0,0,17,0,4,4,0,3,0,0,0,11,6,41,29,26,19,12,3,0,136,3,10,33,33,20,18,4,0,121,3,5,10,9,6,3,0,0,36,35,91,94,70,49,18,6,0,363,7,6,4,6,0,0,0,0,23,45,102,108,85,55,21,6,0,422,0,0,3,3,3,7,3,3,22,13,23,20,22,26,27,13,6,150,67,187,202,174,126,85,29,9,879,Ravensthorpe (S)
56730,15,21,21,6,0,0,69,0,15,18,18,20,7,0,0,78,28,111,97,85,95,48,15,3,482,14,41,84,114,117,50,11,4,435,8,23,27,26,30,6,3,0,123,175,263,304,283,238,127,45,8,1443,30,31,27,17,11,6,0,0,122,213,317,358,326,279,139,48,8,1688,5,15,23,30,29,30,10,6,148,162,115,150,137,185,140,121,54,1064,422,620,745,731,746,420,205,75,3964,Northam (S)
57770,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,6,3,15,11,7,18,0,0,0,54,3,11,11,4,12,4,3,0,48,3,3,4,3,3,0,0,0,16,8,30,32,33,27,23,4,0,157,6,6,3,0,0,0,0,0,15,17,39,39,36,30,23,4,0,188,0,3,7,3,3,4,3,0,23,3,8,4,10,11,9,8,0,53,26,79,75,66,74,40,18,0,378,Shark Bay (S)
57840,662,508,395,134,37,4,2510,30,230,254,244,169,60,22,3,1012,931,2675,1733,1359,986,385,150,54,8273,338,600,507,669,627,338,137,56,3272,40,59,62,83,117,61,33,19,474,541,718,480,554,490,226,108,72,3189,70,49,44,34,33,15,7,0,252,651,826,586,671,640,302,148,91,3915,65,90,103,117,136,111,59,44,725,526,552,375,373,401,299,355,318,3199,2588,5696,4220,3941,3354,1629,908,570,22906,South Perth (C)
57910,1799,1309,861,340,109,14,6784,86,871,1081,849,557,182,54,3,3683,2491,10118,7056,4604,3145,1432,567,148,29561,1218,3303,3153,2807,2323,1345,615,196,14960,241,410,525,464,426,247,116,47,2476,2653,4851,3801,3570,2593,1692,1057,273,20490,384,383,264,232,145,80,24,9,1521,3278,5644,4590,4266,3164,2019,1197,329,24487,207,548,516,540,521,452,310,132,3226,2427,3108,2168,1805,1761,1650,1764,1116,15799,9833,25818,20363,16180,12332,7420,4616,1938,98500,Stirling (C)
57980,445,336,302,154,39,11,1837,19,129,125,137,114,40,13,3,580,472,1496,892,706,567,282,107,24,4546,111,207,199,216,243,175,80,17,1248,14,19,23,37,37,26,11,3,170,106,190,116,142,122,81,38,19,814,25,16,15,17,6,7,7,0,93,145,225,154,196,165,114,56,22,1077,15,43,45,37,49,54,26,15,284,171,270,174,158,183,159,129,94,1338,950,2903,2034,1786,1623,978,450,186,10910,Subiaco (C)
58050,289,274,194,60,15,3,1115,17,208,270,214,118,41,6,3,877,529,2005,1956,1320,825,340,97,24,7096,524,1373,1663,1438,877,368,113,20,6376,166,262,360,302,205,88,37,6,1426,2092,3340,3483,3151,2034,909,340,56,15405,277,292,218,153,89,33,6,3,1071,2535,3894,4061,3606,2328,1030,383,65,17902,104,254,302,323,294,180,91,30,1578,1444,1140,1374,1224,976,841,612,333,7944,5169,9138,9915,8399,5612,2860,1317,478,42888,Swan (C)
58190,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,9,6,3,0,3,0,25,4,4,0,8,0,3,3,0,22,3,3,0,0,0,0,0,0,6,0,0,8,13,5,4,3,0,33,0,3,0,0,3,0,0,0,6,3,6,8,13,8,4,3,0,45,0,0,0,0,0,0,3,0,3,0,3,6,8,3,6,7,3,36,7,17,23,35,18,13,19,3,135,Tammin (S)
58330,5,12,22,11,4,0,54,0,6,7,13,10,3,0,0,39,7,33,43,57,57,39,3,0,239,8,21,42,64,87,38,13,0,273,0,6,19,13,19,7,0,0,64,58,70,108,185,178,73,16,5,693,8,6,5,11,11,3,0,0,44,66,82,132,209,208,83,16,5,801,3,6,3,27,28,17,5,6,95,50,22,45,90,75,53,28,6,369,134,170,277,472,487,244,69,17,1870,Toodyay (S)
60810,38,48,43,20,6,4,179,0,24,32,55,54,12,9,0,186,47,246,252,301,291,112,41,13,1303,30,98,234,285,247,125,51,11,1081,17,18,46,55,55,28,6,0,225,363,588,723,811,532,301,106,27,3451,75,62,52,52,25,6,3,3,278,455,668,821,918,612,335,115,30,3954,9,12,20,50,44,28,12,0,175,191,119,183,236,226,303,306,117,1681,732,1187,1580,1893,1517,935,540,175,8559,Central Coast (M)
61010,4,0,7,6,0,0,17,0,0,0,3,10,3,0,0,16,7,15,24,19,29,15,6,0,115,0,13,18,22,27,21,0,0,101,0,3,3,6,6,3,0,0,21,26,54,53,44,52,24,8,0,261,8,6,5,3,3,3,0,0,28,34,63,61,53,61,30,8,0,310,0,3,0,0,8,0,3,0,14,26,18,34,38,51,36,24,8,235,67,112,141,135,193,111,41,8,808,Central Highlands (M)
61210,6,6,5,3,0,0,29,0,5,14,6,10,0,0,0,35,15,77,60,59,44,22,8,0,285,6,42,74,71,55,25,11,0,284,6,11,18,13,10,3,0,0,61,145,251,218,245,157,54,18,4,1092,33,28,16,24,13,3,0,0,117,184,290,252,282,180,60,18,4,1270,3,11,4,10,11,6,0,0,45,95,59,71,94,65,85,68,24,561,303,493,481,528,370,201,105,28,2509,Circular Head (M)
61410,229,280,221,102,34,6,1021,14,125,184,206,157,50,17,0,753,243,1181,1217,1045,833,378,159,54,5110,105,353,652,753,720,421,199,73,3276,38,71,112,130,129,88,44,14,626,750,1309,1422,1463,1095,649,328,102,7118,184,137,78,92,52,21,23,6,593,972,1517,1612,1685,1276,758,395,122,8337,26,48,58,76,100,70,36,27,441,544,485,485,499,598,621,572,273,4077,1909,3853,4437,4544,3905,2400,1412,555,23015,Clarence (C)
61510,17,18,17,3,3,0,69,0,0,17,21,20,4,0,0,62,14,46,63,76,79,33,11,3,325,12,38,101,103,63,33,13,0,363,9,19,15,25,18,7,0,0,93,151,268,307,307,237,119,34,9,1432,35,34,27,21,7,3,0,3,130,195,321,349,353,262,129,34,12,1655,8,12,15,13,21,9,0,3,81,114,81,96,121,118,138,89,24,781,347,505,658,705,580,349,150,42,3336,Derwent Valley (M)
61610,30,38,44,21,6,3,165,5,22,32,38,50,15,8,3,173,60,332,289,247,205,103,55,11,1302,38,154,253,277,235,147,70,29,1203,23,22,53,53,59,23,15,6,254,480,747,752,702,585,312,141,41,3760,127,93,71,48,31,14,3,3,390,630,862,876,803,675,349,159,50,4404,14,21,25,41,42,37,20,5,205,262,187,206,230,253,338,318,182,1976,1009,1601,1711,1674,1504,1010,636,283,9428,Devonport (C)
61810,9,14,17,9,3,0,52,0,3,6,6,9,6,0,0,30,6,39,45,67,75,26,17,7,282,9,27,51,53,57,34,11,6,248,4,9,12,21,14,11,3,0,74,125,193,178,208,172,100,29,4,1009,28,31,21,18,6,3,0,0,107,157,233,211,247,192,114,32,4,1190,6,11,10,15,13,3,10,0,68,54,26,50,64,92,99,87,24,496,232,339,382,466,455,291,160,41,2366,Dorset (M)
62010,0,3,11,7,0,0,21,0,3,4,0,6,0,0,0,13,0,6,11,6,16,13,6,0,58,0,8,6,19,21,9,0,0,63,0,0,0,3,5,0,0,0,8,4,14,17,33,26,18,4,0,116,3,0,0,4,0,0,0,0,7,7,14,17,40,31,18,4,0,131,0,0,0,4,0,5,0,0,9,0,3,9,9,18,7,3,7,56,7,34,47,81,103,59,13,7,351,Flinders (M)
70420,8,15,13,3,0,0,49,0,5,13,14,15,3,0,0,50,21,78,45,55,55,9,4,0,267,7,40,44,36,31,10,0,0,168,9,12,8,8,3,3,0,0,43,59,109,83,85,64,33,0,0,433,13,16,13,7,6,0,0,0,55,81,137,104,100,73,36,0,0,531,8,0,8,5,8,0,0,0,29,274,231,209,147,102,83,21,3,1070,391,501,431,372,297,144,25,3,2164,Barkly (S)
58400,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,18,0,3,3,3,3,3,0,0,15,0,0,3,3,0,0,0,0,6,0,7,6,5,6,5,0,4,33,3,0,0,3,0,0,0,0,6,3,7,9,11,6,5,0,4,45,0,0,0,0,0,3,0,0,3,0,3,6,6,0,9,3,0,27,3,16,27,23,15,20,3,4,111,Trayning (S)
62210,3,8,21,4,3,0,45,0,0,4,5,16,5,0,0,30,6,49,53,51,47,32,11,3,252,0,24,31,65,71,40,9,3,243,10,8,9,9,13,9,6,0,64,98,171,178,229,164,86,38,11,975,16,25,10,15,10,3,0,0,79,124,204,197,253,187,98,44,11,1118,0,6,8,11,10,7,3,0,45,66,26,45,79,77,99,91,37,520,196,315,341,472,429,285,161,54,2253,George Town (M)
58470,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,7,0,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,11,3,4,0,0,0,0,0,0,7,3,4,3,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,3,0,5,7,6,0,0,27,9,14,3,13,17,9,0,0,65,Upper Gascoyne (S)
58510,469,215,126,40,10,3,1618,31,197,185,131,76,22,3,0,645,581,2425,1269,586,378,122,53,26,5440,415,705,549,419,325,119,75,33,2640,50,69,80,59,53,21,11,4,347,453,800,608,581,402,202,151,70,3267,68,68,43,31,23,7,12,5,257,571,937,731,671,478,230,174,79,3871,62,114,72,74,70,55,45,27,519,568,677,442,384,307,279,359,494,3510,2280,5758,3717,2480,1760,867,719,662,18243,Victoria Park (T)
62410,9,9,13,10,0,3,47,0,0,0,14,11,4,0,0,29,6,36,38,55,75,45,11,0,266,4,20,24,39,82,52,18,7,246,0,3,7,10,13,12,3,0,48,34,78,122,113,139,116,27,7,636,5,16,9,9,5,0,0,3,47,39,97,138,132,157,128,30,10,731,0,0,4,8,14,10,3,0,39,18,26,19,31,76,95,51,36,352,67,182,232,288,428,344,113,56,1710,Glamorgan/Spring Bay (M)
62610,115,95,58,23,15,0,423,3,104,82,65,47,13,3,0,317,160,712,474,415,288,125,64,14,2252,64,339,457,493,321,180,83,33,1970,26,69,81,103,108,37,19,8,451,839,1489,1337,1312,880,535,295,71,6758,221,228,94,91,44,15,0,0,693,1086,1786,1512,1506,1032,587,314,79,7902,32,55,60,63,63,48,34,9,364,441,345,402,453,504,595,583,278,3601,1793,3451,3102,3090,2313,1571,1096,413,16829,Glenorchy (C)
58540,0,0,3,0,3,0,9,0,0,4,0,0,0,0,0,4,6,17,25,10,7,3,0,0,68,3,0,15,17,4,0,0,0,39,0,0,3,3,3,0,0,0,9,12,28,19,24,11,3,3,0,100,0,6,3,0,0,0,0,0,9,12,34,25,27,14,3,3,0,118,0,6,0,0,3,6,3,0,18,3,13,0,9,11,10,4,6,56,24,73,69,63,42,22,13,6,312,Victoria Plains (S)
63010,54,61,75,44,13,0,263,3,19,54,43,43,14,0,0,176,16,160,295,259,253,127,24,8,1142,13,76,171,232,209,115,33,5,854,6,35,35,42,27,20,11,0,176,201,396,489,464,366,159,48,8,2131,58,46,29,31,21,6,0,0,191,265,477,553,537,414,185,59,8,2498,13,23,21,20,39,26,5,0,147,111,60,124,134,164,178,139,46,956,421,831,1272,1286,1197,689,273,67,6036,Huon Valley (M)
63210,7,4,17,3,3,0,40,0,4,11,18,11,13,0,0,57,11,51,63,74,62,22,3,4,290,11,35,69,71,79,33,3,0,301,0,9,20,21,10,8,3,0,71,87,151,208,227,182,76,23,4,958,22,28,10,23,5,3,0,0,91,109,188,238,271,197,87,26,4,1120,3,6,11,11,7,6,7,0,51,45,18,48,61,75,78,60,21,406,179,308,447,510,448,242,102,29,2265,Kentish (M)
63410,3,3,6,3,0,0,18,0,6,3,3,5,0,0,0,17,3,19,20,22,28,8,6,0,106,0,6,16,10,25,11,3,6,77,0,3,0,7,3,0,0,0,13,22,45,43,51,60,30,11,3,265,0,7,3,0,3,3,0,0,16,22,55,46,58,66,33,11,3,294,0,0,6,3,3,0,0,0,12,17,15,12,21,18,28,13,7,131,42,104,106,120,151,83,33,16,655,King Island (M)
