lga_code16,p_pg_deg_35_44_yr,p_pg_deg_45_54_yr,p_pg_deg_55_64_yr,p_pg_deg_65_74_yr,p_pg_deg_75_84_yr,p_pg_deg_85_yr_over,p_pguate_deg_tot,p_grad_dip_cer_15_24,p_grad_dip_cer_25_34,p_grad_dip_cer_35_44,p_grad_dip_cer_45_54,p_grad_dip_cer_55_64,p_grad_dip_cer_65_74,p_grad_dip_cer_75_84,p_grad_dip_cer_85_over,p_grad_dip_cer_tot,p_b_deg_15_24_yr,p_b_deg_25_34_yr,p_b_deg_35_44_yr,p_b_deg_45_54_yr,p_b_deg_55_64_yr,p_b_deg_65_74_yr,p_b_deg_75_84_yr,p_b_deg_85_yr_over,p_b_deg_tot,p_adv_dip_dip_15_24,p_adv_dip_dip_25_34,p_adv_dip_dip_35_44,p_adv_dip_dip_45_54,p_adv_dip_dip_55_64,p_adv_dip_dip_65_74,p_adv_dip_dip_75_84,p_adv_dip_dip_85_over,p_adv_dip_dip_total,p_cer_iii_iv_15_24_yr,p_cer_iii_iv_25_34_yr,p_cer_iii_iv_35_44_yr,p_cer_iii_iv_45_54_yr,p_cer_iii_iv_55_64_yr,p_cer_iii_iv_65_74_yr,p_cer_iii_iv_75_84_yr,p_cer_iii_iv_85_yr,p_cer_iii_iv_tot,p_cer_i_ii_15_24_yr,p_cer_i_ii_25_34_yr,p_cer_i_ii_35_44_yr,p_cer_i_ii_45_54_yr,p_cer_i_ii_55_64_yr,p_cer_i_ii_65_74_yr,p_cer_i_ii_75_84_yr,p_cer_i_ii_85_yr_over,p_cer_i_ii_tot,p_cer_nfd_15_24_yr,p_cer_nfd_25_34_yr,p_cer_nfd_35_44_yr,p_cer_nfd_45_54_yr,p_cer_nfd_55_64_yr,p_cer_nfd_65_74_yr,p_cer_nfd_75_84_yr,p_cer_nfd_85_yr_over,p_cer_nfd_tot,p_cer_tot_15_24_yr,p_cer_tot_25_34_yr,p_cer_tot_35_44_yr,p_cer_tot_45_54_yr,p_cer_tot_55_64_yr,p_cer_tot_65_74_yr,p_cer_tot_75_84_yr,p_cer_tot_85_yr_over,p_cer_tot_tot,p_lvl_educ_inad_desc_15_24,p_lvl_educ_inad_desc_25_34,p_lvl_educ_inad_desc_35_44,p_lvl_educ_inad_desc_45_54,p_lvl_educ_inad_desc_55_64,p_lvl_educ_inad_desc_65_74,p_lvl_educ_inad_desc_75_84,p_lvl_educ_inad_desc_85,p_lvl_educ_inad_desc_tot,p_lvl_educ_ns_15_24,p_lvl_educ_ns_25_34,p_lvl_educ_ns_35_44,p_lvl_educ_ns_45_54,p_lvl_educ_ns_55_64,p_lvl_educ_ns_65_74,p_lvl_educ_ns_75_84,p_lvl_educ_ns_85,p_lvl_educ_ns_tot,p_tot_15_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,lga_name16
32260,62,52,75,51,17,0,320,8,26,39,65,63,35,15,0,261,133,418,334,313,331,238,76,21,1863,51,272,248,312,378,301,96,17,1678,420,791,773,977,1104,706,278,43,5099,92,57,53,61,49,30,3,4,345,35,46,67,107,89,61,27,8,454,553,905,896,1146,1241,796,314,60,5900,7,20,20,20,35,43,22,0,164,418,457,383,487,632,658,362,103,3497,1178,2160,1982,2397,2752,2118,892,198,13676,Cassowary Coast (R)
32270,70,64,40,20,4,0,291,10,62,60,56,46,25,3,0,257,146,681,511,299,240,99,13,4,1991,71,291,366,324,280,144,24,5,1511,550,1534,1266,1051,765,359,78,9,5615,84,104,64,42,32,21,0,0,356,38,72,85,81,70,40,14,0,401,667,1710,1415,1177,871,420,95,9,6372,6,16,24,15,24,20,12,0,115,611,982,1004,967,735,343,161,33,4845,1517,3829,3451,2907,2246,1070,318,52,15385,Central Highlands (R) (Qld)
32310,18,25,29,19,4,0,115,4,22,29,18,27,12,3,0,122,59,166,146,121,91,93,23,8,702,22,55,95,111,123,91,37,11,551,164,317,330,279,299,254,67,12,1728,59,18,19,12,21,6,3,0,133,22,27,29,29,29,32,13,0,176,243,362,371,322,352,292,83,10,2040,4,3,3,9,11,10,9,0,59,182,145,163,183,223,269,170,33,1379,520,763,836,800,851,791,329,70,4961,Charters Towers (R)
37300,27,27,11,3,3,0,91,0,15,21,12,9,3,0,0,51,22,133,96,52,27,6,0,0,342,5,39,64,79,41,16,4,0,242,93,288,228,227,110,24,3,0,988,7,9,9,3,6,0,0,0,29,3,5,15,15,6,3,0,0,60,105,307,257,242,123,28,3,3,1076,0,3,0,0,6,0,0,0,4,76,90,92,105,70,36,6,0,470,206,611,561,522,285,84,13,3,2284,Weipa (T)
37310,79,38,33,15,3,0,245,4,54,48,64,53,12,0,0,232,156,658,592,354,217,113,41,5,2135,68,312,452,471,315,174,47,8,1850,678,1396,1131,1017,710,341,119,20,5416,141,106,63,69,34,9,0,0,431,46,90,103,112,74,39,21,3,490,865,1595,1300,1202,820,392,138,25,6339,7,18,17,16,26,20,8,4,114,612,797,777,831,741,571,358,161,4847,1709,3503,3259,2975,2214,1295,596,207,15759,Western Downs (R)
37340,105,96,88,81,16,0,517,6,60,85,58,85,57,16,0,382,230,832,585,385,390,302,61,12,2802,176,556,495,464,527,368,103,9,2691,629,1386,1242,1227,1134,808,250,39,6708,114,88,80,64,79,36,6,0,474,71,102,96,113,125,125,25,10,671,821,1572,1415,1405,1341,972,276,47,7855,9,41,28,27,31,54,12,5,204,886,1159,792,840,873,812,346,134,5836,2140,4342,3503,3274,3334,2641,838,215,20287,Whitsunday (R)
33430,3977,3000,2230,1259,358,63,15046,241,1373,1599,1498,1357,690,195,35,6987,4958,15981,14251,9571,7113,4683,1718,464,58736,4146,9118,10302,9873,7340,4694,1726,490,47689,9239,16485,16765,16315,12572,9054,4038,1108,85582,1410,866,826,641,615,366,116,27,4860,871,1389,1894,1923,1817,1630,693,211,10427,11514,18739,19486,18880,15010,11045,4845,1345,100871,257,518,635,665,727,774,451,167,4190,6708,7668,6909,7012,6988,7357,5593,3467,51704,28158,57245,57152,50502,40766,30502,14882,6026,285230,Gold Coast (C)
33610,15,12,14,15,0,0,82,3,17,17,12,18,9,3,0,84,34,228,192,131,104,55,20,3,769,21,110,138,151,116,73,21,4,633,148,324,245,256,224,125,54,9,1393,32,18,10,19,9,3,3,0,101,9,19,25,36,34,21,9,0,154,196,363,287,311,270,147,61,14,1654,4,10,3,9,3,3,6,0,36,139,157,152,164,198,212,128,46,1208,399,903,812,795,724,513,246,69,4459,Goondiwindi (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,10,9,9,3,3,0,0,36,15,16,20,17,7,3,0,0,71,7,3,4,0,0,0,0,0,18,4,0,3,0,0,0,0,0,8,29,19,23,14,7,5,0,0,95,0,0,0,0,0,0,0,0,0,37,20,11,13,4,0,0,0,86,65,41,50,41,26,8,0,0,226,Cherbourg (S)
32450,18,12,9,9,0,0,74,0,8,9,6,12,0,0,0,41,21,112,62,46,35,18,3,0,305,9,40,51,47,40,30,5,0,219,56,202,219,179,122,50,12,3,847,13,11,4,6,0,4,0,0,39,7,11,13,9,16,10,0,0,57,76,221,237,191,132,63,12,7,946,0,7,4,0,3,7,0,0,20,81,121,124,102,145,150,32,8,771,195,535,502,415,378,266,60,16,2370,Cloncurry (S)
32500,18,11,32,11,3,0,104,0,7,13,17,22,17,0,0,82,26,117,87,58,108,68,15,0,476,19,64,68,76,119,67,14,4,426,98,206,187,195,207,144,26,4,1063,24,11,11,16,15,6,3,0,83,9,12,14,24,27,17,0,0,104,123,235,217,234,249,173,33,6,1259,3,7,5,3,10,6,8,3,46,147,189,160,158,287,236,57,16,1241,324,644,563,551,831,578,129,20,3632,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,6,0,0,0,15,0,3,7,4,3,6,0,0,16,7,9,3,7,10,6,0,0,44,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,7,14,3,7,13,14,0,0,50,0,0,0,0,0,0,0,0,0,10,22,16,22,17,13,0,0,101,20,39,28,35,42,24,3,0,191,Croydon (S)
33220,244,229,243,192,51,8,1092,27,92,189,259,256,155,50,5,1023,225,1064,1288,1109,1106,846,303,54,5993,197,641,1030,1324,1498,1123,409,94,6312,1406,2415,2792,3131,3516,3031,1233,231,17761,413,251,190,175,149,142,19,0,1345,111,199,277,299,435,398,167,32,1915,1933,2863,3259,3605,4096,3564,1422,271,21019,34,45,54,91,129,162,89,24,624,1111,1006,1198,1317,1859,2402,1655,645,11192,3528,5834,7263,7920,9191,8441,3969,1104,47252,Fraser Coast (R)
33360,225,176,109,45,3,3,738,14,106,137,159,108,50,7,0,586,241,1226,1156,773,517,295,71,14,4294,106,555,766,853,658,307,72,20,3332,1278,2788,2641,2517,1825,874,279,40,12247,267,171,121,120,62,34,3,0,774,84,117,165,161,158,93,36,0,829,1626,3082,2927,2796,2046,1002,317,48,13849,27,55,69,66,58,40,10,3,335,723,807,792,927,797,578,320,119,5064,2736,5991,6082,5754,4297,2319,812,204,28193,Gladstone (R)
32750,3,3,9,0,0,0,16,0,0,0,0,0,0,0,0,5,0,5,4,4,10,8,3,0,41,0,3,3,4,10,10,0,0,33,9,20,15,20,15,12,5,0,97,3,0,0,4,0,0,0,0,8,0,0,0,0,3,3,0,0,8,12,18,16,28,20,13,5,0,116,0,0,0,0,0,0,0,0,0,16,9,0,12,18,13,8,0,74,31,35,27,56,61,50,19,0,271,Diamantina (S)
41140,23,20,36,25,5,0,125,0,15,24,30,41,21,3,0,135,32,158,150,138,144,111,27,6,767,13,64,91,141,146,109,26,14,609,114,281,227,276,270,155,49,18,1386,17,28,28,20,24,4,0,0,124,16,13,25,39,32,24,8,4,163,141,327,282,333,327,181,51,24,1674,0,4,14,5,8,12,6,0,43,61,77,58,95,143,131,91,39,701,257,662,644,762,841,586,215,83,4054,Clare and Gilbert Valleys (DC)
51400,78,77,42,13,5,0,257,7,28,64,66,42,15,5,0,221,47,291,400,371,209,96,26,4,1444,40,160,249,310,216,96,24,3,1101,324,521,618,616,366,214,32,11,2707,105,44,46,35,10,10,0,0,249,27,32,55,78,66,30,6,0,305,457,600,725,723,445,252,44,11,3259,3,16,24,15,16,15,4,0,93,166,130,144,189,145,147,70,17,1009,725,1252,1682,1751,1116,635,178,44,7377,Capel (S)
32770,6,0,3,0,0,0,12,0,3,3,4,0,0,0,0,8,3,19,9,3,7,0,0,0,39,0,9,7,8,6,0,0,0,24,9,15,15,10,11,0,0,0,55,0,3,13,3,3,0,0,0,26,0,0,3,0,0,0,0,0,13,10,20,30,17,18,0,0,0,87,0,0,0,0,0,0,0,0,0,18,13,12,11,5,3,4,0,72,36,54,60,39,36,10,5,0,243,Doomadgee (S)
32810,118,67,90,97,38,3,493,3,34,77,57,78,50,13,0,310,82,412,364,284,351,313,115,14,1953,51,205,209,256,301,243,94,14,1368,149,436,451,505,549,337,127,24,2576,31,31,21,38,22,25,3,0,170,17,32,57,66,68,77,22,0,339,194,506,528,604,639,436,157,21,3084,3,20,6,12,16,31,11,0,102,244,415,423,425,621,592,281,88,3085,575,1681,1722,1702,2101,1759,705,145,10393,Douglas (S)
33100,3,0,10,3,0,0,20,0,0,0,0,4,6,0,0,10,3,18,5,9,19,25,3,0,75,3,11,9,8,21,27,4,0,85,19,22,9,23,44,53,9,0,185,4,3,0,0,7,0,0,0,16,0,0,0,3,9,3,0,0,24,20,24,11,27,63,58,13,0,222,0,0,0,0,0,3,0,0,8,14,27,14,30,25,61,6,0,185,43,88,44,84,137,185,31,0,608,Etheridge (S)
33200,0,0,0,9,0,0,13,0,6,3,3,0,3,0,0,13,9,20,17,19,14,6,0,0,82,3,15,8,15,19,9,3,0,74,34,49,39,36,46,37,3,0,246,9,0,0,3,4,3,0,0,16,7,0,0,8,9,8,0,0,28,46,55,34,45,57,44,7,0,293,0,0,0,3,0,3,0,0,7,24,27,11,17,17,34,11,8,154,82,123,72,100,115,110,23,12,635,Flinders (S) (Qld)
33620,85,105,111,70,19,0,440,8,50,83,115,113,66,11,0,439,93,393,514,525,588,408,123,19,2659,122,343,519,705,705,479,150,28,3043,747,1345,1434,1568,1649,1177,405,65,8394,218,131,103,97,106,46,5,0,706,69,93,142,172,179,151,44,9,853,1033,1563,1680,1838,1935,1371,455,75,9951,13,19,23,48,45,79,27,5,263,492,405,457,704,841,993,640,312,4840,1768,2807,3361,4044,4325,3478,1417,440,21642,Gympie (R)
33800,20,21,13,16,4,0,76,3,6,14,10,20,14,0,0,71,33,122,122,114,100,76,19,9,591,26,38,75,124,122,85,33,6,518,168,309,284,371,452,301,126,31,2043,34,25,15,14,13,11,3,0,112,18,10,23,24,39,15,6,0,138,218,336,327,408,501,332,136,29,2296,0,6,3,10,10,16,10,0,51,136,82,111,157,210,228,203,80,1209,416,601,663,841,978,771,411,122,4808,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,6,7,0,9,0,0,0,16,0,3,8,10,3,3,0,0,21,23,53,42,23,17,6,0,0,171,10,3,4,0,0,3,0,0,25,3,0,3,0,0,0,0,0,5,29,52,52,31,17,13,3,0,205,0,0,3,0,0,0,0,0,7,42,10,3,8,9,4,0,0,90,77,85,72,44,42,19,8,0,347,Hope Vale (S)
33960,928,595,389,180,33,3,2861,54,383,483,437,299,123,41,6,1825,969,4095,3435,2067,1337,683,223,53,12856,1082,2886,3036,2668,1853,776,276,68,12654,4142,7883,6020,5350,3823,2008,866,205,30296,879,576,373,276,150,73,19,3,2344,364,584,636,566,455,248,91,32,2982,5389,9041,7029,6193,4429,2330,975,232,35624,86,165,165,151,128,106,47,18,860,2390,2318,1992,1991,1675,1466,1057,406,13287,9994,19600,17066,14101,10110,5663,2647,794,79966,Ipswich (C)
33980,67,45,31,11,0,0,255,8,56,63,27,23,10,0,0,194,142,706,449,216,125,36,12,3,1692,34,248,331,302,194,74,10,0,1185,423,1750,1454,1129,683,209,37,14,5695,74,94,48,34,12,3,0,0,267,28,86,86,62,56,29,4,0,356,530,1928,1586,1228,752,248,40,13,6317,3,15,21,22,14,10,4,0,94,587,1835,1684,1609,987,236,73,13,7025,1309,4884,4206,3440,2124,620,135,30,16758,Isaac (R)
34420,5,0,5,3,0,0,11,0,3,3,0,7,0,0,0,13,5,10,3,0,3,0,0,0,23,0,3,0,4,9,0,0,0,14,14,22,15,20,12,3,0,0,89,6,8,3,5,7,0,0,0,24,0,3,3,3,0,0,0,0,5,17,31,21,26,15,3,0,0,122,0,0,0,0,0,0,0,0,0,19,31,10,13,8,4,0,0,82,41,74,46,50,38,6,0,0,260,Kowanyama (S)
34530,119,130,143,80,25,0,546,10,58,99,104,110,52,22,4,451,95,491,613,554,500,299,108,24,2683,72,234,387,464,448,311,106,28,2048,539,1074,1097,1245,1121,739,271,66,6147,107,73,44,67,60,25,6,4,378,41,52,85,111,114,87,50,10,563,691,1196,1231,1422,1292,849,322,81,7089,9,16,19,19,39,38,19,5,171,478,446,483,515,536,563,362,204,3590,1350,2492,2945,3212,3065,2202,964,348,16581,Livingstone (S)
34570,0,3,3,0,0,0,9,0,0,0,0,3,0,0,0,5,0,9,3,9,3,7,0,0,29,0,0,5,7,6,7,0,0,21,11,14,10,19,7,4,0,0,61,0,3,0,0,0,0,0,0,10,0,3,0,3,0,0,0,0,11,11,18,14,22,9,9,0,0,78,0,0,4,0,0,3,0,0,8,38,27,25,12,8,12,3,0,120,43,55,45,56,27,28,3,0,266,Lockhart River (S)
34580,117,94,89,47,13,4,452,11,49,64,65,63,35,12,3,294,193,580,477,371,297,174,53,14,2155,133,354,433,517,377,210,69,13,2098,679,1065,1068,1147,918,551,158,30,5621,189,91,74,71,40,18,4,0,490,77,93,95,124,102,70,21,7,582,940,1250,1234,1340,1059,639,180,41,6689,32,51,24,27,20,32,13,3,207,673,537,503,594,533,541,345,146,3876,1983,2912,2854,3014,2435,1670,685,221,15769,Lockyer Valley (R)
34590,1234,849,578,301,70,17,4222,85,544,659,574,470,186,42,9,2556,1512,5718,5065,3204,2271,1267,358,69,19470,1854,4194,4426,3896,2845,1462,383,108,19160,6202,10686,9703,8760,6757,3992,1265,307,47673,1208,744,584,430,298,157,20,3,3448,553,849,1033,883,800,501,171,46,4841,7959,12281,11317,10076,7853,4657,1460,359,55964,136,281,266,300,296,240,98,34,1658,3552,3298,3067,3088,2797,2428,1543,596,20368,15148,27425,26039,21994,17102,10550,3954,1181,123397,Logan (C)
40070,526,407,292,234,88,26,2539,24,141,113,103,128,82,23,0,616,907,2187,911,618,558,440,124,63,5819,401,441,278,344,314,236,87,28,2130,292,382,241,312,267,144,55,37,1720,51,39,30,24,6,18,3,0,176,46,69,47,56,63,60,23,8,370,392,485,313,391,341,213,81,40,2265,65,37,20,20,20,17,11,7,201,800,952,664,757,572,452,233,186,4614,2652,5147,2823,2642,2225,1683,660,360,18184,Adelaide (C)
37400,5,3,8,8,0,0,29,0,0,0,5,15,4,3,0,29,9,18,12,17,33,25,3,0,115,8,9,10,12,19,30,3,0,96,22,38,24,47,44,61,9,0,238,4,0,3,6,3,4,0,0,21,0,3,0,4,7,9,0,0,22,21,40,30,49,52,69,9,0,278,0,0,0,0,0,0,4,0,4,7,13,17,28,53,86,16,9,229,46,95,74,111,178,226,39,9,778,Winton (S)
40120,445,507,432,269,70,13,1902,5,90,204,264,273,148,24,3,1018,266,885,1404,1320,1120,778,182,52,6018,66,260,534,826,814,522,151,44,3206,442,695,856,1133,925,495,201,55,4800,71,53,50,54,32,30,7,0,303,43,50,80,139,168,139,51,12,692,556,798,995,1333,1125,666,256,75,5790,9,15,34,39,40,61,27,10,236,297,149,199,281,335,315,179,76,1834,1203,2355,3811,4575,4140,2761,889,267,20007,Adelaide Hills (DC)
40220,52,62,98,77,23,5,356,0,22,42,70,120,66,12,0,337,57,237,364,329,413,385,116,26,1936,38,158,297,381,479,440,158,28,1979,329,624,677,808,818,623,293,76,4250,68,70,63,49,44,28,14,0,333,19,53,82,106,120,123,52,10,567,412,751,823,960,985,773,349,93,5149,6,11,19,24,44,37,26,17,182,262,150,209,251,305,382,322,236,2110,781,1367,1802,2072,2440,2169,1005,400,12038,Alexandrina (DC)
37550,3,0,0,0,0,0,3,0,0,3,3,4,0,0,0,9,7,3,0,3,5,0,0,0,19,6,8,3,7,6,0,0,0,27,5,15,10,16,11,0,0,0,57,3,3,9,0,3,0,0,0,18,0,3,0,0,0,0,0,0,3,9,22,18,13,16,0,0,0,77,0,0,0,4,0,0,0,0,4,55,15,22,13,12,3,0,0,116,72,47,49,41,41,4,0,0,255,Woorabinda (S)
41330,10,7,8,9,0,0,46,0,6,4,0,10,7,0,0,26,13,45,25,18,45,31,3,0,177,4,28,20,23,33,20,3,0,129,13,34,34,49,70,60,20,0,287,4,3,3,0,0,4,0,0,19,0,6,3,8,6,8,0,0,29,16,41,38,56,77,64,26,0,329,0,3,0,4,0,6,0,0,15,39,49,38,64,63,75,32,3,369,73,187,134,175,243,214,68,7,1093,Coober Pedy (DC)
41560,9,15,16,13,6,0,77,5,17,19,22,32,11,3,0,102,45,149,149,94,122,71,26,11,657,21,75,88,149,186,130,39,7,703,187,381,280,452,411,308,129,33,2177,31,43,42,31,27,9,0,0,188,23,34,42,42,56,53,18,8,280,243,456,369,522,493,366,157,38,2645,3,3,4,4,9,22,6,4,63,142,113,98,182,228,285,245,146,1433,454,829,733,987,1090,902,478,213,5681,Copper Coast (DC)
41750,0,0,0,0,0,0,3,0,0,3,3,7,0,0,0,18,0,22,16,10,20,9,3,0,76,0,6,12,12,15,12,0,0,57,12,32,19,37,36,15,3,0,160,0,7,3,3,3,0,0,0,15,3,4,0,9,5,3,0,0,22,17,40,28,43,46,22,3,0,193,0,0,0,0,3,0,0,0,8,9,12,13,19,13,14,13,6,102,29,77,63,94,107,57,26,6,456,Elliston (DC)
43710,8,6,4,17,0,0,43,0,3,10,7,20,6,0,0,56,13,85,96,63,56,37,19,0,362,3,48,64,76,88,39,9,4,337,60,159,174,186,146,69,21,5,821,9,15,6,8,4,5,0,0,54,3,13,36,31,21,12,5,3,121,74,182,213,228,171,88,29,6,998,4,3,8,9,7,4,0,0,34,79,103,110,112,94,70,35,24,632,173,434,503,497,448,268,96,41,2459,Lower Eyre Peninsula (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,0,3,0,0,0,0,0,10,4,9,9,9,3,0,0,0,35,3,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,8,11,11,17,9,3,0,0,0,51,0,0,0,0,0,0,0,0,0,10,3,0,3,5,0,0,0,20,18,22,26,17,10,0,0,0,90,Wujal Wujal (S)
37600,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,13,3,11,7,11,8,0,4,0,45,0,3,15,19,10,5,3,0,58,28,56,46,43,17,4,0,0,191,15,13,11,6,4,0,0,0,53,3,5,3,5,3,0,0,0,24,54,78,56,55,24,4,0,0,271,0,3,0,0,0,0,0,0,7,78,44,27,26,25,13,0,0,221,137,149,115,122,62,21,7,0,618,Yarrabah (S)
42110,3,4,10,6,0,0,28,0,0,3,9,12,5,0,0,30,3,29,45,32,52,38,12,0,218,4,27,39,60,62,58,10,4,261,47,91,103,109,135,69,30,3,591,11,14,12,17,8,3,5,0,65,5,9,9,14,17,8,3,0,69,67,112,124,140,156,85,39,3,723,0,0,4,8,8,3,0,0,21,42,41,50,51,75,66,49,19,387,119,211,272,302,369,259,114,24,1666,Goyder (DC)
42250,21,20,15,8,0,0,73,0,7,16,23,19,11,0,0,72,13,71,112,88,68,43,11,0,416,16,46,71,106,104,41,15,0,404,126,210,295,320,206,107,27,7,1289,24,30,20,22,11,7,3,0,120,12,22,40,34,24,20,5,0,158,160,256,356,383,243,133,33,7,1568,0,3,3,8,3,0,3,0,18,106,181,188,196,135,124,67,24,1019,293,574,761,817,589,365,124,35,3569,Grant (DC)
43790,14,10,16,4,0,0,64,3,19,19,26,35,7,6,0,113,37,140,147,118,106,51,17,3,611,29,90,117,146,166,91,31,11,683,195,324,310,308,272,192,74,26,1695,36,17,21,33,16,8,5,0,142,17,23,37,32,35,22,5,4,179,254,368,373,378,319,223,84,29,2014,9,4,4,11,16,5,3,3,60,118,43,92,150,129,167,123,87,912,448,676,768,827,787,548,263,137,4460,Loxton Waikerie (DC)
40250,10,3,7,0,0,0,32,0,4,5,3,3,0,0,0,17,12,25,14,21,27,6,0,0,106,7,10,6,10,13,5,0,0,44,12,27,23,30,25,9,4,0,132,4,9,6,0,3,0,0,0,25,3,11,6,6,3,0,0,0,29,23,48,41,38,29,9,4,0,187,3,0,0,0,0,0,0,0,6,100,93,66,51,38,18,7,7,383,142,188,139,131,122,35,14,7,782,Anangu Pitjantjatjara (AC)
40310,94,73,81,44,11,0,349,0,35,61,67,88,34,10,0,295,89,369,454,353,323,183,70,18,1858,48,201,336,412,379,244,67,25,1713,289,754,756,741,647,395,135,50,3754,63,62,62,48,32,21,8,3,303,25,59,103,105,107,56,21,13,483,374,871,920,894,789,467,160,62,4539,3,4,24,21,35,38,17,15,156,228,121,187,231,293,240,181,120,1601,746,1656,2073,2042,1983,1246,517,246,10515,Barossa (DC)
40430,4,3,6,0,0,0,19,0,7,3,0,4,0,0,0,14,0,21,20,23,23,13,10,0,115,4,17,26,24,31,22,5,3,142,25,51,55,58,67,81,27,3,375,3,4,0,0,0,3,0,0,16,3,3,7,8,15,7,0,0,38,31,64,61,67,83,89,25,3,432,0,0,0,0,0,0,3,3,14,10,6,10,34,28,48,44,33,216,53,119,134,157,182,173,87,36,951,Barunga West (DC)
40520,20,13,15,3,0,0,84,3,8,24,25,18,6,0,0,84,47,147,124,117,96,62,12,3,607,25,65,112,124,138,66,26,4,566,146,289,244,286,271,174,67,30,1498,30,35,34,18,21,3,3,0,144,25,24,38,28,37,26,9,6,196,208,342,310,335,327,203,84,31,1839,4,5,13,9,13,12,3,0,61,138,86,103,153,174,158,118,75,1001,420,684,707,773,776,513,245,118,4232,Berri and Barmera (DC)
40700,940,925,704,510,192,46,3920,12,143,244,328,317,220,62,15,1341,590,1706,2177,1978,1581,1133,457,194,9809,102,303,471,742,693,600,323,151,3384,235,344,360,515,473,317,207,84,2529,31,37,49,41,28,18,8,0,221,23,37,53,90,143,142,68,44,600,283,421,461,647,649,478,278,129,3349,17,33,48,63,69,78,53,30,384,209,180,213,232,282,331,293,310,2059,1239,3353,4544,4922,4298,3344,1661,876,24240,Burnside (C)
40910,677,436,257,139,55,17,2309,10,173,217,195,167,113,37,4,916,570,2104,1877,1180,825,488,205,61,7305,168,637,731,843,644,408,193,76,3700,511,936,964,1235,814,587,411,122,5588,87,68,70,68,55,25,6,0,385,37,73,140,133,131,101,58,13,681,633,1078,1173,1432,992,718,479,139,6646,26,59,59,81,61,56,42,21,404,267,237,230,303,235,320,408,198,2188,1710,4984,4956,4474,3183,2239,1417,516,23473,Campbelltown (C) (SA)
41010,6,12,4,0,0,0,33,0,4,8,7,7,3,0,0,29,21,57,47,50,31,19,3,0,224,9,37,49,45,41,41,4,0,221,54,91,109,102,98,48,14,0,510,6,12,11,7,3,3,0,0,35,6,13,11,5,15,4,0,0,50,69,116,125,107,112,62,15,0,600,0,0,3,5,9,3,7,0,21,85,100,106,116,115,72,22,36,649,182,316,346,342,316,192,49,34,1773,Ceduna (DC)
41060,977,586,442,211,67,7,3512,48,358,420,353,346,123,25,5,1686,1122,4371,3259,2081,1557,855,272,88,13606,400,1502,1626,1756,1497,834,274,103,7993,1431,2860,2417,2891,2286,1408,843,296,14438,265,235,183,165,124,56,17,7,1042,124,217,315,352,318,232,97,37,1687,1812,3315,2916,3404,2726,1698,958,341,17170,48,139,130,148,93,105,69,41,779,875,867,812,954,877,898,872,552,6704,4374,11695,10155,9299,7534,4719,2532,1139,51447,Charles Sturt (C)
42750,17,19,23,17,12,0,98,0,7,15,8,15,13,3,0,63,12,75,84,47,83,48,17,9,381,13,31,42,66,65,57,11,0,284,43,99,103,149,146,87,37,12,668,11,15,18,14,7,4,0,0,66,3,12,15,12,19,9,0,6,85,56,120,132,180,178,100,41,16,819,0,4,11,4,0,6,3,0,33,56,57,53,91,100,91,63,30,541,138,314,343,420,474,336,141,57,2220,Kangaroo Island (DC)
43080,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,5,20,11,7,3,3,0,50,0,4,6,12,7,5,0,3,50,15,28,27,16,25,14,4,0,141,3,3,4,7,0,0,0,0,23,0,0,8,3,3,0,0,0,13,19,35,39,28,31,23,4,0,174,0,0,0,4,0,4,0,0,10,10,5,7,7,8,20,19,6,86,32,54,76,67,65,49,24,15,376,Karoonda East Murray (DC)
43920,12,11,7,9,0,0,51,0,7,13,11,12,10,0,0,45,29,72,82,57,46,23,4,0,322,24,56,93,138,87,37,10,3,451,142,271,300,357,228,137,36,5,1473,25,27,14,18,17,4,0,0,110,15,27,33,33,25,7,0,0,144,180,320,354,410,270,150,33,5,1726,0,3,5,11,9,7,0,0,40,94,77,94,123,135,101,38,25,696,334,546,656,761,576,334,93,34,3327,Mallala (DC)
46300,31,26,27,13,0,0,131,3,19,30,36,34,24,0,0,151,55,246,206,169,125,73,23,7,908,22,107,127,161,151,83,33,5,696,223,544,442,392,339,189,78,22,2219,42,57,51,18,20,7,3,0,203,16,35,44,55,44,24,11,5,232,278,634,528,460,404,224,92,27,2654,8,28,13,13,16,14,7,4,87,166,148,149,180,196,176,164,78,1259,537,1216,1094,1039,959,609,327,122,5895,Port Lincoln (C)
