lga_code16,psn_15_y_over_indig_m,psn_15_y_over_indig_f,psn_15_y_over_indig_p,psn_15_y_over_nonind_m,psn_15_y_over_nonind_f,psn_15_y_over_nonind_p,psn_15_y_over_ind_s_nsm,psn_15_y_over_ind_s_nsf,psn_15_y_over_ind_s_nsp,psn_15_y_over_totm,psn_15_y_over_totf,psn_15_y_over_totp,in_lf_emp_indig_m,in_lf_emp_indig_f,in_lf_emp_indig_p,in_lf_emp_nonind_m,in_lf_emp_nonind_f,in_lf_emp_nonind_p,in_lf_emp_indst_nsm,in_lf_emp_indst_nsf,in_lf_emp_indst_nsp,in_lf_employd_totm,in_lf_employd_totf,in_lf_employd_totp,in_lf_unemp_ind_m,in_lf_unemp_ind_f,in_lf_unemp_ind_p,in_lf_unemp_no_ind_m,in_lf_unemp_no_ind_f,in_lf_unemp_no_ind_p,in_lf_un_indst_nsm,in_lf_un_indst_nsf,in_lf_un_indst_nsp,in_lf_unemp_totm,in_lf_unemp_totf,in_lf_unemp_totp,in_lf_to_lf_ind_m,in_lf_to_lf_ind_f,in_lf_to_lf_ind_p,in_lf_to_la_fo_no_in_m,in_lf_to_la_fo_no_in_f,in_lf_to_la_fo_no_in_p,in_lf_to_l_fo_in_st_nsm,in_lf_to_l_fo_in_st_nsf,in_lf_to_l_fo_in_st_nsp,in_lf_to_lf_totm,in_lf_to_lf_totf,in_lf_to_lf_totp,n_the_lf_indig_m,n_the_lf_indig_f,n_the_lf_indig_p,n_the_lf_no_indig_m,n_the_lf_no_indig_f,n_the_lf_no_indig_p,n_the_lf_indig_st_nsm,n_the_lf_indig_st_nsf,n_the_lf_indig_st_nsp,n_the_lf_totm,n_the_lf_totf,n_the_lf_totp,lf_st_ns_indig_m,lf_st_ns_indig_f,lf_st_ns_indig_p,lf_st_ns_nonind_m,lf_st_ns_nonind_f,lf_st_ns_nonind_p,lf_st_ns_indig_st_nsm,lf_st_ns_indig_st_nsf,lf_st_ns_indig_st_nsp,lf_st_ns_totm,lf_st_ns_totf,lf_st_ns_totp,pcent_unemploy_indig_m,pcent_unemploy_indig_f,pcent_unemploy_indig_p,pcent_unemploy_nonind_m,pcent_unemploy_nonind_f,pcent_unemploy_nonind_p,pcent_unem_indst_nsm,pcent_unemp_indst_nsf,pcent_unemp_indst_nsp,pcent_unemploy_totm,pcent_unemploy_totf,pcent_unemploy_totp,pcent_lf_part_indig_m,pcent_lf_part_indig_f,pcent_lf_part_indig_p,pcent_lf_part_no_indig_m,pcent_lf_part_no_indig_f,pcent_lf_part_no_indig_p,pcent_lf_part_indst_nsm,pcent_lf_part_indst_nsf,pcent_lf_part_indst_nsp,pcent_lf_part_totm,pcent_lf_part_totf,pcent_lf_part_totp,pcent_emp_to_pop_ind_m,pcent_emp_to_pop_ind_f,pcent_emp_to_pop_ind_p,pcent_emp_t_pop_nonind_m,pcent_emp_t_pop_nonind_f,pcent_emp_t_pop_nonind_p,pcent_emp_t_pop_indst_nsm,pcent_emp_t_pop_indst_nsf,pcent_emp_t_pop_indst_nsp,pcent_emp_to_pop_totm,pcent_emp_to_pop_totf,pcent_emp_to_pop_totp,indsec_gov_ind_m,indsec_gov_ind_f,indsec_gov_ind_p,indsec_gov_no_ind_m,indsec_gov_no_ind_f,indsec_gov_no_ind_p,indsec_gov_indst_nsm,indsec_gov_indst_nsf,indsec_gov_indst_nsp,indsec_gov_totm,indsec_gov_totf,indsec_gov_totp,indsec_priv_ind_m,indsec_priv_ind_f,indsec_priv_ind_p,indsec_priv_nonind_m,indsec_priv_nonind_f,indsec_priv_nonind_p,indsec_priv_indst_nsm,indsec_priv_indst_nsf,indsec_priv_indst_nsp,indsec_priv_totm,indsec_priv_totf,indsec_priv_totp,self_employed_ind_m,self_employed_ind_f,self_employed_ind_p,self_employed_nonind_m,self_employed_nonind_f,self_employed_nonind_p,self_employed_ind_status_nsm,self_employed_ind_status_nsf,self_employed_ind_status_nsp,self_employed_totm,self_employed_totf,self_employed_totp,nsq_pgdl_ind_m,nsq_pgdl_ind_f,nsq_pgdl_ind_p,nsq_pgdl_no_ind_m,nsq_pgdl_no_ind_f,nsq_pgdl_no_ind_p,nsq_pgdl_indst_nsm,nsq_pgdl_indst_nsf,nsq_pgdl_indst_nsp,nsq_pgdl_totm,nsq_pgdl_totf,nsq_pgdl_totp,nsq_gd_gcl_ind_m,nsq_gd_gcl_ind_f,nsq_gd_gcl_ind_p,nsq_gd_gcl_no_in_m,nsq_gd_gcl_no_in_f,nsq_gd_gcl_no_in_p,nsq_gd_gcl_in_st_nsm,nsq_gd_gcl_in_st_nsf,nsq_gd_gcl_in_st_nsp,nsq_gd_gcl_totm,nsq_gd_gcl_totf,nsq_gd_gcl_totp,nsq_bdl_ind_m,nsq_bdl_ind_f,nsq_bdl_ind_p,nsq_bdl_no_ind_m,nsq_bdl_no_ind_f,nsq_bdl_no_ind_p,nsq_bdl_indst_nsm,nsq_bdl_indst_nsf,nsq_bdl_indst_nsp,nsq_bdl_totm,nsq_bdl_totf,nsq_bdl_totp,nsq_ad_dl_ind_m,nsq_ad_dl_ind_f,nsq_ad_dl_ind_p,nsq_ad_dl_no_in_m,nsq_ad_dl_no_in_f,nsq_ad_dl_no_in_p,nsq_ad_dl_in_st_nsm,nsq_ad_dl_in_st_nsf,nsq_ad_dl_in_st_nsp,nsq_ad_dl_totm,nsq_ad_dl_totf,nsq_ad_dl_totp,nsq_crt_ii_ind_m,nsq_crt_ii_ind_f,nsq_crt_ii_ind_p,nsq_cer_ii_no_ind_m,nsq_cer_ii_no_ind_f,nsq_cer_ii_no_ind_p,nsq_ce_ii_indst_nsm,nsq_ce_ii_indst_nsf,lga_name16
55040,68,66,135,491,256,751,210,80,295,771,410,1178,26,18,42,434,184,625,0,3,4,463,204,669,0,3,8,12,6,19,0,0,0,9,15,26,27,27,51,448,196,637,0,3,4,475,216,694,38,43,78,40,65,104,0,0,0,75,104,185,4,3,5,4,3,8,207,80,288,215,85,305,0.0,11.1,15.7,2.7,3.1,3.0,0.0,0.0,0.0,1.9,6.9,3.7,39.1,37.0,38.1,91.1,74.2,85.0,0.0,3.6,1.4,62.1,53.3,58.6,37.7,24.7,31.3,88.2,69.7,83.4,0.0,3.6,1.4,60.5,50.4,56.5,3,9,13,28,35,65,0,0,0,33,45,74,26,9,32,405,148,555,0,0,0,429,162,589,0,0,0,15,5,22,0,0,0,15,9,24,0,0,0,7,7,14,0,0,0,10,7,15,0,0,0,4,10,17,0,0,0,4,10,17,0,0,0,41,33,77,0,0,0,42,33,78,0,0,3,28,24,57,0,0,3,31,27,64,0,0,0,3,8,8,0,0,Leonora (S)
54970,99,103,207,471,137,605,149,45,199,720,290,1009,23,17,49,431,116,546,3,0,5,462,134,598,25,16,40,6,5,8,0,0,0,28,19,54,50,36,85,439,119,558,3,0,5,497,155,646,48,67,115,30,14,45,0,5,8,77,88,163,4,0,4,3,0,4,145,44,185,151,42,197,50.0,44.4,47.1,1.4,4.2,1.4,0.0,0.0,0.0,5.6,12.3,8.4,49.0,35.0,41.7,93.0,89.5,91.9,2.0,0.0,2.5,68.6,54.4,64.2,22.5,16.5,24.0,91.3,87.2,90.0,2.0,0.0,2.5,63.7,47.0,59.4,9,5,14,27,24,50,0,0,0,30,34,63,16,12,32,409,86,496,3,0,5,427,103,530,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,10,6,15,0,0,0,10,6,15,0,0,0,7,3,11,0,0,0,5,3,12,0,3,3,35,20,58,0,0,0,32,23,60,0,3,3,32,10,43,0,0,0,32,17,51,0,0,0,4,0,3,0,0,Laverton (S)
55110,485,575,1063,29110,31929,61034,2155,2005,4160,31747,34507,66260,227,218,445,16039,14393,30431,83,84,166,16346,14689,31036,76,69,143,1943,1673,3615,20,11,33,2034,1747,3787,302,285,585,17980,16065,34044,100,96,193,18386,16440,34824,175,281,451,10768,15467,26235,122,212,329,11064,15955,27021,10,15,24,362,396,762,1935,1697,3635,2306,2115,4412,25.2,24.2,24.4,10.8,10.4,10.6,20.0,11.5,17.1,11.1,10.6,10.9,62.0,49.1,55.2,61.8,50.3,55.8,4.6,4.8,4.6,57.9,47.6,52.6,46.6,37.5,42.0,55.1,45.1,49.9,3.8,4.2,4.0,51.5,42.6,46.8,10,47,56,1146,2204,3348,5,11,19,1167,2256,3421,215,172,382,14733,12045,26775,73,68,136,15017,12279,27291,11,5,15,1218,739,1961,5,7,13,1231,751,1988,4,0,5,504,454,957,0,3,3,509,461,967,0,3,3,232,561,795,0,3,5,237,563,796,10,25,35,1972,3255,5229,15,14,30,1992,3302,5292,16,48,62,2263,3310,5577,10,15,24,2286,3376,5666,17,16,31,279,516,799,0,7,Mandurah (C)
55180,90,100,187,3374,3284,6656,329,344,677,3799,3728,7523,41,41,84,2187,1874,4060,18,18,39,2251,1936,4184,19,3,20,121,84,208,3,0,3,135,89,229,56,42,104,2308,1959,4269,19,20,44,2383,2024,4408,25,51,79,1028,1285,2314,27,27,48,1079,1362,2439,8,4,10,39,34,81,283,299,584,328,340,672,33.9,7.1,19.2,5.2,4.3,4.9,15.8,0.0,6.8,5.7,4.4,5.2,62.9,43.3,53.9,68.4,59.8,64.1,5.8,5.8,6.5,62.9,54.3,58.6,46.1,42.3,43.5,64.8,57.2,60.9,5.5,5.2,5.8,59.4,52.0,55.6,3,8,16,228,347,574,0,3,3,230,359,590,39,31,63,1944,1505,3444,18,21,35,1993,1550,3542,0,0,0,213,96,313,3,3,4,221,102,317,0,0,0,42,54,95,0,0,0,42,54,95,0,0,0,25,60,85,0,0,0,25,67,91,0,5,7,209,334,542,0,0,3,214,338,553,3,3,6,188,277,463,0,0,3,193,287,475,4,0,4,29,86,116,0,0,Manjimup (S)
55250,93,120,215,313,158,477,113,78,192,523,354,876,32,28,60,280,123,400,0,0,0,311,154,463,11,6,21,3,3,7,0,0,0,20,13,25,42,37,80,278,125,406,3,0,3,324,161,491,45,72,122,29,30,61,3,4,3,78,106,187,4,12,17,5,4,6,107,75,182,118,87,202,26.2,16.2,26.3,1.1,2.4,1.7,0.0,0.0,0.0,6.2,8.1,5.1,46.2,30.6,36.5,89.1,78.6,85.8,2.7,0.0,1.6,62.3,45.5,55.8,35.2,23.1,27.4,89.7,77.4,84.6,0.0,0.0,0.0,59.8,43.5,52.6,4,4,12,25,37,60,0,0,0,35,38,76,18,24,38,250,84,337,0,0,0,271,109,377,0,0,0,8,3,13,0,0,0,8,3,13,0,0,0,6,7,13,0,0,0,6,11,13,0,0,0,9,6,16,0,0,0,9,6,16,0,0,0,37,27,63,0,0,0,37,34,67,0,7,6,23,22,48,0,0,0,26,25,55,0,0,0,5,0,3,0,0,Meekatharra (S)
55320,245,223,468,36559,40657,77217,1805,1795,3604,38610,42676,81281,121,91,213,23849,22438,46292,93,77,163,24066,22599,46665,27,9,34,1875,1476,3348,15,12,21,1918,1488,3409,150,96,247,25730,23909,49637,106,88,189,25983,24090,50074,94,119,207,10484,16131,26613,106,142,246,10677,16394,27068,7,8,12,348,613,965,1595,1567,3166,1948,2193,4142,18.0,9.4,13.8,7.3,6.2,6.7,14.2,13.6,11.1,7.4,6.2,6.8,59.8,43.0,53.0,70.4,58.8,64.3,5.9,4.9,5.2,67.3,56.4,61.6,48.2,40.8,45.7,65.2,55.2,60.0,5.1,4.3,4.5,62.3,53.0,57.4,9,16,27,3091,5133,8217,10,9,18,3112,5160,8267,105,68,179,20598,17166,37762,73,64,141,20783,17295,38080,8,0,9,1491,1150,2644,4,6,10,1507,1160,2658,4,3,9,2999,2399,5394,5,7,11,3005,2406,5415,4,9,10,966,1646,2617,7,3,6,978,1658,2631,14,31,44,8651,10270,18925,33,29,65,8698,10332,19032,10,16,24,3746,4543,8283,16,29,42,3765,4585,8353,3,5,14,192,347,541,0,0,Melville (C)
55950,5,12,17,208,190,397,15,13,26,233,204,435,4,0,4,162,114,271,0,0,0,166,114,276,0,0,0,3,3,4,0,0,0,5,3,8,8,0,4,161,112,279,0,0,0,170,115,281,0,7,8,40,74,110,3,0,3,44,80,122,0,0,0,3,3,8,15,11,22,15,13,34,0.0,0.0,0.0,1.9,2.7,1.4,0.0,0.0,0.0,2.9,2.6,2.8,100.0,0.0,33.3,78.9,59.3,70.3,0.0,0.0,0.0,74.2,55.3,64.3,50.0,0.0,33.3,79.4,60.3,68.3,0.0,0.0,0.0,72.5,54.8,63.2,0,0,0,13,25,38,0,0,0,13,25,38,4,0,4,151,80,234,0,0,0,154,80,236,0,0,0,27,10,31,0,0,0,30,10,34,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,33,37,0,0,0,4,30,35,0,0,0,12,17,21,0,0,0,12,17,21,0,0,0,0,3,3,0,0,Mukinbudin (S)
57080,91,70,164,9038,8157,17202,1783,1512,3296,10914,9741,20656,41,32,68,6348,5038,11381,40,23,60,6420,5087,11512,10,13,23,630,549,1180,0,0,0,638,562,1197,48,41,90,6975,5584,12562,38,23,57,7058,5651,12708,32,28,61,1998,2514,4512,24,17,40,2053,2557,4612,5,0,11,72,60,131,1720,1478,3199,1800,1536,3333,20.8,31.7,25.6,9.0,9.8,9.4,0.0,0.0,0.0,9.0,9.9,9.4,56.5,59.4,55.6,77.1,68.4,73.0,2.1,1.5,1.7,64.7,58.0,61.5,48.2,46.4,42.0,70.2,61.8,66.1,2.2,1.5,1.8,58.8,52.2,55.7,8,7,13,682,774,1456,0,3,5,685,789,1473,27,22,57,5618,4213,9828,34,13,44,5681,4253,9931,0,0,3,236,163,401,5,0,3,240,167,408,0,0,3,1146,907,2055,3,0,7,1151,907,2060,4,3,3,176,260,438,0,0,3,180,261,442,7,13,20,2837,2738,5571,18,10,31,2862,2757,5620,4,3,6,906,905,1812,8,4,7,917,914,1830,3,3,4,42,50,94,0,0,Perth (C)
55390,81,85,170,159,52,207,40,11,51,278,147,426,19,19,40,139,40,181,4,0,3,161,59,220,9,12,17,0,0,3,0,0,0,9,13,26,31,26,57,144,42,180,7,0,4,179,70,245,45,53,103,9,13,25,0,0,3,59,65,122,10,3,12,0,0,0,34,13,45,41,12,61,29.0,46.2,29.8,0.0,0.0,1.7,0.0,0.0,0.0,5.0,18.6,10.6,36.0,31.7,33.1,94.1,76.4,87.8,17.1,0.0,7.7,64.2,47.6,57.2,22.1,23.2,23.3,90.8,72.7,88.3,9.8,0.0,5.8,57.7,40.1,51.4,0,3,4,11,9,19,0,0,0,12,13,24,16,11,34,129,31,154,4,0,3,150,44,193,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,7,4,10,0,0,0,7,4,10,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,12,13,26,0,0,0,12,13,29,0,0,4,15,0,15,0,0,0,14,4,14,3,3,6,0,0,0,0,0,Menzies (S)
55460,73,64,140,1256,1106,2358,111,90,199,1431,1263,2694,31,15,45,802,646,1450,0,0,7,830,664,1498,14,9,20,39,27,64,0,0,0,52,31,79,45,23,66,838,671,1513,0,0,7,883,699,1580,29,43,72,399,421,827,0,0,0,431,462,897,0,3,6,11,9,20,104,90,193,122,95,219,31.1,39.1,30.3,4.7,4.0,4.2,0.0,0.0,0.0,5.9,4.4,5.0,60.8,33.3,45.8,67.1,60.9,64.1,0.0,0.0,3.5,61.5,55.7,58.6,41.9,21.7,31.3,64.3,58.7,61.4,0.0,0.0,3.5,57.8,52.9,55.6,9,3,14,95,153,244,0,0,0,104,153,255,23,9,37,700,495,1188,0,0,7,724,511,1233,0,0,0,64,18,87,0,0,0,65,20,89,0,0,0,14,3,17,0,0,0,14,3,17,0,0,0,8,26,31,0,0,0,8,26,31,0,0,0,64,127,195,0,0,0,65,129,198,0,3,3,52,101,152,0,0,0,52,108,154,3,7,9,12,25,33,0,0,Merredin (S)
57140,38,53,89,388,375,759,51,47,102,476,470,948,12,11,17,216,173,391,7,3,8,228,188,417,5,11,20,14,11,24,0,0,0,23,18,40,16,21,37,234,182,415,7,3,8,255,206,458,21,25,48,148,185,332,4,3,3,172,212,384,0,3,7,3,13,12,49,45,91,51,57,112,31.3,52.4,54.1,6.0,6.0,5.8,0.0,0.0,0.0,9.0,8.7,8.7,43.2,42.9,40.2,60.8,47.9,54.7,11.7,5.9,7.8,53.3,43.4,48.0,32.4,22.4,18.5,56.1,45.5,51.5,11.7,5.9,7.8,47.7,39.6,43.7,0,7,5,24,38,65,0,0,0,31,48,75,7,4,15,189,130,319,7,0,8,197,139,339,0,0,0,28,18,46,0,0,0,28,18,46,0,0,0,4,3,5,0,0,0,4,3,5,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,10,35,42,0,0,0,10,36,42,0,3,3,17,41,61,0,0,0,17,46,68,0,3,3,3,7,13,0,0,Pingelly (S)
55530,5,9,15,179,143,326,19,15,27,201,164,368,0,9,8,134,87,221,0,0,3,131,97,232,0,0,0,0,7,7,0,0,0,3,7,7,5,9,10,130,93,225,3,0,3,138,104,239,0,3,3,42,43,87,0,0,0,45,45,92,3,3,4,4,3,4,11,8,25,21,15,37,0.0,0.0,0.0,0.0,7.5,3.1,0.0,0.0,0.0,2.2,6.7,2.9,62.5,60.0,58.8,73.9,66.9,71.2,21.4,0.0,10.7,67.6,63.4,64.9,0.0,60.0,47.1,76.1,62.6,69.9,0.0,0.0,10.7,64.2,59.1,63.0,0,3,3,15,16,30,0,0,3,16,24,38,0,0,3,114,72,186,0,0,0,111,71,187,0,0,0,9,6,11,0,0,0,9,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,14,20,35,0,0,0,14,20,35,0,0,0,4,12,15,0,0,0,4,8,19,0,0,0,0,3,4,0,0,Mingenew (S)
56090,764,216,981,14882,14060,28948,854,747,1599,16501,15023,31521,109,110,218,8947,8126,17065,64,45,110,9111,8279,17390,25,16,50,708,509,1219,4,6,15,745,535,1275,137,131,262,9658,8631,18287,66,49,118,9855,8812,18669,624,80,704,5085,5259,10339,29,50,78,5731,5392,11125,8,3,8,142,176,315,763,642,1403,909,815,1728,18.2,12.2,19.1,7.3,5.9,6.7,6.1,12.2,12.7,7.6,6.1,6.8,17.8,61.2,26.9,64.9,61.4,63.2,7.7,6.6,7.4,59.7,58.7,59.2,14.2,51.4,22.4,60.1,57.8,59.0,7.5,6.1,6.9,55.2,55.1,55.2,19,21,41,1016,1730,2752,8,12,13,1047,1766,2809,84,86,170,7821,6316,14137,53,37,84,7957,6434,14391,0,0,5,869,485,1353,8,4,10,883,489,1368,0,8,8,401,430,831,0,0,4,404,439,840,0,3,5,231,468,705,0,0,3,235,477,708,8,12,24,1494,2225,3722,6,4,11,1511,2240,3757,15,22,33,1248,1679,2928,3,14,12,1263,1709,2980,3,4,13,93,179,277,0,6,Mundaring (S)
56620,461,538,996,76,74,150,28,31,57,563,643,1207,66,81,150,64,66,130,0,0,0,131,150,284,52,51,100,0,0,3,0,0,0,55,54,107,118,132,253,61,71,132,0,0,0,185,203,386,203,270,475,8,10,15,0,0,0,214,273,489,132,137,273,3,0,3,28,29,55,162,169,330,44.1,38.6,39.5,0.0,0.0,2.3,0.0,0.0,0.0,29.7,26.6,27.7,26.0,24.5,25.3,84.7,87.7,88.0,0.0,0.0,0.0,33.0,31.5,32.0,14.6,15.0,15.0,88.9,81.5,86.7,0.0,0.0,0.0,23.4,23.3,23.6,28,26,57,26,20,48,0,0,0,57,55,109,36,50,88,39,41,81,0,0,0,72,98,170,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,9,0,0,0,0,5,9,0,0,0,7,8,7,0,0,0,4,8,10,3,3,8,12,21,34,0,0,0,19,24,41,0,5,7,6,9,12,0,0,0,5,11,20,0,0,3,0,0,0,0,0,Ngaanyatjarraku (S)
56730,192,209,408,4058,3787,7851,389,376,765,4648,4374,9019,60,54,115,2199,1996,4195,15,15,29,2271,2067,4337,31,20,52,208,140,351,3,0,3,241,164,405,92,69,167,2404,2142,4538,13,23,38,2508,2230,4740,103,133,234,1606,1598,3207,17,25,46,1729,1758,3484,0,3,3,51,52,103,357,333,689,413,384,791,33.7,29.0,31.1,8.7,6.5,7.7,23.1,0.0,7.9,9.6,7.4,8.5,47.2,33.7,41.3,59.2,56.5,57.8,3.4,6.0,4.9,53.9,51.0,52.6,30.8,26.3,28.5,54.1,52.6,53.5,3.9,3.9,3.8,48.8,47.3,48.1,20,18,32,261,462,727,3,3,4,280,484,763,44,38,79,1918,1507,3424,7,11,25,1969,1552,3521,0,0,3,172,98,272,3,0,0,172,100,274,0,0,0,51,57,103,0,0,0,53,57,105,0,0,0,23,41,68,0,0,0,28,46,72,4,8,11,177,348,522,0,0,0,186,353,537,4,10,15,219,338,553,0,5,6,224,351,571,3,3,7,48,109,161,0,0,Northam (S)
55600,91,90,180,812,741,1554,91,88,178,996,921,1914,32,27,59,607,469,1076,3,4,4,641,496,1137,18,11,21,15,19,34,0,0,0,35,25,54,49,37,80,623,485,1110,3,4,4,674,518,1198,38,57,100,186,252,435,4,8,10,226,320,546,0,0,3,9,3,9,84,75,162,95,81,177,36.7,29.7,26.3,2.4,3.9,3.1,0.0,0.0,0.0,5.2,4.8,4.5,56.3,39.4,43.7,76.2,65.5,71.4,3.3,4.6,2.3,67.7,56.4,62.4,36.8,28.7,32.2,74.2,63.4,69.2,3.3,4.6,2.3,64.4,54.0,59.2,4,11,12,63,133,196,0,0,0,72,140,213,29,17,40,543,335,878,0,3,3,570,353,921,0,0,0,58,31,90,0,0,0,58,30,87,0,0,0,8,7,15,0,0,0,8,7,15,0,0,0,3,14,15,0,0,0,3,13,14,0,0,0,51,99,144,0,0,0,51,99,144,0,3,3,36,74,107,0,0,0,36,75,109,0,0,0,8,19,27,0,0,Moora (S)
56790,65,61,124,1253,1143,2395,153,137,292,1471,1339,2809,20,19,43,716,600,1316,5,10,14,739,631,1370,12,4,11,65,26,93,3,0,3,80,34,111,28,22,53,779,628,1410,10,10,16,821,663,1480,30,35,64,443,486,932,7,9,17,482,534,1016,3,0,3,29,23,51,142,119,262,170,145,316,42.9,18.2,20.8,8.3,4.1,6.6,30.0,0.0,18.8,9.7,5.1,7.5,45.9,38.6,44.2,62.3,55.2,58.9,6.3,7.2,5.4,55.7,49.4,52.6,32.8,33.3,35.8,57.2,52.8,55.0,3.1,7.2,4.7,50.2,47.0,48.7,0,4,8,65,112,177,0,0,0,70,113,187,20,20,39,643,482,1127,5,7,15,669,510,1180,4,0,6,87,32,116,0,3,0,91,40,126,0,0,0,4,15,17,0,0,0,5,15,18,0,0,0,3,17,24,0,0,0,3,15,23,0,3,3,55,107,155,0,0,0,55,105,161,0,3,5,73,108,174,0,0,0,72,114,185,0,0,0,15,25,41,0,0,Northampton (S)
57210,54,52,102,1911,1817,3728,187,175,366,2153,2046,4199,18,18,40,1115,953,2070,9,9,14,1139,983,2120,9,5,14,87,59,142,0,0,4,94,63,155,23,24,49,1202,1014,2215,8,8,20,1234,1047,2278,25,24,53,683,782,1462,10,20,25,716,822,1539,0,0,0,27,28,57,168,149,323,195,176,379,39.1,20.8,28.6,7.2,5.8,6.4,0.0,0.0,20.0,7.6,6.0,6.8,47.9,50.0,48.0,62.9,55.6,59.3,4.3,4.5,5.4,57.5,51.2,54.3,37.5,37.5,39.2,58.3,52.2,55.4,4.8,5.1,3.8,53.1,48.1,50.5,3,9,13,108,194,296,0,0,0,106,198,312,18,7,23,990,755,1744,7,9,15,1009,773,1784,0,0,3,140,86,224,3,0,3,143,87,227,0,0,0,25,25,49,0,0,0,25,25,49,0,0,0,14,35,54,0,0,0,14,37,51,0,5,5,115,191,306,3,3,5,115,201,317,3,0,0,129,198,330,0,0,5,136,201,339,0,3,5,21,44,62,0,0,Plantagenet (S)
55670,44,41,88,246,215,455,24,30,47,314,282,587,4,4,10,158,131,288,0,0,0,164,138,304,5,4,10,13,7,15,0,0,0,14,13,28,9,15,26,167,132,302,0,0,0,180,148,331,33,23,54,74,69,145,3,0,5,106,97,203,3,4,3,5,3,11,16,25,42,27,31,53,55.6,26.7,38.5,7.8,5.3,5.0,0.0,0.0,0.0,7.8,8.8,8.5,20.0,35.7,31.3,67.9,64.7,65.9,0.0,0.0,0.0,57.5,53.6,56.4,8.9,9.5,12.0,64.2,64.2,62.9,0.0,0.0,0.0,52.4,50.0,51.8,0,3,3,25,54,82,0,0,0,25,57,87,4,3,10,129,76,206,0,0,0,140,76,213,0,0,0,19,13,33,0,0,0,25,13,33,0,0,0,4,5,4,0,0,0,4,5,4,0,0,0,9,6,15,0,0,0,9,6,15,0,0,0,14,31,49,0,0,0,14,31,49,0,0,0,9,22,33,0,0,0,9,28,32,0,0,0,8,7,11,0,0,Morawa (S)
55810,34,42,77,123,98,222,52,39,92,214,175,394,9,6,18,75,58,132,3,0,3,85,67,150,6,3,5,5,6,9,0,0,0,10,6,16,12,10,21,77,62,146,3,0,3,91,74,172,24,25,52,41,33,68,0,0,0,64,57,125,0,0,3,4,0,4,54,40,90,56,40,101,50.0,30.0,23.8,6.5,9.7,6.2,0.0,0.0,0.0,11.0,8.1,9.3,33.3,28.6,27.6,63.1,65.3,67.0,5.3,0.0,3.2,43.1,43.3,43.2,25.0,17.1,23.7,61.5,61.1,60.6,5.3,0.0,3.2,40.3,39.2,37.7,0,0,6,9,15,31,0,0,0,15,23,36,4,3,7,66,42,104,3,0,3,66,42,113,0,0,0,9,3,12,0,0,0,9,3,12,0,0,0,5,0,7,0,0,0,5,0,7,0,0,0,4,0,0,0,0,0,4,3,4,0,0,0,7,15,18,0,0,0,7,19,24,0,0,0,6,7,14,0,0,0,6,7,14,0,4,4,3,0,5,0,0,Mount Magnet (S)
56860,3,6,6,89,88,176,10,7,23,105,96,206,0,0,4,59,48,104,0,0,0,58,52,110,0,0,0,0,3,6,3,0,4,4,0,4,0,0,4,64,51,113,3,0,3,64,57,117,4,0,7,27,37,67,0,0,3,35,38,71,0,0,0,0,0,0,6,4,16,6,7,14,0.0,0.0,0.0,0.0,5.9,5.3,100.0,0.0,133.3,6.3,0.0,3.4,0.0,0.0,36.4,70.3,58.0,62.8,33.3,0.0,13.6,61.0,55.9,57.9,0.0,0.0,36.4,64.8,54.5,57.8,0.0,0.0,0.0,55.2,51.0,54.5,0,0,3,5,21,27,0,0,0,4,18,31,0,0,0,54,29,82,0,0,0,54,33,84,0,0,0,7,0,5,0,0,0,7,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,5,6,9,0,0,0,5,7,14,0,0,0,4,10,14,0,3,3,4,10,16,0,0,0,0,0,0,0,0,Nungarin (S)
55880,4,4,7,206,169,376,17,10,29,222,186,413,0,3,6,158,114,267,0,0,0,161,117,273,0,0,0,5,3,9,0,0,0,5,3,9,0,3,6,162,115,277,0,0,0,164,118,287,0,0,3,42,50,95,0,0,0,47,55,97,0,0,0,0,0,5,12,12,22,17,16,31,0.0,0.0,0.0,3.1,2.6,3.2,0.0,0.0,0.0,3.0,2.5,3.1,0.0,100.0,66.7,79.4,69.7,73.5,0.0,0.0,0.0,71.9,62.4,69.2,0.0,100.0,66.7,77.5,69.1,70.8,0.0,0.0,0.0,70.6,61.9,65.8,0,0,0,13,21,37,0,0,0,13,21,37,0,3,6,141,93,230,0,0,0,141,92,234,0,0,0,32,18,44,0,0,0,32,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,14,17,28,0,0,0,14,17,28,0,0,0,5,12,23,0,0,0,5,12,23,0,0,0,3,12,9,0,0,Mount Marshall (S)
