LGA_MAIN11,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU_15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU_15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot,LGA_NAME11
18150,0,0,96,210,271,283,271,139,19,1289,0,34,66,67,64,37,17,4,0,289,0,0,7,20,16,8,9,13,0,73,861,0,0,0,0,0,0,0,0,861,0,125,0,0,0,0,0,0,0,125,0,148,53,33,21,14,3,0,0,272,0,44,19,5,11,17,9,4,4,113,0,9,5,3,11,4,0,0,0,32,0,9,6,10,13,17,8,3,0,66,0,18,25,35,83,107,103,60,18,449,21,24,18,14,11,14,7,3,0,112,882,411,295,397,501,501,427,226,41,3681,0,16,131,257,279,318,231,93,4,1329,0,56,74,70,55,35,14,0,0,304,0,36,89,92,69,33,19,19,11,368,781,0,0,0,0,0,0,0,0,781,0,112,0,0,0,0,0,0,0,112,0,87,25,10,9,7,0,0,0,138,0,20,7,4,15,16,16,4,3,85,0,8,7,6,0,0,0,0,0,21,Wellington (A)
18200,0,6,107,221,245,307,244,94,10,1234,0,19,57,56,54,31,16,4,0,237,0,4,0,13,22,13,3,6,0,61,653,0,0,0,0,0,0,0,0,653,0,102,0,0,0,0,0,0,0,102,0,137,33,23,17,4,0,0,0,214,0,21,6,3,14,5,0,0,6,55,0,9,5,4,5,0,0,0,0,23,0,11,5,5,11,7,11,4,0,54,0,16,28,39,87,84,71,35,8,368,13,15,13,7,11,12,0,0,4,75,666,340,254,371,466,463,345,143,28,3076,0,14,141,264,274,304,186,69,11,1263,0,35,66,53,63,25,6,0,0,248,0,18,38,52,48,12,10,4,9,191,598,0,0,0,0,0,0,0,0,598,0,133,0,0,0,0,0,0,0,133,0,75,14,3,3,3,0,0,0,98,0,20,4,4,6,11,4,8,4,61,0,7,0,0,3,0,0,0,0,10,Wentworth (A)
18250,0,42,1760,3638,2981,2240,1385,884,224,13154,0,121,640,427,309,212,70,11,0,1790,0,3,13,55,99,80,34,26,20,330,6335,0,0,0,0,0,0,0,0,6335,0,1748,0,0,0,0,0,0,0,1748,0,649,662,205,128,53,4,0,0,1701,0,247,199,46,36,40,40,25,13,646,0,140,159,41,27,17,15,0,3,402,0,343,700,177,116,95,35,22,5,1493,0,131,499,437,344,362,229,183,118,2303,55,81,90,46,34,28,23,9,4,370,6390,3505,4722,5072,4074,3127,1835,1160,387,30272,0,99,2394,3877,2991,2169,1163,581,107,13381,0,178,715,377,257,153,31,3,0,1714,0,8,84,443,658,372,115,122,87,1889,5858,0,0,0,0,0,0,0,0,5858,0,1924,0,0,0,0,0,0,0,1924,0,510,556,137,85,58,12,0,0,1358,0,314,220,58,55,124,108,101,83,1063,0,188,154,32,18,15,6,0,3,416,Willoughby (C)
18350,0,31,566,1463,1816,1854,1767,948,188,8633,0,113,339,306,249,175,108,30,3,1323,0,6,15,65,101,66,24,19,7,303,4042,0,0,0,0,0,0,0,0,4042,0,936,0,0,0,0,0,0,0,936,0,821,238,160,114,38,3,0,0,1374,0,69,37,23,34,35,36,21,21,276,0,64,42,22,18,10,5,3,0,164,0,51,50,42,64,68,55,24,4,358,0,50,134,212,306,385,322,197,83,1689,55,83,67,62,67,77,50,23,3,487,4097,2224,1488,2355,2769,2708,2370,1265,309,19585,0,87,740,1721,1949,2002,1585,606,99,8789,0,209,317,318,274,155,59,9,0,1341,0,78,198,446,432,150,76,93,54,1527,3934,0,0,0,0,0,0,0,0,3934,0,915,0,0,0,0,0,0,0,915,0,552,153,57,53,27,7,0,0,849,0,46,20,10,34,57,79,68,52,366,0,50,18,6,14,12,3,0,0,103,Wingecarribee (A)
18400,0,39,919,2078,2094,1877,1035,415,77,8534,0,122,370,357,274,148,43,7,3,1324,0,3,28,60,104,46,22,17,3,283,4962,0,0,0,0,0,0,0,0,4962,0,1031,0,0,0,0,0,0,0,1031,0,1348,479,172,80,24,4,0,0,2107,0,68,65,29,40,51,31,16,19,319,0,64,37,29,25,22,15,3,0,195,0,33,65,38,53,38,25,12,0,264,0,49,133,184,205,224,174,94,26,1089,49,114,68,50,41,39,16,17,0,394,5011,2871,2164,2997,2916,2469,1365,581,128,20502,0,88,1220,2261,2220,1767,807,261,41,8665,0,206,366,379,267,111,34,9,0,1372,0,71,212,411,337,153,59,70,17,1330,4639,0,0,0,0,0,0,0,0,4639,0,1121,0,0,0,0,0,0,0,1121,0,893,270,51,37,21,4,0,0,1276,0,71,11,13,32,62,86,76,59,410,0,60,25,9,13,13,3,0,0,123,Wollondilly (A)
18450,0,155,4011,7041,7556,6841,5139,3239,697,34679,0,610,1920,1331,975,528,180,57,12,5613,0,27,89,385,564,298,127,120,66,1676,17390,0,0,0,0,0,0,0,0,17390,0,4588,0,0,0,0,0,0,0,4588,0,4038,2002,992,635,213,30,4,0,7914,0,555,350,172,167,156,122,82,60,1664,0,354,217,125,95,50,27,16,4,888,0,1827,1241,310,310,229,144,61,8,4130,0,460,1178,1305,1764,1549,1159,867,361,8643,288,411,397,261,196,140,107,47,15,1862,17678,13025,11405,11922,12262,10004,7035,4493,1223,89047,0,448,5191,7761,7717,6719,4679,2329,314,35158,0,954,1990,1246,976,431,146,36,9,5788,0,307,1101,2023,1914,821,437,449,219,7271,16490,0,0,0,0,0,0,0,0,16490,0,4823,0,0,0,0,0,0,0,4823,0,2665,1181,350,250,139,24,0,0,4609,0,470,178,54,173,283,288,328,180,1954,0,311,141,45,50,26,8,3,7,591,Wollongong (C)
18500,0,15,843,1752,1697,1597,1224,677,251,8056,0,71,974,610,341,268,133,28,11,2436,0,5,0,33,84,81,25,7,12,247,3445,0,0,0,0,0,0,0,0,3445,0,1122,0,0,0,0,0,0,0,1122,0,354,356,92,51,30,4,0,0,887,0,132,116,30,30,27,16,9,11,371,0,39,79,21,18,17,5,3,0,182,0,226,818,175,90,85,43,23,15,1475,0,99,423,435,397,347,281,198,130,2310,43,55,116,58,39,24,20,10,5,370,3488,2118,3725,3206,2747,2476,1751,955,435,20901,0,33,1183,1971,1779,1627,1046,428,113,8180,0,126,988,473,258,169,73,16,0,2103,0,6,48,272,427,233,77,75,63,1201,3520,0,0,0,0,0,0,0,0,3520,0,1118,0,0,0,0,0,0,0,1118,0,316,259,53,53,34,5,0,0,720,0,145,144,29,24,53,49,54,42,540,0,58,92,20,6,12,3,3,3,197,Woollahra (A)
18550,0,159,2606,4806,5214,5078,4366,2627,583,25439,0,556,1593,1274,901,492,246,67,5,5134,0,22,114,347,486,218,75,73,43,1378,14752,0,0,0,0,0,0,0,0,14752,0,3303,0,0,0,0,0,0,0,3303,0,3532,1235,612,418,180,24,5,0,6006,0,353,207,119,161,162,104,83,39,1228,0,274,197,126,126,76,41,16,8,864,0,222,360,230,303,281,198,95,23,1712,0,200,578,927,1180,1240,1138,886,371,6520,243,394,283,205,172,143,122,49,17,1628,14995,9015,7173,8646,8961,7870,6314,3901,1089,67964,0,331,3399,5306,5465,5111,4010,1907,281,25810,0,898,1645,1219,870,480,162,47,9,5330,0,414,1332,2215,1744,691,341,341,224,7302,14003,0,0,0,0,0,0,0,0,14003,0,3359,0,0,0,0,0,0,0,3359,0,2372,664,216,178,139,36,0,0,3605,0,291,101,56,187,283,279,297,183,1677,0,290,80,51,72,46,10,12,4,565,Wyong (A)
18710,0,10,252,704,729,658,427,185,27,2992,0,44,135,161,119,62,17,8,0,546,0,3,3,25,37,25,3,3,5,104,1540,0,0,0,0,0,0,0,0,1540,0,338,0,0,0,0,0,0,0,338,0,276,93,48,24,10,0,0,0,451,0,17,4,4,6,13,10,5,6,65,0,16,17,7,7,9,3,0,0,59,0,28,17,18,30,12,4,3,0,112,0,24,36,73,101,88,72,47,14,455,25,30,17,27,21,18,13,8,0,159,1565,786,574,1067,1074,895,549,259,52,6821,0,28,369,805,706,661,346,114,18,3047,0,78,161,170,103,67,14,0,0,593,0,7,57,96,91,35,19,19,7,331,1516,0,0,0,0,0,0,0,0,1516,0,336,0,0,0,0,0,0,0,336,0,179,53,22,8,11,0,0,0,273,0,15,6,3,9,10,16,11,7,77,0,19,8,3,3,0,3,0,0,36,Yass Valley (A)
18750,0,7,183,423,450,472,385,162,36,2118,0,60,116,89,71,47,18,5,0,406,0,7,5,19,30,17,4,5,0,87,1277,0,0,0,0,0,0,0,0,1277,0,226,0,0,0,0,0,0,0,226,0,218,78,39,28,17,0,0,0,380,0,31,14,6,3,16,8,12,3,93,0,8,3,10,6,5,4,0,0,36,0,29,30,17,10,8,6,9,0,109,0,31,63,76,109,112,106,75,25,597,17,35,20,12,21,14,15,5,5,144,1294,652,512,691,728,708,546,273,69,5473,0,22,270,446,486,504,289,121,17,2155,0,91,126,81,65,33,14,3,0,413,0,45,92,140,81,35,28,29,21,471,1224,0,0,0,0,0,0,0,0,1224,0,242,0,0,0,0,0,0,0,242,0,111,27,12,20,14,0,0,0,184,0,24,5,5,5,14,12,18,12,95,0,20,7,0,3,0,3,4,0,37,Young (A)
19399,0,0,24,37,49,44,30,8,3,195,0,5,4,6,10,8,0,0,0,33,0,0,0,0,3,3,0,4,0,10,90,0,0,0,0,0,0,0,0,90,0,3,0,0,0,0,0,0,0,3,0,10,7,3,7,0,0,0,0,27,0,3,3,3,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,6,0,0,3,3,5,0,0,0,0,11,0,5,9,10,13,18,11,5,3,74,0,4,3,3,0,9,3,0,0,22,90,30,56,68,87,82,44,17,6,480,0,5,30,38,51,44,26,5,0,199,0,0,14,12,9,3,0,0,0,38,0,0,3,3,3,3,3,0,4,19,80,0,0,0,0,0,0,0,0,80,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,6,0,6,0,0,0,0,0,0,0,6,Unincorporated NSW
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,432,648,491,394,232,163,44,5,2716,307,432,648,491,394,232,163,44,5,2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20110,0,7,99,355,519,574,441,244,54,2293,0,30,82,109,100,69,30,6,0,426,0,0,3,18,33,16,0,6,7,83,958,0,0,0,0,0,0,0,0,958,0,251,0,0,0,0,0,0,0,251,0,177,56,39,30,4,0,0,0,306,0,6,14,5,0,8,6,3,0,42,0,11,5,0,8,0,3,0,0,27,0,27,35,8,24,20,8,0,0,122,0,22,56,84,128,177,110,60,27,664,21,23,22,19,23,27,17,12,4,168,979,554,372,637,865,895,615,331,92,5340,0,11,154,434,567,584,402,164,18,2334,0,45,96,109,107,41,24,3,0,425,0,13,51,98,87,17,16,16,4,302,966,0,0,0,0,0,0,0,0,966,0,201,0,0,0,0,0,0,0,201,0,86,27,18,15,3,3,0,3,155,0,11,0,0,6,13,10,13,11,64,0,7,5,0,3,0,0,0,0,15,Alpine (S)
20260,0,10,156,326,411,513,382,198,36,2032,0,53,108,82,67,38,10,7,3,368,0,0,3,17,21,5,6,10,0,62,933,0,0,0,0,0,0,0,0,933,0,200,0,0,0,0,0,0,0,200,0,192,57,40,26,9,0,0,0,324,0,8,5,6,10,11,11,6,0,57,0,15,3,3,5,6,3,0,0,35,0,18,33,13,36,30,23,15,0,168,0,30,78,72,129,123,101,66,28,627,15,24,23,15,20,16,6,5,3,127,948,550,466,574,725,751,542,307,70,4933,0,14,216,360,450,513,340,140,22,2055,0,70,108,87,65,29,15,3,0,377,0,37,70,109,83,27,17,28,3,374,938,0,0,0,0,0,0,0,0,938,0,189,0,0,0,0,0,0,0,189,0,93,27,19,20,0,0,0,0,159,0,13,4,6,6,12,9,11,8,69,0,9,3,3,0,3,3,0,0,21,Ararat (RC)
20570,0,75,1832,3137,3411,3187,2107,1233,281,15263,0,460,1165,734,490,275,94,15,0,3233,0,12,66,196,220,117,46,33,21,711,8783,0,0,0,0,0,0,0,0,8783,0,2067,0,0,0,0,0,0,0,2067,0,1598,577,291,212,74,8,0,0,2760,0,270,120,77,65,58,40,21,7,658,0,209,123,52,49,26,5,0,0,464,0,1057,541,163,149,117,60,33,11,2131,0,298,653,645,804,740,511,372,167,4190,123,294,187,119,98,66,58,25,9,979,8906,6340,5264,5414,5498,4660,2929,1732,496,41239,0,162,2320,3425,3506,3114,1932,884,149,15492,0,705,1159,704,464,226,71,6,0,3335,0,252,692,1161,993,316,147,162,88,3811,8452,0,0,0,0,0,0,0,0,8452,0,2159,0,0,0,0,0,0,0,2159,0,1027,343,113,90,56,7,0,0,1636,0,220,97,27,68,99,111,63,51,736,0,186,46,20,14,6,6,3,0,281,Ballarat (C)
20660,0,64,2507,5077,4854,4660,3206,1761,435,22564,0,200,1251,891,553,319,88,26,0,3328,0,14,33,164,279,204,71,56,38,859,10335,0,0,0,0,0,0,0,0,10335,0,3445,0,0,0,0,0,0,0,3445,0,2147,1499,598,368,130,17,0,0,4759,0,328,267,111,84,104,72,57,34,1057,0,202,197,58,42,42,18,7,3,569,0,617,755,256,187,137,78,32,4,2066,0,129,559,750,783,748,540,397,218,4124,120,189,197,117,75,60,39,27,5,829,10455,7335,7265,8022,7225,6404,4129,2363,737,53935,0,168,3303,5396,5082,4616,2776,1279,206,22826,0,328,1314,839,552,249,70,17,0,3369,0,93,376,998,1296,655,293,283,167,4161,9759,0,0,0,0,0,0,0,0,9759,0,3475,0,0,0,0,0,0,0,3475,0,1587,1092,272,192,98,19,0,0,3260,0,302,190,75,90,152,180,167,119,1275,0,204,119,30,24,16,6,3,3,405,Banyule (C)
20740,0,16,377,895,946,1192,1157,630,112,5325,0,87,330,270,193,128,76,15,0,1099,0,5,19,65,78,42,3,12,6,230,2341,0,0,0,0,0,0,0,0,2341,0,458,0,0,0,0,0,0,0,458,0,434,165,92,48,29,0,0,0,768,0,48,23,12,25,21,24,10,13,176,0,42,27,21,13,9,3,0,0,115,0,88,113,49,56,54,49,15,3,427,0,64,173,200,309,366,275,230,91,1708,50,74,60,58,66,71,58,21,0,458,2391,1316,1287,1662,1734,1912,1645,933,225,13105,0,31,549,957,980,1262,1061,448,57,5345,0,152,324,252,223,118,49,5,0,1123,0,47,132,289,252,103,38,48,25,934,2341,0,0,0,0,0,0,0,0,2341,0,481,0,0,0,0,0,0,0,481,0,250,58,44,33,16,0,0,0,401,0,37,10,10,22,19,29,33,19,179,0,25,10,6,7,3,3,0,0,54,Bass Coast (S)
20830,0,34,796,1457,1820,1876,1358,672,111,8124,0,164,483,336,246,164,53,5,0,1451,0,3,14,69,134,44,18,24,9,315,4232,0,0,0,0,0,0,0,0,4232,0,986,0,0,0,0,0,0,0,986,0,983,245,139,99,43,3,0,0,1512,0,94,52,27,23,25,30,20,10,281,0,62,41,26,14,8,3,0,0,154,0,109,98,41,54,48,37,13,0,400,0,82,206,273,332,350,281,177,73,1774,47,115,80,43,47,41,26,15,6,420,4279,2632,2015,2411,2769,2599,1809,926,209,19649,0,81,1060,1676,1967,1806,1181,442,43,8256,0,286,444,350,253,137,35,5,0,1510,0,76,243,439,390,146,41,69,37,1441,3970,0,0,0,0,0,0,0,0,3970,0,1122,0,0,0,0,0,0,0,1122,0,571,169,48,39,20,3,0,0,850,0,73,30,12,33,44,55,43,23,313,0,51,23,11,6,5,5,3,0,104,Baw Baw (S)
20910,0,10,947,4165,4753,3835,2469,1398,442,18019,0,90,588,628,457,366,141,39,14,2323,0,4,13,68,208,152,45,37,42,569,8704,0,0,0,0,0,0,0,0,8704,0,3229,0,0,0,0,0,0,0,3229,0,1307,839,253,187,106,10,0,0,2702,0,170,101,46,37,45,36,33,20,491,0,87,77,22,20,13,10,3,0,232,0,172,271,131,110,87,55,29,5,860,0,82,260,392,525,535,409,339,265,2807,71,104,95,73,55,44,48,27,11,528,8778,5255,3191,5778,6352,5183,3223,1905,799,40464,0,28,1415,4969,4956,3603,2177,1046,252,18446,0,142,677,660,474,313,88,19,3,2376,0,31,101,550,954,514,166,159,150,2625,8293,0,0,0,0,0,0,0,0,8293,0,3092,0,0,0,0,0,0,0,3092,0,948,623,160,108,77,17,0,0,1933,0,161,81,46,29,76,89,113,111,706,0,87,44,9,9,5,0,3,3,160,Bayside (C)
21010,0,4,161,365,574,650,462,274,69,2559,0,47,122,83,82,74,35,12,0,455,0,3,11,33,34,18,4,7,4,114,1174,0,0,0,0,0,0,0,0,1174,0,315,0,0,0,0,0,0,0,315,0,253,72,32,35,12,3,0,0,407,0,19,10,3,4,11,10,4,0,61,0,18,9,5,4,0,4,0,0,40,0,41,25,5,22,24,15,8,0,140,0,34,62,90,164,172,99,70,46,737,14,30,28,22,11,25,23,8,0,161,1188,764,500,638,930,986,655,383,119,6163,0,20,223,438,625,661,430,201,31,2629,0,82,115,95,90,56,11,4,0,453,0,36,91,134,129,46,23,25,18,502,1081,0,0,0,0,0,0,0,0,1081,0,279,0,0,0,0,0,0,0,279,0,111,51,17,19,7,0,0,0,205,0,23,3,3,4,14,17,8,11,83,0,12,4,0,0,0,0,0,0,16,Benalla (RC)
21110,0,85,2498,6450,7941,6291,3667,2130,672,29734,0,267,1689,830,647,422,177,43,6,4081,0,10,18,89,276,231,84,47,37,792,13477,0,0,0,0,0,0,0,0,13477,0,6448,0,0,0,0,0,0,0,6448,0,1796,1599,417,275,117,15,0,0,4219,0,571,430,82,67,88,41,53,36,1368,0,319,288,45,35,15,5,13,0,720,0,1400,1747,313,168,134,82,42,9,3895,0,422,925,684,750,748,609,485,310,4933,111,232,252,126,62,81,46,22,9,941,13588,11550,9446,9036,10221,8127,4726,2835,1079,70608,0,183,3235,7760,8333,5969,3207,1493,337,30517,0,416,1691,807,612,343,84,18,0,3971,0,33,155,767,1458,769,271,247,202,3902,12891,0,0,0,0,0,0,0,0,12891,0,6050,0,0,0,0,0,0,0,6050,0,1508,1262,271,157,108,19,4,0,3329,0,580,403,81,89,146,160,242,133,1834,0,362,224,32,26,16,5,3,3,671,Boroondara (C)
21180,0,261,4803,7197,7618,7182,4521,2005,337,33924,0,278,1221,938,567,324,82,29,0,3439,0,30,104,283,457,351,158,94,32,1509,16694,0,0,0,0,0,0,0,0,16694,0,5719,0,0,0,0,0,0,0,5719,0,4363,3809,1308,576,168,11,0,0,10235,0,1060,903,404,325,256,178,95,50,3271,0,480,591,282,207,113,21,14,5,1713,0,802,1226,363,295,242,98,30,6,3062,0,221,944,1029,957,926,603,352,174,5206,204,254,324,207,180,93,62,29,6,1359,16898,13468,13925,12011,11182,9655,5734,2648,610,86131,0,798,6276,7774,7685,6775,3432,1269,139,34148,0,435,1301,882,507,244,54,13,0,3436,0,225,1250,2359,2079,1088,491,408,170,8070,16025,0,0,0,0,0,0,0,0,16025,0,5839,0,0,0,0,0,0,0,5839,0,3087,2420,604,261,102,21,3,0,6498,0,770,539,226,346,476,436,425,196,3414,0,372,319,115,83,37,17,13,0,956,Brimbank (C)
21270,0,5,59,201,286,332,216,147,40,1286,0,18,49,40,43,20,7,0,0,177,0,3,3,9,3,4,3,0,4,29,589,0,0,0,0,0,0,0,0,589,0,127,0,0,0,0,0,0,0,127,0,91,32,17,16,15,0,0,0,171,0,9,6,4,0,4,6,9,0,38,0,8,3,0,4,0,0,0,0,15,0,22,17,12,10,12,14,3,0,90,0,18,36,36,62,116,81,58,33,440,3,14,12,12,15,14,3,4,0,77,592,315,217,331,439,517,330,221,77,3039,0,5,99,232,324,290,221,110,15,1296,0,33,52,43,22,21,5,0,0,176,0,6,25,35,31,14,11,19,6,147,531,0,0,0,0,0,0,0,0,531,0,140,0,0,0,0,0,0,0,140,0,36,7,7,11,5,3,0,0,69,0,4,0,0,7,5,3,4,4,27,0,6,3,3,0,0,0,0,0,12,Buloke (S)
21370,0,33,503,1225,1555,1511,1206,628,130,6791,0,149,328,265,223,120,56,14,4,1159,0,8,13,65,90,36,19,22,14,267,3578,0,0,0,0,0,0,0,0,3578,0,743,0,0,0,0,0,0,0,743,0,709,193,103,103,32,7,0,0,1147,0,80,29,16,29,24,23,13,6,220,0,43,35,21,15,7,11,0,0,132,0,115,81,44,49,48,39,16,4,396,0,77,167,227,339,374,279,202,79,1744,52,97,57,56,41,44,50,16,6,419,3630,2054,1406,2022,2444,2196,1690,911,243,16596,0,74,718,1397,1609,1492,1102,444,62,6898,0,231,337,263,205,106,42,13,0,1197,0,104,239,370,302,92,44,80,41,1272,3250,0,0,0,0,0,0,0,0,3250,0,809,0,0,0,0,0,0,0,809,0,379,98,35,41,21,4,0,0,578,0,58,10,17,25,28,34,31,22,225,0,48,10,6,6,7,0,3,0,80,Campaspe (S)
21450,0,94,2020,3366,3127,2506,1569,715,128,13525,0,345,1080,763,489,287,81,13,0,3058,0,7,35,126,185,86,32,24,11,506,8505,0,0,0,0,0,0,0,0,8505,0,1837,0,0,0,0,0,0,0,1837,0,1859,594,220,100,26,3,0,0,2802,0,165,113,50,53,63,34,28,23,529,0,123,91,54,34,22,13,6,0,343,0,169,191,104,99,89,35,21,5,713,0,103,306,414,463,431,270,162,69,2218,115,185,129,72,65,38,37,20,4,665,8620,4887,4559,5169,4615,3548,2074,989,240,34701,0,207,2523,3588,3179,2318,1326,471,55,13667,0,559,1104,738,491,209,43,15,3,3162,0,131,448,799,655,241,96,59,28,2457,8050,0,0,0,0,0,0,0,0,8050,0,2055,0,0,0,0,0,0,0,2055,0,1157,334,94,48,17,3,0,0,1653,0,138,83,29,62,101,96,70,53,632,0,118,47,15,17,13,5,4,0,219,Cardinia (S)
