lga_code16,onemeth_train_m,onemeth_train_f,onemeth_train_p,onemeth_bus_m,onemeth_bus_f,onemeth_bus_p,onemeth_ferry_m,onemeth_ferry_f,onemeth_ferry_p,onemeth_tram_inc_lt_rail_m,onemeth_tram_inc_lt_rail_f,onemeth_tram_inc_lt_rail_p,onemeth_taxi_m,onemeth_taxi_f,onemeth_taxi_p,onemeth_car_as_driver_m,onemeth_car_as_driver_f,onemeth_car_as_driver_p,onemeth_car_as_passenger_m,onemeth_car_as_passenger_f,onemeth_car_as_passenger_p,onemeth_truck_m,onemeth_truck_f,onemeth_truck_p,onemeth_motorbike_scooter_m,onemeth_motorbike_scooter_f,onemeth_motorbike_scooter_p,onemeth_bicycle_m,onemeth_bicycle_f,onemeth_bicycle_p,onemeth_other_m,onemeth_other_f,onemeth_other_p,onemeth_walked_only_m,onemeth_walked_only_f,onemeth_walked_only_p,onemeth_tot_onemeth_m,onemeth_tot_onemeth_f,onemeth_tot_onemeth_p,twometh_train_bus_m,twometh_train_bus_f,twometh_train_bus_p,twometh_train_ferry_m,twometh_train_ferry_f,twometh_train_ferry_p,twometh_trn_trm_inc_lt_rl_m,twometh_trn_trm_inc_lt_rl_f,twometh_trn_trm_inc_lt_rl_p,twometh_train_car_as_drvr_m,twometh_train_car_as_drvr_f,twometh_train_car_as_drvr_p,twometh_trn_car_as_pass_m,twometh_trn_car_as_pass_f,twometh_trn_car_as_pass_p,twometh_train_other_m,twometh_train_other_f,twometh_train_other_p,twometh_train_tot_m,twometh_train_tot_f,twometh_train_tot_p,twometh_bus_ferry_m,twometh_bus_ferry_f,twometh_bus_ferry_p,twometh_bus_trm_inc_lt_rl_m,twometh_bus_trm_inc_lt_rl_f,twometh_bus_trm_inc_lt_rl_p,twometh_bus_car_as_driver_m,twometh_bus_car_as_driver_f,twometh_bus_car_as_driver_p,twometh_bus_car_as_pass_m,twometh_bus_car_as_pass_f,twometh_bus_car_as_pass_p,twometh_bus_other_m,twometh_bus_other_f,twometh_bus_other_p,twometh_bus_tot_m,twometh_bus_tot_f,twometh_bus_tot_p,twometh_other_twometh_m,twometh_other_twometh_f,twometh_other_twometh_p,twometh_tot_twometh_m,twometh_tot_twometh_f,twometh_tot_twometh_p,threemeth_trn_2_othr_mthd_m,threemeth_trn_2_othr_mthd_f,threemeth_trn_2_othr_mthd_p,thremth_bu_2_ot_met_exc_tra_m,thremth_bu_2_ot_met_exc_tra_f,thremth_bu_2_ot_met_exc_tra_p,threemeth_oth_threemeth_m,threemeth_oth_threemeth_f,threemeth_oth_threemeth_p,threemeth_tot_threemeth_m,threemeth_tot_threemeth_f,threemeth_tot_threemeth_p,worked_home_m,worked_home_f,worked_home_p,did_not_go_to_work_m,did_not_go_to_work_f,did_not_go_to_work_p,meth_travel_to_work_ns_m,meth_travel_to_work_ns_f,meth_travel_to_work_ns_p,tot_m,tot_f,tot_p,lga_name16
15800,0,0,0,8,9,14,0,0,0,0,0,0,0,0,0,812,690,1502,59,55,113,31,0,31,4,3,9,8,0,5,24,4,25,64,91,159,1009,854,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,10,0,13,0,0,0,0,0,0,3,0,3,3,0,3,116,96,210,65,111,179,17,17,40,1228,1081,2309,Narrandera (A)
15850,0,4,4,5,0,9,0,0,0,0,0,0,0,0,4,835,793,1624,60,44,111,54,3,51,13,3,13,6,0,13,22,9,28,87,69,160,1083,928,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,174,125,294,75,110,187,17,20,44,1356,1189,2547,Narromine (A)
15900,237,160,396,685,915,1596,39,38,69,3,5,10,62,58,120,25851,23339,49192,1463,1954,3420,378,10,391,506,100,607,993,348,1339,189,88,273,1307,1485,2791,31708,28499,60210,53,34,88,0,0,0,3,0,4,59,37,97,8,16,21,37,9,44,157,93,252,12,9,24,0,0,0,34,66,100,36,60,101,17,23,37,101,161,262,358,210,565,617,465,1084,39,16,57,12,25,33,21,11,29,68,48,120,1046,1489,2529,2928,4974,7905,298,270,570,36672,35743,72409,Newcastle (C)
15950,3412,3394,6808,2926,3416,6344,359,276,637,0,4,4,116,94,209,6524,5673,12199,275,690,967,37,3,36,339,39,382,363,74,439,153,106,262,2156,2284,4443,16672,16061,32735,604,705,1311,104,110,218,8,9,15,51,43,93,29,58,85,55,33,89,854,951,1802,57,60,113,0,0,0,30,36,67,13,30,40,37,46,79,135,164,301,95,71,162,1087,1183,2269,162,138,303,14,17,33,5,10,16,181,163,347,1136,1234,2377,789,1634,2427,125,147,279,19997,20430,40427,North Sydney (A)
15990,161,128,287,7104,7411,14514,1556,1162,2712,4,3,12,130,87,214,37771,32442,70213,1751,2676,4425,948,16,959,1417,184,1602,1035,258,1299,426,226,650,1955,2282,4236,54246,46885,101125,735,667,1404,322,347,676,0,0,0,217,121,335,26,48,77,7,5,11,1311,1187,2502,346,272,620,0,0,3,400,369,769,149,246,400,82,57,141,981,950,1930,837,385,1223,3127,2527,5655,416,342,756,108,79,181,33,14,42,554,432,988,3853,5296,9142,3437,6540,9974,537,521,1055,65752,62194,127948,Northern Beaches (A)
16100,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,827,667,1492,43,51,96,50,5,50,9,3,13,4,0,4,16,5,19,49,41,93,1001,775,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,11,5,17,0,0,0,0,0,0,0,0,0,0,0,0,112,98,210,84,119,206,18,18,35,1238,1015,2250,Oberon (A)
16150,11,12,17,26,39,68,9,0,9,3,0,3,17,32,55,6717,6205,12929,534,590,1125,159,3,165,63,5,69,74,12,89,50,16,74,314,266,576,7984,7178,15162,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,3,3,3,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,3,10,70,35,101,80,39,119,0,6,6,3,3,7,3,0,4,10,9,14,272,417,691,683,1031,1721,84,83,163,9109,8757,17872,Orange (C)
16200,0,0,3,12,3,9,0,0,0,0,0,0,12,5,24,2010,1780,3788,202,161,362,78,0,83,21,3,25,11,6,22,34,17,47,177,140,321,2567,2122,4689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,8,0,6,29,6,42,41,7,51,0,0,0,0,0,0,3,0,3,3,0,3,248,209,458,241,316,558,43,27,68,3136,2683,5818,Parkes (A)
16260,8412,6443,14851,2603,2915,5518,82,55,135,13,8,22,135,49,182,32562,22603,55163,1303,2626,3927,589,5,596,511,43,553,357,86,447,305,159,462,1854,1949,3803,48721,36943,85660,2386,2278,4669,21,14,37,57,43,96,972,627,1594,192,395,588,128,55,184,3762,3402,7166,5,11,15,0,3,3,230,183,413,79,137,213,24,14,40,347,348,691,306,190,500,4413,3941,8358,494,477,973,22,13,27,11,4,14,528,489,1019,1545,2109,3652,2909,4615,7519,531,349,878,58643,48444,107086,Parramatta (C)
16350,2672,2708,5379,272,485,757,8,0,8,4,3,12,55,29,85,34894,28087,62977,2274,2369,4643,1693,19,1714,394,41,432,154,26,187,232,122,355,636,647,1281,43285,34540,77822,689,697,1381,0,0,0,20,3,23,1008,935,1946,149,284,433,72,22,96,1929,1946,3880,0,0,0,0,0,0,30,17,46,32,57,90,12,9,20,70,84,155,376,137,517,2380,2169,4551,298,271,571,0,3,7,13,7,14,312,281,595,977,1906,2888,2764,5004,7767,430,357,786,50155,44262,94410,Penrith (C)
11600,0,3,3,8,11,15,0,0,0,0,0,0,0,0,0,475,326,798,55,34,90,17,0,24,3,0,7,4,4,6,17,7,26,70,55,122,653,438,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,104,77,179,29,60,90,23,12,38,827,586,1414,Carrathool (A)
11650,3094,2188,5285,541,813,1354,26,8,38,5,4,17,40,42,86,47918,42683,90601,3161,3174,6342,1461,33,1490,536,32,575,304,83,385,367,199,562,1098,1137,2234,58554,50405,108960,764,505,1272,14,11,22,10,12,21,1496,940,2436,170,252,422,142,38,185,2591,1760,4353,9,6,7,0,0,0,22,21,45,48,89,130,5,6,13,81,116,194,611,243,850,3286,2117,5401,451,281,732,19,18,32,25,3,23,492,292,787,2832,4238,7078,5315,9190,14505,722,712,1437,71205,66958,138163,Central Coast (C) (NSW)
11700,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,154,103,257,14,22,35,8,0,8,10,3,16,3,0,3,8,9,19,81,55,141,286,190,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,10,3,12,0,0,0,0,0,0,0,3,6,0,3,6,58,31,89,14,13,30,10,3,15,384,246,631,Central Darling (A)
11300,2416,2412,4823,220,319,537,3,0,3,9,9,21,15,9,21,3897,2562,6464,168,362,532,111,0,111,71,3,76,61,9,73,42,26,69,338,481,821,7369,6190,13555,469,517,980,5,4,7,19,10,28,89,54,143,24,55,86,17,16,31,626,652,1278,0,0,0,0,0,0,11,13,22,5,4,15,0,7,6,17,28,41,38,36,65,676,710,1394,61,62,122,0,3,5,0,0,0,60,65,125,234,340,574,494,798,1295,125,87,218,8956,8198,17157,Burwood (A)
11350,0,0,4,26,39,67,5,5,9,3,0,3,14,5,20,4059,3965,8020,205,255,461,118,7,126,84,11,93,201,140,338,69,48,117,276,281,558,5055,4753,9809,3,0,3,0,0,0,0,0,0,3,3,5,0,0,0,3,0,4,10,4,13,0,0,0,0,0,0,0,0,3,3,3,6,3,0,3,5,4,14,33,33,73,46,50,98,0,3,4,0,0,3,3,3,7,8,6,16,825,1007,1836,710,1073,1780,134,114,246,6784,6998,13782,Byron (A)
11400,0,0,0,5,0,10,0,0,0,0,0,0,0,3,3,2096,1829,3924,114,121,237,108,7,117,20,3,21,11,0,9,34,12,47,155,95,247,2546,2067,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,14,19,4,20,0,0,0,3,0,3,0,5,5,3,4,10,343,301,646,185,350,535,45,54,96,3145,2778,5925,Cabonne (A)
11450,575,532,1106,99,141,242,0,0,0,0,3,4,11,5,19,15332,12745,28071,713,833,1549,564,7,571,122,6,134,50,10,64,103,53,154,177,162,340,17744,14501,32243,160,131,289,0,0,3,0,0,0,647,517,1159,51,96,146,12,0,10,867,743,1608,0,0,0,0,0,0,7,10,15,6,24,32,3,0,6,11,43,54,138,65,203,1022,842,1862,91,84,172,0,7,6,3,0,3,90,89,179,520,1003,1522,1236,2294,3535,203,187,385,20814,18914,39736,Camden (A)
11500,3957,3663,7615,250,405,657,4,0,4,3,7,12,76,27,104,24167,18088,42252,1630,1916,3545,736,11,748,254,22,275,81,17,100,156,80,229,366,419,787,31671,24657,56325,740,747,1487,10,4,7,14,15,28,814,708,1522,171,320,495,72,25,101,1822,1814,3637,0,0,0,0,0,0,5,20,23,37,51,89,3,4,8,44,80,125,217,125,345,2085,2015,4106,283,280,562,7,5,8,5,3,10,290,290,581,554,1002,1557,2115,3223,5341,437,319,759,37153,31505,68657,Campbelltown (C) (NSW)
11520,2990,2895,5882,1472,1992,3465,471,451,921,18,35,55,54,32,85,12162,9536,21701,437,964,1396,237,6,241,299,36,331,319,79,401,125,76,204,596,695,1292,19183,16794,35976,564,619,1191,36,27,64,10,13,28,184,140,323,34,94,128,42,8,48,875,903,1780,56,51,108,11,10,17,71,107,179,19,60,74,21,18,37,174,241,417,186,146,325,1233,1289,2518,128,111,242,25,28,47,7,3,14,160,141,305,869,1145,2014,1030,2062,3094,181,155,335,22658,21588,44247,Canada Bay (A)
11570,10044,9532,19578,971,1793,2758,19,4,21,39,52,87,332,58,387,48439,30703,79139,2641,3797,6442,1545,17,1564,481,51,526,339,62,401,552,247,794,1270,1462,2731,66655,47777,114432,1664,1911,3573,23,11,39,78,80,163,1123,970,2092,244,490,731,135,63,193,3264,3525,6794,0,0,0,6,8,17,71,72,146,39,124,164,18,18,32,131,222,358,532,279,808,3929,4024,7955,394,424,825,16,13,28,17,4,20,429,443,875,1334,2482,3816,3723,5413,9140,1045,694,1737,77106,60840,137954,Canterbury-Bankstown (A)
11720,12,16,25,36,42,79,5,3,9,0,0,0,9,11,17,8284,7112,15397,596,498,1088,262,5,270,72,9,86,27,3,31,59,29,86,193,181,371,9548,7908,17455,13,3,14,0,0,0,0,0,0,24,10,33,3,3,5,0,0,0,36,19,55,0,0,0,0,0,0,0,0,4,8,4,11,3,0,3,10,6,16,121,32,154,163,55,222,5,4,10,0,0,0,3,0,3,15,4,17,304,501,798,1165,1634,2801,144,136,284,11341,10241,21584,Cessnock (C)
11730,4,0,4,29,30,58,3,4,6,0,5,5,10,8,19,6161,5649,11814,417,464,883,274,5,276,75,6,87,129,54,187,91,44,133,411,357,776,7613,6631,14245,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,4,6,11,74,39,111,85,47,131,3,0,3,3,0,3,4,0,4,8,0,8,517,597,1117,855,1295,2148,123,101,228,9201,8678,17876,Clarence Valley (A)
11750,0,0,0,13,0,15,0,0,0,0,0,0,0,3,3,792,530,1319,73,53,126,22,3,27,17,0,19,10,3,18,19,14,34,67,67,137,1025,680,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,15,16,0,20,3,0,3,0,0,0,3,0,3,8,0,8,65,70,137,140,115,254,17,19,39,1263,891,2157,Cobar (A)
11800,10,8,14,49,71,116,5,0,7,0,0,0,8,14,25,10773,10186,20960,776,1048,1824,352,7,360,180,20,206,181,52,234,98,83,180,404,411,819,12848,11909,24759,3,5,4,0,0,0,0,0,0,3,3,4,3,0,3,0,0,0,6,13,21,0,0,0,0,0,0,5,4,9,10,11,21,3,0,4,17,15,31,119,57,174,145,79,227,3,0,4,3,0,3,12,0,12,14,0,16,637,896,1536,1201,1896,3102,172,153,323,15018,14938,29958,Coffs Harbour (C)
12000,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,569,510,1078,40,38,81,34,0,34,10,0,10,0,0,0,15,6,16,44,37,82,712,590,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,104,92,190,47,108,149,17,16,28,875,801,1676,Coolamon (A)
12150,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,439,411,847,38,36,67,12,0,17,7,0,8,6,0,4,21,4,21,55,58,108,572,512,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,9,0,0,0,0,0,0,0,0,3,0,0,3,120,86,209,26,60,84,21,10,27,743,668,1416,Coonamble (A)
12350,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1715,1438,3150,129,139,270,98,5,104,25,3,29,15,0,15,17,15,33,138,101,237,2142,1706,3842,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,23,20,8,23,0,0,0,0,0,0,0,0,3,0,0,3,208,215,427,162,295,461,39,32,68,2568,2260,4823,Cowra (A)
12380,8001,6777,14774,705,1067,1772,3,4,10,21,13,31,181,50,233,30365,16549,46910,1975,2470,4438,872,21,890,213,18,229,178,30,209,320,146,463,836,886,1723,43662,28023,71687,1479,1539,3023,10,7,22,38,29,67,682,442,1122,191,298,485,77,35,110,2474,2350,4822,0,0,0,0,0,0,51,59,109,19,69,89,6,3,12,80,135,211,336,123,460,2886,2608,5500,310,344,657,7,9,14,11,0,16,322,357,686,744,1493,2239,2314,3053,5365,733,456,1184,50662,35998,86662,Cumberland (A)
12700,4,4,7,7,0,9,0,0,0,0,0,0,3,0,3,1391,1170,2563,71,62,135,71,0,76,13,0,12,7,3,7,17,4,15,74,61,136,1650,1309,2965,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,25,23,5,29,0,0,0,0,0,0,0,0,0,0,0,0,165,180,344,157,260,423,25,30,56,2024,1785,3813,Dungog (A)
12730,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,1428,1203,2629,71,101,174,54,0,55,6,0,13,21,11,34,22,12,31,106,100,210,1715,1423,3138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,22,14,12,23,0,0,0,0,0,0,0,0,3,0,0,3,145,125,272,119,213,336,30,22,57,2032,1802,3827,Edward River (A)
12750,3,0,8,25,29,58,0,0,0,0,0,0,6,4,13,4432,4262,8691,285,362,643,199,10,208,46,6,53,58,21,82,54,28,79,225,230,453,5341,4957,10299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,3,3,12,44,16,63,47,25,71,0,0,0,0,0,0,0,0,0,3,0,7,365,465,828,638,925,1568,77,95,180,6478,6468,12944,Eurobodalla (A)
12850,2731,2807,5543,421,681,1110,9,0,6,5,5,14,49,22,77,27671,18216,45893,2017,2906,4927,1148,25,1175,145,16,159,122,16,144,242,101,341,470,710,1182,35041,25514,60562,661,783,1442,0,0,0,15,11,24,761,520,1272,144,310,454,30,13,43,1604,1626,3235,3,0,3,0,0,0,42,53,95,28,57,85,8,10,18,84,112,193,311,200,515,2002,1948,3944,226,257,481,0,10,9,3,4,5,235,262,498,564,1093,1654,1632,2439,4075,594,390,981,40065,31651,71714,Fairfield (C)
12870,0,0,0,6,3,8,0,0,0,0,0,0,0,3,4,1889,1473,3361,119,105,224,57,0,59,13,3,16,17,9,26,33,13,37,101,108,211,2232,1719,3947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,29,17,14,26,0,0,0,0,0,0,0,0,0,0,0,0,187,174,365,207,360,570,39,42,83,2688,2307,4998,Federation (A)
12900,0,0,0,10,5,18,0,0,0,0,0,0,7,3,9,1434,1201,2641,108,91,202,64,3,64,17,0,18,4,3,14,23,7,34,103,72,174,1777,1395,3174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,17,5,19,18,9,21,0,0,0,0,0,0,0,0,0,0,0,0,194,177,368,122,204,322,33,18,60,2147,1806,3950,Forbes (A)
12930,7924,8134,16061,329,578,906,5,7,12,4,11,18,55,20,78,19894,13378,33267,833,1653,2484,415,6,420,219,20,239,125,22,151,175,93,268,890,1283,2169,30872,25201,56075,1136,1250,2385,13,9,23,56,58,115,613,474,1089,162,273,438,65,28,94,2050,2097,4140,0,0,0,0,0,0,26,29,56,10,32,44,0,9,7,41,75,114,149,85,237,2230,2254,4490,227,240,471,7,4,15,6,3,6,242,246,494,988,1336,2322,2019,3342,5355,339,253,599,36694,32638,69330,Georges River (A)
12950,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,526,485,1013,35,32,73,30,0,30,12,0,12,8,0,4,15,3,24,64,62,124,699,590,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,16,0,17,0,0,0,0,0,0,0,0,5,0,0,5,148,107,252,68,95,171,12,16,27,939,813,1749,Gilgandra (A)
13010,0,0,4,8,0,7,0,0,3,0,0,0,8,3,8,983,937,1920,87,88,169,72,8,79,17,4,16,11,6,14,17,7,25,105,103,212,1298,1157,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,24,18,7,27,0,0,0,0,0,0,0,0,0,0,0,0,193,161,352,109,188,297,45,27,75,1661,1544,3206,Glen Innes Severn (A)
13310,12,10,19,59,18,72,0,0,0,0,0,0,19,19,37,4903,4144,9049,416,404,820,189,9,197,51,3,60,25,6,32,65,31,97,271,230,498,6020,4866,10884,3,3,3,0,0,0,0,0,0,3,3,14,0,0,0,0,0,0,9,13,17,0,0,0,0,0,0,0,6,9,0,3,3,0,0,0,0,7,13,52,20,71,67,37,101,0,0,0,0,0,4,0,0,0,7,0,5,246,308,548,540,751,1291,87,61,149,6952,6028,12987,Goulburn Mulwaree (A)
13340,3,0,3,3,3,5,0,0,0,0,0,0,0,0,0,1510,1358,2872,76,72,139,83,0,81,12,3,17,7,4,13,42,16,55,116,89,209,1851,1545,3402,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,25,4,23,24,6,33,0,0,0,0,0,0,0,0,0,0,0,0,334,259,592,167,289,449,32,34,67,2407,2138,4543,Greater Hume Shire (A)
13450,5,0,4,9,7,13,0,0,0,0,0,0,10,13,20,4780,3872,8659,458,504,959,116,0,116,46,7,49,44,5,53,53,14,68,203,132,337,5724,4563,10284,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,4,3,7,48,19,68,58,26,81,0,0,0,0,0,0,0,0,0,0,0,0,231,229,451,274,507,783,83,90,176,6363,5412,11769,Griffith (C)
13510,0,0,0,10,3,15,0,0,0,0,0,0,0,0,3,1519,1351,2875,138,103,243,69,3,69,25,3,34,17,3,20,31,8,41,113,120,235,1925,1607,3533,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,18,17,5,24,0,0,0,0,0,0,3,0,3,4,0,4,175,159,334,140,245,381,40,23,62,2295,2043,4336,Gundagai (A)
13550,0,0,0,58,24,80,0,0,0,0,0,0,9,11,16,1968,1612,3579,229,130,351,105,7,108,8,0,15,7,7,13,20,15,35,121,79,200,2520,1871,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,0,3,3,0,0,3,29,4,27,26,3,29,55,9,64,0,0,0,0,0,0,3,0,3,3,0,3,190,224,416,199,290,489,33,29,67,3003,2425,5426,Gunnedah (A)
13660,0,0,3,4,3,7,0,0,0,0,0,0,0,0,0,621,502,1126,25,33,56,56,10,59,12,0,16,4,3,7,36,13,47,86,79,167,846,645,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,8,3,7,0,0,0,0,0,0,0,0,3,0,0,3,227,168,390,58,101,159,13,14,32,1149,931,2081,Gwydir (A)
13800,384,450,835,43,72,120,0,0,0,0,0,0,5,10,13,12209,10147,22348,654,622,1277,878,11,892,141,14,154,93,12,109,94,54,143,376,261,641,14891,11645,26537,55,57,111,0,0,0,0,0,0,208,232,441,40,36,82,12,3,15,317,329,646,0,0,0,0,0,0,11,16,24,0,10,5,4,0,4,12,21,40,150,64,212,487,419,903,47,47,97,0,0,0,3,0,4,49,53,100,631,1085,1715,899,1689,2589,170,149,320,17123,15032,32161,Hawkesbury (C)
13850,4,0,4,3,0,3,0,0,3,0,0,0,0,0,0,443,336,782,46,37,76,24,0,23,4,0,4,8,5,8,16,9,24,54,55,111,601,446,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,11,0,7,0,0,0,0,0,0,0,0,0,0,0,3,55,61,109,50,62,118,16,15,23,728,579,1308,Hay (A)
16380,3,7,14,39,58,98,3,0,5,0,3,3,14,21,36,10709,10226,20938,663,866,1534,338,15,348,198,18,218,120,27,146,111,54,168,449,477,919,12655,11777,24431,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,3,5,4,7,0,0,0,0,0,0,3,0,4,3,7,9,0,0,0,8,9,16,142,77,216,155,92,249,4,0,4,0,0,4,4,5,6,14,4,16,747,916,1655,1237,1938,3179,167,156,319,14967,14884,29847,Port Macquarie-Hastings (A)
16400,16,14,36,84,105,183,8,13,20,0,0,0,3,3,8,10551,8861,19416,567,636,1207,319,4,321,160,7,166,94,11,105,77,40,122,362,315,677,12242,10019,22258,4,0,7,0,0,0,0,0,0,14,6,22,3,0,3,0,0,0,17,6,29,0,3,3,0,0,0,8,5,11,3,12,16,3,3,4,18,22,40,126,107,239,159,143,303,4,8,11,3,14,15,6,3,8,14,24,38,506,813,1312,1309,1968,3276,161,148,305,14390,13105,27498,Port Stephens (A)
16490,8,3,15,118,150,271,7,4,10,0,0,3,23,20,40,11451,9856,21309,656,1062,1715,324,9,332,235,25,266,127,25,155,98,61,155,319,361,675,13371,11583,24946,0,3,3,0,0,0,0,0,0,9,0,7,0,4,3,0,0,0,5,9,18,0,0,0,0,0,0,28,42,66,7,30,34,4,3,6,42,67,110,131,90,228,186,171,356,4,3,5,6,0,8,3,0,3,18,3,19,417,647,1067,973,1557,2527,147,131,285,15102,14091,29192,Queanbeyan-Palerang Regional (A)
16550,253,247,498,6513,8330,14847,9,0,11,4,4,7,98,89,192,16431,13002,29428,838,1581,2422,351,4,358,883,187,1066,1074,352,1424,216,130,349,1836,2418,4258,28510,26345,54860,1133,1128,2255,0,0,0,0,0,0,83,59,142,28,46,72,25,16,42,1267,1251,2520,11,10,21,35,42,81,155,215,372,61,105,166,109,68,174,376,439,813,212,117,333,1850,1810,3660,149,111,259,43,35,76,11,9,23,202,152,361,1285,1798,3087,1964,3435,5398,297,279,579,34120,33822,67935,Randwick (C)
16610,0,0,0,9,10,22,0,0,0,3,0,3,6,7,5,2992,2666,5654,250,211,459,130,3,130,46,0,48,45,8,57,43,14,51,178,147,322,3697,3056,6755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,39,19,54,37,20,59,0,0,0,0,0,0,0,0,0,3,0,3,231,233,466,355,557,913,65,71,134,4396,3938,8334,Richmond Valley (A)
16650,5991,5975,11969,474,733,1208,8,3,8,7,6,12,85,32,113,14908,9912,24817,704,1352,2051,393,11,402,259,26,283,178,34,214,184,89,271,645,826,1473,23822,19000,42824,1050,1283,2329,6,7,13,40,33,70,394,349,743,80,162,244,60,40,98,1623,1866,3490,3,0,3,0,0,0,36,30,68,10,42,51,4,4,7,54,75,130,140,71,216,1820,2019,3836,183,199,384,3,3,11,6,5,8,193,209,399,650,854,1502,1460,2327,3785,332,257,590,28275,24664,52939,Rockdale (C)
