lga_code_2016,australia_m,australia_f,australia_p,canada_m,canada_f,canada_p,china_excl_sars_taiwan_m,china_excl_sars_taiwan_f,china_excl_sars_taiwan_p,croatia_m,croatia_f,croatia_p,egypt_m,egypt_f,egypt_p,fiji_m,fiji_f,fiji_p,germany_m,germany_f,germany_p,greece_m,greece_f,greece_p,hong_kong_sar_china_m,hong_kong_sar_china_f,hong_kong_sar_china_p,india_m,india_f,india_p,indonesia_m,indonesia_f,indonesia_p,iran_m,iran_f,iran_p,iraq_m,iraq_f,iraq_p,ireland_m,ireland_f,ireland_p,italy_m,italy_f,italy_p,japan_m,japan_f,japan_p,korea_republic_south_m,korea_republic_south_f,korea_republic_south_p,lebanon_m,lebanon_f,lebanon_p,malaysia_m,malaysia_f,malaysia_p,malta_m,malta_f,malta_p,netherlands_m,netherlands_f,netherlands_p,new_zealand_m,new_zealand_f,new_zealand_p,pakistan_m,pakistan_f,pakistan_p,philippines_m,philippines_f,philippines_p,poland_m,poland_f,poland_p,singapore_m,singapore_f,singapore_p,south_africa_m,south_africa_f,south_africa_p,sri_lanka_m,sri_lanka_f,sri_lanka_p,thailand_m,thailand_f,thailand_p,tfyrom_m,tfyrom_f,tfyrom_p,turkey_m,turkey_f,turkey_p,united_kingdom_ci_im_m,united_kingdom_ci_im_f,united_kingdom_ci_im_p,united_states_america_m,united_states_america_f,united_states_america_p,vietnam_m,vietnam_f,vietnam_p,zimbabwe_m,zimbabwe_f,zimbabwe_p,born_elsewhere_m,born_elsewhere_f,born_elsewhere_p,country_birth_not_stated_m,country_birth_not_stated_f,country_birth_not_stated_p,os_visitors_m,os_visitors_f,os_visitors_p,tot_m,tot_f,tot_p,lga_name16
42110,1677,1669,3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,16,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,9,22,20,27,48,0,0,0,7,8,23,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,133,114,246,3,8,7,0,0,5,4,0,4,9,12,26,180,173,352,4,10,13,2069,2048,4118,Goyder (DC)
42250,3820,3102,6919,3,4,5,3,4,6,0,0,0,0,0,0,0,3,3,12,14,30,5,0,5,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,3,3,18,18,29,0,0,0,0,0,0,0,0,0,3,4,5,3,3,3,19,27,43,57,34,89,0,0,0,3,19,21,3,7,8,0,3,3,9,7,21,0,0,3,0,3,3,0,0,0,0,0,0,114,84,197,3,4,12,5,0,5,3,3,4,45,19,66,276,254,530,12,12,20,4426,3626,8048,Grant (DC)
42750,1812,1695,3505,3,7,5,6,5,6,3,4,6,0,0,0,0,0,0,12,17,37,0,3,3,3,3,5,3,0,3,0,3,5,0,0,0,0,0,0,4,4,6,7,10,16,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,12,11,23,36,53,92,0,0,0,3,15,19,0,0,0,0,0,0,7,7,14,0,0,0,3,0,4,0,0,0,0,0,0,143,136,282,10,13,32,3,4,6,3,8,7,14,35,50,275,250,522,131,135,262,2505,2423,4928,Kangaroo Island (DC)
43080,475,436,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,6,0,0,0,0,7,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,13,29,0,0,0,0,0,0,0,0,0,4,0,8,44,37,84,0,0,0,549,515,1059,Karoonda East Murray (DC)
43710,2520,2145,4671,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,6,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,3,3,5,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,11,14,21,24,24,45,0,0,0,3,12,17,0,0,3,0,0,0,6,5,15,0,0,0,0,6,8,0,0,0,0,0,3,94,81,174,3,3,10,0,0,0,0,0,4,17,17,38,213,195,413,7,10,13,2921,2540,5460,Lower Eyre Peninsula (DC)
43790,4841,4781,9615,3,9,6,0,10,9,3,0,4,0,0,0,3,5,9,22,31,51,21,29,50,4,0,4,40,38,85,4,3,3,0,0,0,0,0,4,3,7,10,21,17,41,0,4,8,3,7,10,0,0,0,7,10,21,0,0,0,11,21,29,32,29,62,0,0,0,8,34,36,0,7,7,0,0,0,11,10,27,4,3,4,0,4,4,0,0,0,0,0,0,172,178,345,3,11,12,3,5,8,0,0,0,55,44,98,412,398,807,44,43,83,5737,5721,11461,Loxton Waikerie (DC)
43920,3543,3328,6873,0,3,3,0,3,7,6,0,6,0,0,0,0,0,0,16,11,25,14,16,29,0,0,0,3,5,7,0,0,3,3,3,3,0,0,0,7,5,16,44,24,67,0,3,3,0,0,0,3,0,4,0,0,0,6,0,9,21,19,38,25,26,50,0,0,0,15,22,35,4,0,5,0,0,0,10,7,19,4,0,8,0,7,7,0,0,0,0,0,0,305,333,641,5,5,8,16,16,37,4,3,10,55,47,99,336,318,652,11,9,17,4466,4213,8678,Mallala (DC)
44620,10516,10936,21454,3,8,8,18,19,41,15,13,25,7,3,11,3,5,10,43,64,104,16,16,32,8,7,11,48,52,96,7,5,12,5,3,7,3,0,5,12,10,19,81,73,156,4,4,5,3,3,5,0,0,0,5,11,21,0,3,3,70,76,151,124,102,223,11,9,21,36,89,123,9,18,24,0,3,3,41,45,91,9,10,15,59,82,141,0,0,0,3,3,3,384,436,817,25,20,45,9,8,17,10,9,20,270,286,556,726,804,1529,53,49,100,12617,13282,25903,Mount Gambier (C)
44830,1222,1170,2391,0,0,0,0,9,9,0,0,3,0,0,0,0,0,0,10,4,15,3,0,3,0,0,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16,6,17,20,0,0,0,0,3,3,0,0,0,0,0,0,7,6,15,0,0,0,0,0,0,0,0,0,0,0,0,49,46,100,0,0,4,0,0,0,0,0,0,13,9,19,122,134,256,0,4,4,1445,1427,2867,Mount Remarkable (DC)
41830,685,688,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,3,3,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,43,64,3,0,4,0,0,0,0,0,0,4,3,10,69,85,157,4,3,8,815,845,1663,Flinders Ranges (DC)
41960,637,550,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,16,40,4,0,4,0,0,0,0,0,0,3,5,11,127,91,217,3,5,3,809,680,1481,Franklin Harbour (DC)
42600,11984,13099,25086,43,66,113,95,163,259,15,25,41,19,20,40,8,4,13,122,140,262,49,33,84,26,38,67,198,168,367,16,34,43,63,67,127,6,3,7,91,84,173,113,96,208,16,38,49,24,43,68,9,12,20,46,43,92,11,17,23,51,81,132,169,173,345,10,3,21,46,101,146,40,57,100,23,33,60,104,121,221,18,21,34,19,49,70,0,0,0,9,3,11,1602,1721,3327,96,85,180,15,26,45,7,12,25,483,548,1026,970,1151,2124,132,187,322,16753,18544,35305,Holdfast Bay (C)
43220,502,457,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,0,0,0,0,0,0,0,0,0,3,3,8,52,33,85,0,0,3,580,525,1109,Kimba (DC)
43360,1028,908,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,3,6,7,19,28,0,0,0,0,4,4,0,0,0,0,0,0,3,3,5,0,0,0,0,3,5,0,0,3,0,0,0,22,40,58,3,6,7,0,0,0,6,0,8,3,10,14,80,85,166,4,10,18,1165,1092,2256,Kingston (DC) (SA)
43650,6070,6014,12086,9,12,22,0,7,8,0,0,0,3,3,3,3,0,3,30,35,58,3,0,3,0,0,3,5,3,7,0,0,0,0,0,0,0,0,0,3,11,21,18,12,26,0,0,5,3,0,4,0,0,0,0,12,12,0,4,7,22,22,50,43,33,77,0,5,5,17,20,38,3,3,6,0,3,3,15,20,33,3,6,4,3,9,10,0,0,0,0,0,0,548,566,1114,15,17,26,5,5,12,3,8,16,58,58,119,447,402,853,23,39,59,7363,7332,14700,Light (RegC)
44000,25,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,0,0,0,30,31,61,Maralinga Tjarutja (AC)
44060,28631,30727,59357,65,80,148,983,1214,2194,63,67,133,96,89,185,48,62,109,251,280,529,184,213,393,123,141,263,971,895,1871,70,80,151,275,232,508,39,37,76,144,147,292,250,225,477,33,103,138,89,112,202,54,55,104,229,269,496,26,29,54,170,213,383,352,323,670,106,85,186,351,530,880,189,241,426,103,112,209,284,311,598,108,121,231,37,109,152,8,10,18,17,11,31,3387,3622,7010,103,123,220,147,192,342,37,53,94,1957,2209,4163,1711,1909,3613,347,485,837,42035,45700,87741,Marion (C)
44210,3685,3154,6838,0,3,3,3,0,4,3,0,3,0,0,4,5,7,12,34,36,69,3,0,3,0,0,3,9,8,21,0,0,3,0,0,0,0,0,3,3,3,8,10,6,17,0,0,0,3,3,3,0,0,0,3,5,8,3,0,3,27,22,51,33,23,61,0,0,0,10,22,30,0,6,6,0,3,3,10,4,22,0,0,0,3,6,9,0,0,0,0,0,0,231,241,472,10,5,13,6,0,6,0,4,8,41,32,72,390,404,800,10,16,30,4558,4023,8582,Mid Murray (DC)
44340,22660,24353,47015,98,74,167,557,725,1281,29,22,56,18,16,40,24,21,44,186,256,440,237,255,492,69,89,152,338,339,686,149,171,319,103,85,189,11,15,28,81,62,143,182,194,371,30,70,103,86,120,199,60,74,129,169,217,383,17,26,38,131,135,268,242,302,547,90,92,179,84,177,259,73,85,159,78,110,191,178,198,385,87,118,202,23,54,80,3,0,3,7,9,16,2171,2201,4374,153,144,297,130,146,277,24,37,66,956,1037,1993,1223,1385,2610,255,352,608,31013,33773,64793,Mitcham (C)
44550,12913,13462,26380,29,42,67,17,25,42,7,4,10,3,0,4,3,4,3,109,135,243,3,6,15,7,3,10,58,51,112,4,18,24,10,0,8,0,0,0,27,23,50,34,31,68,11,31,34,4,15,25,3,0,3,33,30,65,3,9,8,82,97,177,129,127,257,3,4,8,42,88,124,10,14,25,9,12,22,88,109,190,16,18,36,8,29,41,0,0,0,0,0,0,1113,1234,2351,51,58,109,7,9,16,10,11,18,184,229,408,856,980,1836,28,60,93,15924,16964,32885,Mount Barker (DC)
45040,8050,8053,16107,7,10,11,180,132,313,10,10,13,0,0,8,4,6,9,38,44,81,4,0,3,18,7,26,63,60,124,0,7,5,5,5,11,5,0,5,9,4,13,74,55,123,0,3,3,9,8,18,8,3,14,18,4,22,4,0,3,46,44,92,127,117,243,8,7,14,175,220,398,0,12,11,0,0,0,22,24,39,17,4,25,7,10,17,0,0,0,14,14,28,309,352,660,16,17,40,73,63,136,18,15,30,280,226,509,727,743,1472,97,76,172,10439,10349,20788,Murray Bridge (RC)
45090,3290,3194,6482,3,0,4,17,15,36,0,0,0,0,0,0,0,0,0,9,11,27,3,3,3,0,8,7,8,4,11,0,3,4,3,0,3,0,0,0,3,7,4,8,4,9,0,0,3,12,14,31,0,0,0,3,0,5,0,0,0,7,15,17,72,58,136,36,10,45,68,64,135,0,3,4,0,0,0,9,4,16,0,4,4,7,17,31,0,0,0,3,0,3,114,103,219,8,5,13,18,12,29,0,0,4,253,97,348,244,217,459,42,24,70,4245,3909,8157,Naracoorte and Lucindale (DC)
45120,1974,1879,3851,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,8,8,16,0,0,0,0,0,0,0,3,7,0,4,4,0,0,0,0,0,0,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,15,13,29,0,0,0,0,9,12,3,0,3,0,0,0,3,5,8,0,3,4,3,0,3,0,0,0,0,0,0,78,84,162,0,3,3,0,0,0,3,5,8,9,10,26,189,162,348,10,3,16,2325,2204,4528,Northern Areas (DC)
45290,10926,11732,22660,40,47,88,660,751,1411,24,27,55,15,19,26,15,12,19,102,106,206,136,157,298,95,86,181,482,427,908,11,35,46,95,92,186,16,17,33,39,41,84,661,826,1492,32,45,78,113,137,251,14,15,35,168,223,391,13,11,26,56,46,98,149,157,303,60,34,97,63,129,188,31,65,95,35,56,92,70,84,148,78,81,159,21,46,70,0,0,3,24,23,43,816,861,1682,79,102,180,86,119,207,23,9,34,627,729,1353,742,847,1583,166,258,425,16807,18439,35250,Norwood Payneham St Peters (C)
45340,58956,61066,120019,106,99,204,296,418,711,103,83,184,55,46,108,49,69,116,546,638,1184,116,102,223,35,54,85,446,405,851,57,90,148,138,137,275,25,25,48,206,191,393,265,196,463,21,61,82,79,65,149,83,82,160,108,149,256,57,55,108,462,486,948,798,776,1580,134,116,252,267,660,930,259,336,601,62,71,132,460,482,943,67,76,146,33,129,161,7,3,13,11,15,29,9485,10109,19597,218,211,426,49,88,137,68,67,133,1383,1530,2917,4020,4493,8515,264,419,680,79770,84126,163895,Onkaparinga (C)
46090,5903,5712,11618,0,0,8,10,13,17,3,0,9,0,0,0,3,11,16,27,28,54,0,0,3,0,0,3,47,49,99,0,0,0,6,0,6,3,0,3,0,5,4,24,24,49,3,3,7,0,3,0,0,0,0,4,8,10,0,0,0,29,18,51,40,35,76,3,6,13,13,34,43,0,0,0,0,3,4,12,5,22,7,3,11,3,0,3,3,0,3,0,0,0,183,181,363,3,9,12,12,6,21,3,9,12,73,53,124,715,659,1377,44,61,104,7187,6942,14125,Port Augusta (C)
46300,5694,5743,11440,3,11,10,3,10,15,35,20,58,0,0,4,0,0,0,38,28,69,3,4,7,0,0,0,19,13,39,0,7,11,0,0,0,0,0,0,7,6,13,16,12,22,0,7,7,4,6,13,0,0,0,3,7,14,5,0,3,24,28,53,56,44,100,0,0,0,20,80,99,7,3,7,0,0,3,17,15,34,3,3,8,0,16,21,0,0,3,0,0,0,198,228,424,11,15,27,0,3,3,0,0,0,56,53,107,582,561,1140,30,26,55,6844,6951,13794,Port Lincoln (C)
46450,7364,7477,14837,0,3,10,7,7,10,0,0,0,0,0,0,0,5,4,14,25,44,16,22,34,3,0,3,17,12,36,0,4,6,5,0,6,0,0,0,11,10,22,51,51,106,0,0,3,0,3,7,0,0,0,3,5,17,0,5,3,34,31,63,54,46,105,18,15,34,54,55,108,0,4,5,0,3,4,35,32,68,7,4,12,3,10,11,0,0,0,0,0,3,249,269,518,7,12,19,5,14,16,12,6,14,82,60,145,562,557,1118,26,21,49,8657,8780,17434,Port Pirie City and Dists (M)
45400,371,353,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,37,0,0,0,0,0,0,0,0,0,0,0,3,59,55,112,8,0,11,461,450,912,Orroroo/Carrieton (DC)
45540,688,700,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,12,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,13,7,8,13,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,51,45,94,3,0,3,0,0,0,0,0,0,7,0,11,69,69,141,10,3,9,858,858,1713,Peterborough (DC)
45680,31410,31719,63130,19,25,45,53,87,135,46,42,81,19,8,28,25,30,57,171,216,389,75,80,157,10,12,17,228,203,433,38,51,92,52,48,101,32,23,56,87,81,168,226,170,398,5,14,25,4,14,17,25,14,41,55,53,105,32,36,65,171,173,342,325,286,611,75,81,163,201,401,609,44,57,104,18,31,51,108,100,209,89,20,111,39,92,133,7,8,12,15,20,39,3804,4273,8077,82,78,160,276,303,579,64,70,132,2567,2548,5119,3362,3381,6743,93,123,221,43972,44978,88948,Playford (C)
45890,36191,36923,73116,69,63,130,1359,1566,2924,178,188,368,60,50,107,60,57,117,332,378,708,410,434,843,208,203,415,3052,2681,5732,67,84,146,350,279,631,157,145,307,118,108,223,678,694,1369,34,82,115,184,207,389,65,77,143,404,460,864,80,78,162,152,133,282,472,397,870,369,225,596,656,996,1653,267,362,623,92,95,188,158,189,348,237,187,425,112,206,314,25,20,47,28,28,58,2711,2781,5500,128,113,244,2088,2490,4575,47,79,125,4568,4108,8675,3202,3368,6567,507,795,1305,59877,61317,121197,Port Adelaide Enfield (C)
46510,6865,6943,13810,11,22,38,179,201,374,18,24,46,3,0,11,3,6,7,53,41,94,148,181,330,28,37,65,519,408,931,7,3,11,43,32,70,20,16,31,22,22,44,182,229,411,5,16,25,13,15,30,10,6,17,83,77,159,13,13,21,19,19,42,65,73,135,41,19,68,36,73,111,20,35,56,16,17,34,14,30,43,43,30,75,12,20,40,4,0,6,0,3,5,503,419,924,24,26,50,136,170,306,3,10,12,423,347,768,401,419,814,85,125,207,10095,10130,20224,Prospect (C)
46670,3689,3626,7319,3,0,3,9,11,13,7,5,16,0,0,0,0,0,3,19,29,50,67,75,144,6,4,15,100,98,202,0,0,0,0,0,0,0,0,0,7,3,11,46,36,83,0,3,7,3,3,7,0,0,0,5,3,10,0,0,0,15,19,33,25,21,43,3,3,8,4,24,30,0,3,3,0,0,0,12,4,19,12,0,8,3,5,13,0,0,0,19,14,32,125,136,259,9,3,14,23,25,50,0,3,3,137,123,263,434,399,826,170,113,279,4954,4801,9756,Renmark Paringa (DC)
46860,588,540,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,12,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,29,57,0,0,3,0,0,0,0,0,0,10,6,15,60,63,131,15,23,45,736,696,1425,Robe (DC)
46970,2155,1299,3452,0,4,4,0,0,3,0,0,0,0,0,0,3,0,6,5,0,5,0,0,0,0,0,0,20,9,25,4,3,6,9,0,5,0,0,0,0,0,3,3,0,3,0,0,0,0,4,4,0,0,0,3,0,3,0,0,0,3,3,3,61,42,109,3,3,3,26,33,60,3,0,3,3,3,4,20,14,30,16,5,23,4,8,12,0,0,0,0,0,0,72,44,117,0,3,8,0,0,0,17,18,35,49,36,86,464,129,592,3,7,10,2952,1672,4622,Roxby Downs (M)
47140,43585,43312,86897,51,52,99,694,795,1485,232,233,466,70,66,138,134,133,268,345,385,727,239,236,478,185,113,301,1875,1739,3614,91,96,188,278,266,541,218,178,392,120,109,223,624,605,1230,24,47,73,95,103,200,112,117,227,221,271,494,119,104,223,201,229,431,438,435,870,301,286,591,873,1291,2165,338,400,738,50,54,104,163,160,318,194,134,330,216,261,476,38,29,69,32,27,61,4387,4774,9157,111,97,211,1641,1887,3526,49,54,105,6073,6030,12100,3509,3594,7103,453,569,1023,68372,69261,137635,Salisbury (C)
47290,809,771,1585,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,4,5,0,7,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,11,19,0,0,0,11,4,16,0,0,0,3,0,3,22,13,35,0,0,0,0,0,0,0,0,0,0,0,0,22,26,46,0,3,6,0,0,0,7,0,4,22,29,50,98,89,189,21,40,59,1056,1002,2057,Southern Mallee (DC)
47490,959,850,1810,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,11,21,0,0,0,0,5,5,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,30,22,48,0,0,0,3,3,5,0,0,3,9,5,12,108,88,195,7,9,19,1142,1007,2143,Streaky Bay (DC)
47630,2685,2465,5151,0,0,0,13,12,20,0,0,0,0,0,0,4,4,3,6,7,20,0,0,0,0,5,7,3,4,7,0,9,9,5,3,5,0,0,3,0,6,10,7,3,12,0,0,0,0,5,9,0,0,0,0,8,8,0,0,0,13,9,18,36,25,65,6,3,8,53,53,100,0,0,0,0,0,0,12,7,18,18,6,24,3,3,3,0,0,0,0,0,0,48,73,123,0,10,7,6,0,6,9,7,14,124,35,157,342,305,646,22,14,34,3420,3083,6497,Tatiara (DC)
47700,34200,35222,69420,47,59,107,449,573,1023,65,69,128,20,29,47,24,38,58,365,432,804,117,106,215,67,61,130,760,715,1471,54,58,110,153,142,295,53,48,103,104,126,231,586,552,1139,10,51,59,118,140,261,72,59,127,157,196,350,57,46,100,215,237,452,295,284,582,61,30,96,163,375,538,192,214,410,49,75,117,243,250,492,165,153,316,19,79,96,7,14,20,18,16,33,4728,5098,9825,122,116,241,72,99,169,43,48,83,1296,1396,2689,1552,1780,3331,220,339,558,46922,49301,96227,Tea Tree Gully (C)
47800,2296,2122,4420,0,0,3,0,3,5,3,0,3,0,0,0,0,0,0,16,20,44,0,0,0,0,5,5,7,3,11,0,0,0,0,0,0,0,0,0,3,3,7,0,5,5,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,18,17,29,29,20,46,0,0,0,13,24,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,96,90,187,3,4,4,0,0,0,3,8,7,20,18,35,220,192,416,17,14,32,2747,2557,5301,The Coorong (DC)
47910,1177,1197,2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,41,42,90,0,0,0,0,0,0,0,0,0,10,5,12,109,84,196,4,3,5,1374,1363,2732,Tumby Bay (DC)
47980,12264,13960,26223,45,42,85,543,659,1206,23,23,45,30,21,51,14,18,28,97,138,234,249,301,551,67,88,155,338,312,654,34,41,79,81,59,143,11,3,14,45,49,96,199,235,433,23,66,91,75,97,170,15,6,23,139,176,316,13,12,25,43,58,100,145,166,313,63,32,98,45,76,119,37,50,85,72,76,155,81,88,173,54,66,118,13,50,69,3,0,0,10,8,19,967,981,1947,78,85,166,53,92,140,12,11,30,628,707,1334,738,806,1543,162,226,385,17516,19901,37414,Unley (C)
48050,5023,5623,10649,9,6,16,3,18,16,10,3,14,6,0,6,3,0,3,52,62,116,0,3,6,6,4,4,17,11,33,3,9,8,0,0,0,0,0,0,13,19,28,31,13,47,3,8,8,0,3,3,0,0,0,7,4,6,5,11,18,41,67,107,57,55,107,0,0,0,12,38,48,3,5,7,3,7,5,18,22,41,0,0,4,6,5,14,0,0,0,0,0,0,793,993,1790,20,13,32,3,3,4,6,0,10,79,80,164,371,428,803,25,40,67,6632,7557,14189,Victor Harbor (C)
48130,2807,2719,5528,0,0,3,10,4,13,0,0,0,0,0,0,0,0,0,15,16,32,3,0,3,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,3,5,13,4,3,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,21,13,32,24,21,45,0,0,0,65,61,121,0,0,3,0,0,0,5,3,15,3,3,4,0,0,0,0,0,0,0,0,0,165,163,330,8,7,10,4,3,5,0,3,4,16,20,37,213,223,435,9,20,25,3383,3301,6690,Wakefield (DC)
48410,17901,18920,36818,50,41,90,931,1037,1965,64,52,117,89,88,173,21,27,51,105,122,231,635,741,1375,140,96,240,1420,1201,2622,68,93,162,116,90,208,57,37,98,59,45,108,509,612,1117,39,59,96,76,91,172,41,29,70,175,265,439,45,48,94,65,46,108,200,194,396,169,128,298,258,375,635,81,111,198,50,53,98,71,71,148,81,64,137,64,105,166,8,12,21,10,12,26,1078,1071,2141,66,73,139,179,213,394,18,14,33,1551,1678,3230,1384,1462,2840,242,348,592,28129,29713,57840,West Torrens (C)
48540,8113,7888,16000,7,6,17,6,17,21,27,16,50,6,0,9,10,16,29,68,77,144,33,20,54,3,6,8,59,47,102,3,10,14,0,4,8,0,0,0,16,18,38,39,26,66,3,6,8,3,4,10,0,0,3,6,10,18,9,9,20,50,55,105,80,59,144,0,0,4,123,184,304,14,11,26,3,3,7,91,89,183,12,10,19,0,7,4,0,4,4,0,0,3,1029,1125,2158,8,15,19,6,3,10,28,23,47,191,161,350,852,837,1688,22,28,50,10932,10803,21733,Whyalla (C)
50630,964,652,1616,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,9,20,18,9,24,0,0,0,0,0,0,4,3,9,0,0,3,3,0,3,0,0,0,0,0,0,6,0,8,0,0,0,7,3,11,80,41,120,0,0,0,4,10,18,0,0,0,0,0,0,18,11,32,0,0,0,0,3,8,0,0,0,0,0,0,98,59,152,3,0,5,0,0,0,9,3,8,15,9,27,134,76,208,3,7,12,1382,914,2299,Boddington (S)
50770,643,633,1268,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,27,23,44,0,0,0,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,53,63,123,3,5,7,0,0,0,0,0,0,6,3,13,74,66,143,7,7,12,831,826,1656,Boyup Brook (S)
51960,1463,1132,2593,4,5,8,3,0,4,0,0,5,3,0,4,3,6,4,7,3,8,0,0,0,0,0,0,11,3,16,0,4,4,0,0,0,0,0,0,12,4,19,5,0,5,0,3,3,0,3,3,0,0,0,4,3,4,0,0,0,0,3,3,189,144,333,0,0,0,13,26,36,0,0,0,0,3,0,19,18,38,0,0,0,3,5,9,0,0,0,0,0,0,94,47,140,0,3,7,0,0,0,13,5,13,48,30,77,497,245,739,11,7,18,2409,1703,4113,Coolgardie (S)
