lga_code16,om_uie_75ov_hw_0,om_uie_75ov_hw_1_15,om_uie_75ov_hw_16_24,om_uie_75ov_hw_25_34,om_uie_75ov_hw_35_39,om_uie_75ov_hw_40,om_uie_75ov_hw_41_48,om_uie_75ov_hw_49mor,om_uie_75ov_hw_ns,om_uie_75ov_tot,om_uie_tot_hw_0,om_uie_tot_hw_1_15,om_uie_tot_hw_16_24,om_uie_tot_hw_25_34,om_uie_tot_hw_35_39,om_uie_tot_hw_40,om_uie_tot_hw_41_48,om_uie_tot_hw_49mor,om_uie_tot_hw_ns,om_uie_tot_tot,cfw_15_19_hw_0,cfw_15_19_hw_1_15,cfw_15_19_hw_16_24,cfw_15_19_hw_25_34,cfw_15_19_hw_35_39,cfw_15_19_hw_40,cfw_15_19_hw_41_48,cfw_15_19_hw_49mor,cfw_15_19_hw_ns,cfw_15_19_tot,cfw_20_24_hw_0,cfw_20_24_hw_1_15,cfw_20_24_hw_16_24,cfw_20_24_hw_25_34,cfw_20_24_hw_35_39,cfw_20_24_hw_40,cfw_20_24_hw_41_48,cfw_20_24_hw_49mor,cfw_20_24_hw_ns,cfw_20_24_tot,cfw_25_29_hw_0,cfw_25_29_hw_1_15,cfw_25_29_hw_16_24,cfw_25_29_hw_25_34,cfw_25_29_hw_35_39,cfw_25_29_hw_40,cfw_25_29_hw_41_48,cfw_25_29_hw_49mor,cfw_25_29_hw_ns,cfw_25_29_tot,cfw_30_34_hw_0,cfw_30_34_hw_1_15,cfw_30_34_hw_16_24,cfw_30_34_hw_25_34,cfw_30_34_hw_35_39,cfw_30_34_hw_40,cfw_30_34_hw_41_48,cfw_30_34_hw_49mor,cfw_30_34_hw_ns,cfw_30_34_tot,cfw_35_39_hw_0,cfw_35_39_hw_1_15,cfw_35_39_hw_16_24,cfw_35_39_hw_25_34,cfw_35_39_hw_35_39,cfw_35_39_hw_40,cfw_35_39_hw_41_48,cfw_35_39_hw_49mor,cfw_35_39_hw_ns,cfw_35_39_tot,cfw_40_44_hw_0,cfw_40_44_hw_1_15,cfw_40_44_hw_16_24,cfw_40_44_hw_25_34,cfw_40_44_hw_35_39,cfw_40_44_hw_40,cfw_40_44_hw_41_48,cfw_40_44_hw_49mor,cfw_40_44_hw_ns,cfw_40_44_tot,cfw_45_49_hw_0,cfw_45_49_hw_1_15,cfw_45_49_hw_16_24,cfw_45_49_hw_25_34,cfw_45_49_hw_35_39,cfw_45_49_hw_40,cfw_45_49_hw_41_48,cfw_45_49_hw_49mor,cfw_45_49_hw_ns,cfw_45_49_tot,cfw_50_54_hw_0,cfw_50_54_hw_1_15,cfw_50_54_hw_16_24,cfw_50_54_hw_25_34,cfw_50_54_hw_35_39,cfw_50_54_hw_40,cfw_50_54_hw_41_48,cfw_50_54_hw_49mor,cfw_50_54_hw_ns,cfw_50_54_tot,cfw_55_59_hw_0,cfw_55_59_hw_1_15,cfw_55_59_hw_16_24,cfw_55_59_hw_25_34,cfw_55_59_hw_35_39,cfw_55_59_hw_40,cfw_55_59_hw_41_48,cfw_55_59_hw_49mor,cfw_55_59_hw_ns,cfw_55_59_tot,cfw_60_64_hw_0,cfw_60_64_hw_1_15,cfw_60_64_hw_16_24,cfw_60_64_hw_25_34,cfw_60_64_hw_35_39,cfw_60_64_hw_40,cfw_60_64_hw_41_48,cfw_60_64_hw_49mor,cfw_60_64_hw_ns,cfw_60_64_tot,cfw_65_69_hw_0,cfw_65_69_hw_1_15,cfw_65_69_hw_16_24,cfw_65_69_hw_25_34,cfw_65_69_hw_35_39,cfw_65_69_hw_40,cfw_65_69_hw_41_48,cfw_65_69_hw_49mor,cfw_65_69_hw_ns,cfw_65_69_tot,cfw_70_74_hw_0,cfw_70_74_hw_1_15,cfw_70_74_hw_16_24,cfw_70_74_hw_25_34,cfw_70_74_hw_35_39,cfw_70_74_hw_40,cfw_70_74_hw_41_48,cfw_70_74_hw_49mor,cfw_70_74_hw_ns,cfw_70_74_tot,cfw_75ov_hw_0,cfw_75ov_hw_1_15,cfw_75ov_hw_16_24,cfw_75ov_hw_25_34,cfw_75ov_hw_35_39,cfw_75ov_hw_40,cfw_75ov_hw_41_48,cfw_75ov_hw_49mor,cfw_75ov_hw_ns,cfw_75ov_tot,cfw_tot_hw_0,cfw_tot_hw_1_15,cfw_tot_hw_16_24,cfw_tot_hw_25_34,cfw_tot_hw_35_39,cfw_tot_hw_40,cfw_tot_hw_41_48,cfw_tot_hw_49mor,cfw_tot_hw_ns,cfw_tot_tot,et_ns_15_19_hw_0,et_ns_15_19_hw_1_15,et_ns_15_19_hw_16_24,et_ns_15_19_hw_25_34,et_ns_15_19_hw_35_39,et_ns_15_19_hw_40,et_ns_15_19_hw_41_48,et_ns_15_19_hw_49mor,et_ns_15_19_hw_ns,et_ns_15_19_tot,et_ns_20_24_hw_0,et_ns_20_24_hw_1_15,et_ns_20_24_hw_16_24,et_ns_20_24_hw_25_34,et_ns_20_24_hw_35_39,et_ns_20_24_hw_40,et_ns_20_24_hw_41_48,et_ns_20_24_hw_49mor,et_ns_20_24_hw_ns,et_ns_20_24_tot,et_ns_25_29_hw_0,et_ns_25_29_hw_1_15,et_ns_25_29_hw_16_24,et_ns_25_29_hw_25_34,et_ns_25_29_hw_35_39,et_ns_25_29_hw_40,et_ns_25_29_hw_41_48,et_ns_25_29_hw_49mor,et_ns_25_29_hw_ns,et_ns_25_29_tot,et_ns_30_34_hw_0,et_ns_30_34_hw_1_15,et_ns_30_34_hw_16_24,et_ns_30_34_hw_25_34,et_ns_30_34_hw_35_39,et_ns_30_34_hw_40,et_ns_30_34_hw_41_48,et_ns_30_34_hw_49mor,et_ns_30_34_hw_ns,et_ns_30_34_tot,lga_name16
53360,0,0,0,0,0,0,0,0,0,0,15,12,10,14,8,17,12,24,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Exmouth (S)
53430,4,10,7,11,0,3,4,0,0,29,32,347,220,276,146,296,137,325,34,1817,0,10,0,0,0,0,0,0,4,13,3,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,3,3,4,11,0,4,3,3,3,0,0,3,0,17,0,4,0,8,0,6,0,4,0,23,0,11,7,4,0,3,0,10,0,41,3,12,6,3,4,6,5,10,0,41,3,6,13,8,8,4,0,9,0,47,0,7,8,5,0,3,0,3,0,27,0,13,4,8,3,3,0,7,0,35,4,9,3,7,0,3,0,4,4,35,3,12,0,0,0,3,0,0,4,24,3,10,0,0,0,0,0,0,0,12,15,105,45,42,15,24,7,49,13,333,0,4,3,0,0,0,0,0,3,14,0,3,0,3,0,4,0,0,3,16,0,3,3,0,0,3,0,0,3,12,0,0,0,0,3,0,0,0,3,11,Fremantle (C)
53640,0,0,0,0,0,0,0,0,0,0,5,13,12,10,0,15,6,45,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,10,0,5,0,0,0,0,0,0,0,5,0,0,3,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,16,6,3,3,13,0,12,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,Gnowangerup (S)
54280,0,0,0,0,0,0,0,0,0,3,13,77,36,72,37,68,36,171,9,521,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,3,3,0,0,0,3,3,14,0,0,0,3,0,3,0,3,0,9,0,3,3,0,0,0,0,8,0,18,0,0,3,0,0,3,0,3,0,12,0,3,0,0,0,0,0,6,0,17,0,3,0,0,0,0,0,0,3,13,0,0,0,0,0,3,3,4,0,15,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,8,0,9,0,3,0,0,0,3,0,0,0,8,8,22,16,11,3,17,12,36,9,130,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,5,3,11,Kalgoorlie/Boulder (C)
54310,0,0,0,0,0,0,0,0,0,0,17,59,20,33,16,30,13,67,6,263,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,5,3,0,0,0,0,3,0,9,0,3,3,0,0,0,0,5,0,10,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,10,0,0,5,0,14,3,65,0,8,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,3,7,0,0,0,0,3,4,0,4,6,16,0,0,3,0,0,0,0,5,3,16,Karratha (C)
53800,0,3,0,3,0,0,0,6,0,18,40,173,111,168,77,157,94,275,10,1098,0,5,3,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,7,3,0,0,0,3,3,0,18,0,13,0,3,0,0,0,6,3,25,0,7,3,4,0,3,0,3,3,24,3,9,3,4,0,5,0,12,0,46,3,4,4,9,3,9,4,11,4,46,0,9,0,10,0,3,0,4,7,37,4,4,8,3,6,7,3,11,3,38,3,8,0,3,0,4,0,8,0,37,0,9,3,5,0,3,0,6,0,24,0,3,0,0,0,0,3,0,0,7,14,97,32,38,6,34,15,65,26,324,0,0,0,3,0,0,0,0,3,10,0,0,0,0,3,0,0,0,0,10,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,3,12,Greater Geraldton (C)
53920,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Halls Creek (S)
53990,0,3,0,0,0,0,0,0,0,12,30,124,81,65,50,83,34,146,13,622,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,7,0,0,0,3,0,7,0,13,0,7,0,3,0,0,0,11,3,23,0,5,0,0,0,0,3,0,0,12,0,3,0,0,0,4,0,16,0,24,0,7,3,3,0,4,0,3,0,27,0,8,3,4,3,3,0,10,3,38,3,5,4,8,0,0,0,3,0,30,0,4,8,3,0,0,0,3,0,23,7,0,4,6,0,0,0,0,0,14,10,58,28,26,6,18,13,46,10,221,3,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,Harvey (S)
53710,0,0,0,0,0,0,0,3,0,3,0,5,3,5,8,8,7,30,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,11,0,8,3,3,3,12,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goomalling (S)
53780,0,11,5,0,0,0,0,3,0,22,59,423,297,341,199,361,177,437,31,2319,0,3,3,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,3,16,0,12,3,0,0,0,0,0,0,17,3,15,7,4,4,0,0,6,4,48,0,21,3,8,0,7,0,4,3,43,0,16,3,6,4,3,3,11,0,56,3,12,6,4,4,7,4,9,0,45,0,19,10,4,0,3,0,10,3,57,0,13,7,6,0,7,3,0,0,30,3,14,4,8,3,7,0,3,3,38,0,12,0,0,0,3,0,8,0,33,0,5,13,3,3,3,0,0,0,31,3,4,0,0,0,0,0,3,0,12,16,150,53,46,27,42,19,58,23,431,0,3,0,0,0,0,0,0,0,11,0,4,3,0,3,4,0,0,5,21,0,5,0,0,4,0,0,3,3,17,0,3,0,0,3,4,3,3,6,23,Gosnells (C)
54060,0,0,0,0,0,0,0,0,0,3,9,24,9,12,4,24,12,29,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,6,0,0,0,0,0,3,0,5,0,11,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,3,10,0,3,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,5,0,19,7,10,3,3,0,11,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Irwin (S)
54130,0,0,0,0,0,0,0,3,0,7,4,7,4,15,3,18,12,87,3,151,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,4,0,7,0,10,0,0,0,4,0,0,0,6,0,9,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,4,10,5,10,6,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerramungup (S)
54170,0,13,3,7,0,0,0,0,0,31,97,996,624,718,355,640,258,602,69,4348,0,14,3,0,0,0,0,0,3,22,0,4,0,0,0,0,0,0,0,11,3,4,3,3,4,3,4,5,0,30,3,30,7,6,5,5,0,3,4,61,0,37,7,4,3,9,3,3,3,68,0,26,9,10,8,8,0,8,0,71,0,16,14,8,9,3,4,12,4,69,9,25,6,9,3,13,0,20,5,92,3,24,7,13,5,9,4,12,3,80,0,23,19,6,0,5,0,9,3,66,4,30,9,3,0,3,0,3,6,61,0,18,3,3,0,0,0,0,0,29,3,9,3,0,0,0,0,0,3,17,32,265,91,66,33,55,14,70,37,667,6,15,3,0,0,0,0,0,3,36,3,9,0,4,7,3,0,0,0,30,3,3,0,0,4,6,0,0,5,28,0,4,4,0,6,6,0,3,9,31,Joondalup (C)
54200,0,12,8,5,0,4,4,3,0,32,33,301,176,202,115,208,109,259,21,1431,0,7,0,4,0,0,0,0,3,10,0,4,0,3,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,9,0,11,0,0,3,0,0,4,0,19,0,14,0,10,0,0,0,3,0,25,0,5,3,3,3,0,0,5,0,17,0,8,4,7,0,9,0,7,0,31,3,9,4,3,0,5,0,8,0,29,3,7,3,3,0,0,3,3,0,22,0,14,8,8,0,3,0,0,3,37,7,15,8,3,0,0,0,0,0,34,0,3,3,3,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,12,16,99,45,40,10,22,6,33,12,274,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,7,0,3,0,0,0,4,3,0,3,21,0,3,0,3,0,0,0,0,0,7,Kalamunda (S)
54760,0,0,0,0,0,0,0,0,0,0,4,8,9,10,4,13,7,48,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,8,0,12,0,0,0,3,0,3,0,8,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,3,8,4,6,5,37,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kulin (S)
54830,0,0,0,0,0,0,0,0,0,5,13,133,87,86,48,100,43,126,8,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,6,0,3,3,0,0,7,0,0,0,13,0,8,7,4,3,3,0,4,0,19,0,5,0,0,0,3,0,7,0,17,0,6,0,0,3,0,0,3,0,17,0,0,0,0,0,0,0,3,0,12,0,0,4,0,0,0,0,3,0,11,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,26,12,14,8,16,0,29,3,118,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,Kwinana (C)
54900,0,0,0,0,0,3,0,0,0,9,9,3,7,14,3,23,12,96,3,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,14,0,3,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,6,0,8,3,0,0,0,0,3,0,4,3,12,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,9,3,12,6,7,0,10,5,41,13,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake Grace (S)
56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ngaanyatjarraku (S)
54340,0,0,0,0,0,3,0,0,0,4,6,10,12,9,3,34,13,62,4,162,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,6,0,4,0,8,0,4,0,0,0,0,0,0,0,8,3,10,10,3,3,7,3,23,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Katanning (S)
54410,0,3,0,0,0,0,0,0,0,3,0,5,3,6,0,6,8,36,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,10,0,0,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kellerberrin (S)
54480,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,4,10,48,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,6,0,5,3,3,0,6,0,17,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kent (S)
54550,0,0,0,0,0,0,0,0,0,8,11,18,10,20,11,33,9,97,5,212,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,11,0,6,0,0,0,5,0,0,3,3,0,11,0,0,0,0,0,6,0,8,0,15,0,3,0,0,0,8,0,11,0,22,0,4,3,0,0,6,0,0,0,14,0,3,0,3,0,3,0,5,0,19,0,0,0,0,0,0,0,6,0,11,5,3,3,0,0,3,0,3,0,18,5,15,11,11,4,20,7,49,10,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kojonup (S)
55320,0,20,10,6,4,0,0,0,0,46,63,614,372,397,215,385,167,422,49,2695,0,6,0,0,0,0,0,0,3,12,0,3,3,0,0,0,0,0,0,12,0,9,3,0,5,0,0,0,3,22,3,15,9,3,3,0,0,5,0,28,0,21,3,3,3,0,3,9,4,42,0,12,4,6,0,3,0,12,0,35,0,22,13,3,3,3,3,14,3,71,3,12,9,3,4,8,3,3,0,49,0,21,11,6,8,3,0,7,3,56,3,33,13,8,0,7,0,3,3,63,3,20,11,7,3,3,0,0,0,48,0,19,4,5,0,3,0,3,0,39,0,14,0,0,0,0,0,4,0,25,20,202,94,51,18,26,10,60,26,505,0,6,0,0,0,3,0,0,7,14,0,5,3,0,8,0,0,3,7,33,3,4,0,3,6,3,3,3,8,29,3,3,0,0,7,4,3,0,3,22,Melville (C)
54620,0,0,0,0,0,0,0,0,0,0,5,3,5,3,5,6,10,45,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,4,0,5,0,14,0,5,3,3,3,7,0,31,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kondinin (S)
54690,0,0,0,0,0,3,0,0,0,6,5,7,3,3,0,6,0,26,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,3,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koorda (S)
54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Laverton (S)
