lga_code16,p_m1_tram_inc_lr_15_24,p_m1_tram_inc_lr_25_34,p_m1_tram_inc_lr_35_44,p_m1_tram_inc_lr_45_54,p_m1_tram_inc_lr_55_64,p_m1_tram_inc_lr_65_74,p_m1_tram_inc_lr_75ov,p_m1_tram_inc_lr_tot,p_m1_taxi_15_24,p_m1_taxi_25_34,p_m1_taxi_35_44,p_m1_taxi_45_54,p_m1_taxi_55_64,p_m1_taxi_65_74,p_m1_taxi_75ov,p_m1_taxi_tot,p_m1_carasdriv_15_24,p_m1_carasdriv_25_34,p_m1_carasdriv_35_44,p_m1_carasdriv_45_54,p_m1_carasdriv_55_64,p_m1_carasdriv_65_74,p_m1_carasdriv_75ov,p_m1_carasdriv_tot,p_m1_caraspas_15_24,p_m1_caraspas_25_34,p_m1_caraspas_35_44,p_m1_caraspas_45_54,p_m1_caraspas_55_64,p_m1_caraspas_65_74,p_m1_caraspas_75ov,p_m1_caraspas_tot,p_m1_truck_15_24,p_m1_truck_25_34,p_m1_truck_35_44,p_m1_truck_45_54,p_m1_truck_55_64,p_m1_truck_65_74,p_m1_truck_75ov,p_m1_truck_tot,p_m1_mbikescoot_15_24,p_m1_mbikescoot_25_34,p_m1_mbikescoot_35_44,p_m1_mbikescoot_45_54,p_m1_mbikescoot_55_64,p_m1_mbikescoot_65_74,p_m1_mbikescoot_75ov,p_m1_mbikescoot_tot,p_m1_bicycle_15_24,p_m1_bicycle_25_34,p_m1_bicycle_35_44,p_m1_bicycle_45_54,p_m1_bicycle_55_64,p_m1_bicycle_65_74,p_m1_bicycle_75ov,p_m1_bicycle_tot,p_m1_other_15_24,p_m1_other_25_34,p_m1_other_35_44,p_m1_other_45_54,p_m1_other_55_64,p_m1_other_65_74,p_m1_other_75ov,p_m1_other_tot,p_m1_wlkonly_15_24,p_m1_wlkonly_25_34,p_m1_wlkonly_35_44,p_m1_wlkonly_45_54,p_m1_wlkonly_55_64,p_m1_wlkonly_65_74,p_m1_wlkonly_75ov,p_m1_wlkonly_tot,p_m1_tot_m1_15_24,p_m1_tot_m1_25_34,p_m1_tot_m1_35_44,p_m1_tot_m1_45_54,p_m1_tot_m1_55_64,p_m1_tot_m1_65_74,p_m1_tot_m1_75ov,p_m1_tot_m1_tot,p_m2_trnbus_15_24,p_m2_trnbus_25_34,p_m2_trnbus_35_44,p_m2_trnbus_45_54,p_m2_trnbus_55_64,p_m2_trnbus_65_74,p_m2_trnbus_75ov,p_m2_trnbus_tot,p_m2_trnfer_15_24,p_m2_trnfer_25_34,p_m2_trnfer_35_44,p_m2_trnfer_45_54,p_m2_trnfer_55_64,p_m2_trnfer_65_74,p_m2_trnfer_75ov,p_m2_trnfer_tot,p_m2_trntrm_inc_lr_15_24,p_m2_trntrm_inc_lr_25_34,p_m2_trntrm_inc_lr_35_44,p_m2_trntrm_inc_lr_45_54,p_m2_trntrm_inc_lr_55_64,p_m2_trntrm_inc_lr_65_74,p_m2_trntrm_inc_lr_75ov,p_m2_trntrm_inc_lr_tot,p_m2_trncarasdriv_15_24,p_m2_trncarasdriv_25_34,p_m2_trncarasdriv_35_44,p_m2_trncarasdriv_45_54,p_m2_trncarasdriv_55_64,p_m2_trncarasdriv_65_74,p_m2_trncarasdriv_75ov,p_m2_trncarasdriv_tot,p_m2_trncaraspas_15_24,p_m2_trncaraspas_25_34,p_m2_trncaraspas_35_44,p_m2_trncaraspas_45_54,p_m2_trncaraspas_55_64,p_m2_trncaraspas_65_74,p_m2_trncaraspas_75ov,p_m2_trncaraspas_tot,p_m2_trnoth_15_24,p_m2_trnoth_25_34,p_m2_trnoth_35_44,p_m2_trnoth_45_54,p_m2_trnoth_55_64,p_m2_trnoth_65_74,p_m2_trnoth_75ov,p_m2_trnoth_tot,p_m2_train_and_tot_15_24,p_m2_train_and_tot_25_34,p_m2_train_and_tot_35_44,p_m2_train_and_tot_45_54,p_m2_train_and_tot_55_64,p_m2_train_and_tot_65_74,p_m2_train_and_tot_75ov,p_m2_train_and_tot_tot,p_m2_busfer_15_24,p_m2_busfer_25_34,p_m2_busfer_35_44,p_m2_busfer_45_54,p_m2_busfer_55_64,p_m2_busfer_65_74,p_m2_busfer_75ov,p_m2_busfer_tot,p_m2_bustrm_inc_lr_15_24,p_m2_bustrm_inc_lr_25_34,p_m2_bustrm_inc_lr_35_44,p_m2_bustrm_inc_lr_45_54,p_m2_bustrm_inc_lr_55_64,p_m2_bustrm_inc_lr_65_74,p_m2_bustrm_inc_lr_75ov,p_m2_bustrm_inc_lr_tot,p_m2_buscarasdriv_15_24,p_m2_buscarasdriv_25_34,p_m2_buscarasdriv_35_44,p_m2_buscarasdriv_45_54,p_m2_buscarasdriv_55_64,p_m2_buscarasdriv_65_74,p_m2_buscarasdriv_75ov,p_m2_buscarasdriv_tot,p_m2_buscaraspas_15_24,p_m2_buscaraspas_25_34,p_m2_buscaraspas_35_44,p_m2_buscaraspas_45_54,p_m2_buscaraspas_55_64,p_m2_buscaraspas_65_74,p_m2_buscaraspas_75ov,p_m2_buscaraspas_tot,p_m2_busoth_15_24,p_m2_busoth_25_34,p_m2_busoth_35_44,p_m2_busoth_45_54,p_m2_busoth_55_64,p_m2_busoth_65_74,p_m2_busoth_75ov,p_m2_busoth_tot,p_m2_bustot_15_24,p_m2_bustot_25_34,p_m2_bustot_35_44,p_m2_bustot_45_54,p_m2_bustot_55_64,p_m2_bustot_65_74,p_m2_bustot_75ov,p_m2_bustot_tot,p_m2_other_m2_15_24,p_m2_other_m2_25_34,p_m2_other_m2_35_44,p_m2_other_m2_45_54,p_m2_other_m2_55_64,p_m2_other_m2_65_74,p_m2_other_m2_75ov,p_m2_other_m2_tot,p_m2_tot_m2_15_24,p_m2_tot_m2_25_34,p_m2_tot_m2_35_44,p_m2_tot_m2_45_54,p_m2_tot_m2_55_64,p_m2_tot_m2_65_74,p_m2_tot_m2_75ov,p_m2_tot_m2_tot,lga_name16
16490,4,0,0,0,0,0,0,3,3,12,0,0,6,3,0,27,1452,2267,2215,2354,1527,344,46,10199,333,174,105,78,63,20,7,771,18,38,35,48,40,20,3,203,15,16,14,11,14,0,0,74,3,14,8,18,11,0,0,54,9,9,17,26,18,8,4,100,115,145,99,127,115,37,11,638,1977,2692,2514,2676,1802,432,62,12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,4,0,0,4,0,0,0,9,0,0,0,0,0,0,0,3,7,3,6,5,3,0,0,22,17,21,14,17,13,0,0,82,26,24,14,21,17,0,0,103,Queanbeyan-Palerang Regional (A)
16550,0,4,0,0,0,0,0,8,13,22,15,20,11,3,0,87,1719,5337,5793,5590,3889,1043,108,23489,359,395,314,291,253,80,11,1697,13,29,53,62,38,9,4,212,39,144,117,93,45,4,0,446,75,209,214,142,72,11,0,721,13,48,39,56,30,14,3,202,799,1290,736,602,453,95,15,3999,3961,9079,8096,7458,5257,1403,156,35401,374,768,404,329,239,50,3,2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,11,13,13,0,0,72,7,3,3,6,0,0,0,18,3,12,9,4,0,0,0,22,390,807,433,347,248,53,3,2283,3,3,6,3,3,3,0,22,3,0,0,0,0,0,0,9,18,24,15,16,17,0,0,97,22,22,17,13,6,4,0,85,8,22,6,6,5,0,0,50,53,76,40,38,40,11,0,255,38,75,57,47,19,6,0,235,478,953,533,431,305,72,6,2779,Randwick (C)
16610,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,9,575,724,997,1160,1013,193,20,4675,171,73,41,64,44,17,0,398,3,8,4,22,29,15,8,94,12,8,10,10,10,0,0,48,4,8,3,21,11,0,0,50,3,3,3,13,3,4,0,29,52,45,57,63,70,19,4,311,820,878,1117,1366,1187,242,33,5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,8,6,7,5,0,39,9,9,8,12,7,4,0,42,Richmond Valley (A)
16650,0,0,0,0,0,0,0,3,4,23,19,26,18,0,5,94,1568,3484,3701,3942,2598,576,54,15927,403,232,126,159,112,32,3,1075,12,44,52,58,25,11,0,201,19,41,34,34,14,3,0,149,14,34,31,38,18,3,0,133,4,40,39,40,31,7,0,165,188,255,184,159,144,51,3,983,2792,5096,4654,4837,3186,740,80,21389,124,183,88,70,50,18,0,531,0,3,6,0,0,0,0,6,0,0,0,0,3,0,0,5,30,50,55,34,25,5,0,199,27,22,14,11,6,0,0,78,0,11,3,7,0,0,0,26,184,277,164,119,80,21,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,12,8,13,0,0,64,14,3,3,3,0,0,0,25,0,0,0,0,0,0,0,0,22,26,16,11,18,0,0,96,21,33,35,20,9,3,0,127,231,335,216,152,113,26,0,1068,Rockdale (C)
16700,0,4,4,4,3,0,0,16,7,42,40,34,16,5,0,152,3819,11306,14235,12339,7022,1357,124,50207,706,699,520,458,337,81,7,2800,11,41,52,69,49,14,0,241,68,167,232,158,78,6,0,712,29,95,162,157,56,7,0,515,18,85,102,91,59,9,0,370,541,774,495,372,238,64,15,2494,7332,17257,18683,15427,8770,1708,166,69348,414,839,560,357,198,46,0,2413,0,15,3,0,4,0,0,33,0,6,3,3,0,0,0,14,122,186,201,170,77,17,0,782,59,92,52,38,32,7,0,274,5,28,35,25,11,0,0,113,609,1174,854,592,332,65,3,3634,0,0,4,4,3,0,0,12,0,0,0,0,0,0,0,3,48,93,135,79,31,5,0,392,83,52,16,23,17,0,0,193,4,9,5,11,9,0,0,31,131,159,162,117,60,7,0,635,49,121,130,98,58,7,0,466,793,1448,1146,811,449,79,4,4729,Ryde (C)
16900,0,0,0,0,0,0,0,0,5,3,0,0,7,0,0,15,2137,2493,2801,2932,1829,233,19,12439,555,108,103,91,83,17,3,952,12,26,32,34,39,10,0,158,18,17,10,12,9,0,0,66,10,13,9,18,11,0,0,61,9,14,24,15,13,8,0,80,76,64,53,65,74,13,3,352,2882,2774,3058,3193,2079,286,28,14308,7,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,12,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,8,18,12,8,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,19,0,3,0,0,0,0,0,7,12,10,3,0,3,0,0,25,27,26,8,15,10,0,0,93,53,43,23,28,13,0,0,163,Shellharbour (C)
16950,0,0,0,0,0,0,0,0,13,10,4,4,6,0,0,40,2961,4416,4925,5745,4485,755,51,23344,769,244,186,212,184,30,4,1626,15,48,69,91,92,22,6,348,27,38,35,53,44,6,0,202,33,44,53,69,42,4,0,248,15,22,30,31,34,13,3,150,207,190,157,208,201,87,7,1059,4081,5052,5487,6438,5098,929,79,27155,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,11,6,0,0,31,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,7,9,8,9,10,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,14,5,0,3,0,0,0,23,34,45,30,26,26,0,0,164,53,60,46,42,33,4,0,236,Shoalhaven (C)
17000,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,12,1208,2633,2809,2604,1452,200,19,10928,242,229,165,100,65,13,3,814,9,26,30,27,25,11,3,127,7,13,8,13,22,0,0,73,7,8,4,3,3,0,0,24,117,34,13,18,12,3,3,191,223,53,38,55,43,28,4,444,1817,2995,3073,2822,1634,259,34,12635,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,63,67,38,14,7,0,208,18,63,71,39,14,7,0,224,Singleton (A)
17040,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,750,969,1068,1372,950,252,25,5388,294,135,50,69,49,14,3,612,0,11,7,28,32,14,8,103,3,3,3,3,7,3,0,24,7,10,15,9,10,0,0,52,27,34,33,23,33,22,0,166,276,318,150,186,133,40,15,1115,1393,1498,1333,1705,1220,360,58,7555,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,19,11,13,6,0,0,100,38,7,0,0,0,0,0,50,0,0,0,0,0,0,0,0,94,31,9,13,7,4,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,4,23,11,13,8,12,3,0,73,119,42,27,23,20,5,0,235,Snowy Monaro Regional (A)
17080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,417,698,857,1009,828,158,19,3986,116,58,40,47,37,9,0,305,0,10,13,22,27,15,10,85,8,0,5,3,4,0,0,20,0,4,3,4,4,0,0,14,3,4,3,8,8,3,0,24,27,29,41,66,90,22,3,272,569,806,958,1165,993,212,31,4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,9,3,0,0,29,3,5,8,9,3,0,0,33,Snowy Valleys (A)
17420,0,3,0,0,5,0,0,4,4,10,7,13,6,3,0,45,6372,9933,11107,10171,5997,1405,111,45104,1326,510,279,307,245,77,10,2747,26,83,113,119,72,34,3,451,44,71,49,31,25,3,0,221,23,22,34,32,9,3,0,121,11,36,64,58,49,26,6,248,283,167,146,161,151,57,10,974,8795,11578,12176,11133,6687,1625,136,52127,123,198,97,52,39,11,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,21,12,13,3,0,81,5,5,3,0,0,0,0,16,3,3,0,0,3,0,0,6,138,225,125,66,53,14,0,627,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,19,21,12,3,5,0,78,99,27,9,7,7,0,0,148,4,9,0,0,0,0,0,13,119,56,32,22,15,3,0,245,58,75,72,63,40,10,0,318,320,359,228,154,102,25,3,1184,The Hills Shire (A)
17550,0,0,0,0,0,4,0,3,7,7,7,11,5,0,0,32,2293,3320,4043,4841,3905,692,55,19151,557,170,151,193,138,35,9,1250,4,26,39,69,88,34,4,272,37,23,24,43,31,5,0,157,58,49,52,63,34,4,0,261,6,21,29,44,26,20,6,149,151,115,138,193,223,67,14,913,3171,3752,4520,5477,4478,870,92,22370,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,0,12,16,0,3,0,4,0,0,23,0,0,3,0,0,0,0,8,14,5,7,3,8,0,0,41,27,24,21,35,25,7,3,149,45,33,38,40,33,7,3,199,Tweed (A)
17620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,656,662,743,541,110,13,3127,114,67,30,31,19,6,0,266,0,7,10,14,17,10,4,71,7,0,8,4,5,0,3,32,9,3,3,0,4,0,0,19,6,8,4,18,8,16,3,63,58,70,51,62,72,35,9,346,602,811,778,872,671,179,32,3948,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,3,3,0,24,6,5,3,5,4,3,0,26,Upper Hunter Shire (A)
17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,132,175,213,285,248,73,19,1145,29,21,15,22,11,7,0,97,4,6,6,23,16,18,8,80,3,0,5,10,11,3,0,35,3,0,0,0,0,0,0,8,0,3,3,6,7,5,6,42,12,16,15,30,41,22,11,153,210,248,270,382,336,131,37,1619,9,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,3,0,3,4,23,18,9,6,7,3,3,4,53,Upper Lachlan Shire (A)
17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,125,139,177,143,35,7,695,18,7,5,8,8,3,0,57,0,4,3,6,10,5,3,31,3,3,4,7,5,0,0,23,0,0,0,5,0,0,0,7,0,0,0,3,0,7,0,15,6,12,13,24,31,5,9,110,96,155,176,241,197,54,23,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,3,0,0,9,Uralla (A)
17750,0,3,0,0,0,0,0,3,12,15,10,18,11,9,0,79,3261,4764,4667,4712,3425,651,80,21548,773,330,211,190,154,27,3,1684,9,15,44,55,50,33,6,215,27,35,36,30,30,3,0,162,11,50,39,41,45,5,0,183,330,110,39,25,26,8,4,553,566,383,199,210,167,36,9,1569,5030,5732,5265,5301,3923,776,103,26126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,15,25,36,25,22,14,8,3,129,31,49,32,28,16,6,3,155,Wagga Wagga (C)
17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,100,137,177,122,41,10,674,20,3,11,10,14,0,0,51,0,4,6,9,16,7,4,47,0,6,0,4,12,4,0,25,0,0,0,0,0,0,0,0,0,0,0,5,8,6,3,28,17,5,9,23,18,18,0,96,121,120,168,228,180,88,18,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,0,0,0,4,3,0,0,14,Walcha (A)
17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,247,216,253,228,73,10,1133,42,29,19,20,13,0,0,136,0,3,3,7,7,7,0,29,0,0,0,6,4,0,0,13,0,3,0,0,3,0,0,13,3,3,3,3,12,4,0,28,20,46,42,63,61,15,0,250,173,333,299,359,333,101,13,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,9,5,3,0,4,0,3,0,12,Walgett (A)
17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,139,139,151,134,36,13,668,4,8,3,3,6,5,0,31,0,5,3,4,10,3,3,26,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,4,0,0,0,7,3,3,0,21,11,13,19,21,17,3,3,82,78,168,166,187,170,49,21,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,0,0,0,3,Warren (A)
18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,258,359,437,347,82,11,1649,33,17,18,27,17,10,0,116,3,7,12,17,23,3,3,75,0,3,4,3,9,3,3,34,0,0,0,3,0,0,0,5,0,3,6,7,5,6,4,34,27,29,28,68,74,42,9,279,218,325,431,570,485,150,38,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,4,3,23,3,4,0,10,0,4,3,23,Warrumbungle Shire (A)
18050,0,3,0,0,0,0,0,5,6,10,4,0,3,3,0,33,839,2127,2081,1918,1201,462,63,8687,214,177,101,113,73,40,10,721,0,16,18,21,26,5,4,89,31,118,80,46,27,7,0,307,32,101,71,42,22,3,0,266,21,21,32,38,25,5,7,146,458,650,405,309,207,81,13,2117,3027,5366,3703,3076,1971,727,108,17967,278,421,203,132,77,36,4,1136,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,58,76,58,35,31,3,0,267,36,21,12,13,9,3,0,86,6,13,3,4,0,0,0,27,379,540,280,181,117,43,4,1535,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,11,8,9,9,0,0,45,21,8,3,0,3,3,0,44,6,12,6,3,0,0,0,30,32,31,24,13,14,3,0,123,22,36,20,23,7,8,0,114,436,611,321,208,141,50,6,1769,Waverley (A)
18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,91,155,162,129,45,4,634,16,9,7,4,4,3,3,49,0,0,3,3,5,3,0,15,3,0,4,0,5,0,0,10,0,0,0,3,0,0,0,7,0,0,0,0,3,3,0,11,11,11,8,19,35,8,8,104,85,106,179,195,195,59,19,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,4,0,0,0,0,7,Weddin (A)
18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,282,374,450,405,87,11,1753,37,54,21,27,17,3,0,170,0,3,3,3,4,0,0,12,0,0,0,5,4,0,0,10,0,0,0,0,4,0,0,6,0,3,11,12,15,0,0,40,12,22,26,39,43,7,0,158,223,377,446,531,490,99,14,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,0,0,0,12,3,0,4,3,0,0,0,15,Wentworth (A)
18230,0,0,0,0,0,0,0,0,9,8,11,9,9,3,0,52,2059,3415,3308,3590,2656,602,86,15720,510,260,179,195,140,20,4,1314,15,43,47,57,41,27,9,238,41,29,23,16,31,7,0,142,15,18,21,26,14,0,0,98,10,10,12,20,29,22,5,107,122,123,103,150,140,43,14,696,2800,3920,3722,4075,3067,730,110,18426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,22,32,18,26,19,4,0,114,32,36,18,28,19,4,0,128,Western Plains Regional (A)
18250,0,6,3,3,3,0,0,15,3,22,31,26,15,0,0,95,2316,6426,6785,6400,4143,1110,133,27309,377,386,292,261,217,72,10,1615,11,33,32,43,25,9,0,151,50,152,140,70,49,10,0,459,23,82,102,74,27,6,0,319,6,40,45,29,35,20,3,181,590,1002,691,488,325,90,10,3180,5521,12853,11094,9231,6011,1582,181,46478,425,810,501,325,224,44,0,2333,0,3,6,8,4,0,0,24,7,5,9,3,5,0,0,30,180,332,315,284,173,22,5,1308,94,97,83,57,29,3,0,364,14,34,30,13,9,0,0,94,725,1286,934,693,446,73,8,4157,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,26,39,37,24,23,3,0,151,26,10,15,13,11,0,0,69,3,9,11,3,4,0,0,29,46,70,58,47,39,9,0,262,33,69,65,47,30,9,0,258,801,1421,1059,788,514,86,8,4677,Willoughby (C)
18350,0,0,0,0,3,0,0,5,5,3,3,5,3,0,0,20,1593,2055,2317,2995,2228,608,71,11865,405,147,97,114,85,27,3,874,13,32,52,55,46,18,3,225,11,10,7,11,5,3,0,46,8,7,13,17,10,0,0,53,8,14,14,23,15,16,3,90,94,102,96,138,118,65,12,627,2209,2411,2607,3385,2533,748,96,13991,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,4,3,4,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,20,22,19,12,16,13,0,3,84,39,26,17,26,19,0,6,138,Wingecarribee (A)
