lga_code16,nsq_ce_ii_indst_nsp,nsq_crt_ii_totm,nsq_crt_ii_totf,nsq_crt_ii_totp,nsq_crt_iii_ovr_ind_m,nsq_crt_iii_ovr_ind_f,nsq_crt_iii_ovr_ind_p,nsq_cer_iii_ov_no_in_m,nsq_cer_iii_ov_no_in_f,nsq_cer_iii_ov_no_in_p,nsq_ce_iii_ov_ind_s_nsm,nsq_ce_iii_ov_ind_s_nsf,nsq_ce_iii_ov_ind_s_nsp,nsq_crt_iii_ovr_totm,nsq_crt_iii_ovr_totf,nsq_crt_iii_ovr_totp,mig_sme_add_1_yr_ago_indig_m,mig_sme_add_1_yr_ago_indig_f,mig_sme_add_1_yr_ago_indig_p,mig_sme_add_1_yr_ago_no_ind_m,mig_sme_add_1_yr_ago_no_ind_f,mig_sme_add_1_yr_ago_no_ind_p,mig_sa_ad_1_yr_ag_indst_nsm,mig_sa_ad_1_yr_ag_indst_nsf,mig_sa_ad_1_yr_ag_indst_nsp,mig_sme_add_1_yr_ago_totm,mig_sme_add_1_yr_ago_totf,mig_sme_add_1_yr_ago_totp,mig_diff_add_1_yr_ago_indig_m,mig_diff_add_1_yr_ago_indig_f,mig_diff_add_1_yr_ago_indig_p,mig_diff_ad_1_yr_ago_no_ind_m,mig_diff_ad_1_yr_ago_no_ind_f,mig_diff_ad_1_yr_ago_no_ind_p,mig_dif_ad_1_yr_ag_in_st_nsm,mig_dif_ad_1_yr_ag_in_st_nsf,mig_dif_ad_1_yr_ag_in_st_nsp,mig_diff_add_1_yr_ago_totm,mig_diff_add_1_yr_ago_totf,mig_diff_add_1_yr_ago_totp,mig_sme_add_5_ago_indig_m,mig_sme_add_5_ago_indig_f,mig_sme_add_5_ago_indig_p,mig_sme_ad_5_ago_no_ind_m,mig_sme_ad_5_ago_no_ind_f,mig_sme_ad_5_ago_no_ind_p,mig_sa_ad_5_ag_in_st_nsm,mig_sa_ad_5_ag_in_st_nsf,mig_sa_ad_5_ag_in_st_nsp,mig_sme_add_5_ago_totm,mig_sme_add_5_ago_totf,mig_sme_add_5_ago_totp,mig_diff_add_5_ago_ind_m,mig_diff_add_5_ago_ind_f,mig_diff_add_5_ago_ind_p,mig_diff_ad_5_ag_no_ind_m,mig_diff_ad_5_ag_no_ind_f,mig_diff_ad_5_ag_no_ind_p,mi_dif_ad_5_ag_in_st_nsm,mi_dif_ad_5_ag_in_st_nsf,mi_dif_ad_5_ag_in_st_nsp,mig_diff_add_5_ago_totm,mig_diff_add_5_ago_totf,mig_diff_add_5_ago_totp,lga_name16
47980,0,68,110,182,13,8,20,1634,959,2592,9,5,14,1656,970,2628,53,59,106,13467,15124,28591,84,119,202,13599,15306,28906,28,13,37,2722,3101,5822,9,12,22,2756,3127,5878,39,33,70,9116,10265,19384,55,88,141,9209,10384,19594,30,37,66,6658,7625,14280,28,36,62,6714,7693,14405,Unley (C)
48050,0,66,126,195,15,12,28,1576,787,2359,8,4,20,1602,801,2406,72,61,135,5277,5934,11208,52,67,122,5399,6064,11465,18,27,49,867,978,1844,14,13,27,902,1023,1927,37,37,73,3517,3899,7422,40,47,87,3596,3993,7582,49,45,94,2487,2855,5344,20,29,56,2560,2930,5492,Victor Harbor (C)
48130,0,33,59,86,8,8,13,624,318,944,13,0,13,643,326,972,54,58,115,2693,2610,5300,43,32,76,2789,2699,5490,22,16,31,354,341,697,4,3,10,383,359,735,39,34,73,1984,1871,3853,34,33,64,2055,1931,3984,25,28,55,909,918,1825,10,4,14,944,957,1903,Wakefield (DC)
51960,0,9,26,32,22,17,36,400,129,530,4,3,10,423,146,573,134,136,269,1171,1005,2174,9,5,18,1317,1146,2466,60,57,112,245,250,494,0,6,6,302,310,614,73,67,137,763,605,1366,8,3,12,842,675,1513,101,103,202,562,566,1127,0,5,9,664,676,1338,Coolgardie (S)
52030,0,0,6,6,3,0,3,116,32,146,0,0,3,116,35,154,18,10,28,436,342,777,3,4,8,455,357,816,0,0,0,66,63,129,0,0,0,66,59,128,10,11,20,323,245,566,0,4,9,339,261,594,3,4,9,161,150,308,0,0,0,160,153,316,Coorow (S)
52730,0,17,44,59,3,7,9,564,238,805,3,3,6,569,249,818,24,29,55,2126,2165,4295,22,28,51,2176,2224,4396,11,8,20,390,386,779,4,3,6,406,400,804,9,22,31,1412,1386,2800,16,20,35,1434,1430,2864,19,22,36,1001,1079,2077,9,11,19,1034,1104,2139,Denmark (S)
48260,0,16,22,38,3,0,4,353,160,518,0,4,8,363,168,531,16,19,35,2755,2894,5654,33,37,64,2805,2950,5752,3,14,18,560,606,1165,3,9,7,565,624,1193,9,3,17,1883,2010,3893,17,24,40,1913,2039,3950,14,25,39,1357,1451,2807,13,13,19,1377,1486,2865,Walkerville (M)
48340,4,46,112,152,15,7,24,1187,599,1785,5,4,16,1217,611,1823,90,73,161,4696,4623,9321,59,58,118,4840,4761,9603,23,28,52,554,566,1121,13,3,18,591,602,1190,54,61,115,3610,3442,7056,46,45,88,3712,3546,7259,43,33,80,1405,1485,2891,12,23,37,1464,1543,3007,Wattle Range (DC)
48410,0,210,273,487,28,34,65,4516,2130,6646,10,17,32,4554,2179,6737,216,200,419,21157,22292,43454,127,157,286,21501,22650,44151,59,60,116,4402,4618,9024,21,22,41,4476,4706,9176,131,111,241,14022,15032,29056,79,117,204,14234,15263,29503,119,133,250,10768,11153,21922,57,39,99,10948,11320,22271,West Torrens (C)
48540,0,132,203,337,40,39,81,2786,1040,3821,28,8,44,2858,1085,3944,342,359,702,8139,7982,16119,95,103,195,8577,8444,17023,102,140,242,1142,1211,2351,15,12,24,1260,1360,2620,204,209,410,6127,5955,12087,80,80,154,6406,6246,12650,178,238,411,2752,2866,5619,24,25,45,2952,3126,6077,Whyalla (C)
48640,0,5,8,15,0,0,3,107,42,151,0,0,0,114,42,154,12,9,21,499,478,976,9,8,17,520,494,1017,0,4,0,63,52,111,0,0,0,61,55,119,11,8,18,389,352,736,12,8,11,407,363,772,3,7,4,139,138,280,3,0,3,145,139,285,Wudinna (DC)
48750,0,26,42,71,8,6,7,591,250,842,3,5,7,598,257,856,24,22,42,1926,1998,3926,19,19,33,1963,2036,3999,6,6,16,344,354,700,4,8,12,360,364,722,18,12,26,1338,1350,2688,12,14,28,1366,1373,2733,9,18,28,894,936,1826,3,11,14,905,961,1864,Yankalilla (DC)
48830,0,36,67,100,24,7,31,1273,494,1768,19,9,23,1310,512,1819,122,122,244,4598,4358,8953,79,67,148,4796,4549,9350,16,18,35,447,423,866,9,7,12,465,451,911,84,68,153,3542,3239,6784,57,57,113,3676,3366,7043,48,57,106,1330,1360,2692,24,10,37,1392,1431,2826,Yorke Peninsula (DC)
49399,0,29,27,51,41,29,68,423,91,513,9,0,9,465,118,584,301,253,556,1146,688,1832,16,10,20,1461,949,2410,42,31,78,249,142,389,3,6,6,294,180,473,235,205,443,789,462,1250,10,3,9,1032,672,1700,88,67,153,562,331,892,13,4,19,657,401,1055,Unincorporated SA
50080,0,178,315,491,72,47,126,3780,1894,5674,27,14,41,3882,1959,5844,387,367,750,12894,13607,26505,148,139,286,13427,14115,27541,113,105,214,2459,2672,5129,19,15,32,2583,2790,5376,214,223,435,8577,8908,17491,88,103,191,8886,9232,18118,230,221,445,6282,6903,13180,49,43,96,6557,7168,13728,Albany (C)
50210,8,307,527,830,113,89,204,8069,3985,12059,42,16,57,8224,4085,12313,660,720,1378,28703,28858,57556,188,186,370,29545,29755,59309,229,266,491,5828,6222,12048,37,38,81,6097,6520,12616,357,390,747,16356,16311,32671,115,108,226,16835,16812,33648,411,486,898,16109,16869,32979,91,89,179,16612,17443,34050,Armadale (C)
50250,0,59,58,118,113,43,157,3042,382,3423,26,4,37,3191,425,3620,441,339,774,4644,1857,6501,47,13,63,5129,2209,7336,122,79,199,2279,798,3079,15,6,18,2416,881,3293,222,168,395,1609,653,2265,22,9,30,1862,832,2688,292,209,497,5060,1826,6882,36,11,48,5384,2043,7427,Ashburton (S)
50280,0,52,92,145,21,7,29,1542,664,2204,19,7,24,1580,672,2252,76,59,140,5032,5074,10107,64,40,112,5176,5180,10358,21,27,47,1165,1226,2395,10,6,13,1192,1267,2456,38,35,70,3015,2988,6007,46,24,70,3096,3051,6146,54,44,100,2787,2960,5746,20,20,39,2855,3026,5883,Augusta-Margaret River (S)
50350,0,50,85,136,29,14,51,1433,631,2061,3,3,11,1475,647,2120,145,115,261,5582,5804,11382,32,56,87,5756,5974,11729,51,52,100,908,941,1849,5,3,9,963,996,1958,89,74,159,3762,3886,7649,22,42,61,3871,4001,7871,86,75,164,2498,2645,5146,9,13,20,2591,2735,5327,Bassendean (T)
51080,0,7,10,16,7,0,3,86,50,139,0,0,0,91,51,144,53,48,98,387,372,757,6,10,16,445,428,873,6,9,21,34,32,65,4,0,4,42,45,88,42,29,77,286,270,551,6,10,12,335,310,640,13,17,33,113,105,220,3,0,3,123,122,247,Broomehill-Tambellup (S)
51120,0,7,9,12,0,0,6,81,39,120,0,0,0,80,38,125,10,9,21,360,332,697,6,5,11,380,350,732,4,0,4,48,56,108,0,0,0,55,56,105,5,7,17,271,236,509,6,5,6,283,248,530,6,3,11,127,133,257,0,3,3,134,137,266,Bruce Rock (S)
51190,0,119,282,398,73,40,113,3370,1711,5082,32,22,48,3469,1770,5242,346,397,748,10888,11505,22391,94,125,216,11327,12030,23356,114,130,239,2151,2423,4578,20,19,39,2285,2566,4851,174,201,372,7179,7458,14638,70,89,158,7425,7742,15171,235,273,503,5360,6024,11385,36,41,80,5627,6342,11975,Bunbury (C)
51260,0,120,272,399,38,22,58,4071,1915,5991,31,17,45,4133,1959,6091,215,239,457,12878,13495,26379,106,145,250,13209,13879,27089,58,52,110,2752,2993,5752,22,28,44,2832,3074,5907,87,104,187,7586,7769,15356,68,81,145,7738,7952,15690,152,162,312,7389,8124,15521,55,59,111,7595,8349,15936,Busselton (C)
51680,3,19,40,54,3,0,10,719,265,986,5,7,10,738,271,1004,48,44,87,2100,2048,4148,29,34,65,2177,2128,4301,14,18,30,310,303,618,0,0,0,323,322,650,14,21,37,1386,1333,2715,17,23,42,1421,1369,2791,42,41,79,931,921,1845,6,9,17,974,969,1945,Chittering (S)
52800,0,69,73,144,184,142,324,305,93,399,7,0,7,499,237,733,1914,2054,3967,780,670,1456,22,16,34,2717,2742,5451,334,329,668,315,342,650,7,4,15,656,677,1331,1426,1498,2928,402,300,707,10,3,15,1843,1808,3644,595,667,1262,631,672,1296,12,12,21,1236,1349,2587,Derby-West Kimberley (S)
51750,0,7,26,32,3,0,3,265,127,393,3,0,3,267,127,394,33,10,42,3494,3714,7208,16,14,29,3544,3730,7272,16,0,17,849,900,1741,3,7,9,864,904,1766,9,3,16,2014,2337,4349,9,13,15,2030,2348,4379,38,5,45,2258,2230,4487,10,7,13,2303,2246,4553,Claremont (T)
51820,0,324,635,958,117,65,180,10747,4477,15222,63,25,91,10927,4564,15491,587,604,1191,37961,39139,77102,283,272,559,38832,40016,78847,139,150,294,7598,8002,15596,41,42,80,7779,8188,15965,346,399,748,24076,24694,48774,176,184,365,24603,25278,49879,299,315,617,19454,20271,39724,106,106,214,19858,20696,40553,Cockburn (C)
51890,0,33,99,134,21,16,31,1135,478,1620,14,8,18,1169,498,1667,120,111,229,3319,3221,6543,37,37,75,3473,3374,6848,35,35,73,434,491,926,7,3,7,477,527,1004,69,69,134,2464,2343,4810,32,24,51,2569,2436,5003,79,66,143,1077,1193,2270,9,11,20,1163,1268,2437,Collie (S)
52870,0,27,43,67,5,8,12,624,272,897,10,3,15,640,286,920,34,41,75,2195,2209,4404,36,34,69,2258,2287,4544,19,7,23,286,351,637,7,3,3,305,358,662,25,24,47,1602,1580,3183,21,22,42,1647,1622,3273,21,24,43,775,873,1651,12,21,32,811,916,1728,Donnybrook-Balingup (S)
52100,0,3,9,10,3,0,6,100,41,140,0,0,0,100,44,142,10,17,25,440,379,818,0,10,12,451,401,850,11,14,21,52,60,112,0,0,3,63,72,139,3,11,16,311,267,579,0,3,7,316,282,596,11,12,19,162,149,309,0,0,4,169,163,335,Corrigin (S)
52170,0,9,15,21,0,0,0,224,104,330,4,0,3,230,113,340,4,13,15,2717,2798,5514,9,12,25,2735,2818,5556,3,6,6,632,677,1306,6,0,9,641,683,1320,3,10,12,1771,1826,3597,6,10,11,1784,1836,3618,4,13,17,1495,1585,3080,12,7,17,1509,1601,3106,Cottesloe (T)
52240,0,0,13,18,3,0,3,78,59,138,0,0,0,85,57,146,13,10,22,433,395,828,6,8,16,454,419,867,0,0,0,41,44,79,0,0,0,41,44,86,3,6,14,296,252,545,3,4,7,300,267,570,9,0,6,153,168,320,0,3,8,162,169,331,Cranbrook (S)
52310,0,3,3,7,3,0,3,92,29,118,0,0,0,97,29,121,6,3,7,348,308,658,3,4,10,360,318,678,7,0,7,26,28,54,0,0,0,33,28,58,0,0,0,265,232,496,6,4,11,272,236,508,6,0,10,103,92,192,0,0,0,106,95,206,Cuballing (S)
52380,0,0,0,0,0,0,0,13,8,18,0,0,0,14,8,21,20,11,28,45,35,88,0,0,3,65,48,115,0,7,4,9,6,16,0,0,0,13,14,23,11,5,12,35,24,57,0,0,3,48,27,74,5,4,11,17,22,43,0,0,0,29,27,55,Cue (S)
52940,0,3,10,12,0,0,4,47,24,70,0,0,0,52,25,70,12,7,15,256,262,521,9,3,9,274,269,548,5,5,5,41,31,75,0,0,0,44,35,82,0,0,3,182,179,364,5,3,7,193,183,371,11,8,13,91,96,188,0,0,3,100,103,205,Dowerin (S)
53010,0,0,0,3,0,0,0,45,31,77,3,0,3,52,29,80,8,14,18,272,233,504,3,7,9,281,251,533,0,0,0,20,31,53,0,0,0,20,31,53,4,10,9,199,170,368,0,4,0,202,178,384,0,3,3,67,79,150,3,0,3,71,84,159,Dumbleyung (S)
53080,0,3,9,6,3,0,3,70,19,88,0,0,0,70,23,96,23,24,45,217,191,402,4,5,7,246,216,464,6,13,21,85,56,137,3,0,3,91,68,159,17,14,33,147,133,278,4,0,4,170,145,316,11,21,29,143,107,246,0,9,5,156,128,281,Dundas (S)
54130,0,7,4,14,0,0,3,112,48,164,0,0,0,112,54,163,20,8,26,426,353,784,4,4,7,447,368,818,3,0,6,63,45,106,3,0,3,67,49,117,13,4,15,302,241,543,7,3,5,314,246,561,7,7,13,165,136,300,4,4,9,176,150,321,Jerramungup (S)
54170,3,415,780,1197,73,42,113,16182,6174,22352,103,29,130,16357,6243,22599,366,393,762,60987,62504,123495,365,342,705,61716,63243,124961,85,92,176,9005,9219,18225,51,52,98,9148,9360,18503,214,215,427,43162,44440,87598,282,255,539,43659,44907,88563,201,214,412,24760,25388,50142,118,115,230,25079,25713,50791,Joondalup (C)
54200,3,163,342,507,68,36,104,6291,2591,8880,36,15,49,6396,2643,9038,373,420,798,22300,22846,45142,140,129,274,22814,23404,46214,97,94,194,3010,3110,6124,26,20,43,3133,3229,6360,231,267,495,15375,15652,31027,109,91,200,15713,16006,31723,183,220,405,8989,9474,18463,46,44,87,9219,9742,18959,Kalamunda (S)
53150,0,15,27,39,4,0,3,401,190,590,3,3,11,413,192,602,14,10,30,2671,2881,5553,16,19,39,2708,2913,5625,4,3,6,502,568,1070,0,3,3,502,573,1074,8,6,10,1776,1968,3746,18,15,27,1799,1988,3790,9,7,15,1308,1409,2716,0,12,10,1319,1427,2750,East Fremantle (T)
53220,0,64,59,122,148,54,196,1797,291,2087,19,3,23,1961,351,2312,853,792,1647,3170,1341,4508,43,18,62,4067,2149,6214,217,143,359,1168,678,1849,16,5,23,1410,827,2234,569,559,1130,1427,497,1921,23,6,33,2016,1063,3081,420,284,711,2747,1382,4132,33,18,44,3203,1690,4890,East Pilbara (S)
53290,0,56,141,198,23,16,41,1389,626,2016,20,7,22,1428,650,2085,217,209,422,4914,4931,9842,89,80,169,5224,5209,10437,45,62,107,891,895,1788,7,18,21,946,977,1921,126,119,248,3280,3229,6512,58,49,108,3466,3401,6867,106,126,237,2203,2292,4500,34,32,68,2351,2452,4801,Esperance (S)
53360,0,14,31,44,8,3,10,402,119,517,4,0,3,413,123,533,32,15,44,962,872,1833,4,6,16,994,898,1895,6,3,3,255,243,492,7,3,5,264,243,509,19,14,32,547,461,1008,3,7,8,574,477,1046,10,8,15,606,586,1197,5,3,9,619,599,1222,Exmouth (S)
53430,0,59,98,163,22,11,33,2034,813,2848,22,13,32,2085,834,2911,163,166,325,9798,10649,20444,73,86,165,10036,10906,20936,44,40,82,2176,2314,4489,9,11,18,2230,2361,4593,85,93,182,6225,6755,12979,49,63,111,6362,6907,13266,94,87,181,5449,5881,11324,32,28,64,5578,5991,11566,Fremantle (C)
53570,0,17,34,51,3,3,9,674,206,882,4,0,10,687,206,896,34,38,73,2018,1831,3846,24,21,43,2075,1889,3961,11,14,17,311,324,641,5,11,13,328,348,671,17,19,36,1423,1260,2681,18,13,33,1451,1295,2746,17,21,45,819,821,1636,7,10,20,843,857,1700,Gingin (S)
53640,0,5,11,17,3,3,6,97,44,140,0,0,0,102,47,149,48,41,83,442,388,825,4,10,11,492,433,925,3,7,7,70,55,127,0,0,0,72,66,141,30,29,60,299,264,567,5,7,8,334,301,634,14,7,21,187,163,349,0,0,0,200,172,370,Gnowangerup (S)
54830,4,157,303,464,68,45,118,3788,1901,5692,27,8,37,3885,1958,5844,375,372,747,13033,13015,26051,84,76,163,13489,13472,26957,121,135,253,3298,3385,6680,28,27,54,3446,3548,6991,214,216,433,7130,7017,14146,56,51,108,7397,7286,14681,231,238,472,8114,8406,16520,42,42,83,8385,8689,17078,Kwinana (C)
54900,0,3,5,13,0,0,0,128,44,172,0,0,0,131,41,174,7,9,15,508,442,949,5,10,13,520,455,982,6,4,7,57,76,136,0,0,0,69,77,144,5,5,10,373,313,686,5,6,15,382,328,713,8,3,8,160,170,330,0,0,0,167,173,337,Lake Grace (S)
54280,3,106,212,322,111,68,178,3585,1204,4792,14,11,23,3717,1284,4997,679,779,1463,10062,9221,19283,77,83,165,10822,10084,20903,230,263,493,2400,2207,4607,14,12,31,2648,2480,5123,379,442,820,5740,5103,10841,51,57,106,6172,5601,11771,413,472,887,6045,5669,11711,37,34,73,6495,6177,12673,Kalgoorlie/Boulder (C)
54310,3,85,169,254,160,74,239,2841,801,3642,24,3,30,3023,882,3907,885,873,1761,6087,4863,10949,78,59,136,7050,5800,12851,359,375,731,2461,2118,4579,22,20,40,2841,2515,5352,388,396,783,2261,1584,3847,33,27,64,2681,2003,4686,704,722,1426,5635,4772,10407,60,39,98,6398,5531,11927,Karratha (C)
55040,0,5,8,12,3,7,10,176,30,209,0,0,0,184,39,218,68,69,136,369,212,581,3,3,5,443,285,725,31,27,55,165,108,273,0,0,0,195,128,331,50,40,91,174,83,260,0,0,3,221,125,346,42,48,85,337,203,541,3,0,3,378,251,633,Leonora (S)
55110,9,293,535,835,130,86,218,9401,4265,13671,88,34,124,9625,4388,14008,576,610,1189,27813,29675,57491,218,271,492,28611,30559,59168,215,225,436,6290,6933,13215,32,45,82,6537,7201,13739,261,281,542,16087,16739,32826,139,190,333,16494,17204,33699,419,468,883,16903,18672,35582,102,113,212,17421,19262,36678,Mandurah (C)
53710,0,3,6,12,3,0,4,89,47,131,3,0,3,93,46,138,11,15,22,394,380,771,3,0,3,408,398,799,3,4,9,41,58,93,0,0,0,42,59,101,4,4,8,305,290,588,3,0,3,308,299,606,5,11,20,102,115,218,0,0,0,108,127,237,Goomalling (S)
53780,9,444,698,1140,128,117,250,10866,4627,15488,38,14,53,11028,4763,15790,823,951,1772,44501,43730,88226,274,287,560,45593,44962,90553,229,289,517,8172,8162,16333,47,42,80,8449,8489,16937,545,633,1179,28682,28284,56968,186,204,389,29416,29124,58541,410,488,902,21479,21085,42560,104,99,201,21989,21668,43663,Gosnells (C)
53800,0,182,345,529,197,140,333,4110,1774,5889,37,10,48,4346,1934,6277,1166,1255,2421,12681,12887,25563,139,138,284,13985,14283,28267,363,448,810,2344,2551,4897,25,26,57,2737,3021,5759,635,680,1310,8413,8353,16765,92,91,183,9137,9122,18259,708,848,1550,5959,6473,12429,46,56,104,6709,7371,14087,Greater Geraldton (C)
53920,0,10,12,21,75,35,110,67,19,85,0,0,0,143,58,195,867,990,1863,180,158,336,10,0,7,1061,1151,2211,253,236,488,84,85,173,4,0,3,340,325,666,716,820,1534,80,49,133,3,0,11,798,876,1673,304,281,583,173,187,363,5,0,9,483,467,954,Halls Creek (S)
53990,0,108,207,317,34,22,50,3112,1455,4572,18,10,27,3160,1490,4653,209,234,440,9836,9762,19599,71,98,176,10125,10091,20212,55,61,116,1722,1782,3508,10,10,25,1795,1854,3646,133,131,265,6083,6028,12114,50,57,111,6262,6219,12484,110,134,244,4889,5005,9899,26,43,73,5025,5182,10212,Harvey (S)
54060,0,13,29,48,7,4,12,447,161,612,3,3,10,461,174,635,33,29,67,1373,1344,2710,17,14,31,1420,1388,2806,7,11,17,202,216,416,8,4,8,218,230,443,20,22,41,973,907,1886,10,5,12,1007,938,1943,16,15,31,554,588,1143,10,11,23,582,619,1203,Irwin (S)
54340,0,16,31,46,11,13,28,341,152,493,0,0,0,355,164,525,110,132,241,1393,1318,2710,17,27,48,1518,1482,3000,21,12,37,270,222,491,4,5,9,295,245,537,66,92,154,971,932,1908,9,21,35,1051,1053,2101,57,46,102,593,532,1129,7,8,13,659,590,1246,Katanning (S)
54410,0,3,3,5,3,3,7,104,52,156,0,0,0,101,54,159,41,36,74,461,451,914,6,3,12,499,493,999,0,3,6,37,36,73,0,0,0,38,41,74,22,23,47,327,332,657,6,3,7,352,358,707,11,16,28,145,143,288,0,0,0,158,155,319,Kellerberrin (S)
55180,0,31,86,115,16,20,38,903,402,1300,11,3,15,927,425,1355,119,120,242,3495,3389,6882,43,48,97,3663,3554,7218,20,30,50,478,498,978,10,5,21,507,532,1045,88,88,177,2639,2444,5085,38,44,75,2763,2578,5340,36,45,86,1181,1282,2468,11,10,21,1231,1342,2574,Manjimup (S)
55250,0,5,3,4,17,6,24,83,18,102,0,0,0,103,24,125,115,123,242,236,115,357,11,0,8,360,248,606,27,31,61,99,54,148,0,0,0,123,89,212,82,95,183,114,58,172,9,0,11,206,156,359,42,51,86,205,106,308,0,0,0,248,152,397,Meekatharra (S)
55320,0,200,354,559,46,18,61,6546,2712,9263,36,23,60,6631,2751,9375,249,258,503,36732,39715,76444,203,227,437,37188,40199,77388,58,55,114,6253,6725,12981,34,35,69,6348,6817,13167,154,168,322,24888,27304,52193,165,186,347,25207,27655,52865,125,126,251,16929,18043,34972,73,69,148,17128,18240,35370,Melville (C)
54480,0,0,7,4,0,0,0,38,25,66,0,0,0,38,25,66,3,3,3,229,180,411,6,0,5,237,188,420,0,0,0,22,28,53,0,0,0,22,25,53,0,0,0,176,135,316,0,0,0,182,135,318,0,3,5,56,56,117,3,0,3,66,63,126,Kent (S)
54550,0,9,3,12,4,3,7,148,81,225,0,0,3,146,82,232,30,37,63,737,746,1485,11,9,16,783,782,1568,3,3,13,91,83,180,3,0,3,101,87,191,26,27,52,563,549,1120,10,6,11,596,583,1184,6,13,14,216,217,434,3,3,4,222,228,459,Kojonup (S)
54620,0,6,5,9,0,0,0,77,25,101,0,0,0,79,25,104,23,24,45,341,269,607,0,9,9,355,296,654,12,0,13,57,56,113,0,0,0,67,56,119,4,13,19,238,196,435,0,3,3,241,214,456,21,8,25,138,109,252,0,3,3,164,121,282,Kondinin (S)
54690,0,0,0,0,0,0,0,40,21,56,0,0,0,40,21,56,0,4,11,174,155,330,0,0,8,179,162,346,0,0,0,17,18,38,0,0,0,22,18,42,0,5,4,135,108,240,0,0,8,134,116,258,0,0,0,50,52,105,0,0,0,50,52,104,Koorda (S)
54760,0,5,0,4,0,0,3,58,29,85,0,0,0,58,29,88,5,11,16,312,286,603,5,0,7,327,299,627,0,3,3,33,35,75,0,0,0,33,38,78,3,3,6,245,228,467,0,0,3,252,234,483,0,10,6,87,76,159,0,0,0,92,80,173,Kulin (S)
54970,0,4,0,3,12,5,18,178,24,204,0,0,0,197,28,222,115,127,244,371,92,462,4,11,14,498,232,722,27,30,55,109,50,157,0,0,0,131,81,213,79,84,159,157,43,203,3,5,7,238,133,374,52,66,113,314,94,411,3,0,4,363,160,524,Laverton (S)
55950,0,0,4,4,0,0,0,56,24,81,0,0,0,57,24,80,3,11,18,211,181,399,3,0,3,222,193,413,3,5,10,36,38,74,0,0,0,42,44,80,0,6,6,169,138,305,3,0,3,169,146,314,3,7,16,68,64,133,0,0,0,72,71,149,Mukinbudin (S)
55530,0,0,3,5,0,0,0,42,13,57,0,0,0,42,13,57,7,6,16,194,147,335,4,3,3,203,158,356,0,5,4,24,15,36,0,0,0,22,20,40,4,3,5,142,97,233,3,0,3,145,98,244,3,3,7,66,57,119,0,0,0,70,57,128,Mingenew (S)
56090,3,102,192,292,45,26,69,4221,1658,5873,29,7,34,4292,1684,5979,254,249,503,14334,14541,28871,103,104,210,14693,14895,29584,52,59,114,1759,1878,3640,13,9,23,1826,1950,3783,171,167,338,10221,10367,20590,86,86,171,10481,10618,21099,113,127,241,5345,5568,10917,32,30,57,5489,5723,11212,Mundaring (S)
55390,0,3,3,6,5,3,9,56,10,65,7,0,4,62,9,73,106,106,214,112,26,137,6,3,3,221,140,360,3,5,6,41,19,63,0,0,0,42,28,70,83,86,175,49,13,59,0,0,0,137,101,232,10,10,22,104,36,140,0,3,3,118,52,170,Menzies (S)
55460,0,16,32,44,7,4,13,328,113,442,0,0,0,334,125,460,76,79,160,1213,1110,2323,9,12,24,1306,1198,2506,25,21,47,262,218,480,0,0,0,291,237,529,52,36,88,822,774,1594,9,6,15,881,811,1696,46,54,103,583,476,1065,0,0,3,635,534,1172,Merredin (S)
56620,0,0,3,4,16,5,23,17,10,29,0,0,0,36,18,54,476,520,993,54,48,96,3,0,5,526,568,1098,189,177,369,25,27,50,7,0,6,217,207,425,397,455,861,23,13,36,3,0,3,426,469,898,205,193,398,44,61,108,7,4,9,254,253,512,Ngaanyatjarraku (S)
55600,0,11,19,28,6,14,24,212,83,298,0,0,0,224,96,316,108,95,205,874,789,1663,10,13,16,996,892,1887,12,25,38,113,105,214,3,0,3,126,126,258,78,70,139,626,549,1174,3,3,11,708,621,1326,38,51,81,300,309,611,7,6,12,335,362,704,Moora (S)
56790,0,15,25,41,9,10,18,371,127,498,3,0,8,387,136,521,68,61,127,1211,1135,2350,20,21,34,1302,1214,2512,17,27,45,182,165,346,0,3,3,201,197,397,44,32,79,913,815,1734,18,15,34,969,870,1838,39,51,87,442,433,873,0,3,8,482,486,968,Northampton (S)
55670,0,8,4,16,3,4,4,54,21,73,0,0,0,53,20,80,43,35,76,250,225,473,0,0,0,293,253,553,26,19,41,47,36,84,0,4,8,70,60,131,21,16,33,159,141,297,0,0,0,176,157,330,37,26,65,124,103,229,0,0,6,163,134,306,Morawa (S)
56930,0,0,4,7,0,0,0,27,16,47,0,0,0,27,16,47,0,18,24,543,681,1223,3,0,7,544,706,1249,0,11,11,92,143,238,0,0,0,92,152,244,0,5,6,368,435,806,3,0,3,374,440,810,0,27,27,247,400,640,0,0,0,247,425,665,Peppermint Grove (S)
56860,0,0,0,0,0,0,0,18,9,28,0,0,0,14,16,28,8,4,9,91,73,157,0,8,8,93,81,178,0,0,3,25,23,50,0,0,0,26,30,52,8,3,6,68,50,115,0,7,7,70,62,131,0,0,0,42,38,77,0,0,0,42,37,76,Nungarin (S)
57280,0,48,116,161,166,99,269,1853,482,2338,21,8,23,2034,593,2628,799,797,1595,3488,2840,6324,48,33,83,4337,3669,8007,302,338,642,1707,1558,3268,14,21,33,2025,1916,3943,376,433,806,1291,942,2233,24,17,39,1689,1392,3083,614,608,1221,3526,3091,6620,25,32,58,4168,3725,7896,Port Hedland (T)
