lga_code16,nsq_ce_ii_indst_nsp,nsq_crt_ii_totm,nsq_crt_ii_totf,nsq_crt_ii_totp,nsq_crt_iii_ovr_ind_m,nsq_crt_iii_ovr_ind_f,nsq_crt_iii_ovr_ind_p,nsq_cer_iii_ov_no_in_m,nsq_cer_iii_ov_no_in_f,nsq_cer_iii_ov_no_in_p,nsq_ce_iii_ov_ind_s_nsm,nsq_ce_iii_ov_ind_s_nsf,nsq_ce_iii_ov_ind_s_nsp,nsq_crt_iii_ovr_totm,nsq_crt_iii_ovr_totf,nsq_crt_iii_ovr_totp,mig_sme_add_1_yr_ago_indig_m,mig_sme_add_1_yr_ago_indig_f,mig_sme_add_1_yr_ago_indig_p,mig_sme_add_1_yr_ago_no_ind_m,mig_sme_add_1_yr_ago_no_ind_f,mig_sme_add_1_yr_ago_no_ind_p,mig_sa_ad_1_yr_ag_indst_nsm,mig_sa_ad_1_yr_ag_indst_nsf,mig_sa_ad_1_yr_ag_indst_nsp,mig_sme_add_1_yr_ago_totm,mig_sme_add_1_yr_ago_totf,mig_sme_add_1_yr_ago_totp,mig_diff_add_1_yr_ago_indig_m,mig_diff_add_1_yr_ago_indig_f,mig_diff_add_1_yr_ago_indig_p,mig_diff_ad_1_yr_ago_no_ind_m,mig_diff_ad_1_yr_ago_no_ind_f,mig_diff_ad_1_yr_ago_no_ind_p,mig_dif_ad_1_yr_ag_in_st_nsm,mig_dif_ad_1_yr_ag_in_st_nsf,mig_dif_ad_1_yr_ag_in_st_nsp,mig_diff_add_1_yr_ago_totm,mig_diff_add_1_yr_ago_totf,mig_diff_add_1_yr_ago_totp,mig_sme_add_5_ago_indig_m,mig_sme_add_5_ago_indig_f,mig_sme_add_5_ago_indig_p,mig_sme_ad_5_ago_no_ind_m,mig_sme_ad_5_ago_no_ind_f,mig_sme_ad_5_ago_no_ind_p,mig_sa_ad_5_ag_in_st_nsm,mig_sa_ad_5_ag_in_st_nsf,mig_sa_ad_5_ag_in_st_nsp,mig_sme_add_5_ago_totm,mig_sme_add_5_ago_totf,mig_sme_add_5_ago_totp,mig_diff_add_5_ago_ind_m,mig_diff_add_5_ago_ind_f,mig_diff_add_5_ago_ind_p,mig_diff_ad_5_ag_no_ind_m,mig_diff_ad_5_ag_no_ind_f,mig_diff_ad_5_ag_no_ind_p,mi_dif_ad_5_ag_in_st_nsm,mi_dif_ad_5_ag_in_st_nsf,mi_dif_ad_5_ag_in_st_nsp,mig_diff_add_5_ago_totm,mig_diff_add_5_ago_totf,mig_diff_add_5_ago_totp,lga_name16
21110,4,196,341,532,20,10,33,5062,2657,7714,28,11,38,5110,2678,7790,122,95,214,60725,66375,127099,357,352,715,61207,66820,128024,37,47,83,12600,13753,26346,51,60,108,12686,13854,26540,48,42,89,40255,44375,84629,267,263,536,40573,44686,85258,95,93,184,31452,34227,65683,114,121,233,31659,34438,66101,Boroondara (C)
21180,8,536,771,1306,60,48,101,13170,6331,19497,126,47,177,13354,6423,19776,308,309,615,75876,76914,152791,842,860,1701,77031,78075,155106,70,62,137,11141,10495,21634,131,108,243,11351,10669,22014,195,203,397,54059,55781,109845,589,642,1237,54843,56629,111473,151,139,290,28807,27599,56409,285,252,540,29254,27982,57237,Brimbank (C)
21270,0,21,49,65,3,0,5,618,262,882,8,3,14,635,266,900,24,22,43,2465,2406,4868,30,26,59,2516,2452,4968,6,10,10,253,266,520,3,7,8,266,284,541,18,15,32,1958,1908,3864,27,23,44,2002,1942,3941,5,12,14,687,667,1355,10,9,21,697,686,1392,Buloke (S)
21370,4,97,242,340,68,35,103,4072,1860,5932,44,11,59,4182,1904,6092,347,321,666,14032,14324,28351,200,208,411,14578,14854,29429,81,76,155,1838,1968,3810,11,20,39,1934,2072,4004,220,208,428,10130,10126,20253,143,144,286,10495,10468,20963,152,159,307,5087,5455,10536,55,64,118,5287,5677,10963,Campaspe (S)
21450,4,245,593,831,67,42,109,10615,5254,15869,71,31,101,10757,5330,16083,305,306,610,34887,35744,70631,307,323,624,35490,36373,71866,59,72,133,6617,7110,13726,50,50,105,6725,7238,13961,157,157,313,21002,20987,41988,206,201,400,21365,21342,42703,165,182,349,17958,19546,37503,121,142,258,18237,19867,38105,Cardinia (S)
21610,11,828,1450,2280,126,100,227,26465,13300,39767,191,81,264,26780,13479,40256,612,661,1275,115260,116304,231561,820,955,1778,116694,117916,234614,115,125,241,19746,20123,39871,137,116,254,20002,20359,40366,406,391,802,73743,74448,148197,571,687,1257,74724,75524,150252,272,312,591,53873,54805,108677,304,304,612,54451,55423,109877,Casey (C)
21670,0,52,81,137,11,13,22,1486,650,2135,21,16,33,1518,677,2190,64,72,134,4982,5079,10059,73,87,159,5114,5236,10352,17,22,40,692,723,1410,14,12,23,723,760,1479,28,39,67,3661,3643,7301,57,59,117,3744,3736,7487,44,50,98,1794,1944,3743,24,37,61,1861,2034,3902,Central Goldfields (S)
21750,0,78,111,184,16,16,35,2213,1085,3294,27,9,34,2255,1101,3359,96,89,187,8079,8087,16163,133,117,253,8307,8296,16603,26,19,44,1163,1210,2370,11,19,25,1194,1247,2441,54,41,99,5874,5845,11720,100,83,183,6021,5975,11998,57,50,109,2947,3026,5972,37,44,76,3037,3117,6156,Colac-Otway (S)
21830,0,50,92,143,8,6,16,1593,705,2300,13,10,17,1611,723,2330,58,48,111,6350,6261,12608,100,85,184,6507,6395,12900,14,23,34,746,753,1497,5,7,14,766,783,1549,30,22,48,4834,4748,9582,77,70,153,4934,4846,9785,33,33,63,1935,1942,3878,18,14,35,1985,1994,3982,Corangamite (S)
21890,5,299,450,757,59,75,138,7870,3876,11747,64,31,92,7996,3987,11979,374,454,830,51699,55116,106822,491,519,1010,52561,56099,108661,129,122,259,11127,12189,23320,101,106,202,11362,12423,23781,233,279,514,33982,37164,71145,357,341,699,34567,37790,72355,230,252,478,26403,27899,54305,142,193,337,26777,28352,55123,Darebin (C)
22110,5,132,326,455,77,63,139,5150,2206,7354,59,24,80,5281,2292,7573,463,477,933,16349,16842,33185,262,243,507,17071,17554,34626,117,133,253,2502,2710,5213,33,34,68,2650,2875,5532,289,319,610,11538,11612,23152,184,157,342,12015,12089,24099,212,221,437,6551,7163,13709,85,97,182,6849,7482,14332,East Gippsland (S)
22170,10,377,776,1146,115,88,196,14632,7262,21891,106,55,164,14851,7404,22255,536,509,1048,49895,52400,102304,424,498,923,50862,53412,104271,97,118,216,8002,8552,16552,57,72,131,8158,8738,16894,322,299,623,33135,34533,67671,336,370,708,33792,35205,68996,259,277,535,22158,24065,46222,129,167,292,22542,24506,47056,Frankston (C)
22250,3,31,79,109,13,12,23,1120,486,1605,11,3,14,1144,504,1642,84,77,165,4128,4174,8304,59,61,125,4280,4315,8594,13,10,20,431,481,913,3,5,8,451,491,944,49,45,93,3154,3092,6249,48,55,100,3251,3188,6442,37,38,76,1248,1359,2610,14,10,29,1302,1406,2708,Gannawarra (S)
22830,4,177,357,537,115,127,241,5689,2795,8492,39,16,52,5841,2944,8790,781,823,1606,23001,23245,46250,246,289,542,24034,24357,48393,210,197,407,3703,3989,7692,37,55,92,3948,4236,8187,511,510,1020,16016,16143,32162,184,209,395,16708,16871,33577,353,418,770,9457,9904,19365,72,112,183,9887,10437,20325,Greater Shepparton (C)
22910,3,51,76,130,11,10,22,1481,618,2091,19,11,28,1504,638,2145,56,64,122,5729,5989,11720,80,84,165,5869,6142,12004,6,18,24,737,874,1609,10,9,18,746,903,1654,40,29,66,4113,4236,8358,53,61,112,4207,4331,8533,18,38,56,2107,2384,4490,24,29,49,2147,2453,4597,Hepburn (S)
22980,0,27,41,65,5,3,5,534,260,798,7,3,10,547,270,817,30,35,63,2282,2285,4569,27,33,60,2346,2351,4691,0,8,15,245,261,504,5,0,9,251,271,520,18,21,36,1739,1687,3421,20,29,49,1774,1736,3506,19,24,38,689,755,1447,10,3,14,717,779,1500,Hindmarsh (S)
23110,3,169,301,466,43,22,58,6743,2757,9499,54,13,68,6838,2790,9630,183,179,367,33410,34803,68211,293,278,565,33890,35257,69145,42,40,81,5695,5878,11575,38,40,80,5777,5963,11738,124,116,238,22905,24124,47025,227,218,447,23257,24454,47712,91,104,189,14518,14945,29464,68,82,145,14674,15127,29805,Hobsons Bay (C)
23190,3,76,130,203,22,4,32,2021,1003,3022,14,8,16,2055,1012,3068,100,111,209,7442,7681,15125,69,81,153,7613,7870,15481,24,35,56,1132,1335,2464,3,23,24,1160,1386,2548,40,60,99,5246,5405,10658,59,64,117,5349,5526,10876,61,69,129,2905,3269,6171,17,32,51,2986,3365,6352,Horsham (RC)
23270,14,567,942,1509,117,81,197,15410,7653,23069,103,48,147,15630,7781,23413,566,568,1135,75232,76309,151541,684,674,1356,76476,77553,154035,98,115,209,12872,12944,25815,99,91,186,13062,13153,26211,343,361,707,50319,51448,101770,479,495,974,51141,52309,103450,252,264,518,32706,33065,65775,214,186,404,33182,33517,66692,Hume (C)
23350,0,51,94,147,9,14,27,1757,791,2544,18,12,32,1783,818,2598,66,81,148,6102,6393,12492,83,96,172,6245,6570,12817,11,24,36,785,875,1655,6,9,13,806,905,1706,34,46,84,4460,4625,9083,63,51,113,4558,4721,9287,36,44,81,2158,2383,4538,26,36,55,2216,2464,4674,Indigo (S)
23430,3,336,540,877,52,31,88,12207,5148,17354,65,29,101,12331,5212,17539,244,227,472,57484,60998,118484,398,444,840,58130,61669,119798,25,40,63,9314,9667,18981,60,54,118,9403,9763,19167,161,147,300,39834,42421,82258,304,349,650,40295,42916,83204,91,103,196,24672,25915,50587,122,126,253,24892,26146,51030,Kingston (C) (Vic.)
23670,9,375,648,1022,94,43,134,14406,6524,20928,103,31,136,14594,6607,21197,295,309,604,61201,64043,125239,437,417,857,61938,64770,126701,58,53,113,7865,8529,16391,56,53,111,7978,8635,16614,198,181,371,45115,47007,92122,351,341,692,45657,47534,93189,155,139,295,21685,23288,44975,115,103,218,21952,23536,45486,Knox (C)
23810,5,248,515,765,80,62,141,8938,3967,12911,80,30,111,9102,4058,13160,404,430,837,26989,28007,54998,304,322,630,27697,28767,56463,113,122,234,3962,4444,8409,35,52,90,4110,4616,8728,226,230,454,19514,19975,39488,211,232,440,19950,20437,40386,223,250,473,10136,11289,21427,102,104,209,10461,11641,22103,Latrobe (C) (Vic.)
23940,0,14,50,62,7,6,10,784,308,1089,15,5,15,802,315,1116,44,42,89,3014,2865,5874,56,42,94,3106,2946,6056,10,14,22,258,250,508,3,7,4,269,269,540,30,23,53,2345,2184,4530,30,30,61,2400,2237,4639,19,23,49,800,819,1619,19,12,32,839,855,1698,Loddon (S)
24130,0,90,250,344,26,21,43,4733,1833,6561,43,16,55,4798,1863,6664,111,105,212,17955,18431,36385,183,181,369,18252,18718,36973,31,33,65,2418,2547,4968,16,17,38,2472,2595,5065,67,73,138,12594,12820,25414,153,150,305,12818,13040,25857,64,48,112,6806,7244,14051,32,43,78,6902,7337,14243,Macedon Ranges (S)
24210,0,155,327,484,26,21,43,6654,2809,9461,39,17,62,6719,2846,9571,82,77,156,45541,48554,94097,275,353,629,45893,48986,94877,24,24,46,6601,7051,13648,34,48,84,6658,7120,13778,52,58,105,33385,35666,69048,217,269,489,33654,35990,69643,43,38,83,17344,18507,35850,74,109,185,17465,18661,36122,Manningham (C)
24250,0,24,55,75,6,9,12,1139,370,1503,8,0,14,1155,380,1531,22,23,47,3169,3148,6311,34,35,71,3222,3207,6429,6,7,20,601,667,1268,9,10,15,617,686,1296,17,16,25,2179,2144,4321,29,30,59,2222,2181,4409,7,23,28,1428,1516,2936,10,14,27,1445,1550,2993,Mansfield (S)
24330,3,191,241,429,28,13,45,4106,2078,6186,31,10,40,4172,2106,6271,172,152,322,29160,29129,58287,234,215,444,29563,29494,59061,42,33,75,7426,7153,14579,37,25,68,7511,7210,14720,88,97,187,17124,17822,34946,146,160,311,17366,18074,35443,121,78,200,17810,16996,34803,74,63,136,18006,17135,35137,Maribyrnong (C)
24410,3,261,451,709,41,31,77,9923,4602,14527,52,18,75,10022,4655,14677,221,240,462,42303,45079,87382,273,308,581,42793,45628,88425,36,41,75,6466,6960,13431,37,33,73,6537,7035,13573,139,147,281,29186,31126,60308,212,236,453,29532,31506,61042,91,111,205,17559,19007,36564,76,93,171,17725,19210,36938,Maroondah (C)
24600,8,193,256,451,28,31,59,3151,1947,5103,24,8,34,3209,1986,5198,135,113,248,34254,35848,70103,216,247,459,34599,36208,70812,70,91,159,21844,24280,46124,94,100,191,22000,24472,46469,55,53,106,12654,12923,25581,115,131,247,12819,13111,25930,147,148,290,42632,46300,88935,171,178,352,42951,46626,89581,Melbourne (C)
24650,17,363,695,1052,89,92,176,11453,6037,17492,73,35,111,11613,6167,17776,414,451,869,50888,52296,103182,420,474,886,51723,53216,104939,105,133,235,8235,8788,17023,45,64,112,8387,8983,17375,252,248,503,32907,33473,66383,281,317,591,33441,34033,67475,219,272,490,22597,24007,46610,145,163,299,22960,24442,47406,Melton (C)
24780,4,200,386,586,102,105,210,4901,2532,7427,50,18,67,5049,2656,7703,714,792,1509,18802,19504,38311,285,273,553,19800,20569,40364,185,210,389,3393,3540,6931,43,35,81,3616,3789,7408,417,450,870,12884,13205,26083,200,176,377,13501,13831,27330,368,432,808,8289,8939,17225,89,70,165,8746,9451,18198,Mildura (RC)
24850,6,134,288,423,61,37,100,4650,2072,6727,46,18,58,4757,2132,6885,246,249,498,15170,14995,30159,192,190,374,15608,15433,31032,62,47,107,2789,2672,5463,28,34,58,2874,2756,5630,152,125,274,9856,9727,19583,134,119,254,10143,9976,20116,125,138,263,6992,7054,14046,63,68,134,7173,7270,14441,Mitchell (S)
24900,0,80,185,274,43,21,66,3084,1427,4515,31,10,37,3165,1457,4618,185,168,359,10865,10983,21857,131,132,263,11192,11290,22474,49,65,114,1709,1774,3474,14,25,45,1774,1859,3635,120,87,213,7736,7725,15464,99,101,199,7952,7918,15871,87,108,192,4261,4488,8749,45,41,91,4385,4641,9024,Moira (S)
24970,3,275,462,739,31,19,56,8918,3996,12914,54,28,82,9005,4048,13049,150,148,301,66840,70146,136989,385,408,792,67381,70702,138082,37,46,87,15608,15546,31156,53,56,109,15704,15655,31354,89,91,180,44395,47311,91704,267,313,576,44745,47709,92461,86,95,181,35638,35933,71569,149,125,275,35863,36153,72023,Monash (C)
25060,3,224,363,587,38,20,60,7677,3043,10719,45,15,65,7762,3082,10842,150,137,295,42812,46019,88832,350,331,678,43307,46490,89803,51,59,105,7852,8351,16202,48,48,96,7942,8455,16399,106,96,200,29529,32090,61610,257,257,518,29884,32442,62326,99,91,191,19513,20675,40188,107,96,203,19715,20863,40585,Moonee Valley (C)
25150,0,73,168,242,36,16,52,3591,1546,5140,21,8,27,3646,1576,5222,155,141,295,12505,12668,25174,118,129,250,12785,12943,25724,22,30,59,1527,1663,3193,19,19,44,1575,1719,3292,85,82,168,8605,8565,17172,92,95,185,8784,8739,17523,70,70,137,4768,5212,9977,44,52,93,4877,5329,10207,Moorabool (S)
25250,3,322,464,786,62,34,96,9364,4119,13477,78,35,116,9501,4189,13692,274,294,572,57217,60470,117683,489,461,952,57976,61226,119209,86,108,190,13974,14174,28146,88,78,158,14143,14355,28496,140,150,297,36209,39371,75581,358,358,718,36703,39887,76589,184,220,406,32122,32562,64683,164,141,304,32471,32920,65392,Moreland (C)
25340,6,386,794,1178,118,71,191,16665,7198,23867,130,41,170,16913,7311,24222,490,479,962,57310,61394,118704,539,626,1167,58334,62504,120837,128,118,245,9878,10327,20202,88,86,173,10085,10529,20616,282,288,578,38626,40861,79489,401,468,866,39316,41612,80930,274,272,549,26292,28858,55157,194,193,386,26764,29325,56090,Mornington Peninsula (S)
17200,0,390,461,845,132,106,239,7174,3352,10529,39,22,68,7348,3490,10832,867,849,1710,61574,56380,117958,339,328,669,62782,57558,120337,259,231,494,27444,28319,55763,119,105,221,27824,28653,56478,528,523,1055,28475,25395,53872,209,207,411,29213,26131,55339,548,528,1073,59642,58270,117912,231,194,424,60418,58996,119410,Sydney (C)
17310,10,207,528,737,393,301,691,5705,2929,8632,68,32,95,6162,3254,9418,2152,2201,4360,19207,20462,39672,243,243,480,21601,22911,44514,574,647,1220,3682,3842,7520,51,42,98,4308,4528,8839,1184,1223,2411,12821,13537,26356,156,168,324,14165,14931,29093,1177,1313,2490,9090,9846,18938,98,83,182,10370,11249,21614,Tamworth Regional (A)
17350,0,30,48,73,16,13,23,626,274,896,10,0,10,650,284,927,52,56,105,2354,2369,4725,29,37,68,2440,2462,4897,16,8,27,317,336,656,6,3,12,345,349,691,23,27,53,1774,1732,3503,27,24,52,1821,1785,3609,36,30,64,773,871,1642,10,9,16,820,908,1731,Temora (A)
17100,0,54,131,181,6,7,12,1413,742,2159,10,6,17,1437,751,2186,43,37,77,14470,14547,29017,73,83,157,14589,14668,29258,11,19,30,3847,3516,7367,9,9,21,3863,3545,7412,25,28,55,8361,8836,17200,45,51,94,8430,8911,17347,32,24,55,9280,8599,17879,24,34,65,9333,8665,17995,Strathfield (A)
17150,5,532,1068,1606,257,126,382,22955,8242,31196,113,44,157,23318,8413,31728,976,942,1911,86259,90765,177024,527,554,1078,87760,92260,180019,180,195,372,10877,11410,22284,55,68,122,11110,11667,22778,620,614,1230,61201,64395,125597,424,418,848,62246,65427,127673,444,440,881,32329,34369,66700,127,162,290,32903,34965,67871,Sutherland Shire (A)
17400,0,36,59,93,25,15,37,622,309,930,5,6,12,651,338,987,145,161,310,2351,2371,4721,39,39,78,2537,2573,5110,40,33,67,268,329,601,3,6,7,311,370,674,93,99,194,1735,1741,3481,22,27,55,1851,1871,3723,62,78,138,796,892,1689,15,10,22,871,973,1848,Tenterfield (A)
22410,4,82,142,223,23,26,46,2188,1020,3206,20,7,30,2234,1050,3282,182,182,370,7530,7537,15066,111,100,204,7825,7816,15639,26,41,68,878,960,1838,11,20,33,919,1011,1938,102,94,192,5712,5602,11309,80,65,149,5888,5757,11651,95,95,192,2388,2563,4954,23,42,70,2510,2708,5215,Glenelg (S)
22490,0,68,133,199,17,11,25,2718,1142,3866,17,11,25,2751,1161,3912,89,94,184,8946,8600,17545,96,100,193,9130,8791,17927,9,7,15,1055,1025,2077,4,10,17,1069,1036,2107,48,49,99,6174,5796,11970,67,76,141,6281,5922,12200,54,42,90,3282,3298,6578,23,25,53,3358,3362,6722,Golden Plains (S)
22620,9,368,690,1061,134,92,228,11222,5683,16910,106,34,142,11471,5813,17280,659,656,1313,40002,42027,82029,453,463,922,41117,43151,84267,194,210,407,7014,7949,14959,58,61,118,7266,8217,15484,342,381,723,26226,27231,53457,318,346,660,26888,27948,54838,390,395,785,18540,20684,39225,150,141,289,19078,21223,40302,Greater Bendigo (C)
22670,7,409,575,985,29,24,57,9197,4557,13751,74,31,107,9307,4611,13919,184,198,377,57780,56943,114723,518,466,990,58488,57603,116089,36,40,81,11923,10557,22482,109,97,205,12066,10696,22766,120,135,259,36804,37568,74372,375,337,711,37303,38039,75345,83,90,173,29627,26559,56188,178,164,344,29889,26812,56698,Greater Dandenong (C)
22750,12,661,1179,1839,178,153,331,22540,11639,34175,166,75,235,22886,11861,34746,829,910,1733,84145,89774,173918,774,868,1641,85747,91551,177291,236,254,490,15927,17438,33361,142,142,287,16301,17836,34133,474,518,993,55552,59333,114889,540,612,1151,56561,60469,117028,475,529,1005,40380,44222,84603,279,330,610,41130,45083,86213,Greater Geelong (C)
25430,0,40,88,135,8,7,18,1709,671,2388,26,4,29,1746,681,2430,54,62,120,6765,7195,13953,104,105,210,6921,7364,14287,20,20,41,868,993,1859,9,15,24,903,1019,1926,40,48,92,4891,5021,9915,76,72,147,5010,5144,10156,23,22,46,2459,2873,5336,34,39,66,2516,2931,5450,Mount Alexander (S)
25490,0,54,86,139,11,12,22,1651,794,2453,20,8,27,1682,811,2493,80,70,151,6451,6415,12869,85,81,164,6618,6566,13187,17,17,33,844,885,1724,10,8,17,864,905,1774,50,45,98,4751,4670,9416,59,57,117,4858,4772,9629,29,26,61,2196,2308,4503,29,26,52,2250,2360,4612,Moyne (S)
25620,0,38,81,118,18,4,22,1726,670,2394,17,8,25,1761,686,2438,80,71,147,5397,5210,10604,69,74,147,5539,5353,10896,14,16,33,684,681,1361,11,13,24,714,710,1419,53,48,97,3915,3719,7641,49,62,110,4015,3829,7849,32,28,64,1946,1970,3917,21,23,47,2004,2018,4028,Murrindindi (S)
25710,0,104,225,329,22,10,30,5923,2079,8006,37,16,47,5983,2110,8087,99,114,211,25499,25918,51423,176,196,368,25770,26228,52002,4,14,11,2382,2623,5002,11,21,36,2396,2655,5048,68,79,146,19503,19755,39257,138,153,288,19713,19985,39693,22,39,63,7575,8017,15591,43,56,94,7643,8109,15747,Nillumbik (S)
25810,0,52,85,139,10,10,20,1182,520,1703,13,0,16,1207,530,1739,74,52,121,4450,4450,8896,65,58,118,4583,4559,9137,15,14,32,551,660,1209,3,7,9,570,688,1259,43,31,75,3368,3381,6754,49,46,89,3468,3462,6922,33,30,62,1431,1582,3016,14,18,36,1480,1626,3110,Northern Grampians (S)
25900,3,213,264,473,34,27,59,4647,2440,7090,31,14,46,4719,2475,7197,117,129,246,31717,33134,64849,222,220,438,32047,33478,65530,68,52,118,10410,11109,21522,37,41,78,10516,11201,21715,73,62,138,16772,17738,34510,150,146,295,16992,17941,34938,110,107,221,24473,25830,50303,96,90,181,24674,26034,50708,Port Phillip (C)
25990,0,30,41,67,8,3,11,719,291,1015,3,0,4,736,298,1037,36,47,83,2705,2646,5348,45,36,86,2787,2734,5520,8,15,24,285,318,600,6,0,3,295,338,630,30,32,56,1994,1964,3957,28,29,54,2049,2016,4065,18,32,48,856,875,1732,17,10,26,890,915,1806,Pyrenees (S)
26080,0,3,10,13,0,0,3,175,68,240,0,0,0,180,66,247,3,7,4,1032,1198,2227,19,13,27,1051,1215,2265,0,3,3,131,147,276,0,0,0,131,154,280,0,3,3,754,895,1652,11,8,17,767,908,1670,0,4,5,394,439,833,10,4,13,406,442,850,Queenscliffe (B)
26170,0,85,172,253,29,12,41,3288,1432,4725,24,9,32,3339,1458,4797,102,98,195,10873,11248,22117,127,131,255,11099,11468,22567,29,26,54,1487,1684,3167,19,19,36,1539,1727,3262,60,55,115,7806,7921,15727,93,96,193,7960,8077,16038,54,53,106,3999,4476,8471,33,38,68,4084,4573,8653,South Gippsland (S)
26260,3,57,131,191,16,8,27,1685,788,2466,16,7,20,1712,800,2511,75,108,176,6152,6400,12552,68,75,143,6291,6578,12872,35,25,58,823,912,1732,13,11,19,869,946,1814,38,69,108,4629,4764,9395,51,61,118,4722,4900,9623,44,48,97,2035,2247,4283,23,24,40,2102,2318,4416,Southern Grampians (S)
26350,3,124,236,363,28,15,40,3418,1862,5283,19,3,26,3469,1882,5353,106,88,191,33767,36999,70765,167,216,389,34041,37310,71345,49,35,89,10039,11511,21552,39,29,64,10132,11578,21701,46,44,93,19373,21708,41082,115,157,275,19538,21909,41451,102,78,177,23658,26237,49890,73,66,139,23827,26378,50206,Stonnington (C)
26430,0,21,57,77,15,4,19,1088,492,1582,13,5,18,1120,496,1621,40,34,79,3902,3975,7878,73,72,143,4015,4079,8092,17,11,33,520,589,1108,11,11,19,546,614,1159,28,21,46,2816,2836,5652,45,42,85,2889,2899,5792,26,25,49,1453,1576,3032,24,21,49,1498,1623,3127,Strathbogie (S)
26490,0,63,135,199,13,10,21,2827,1094,3918,18,3,23,2857,1113,3966,71,73,147,11001,11258,22262,110,111,223,11185,11444,22632,17,17,36,2073,2096,4176,14,11,28,2107,2126,4234,45,38,76,7264,7337,14608,88,79,166,7392,7458,14854,43,51,92,5243,5540,10783,35,43,75,5321,5633,10946,Surf Coast (S)
26610,0,55,121,175,50,39,87,1792,839,2629,24,8,34,1862,888,2751,326,334,661,7272,7206,14477,121,113,231,7713,7659,15371,52,71,118,1059,1062,2121,13,20,34,1122,1151,2273,194,202,394,5141,5065,10207,85,89,175,5420,5358,10777,128,153,274,2739,2808,5543,38,31,67,2895,2989,5889,Swan Hill (RC)
26670,0,21,53,73,3,5,14,762,316,1074,8,3,16,781,325,1100,40,33,71,2375,2282,4657,36,32,64,2451,2344,4793,3,8,12,313,279,593,5,0,9,319,295,611,25,25,48,1812,1719,3529,25,22,47,1864,1762,3628,17,20,33,770,775,1545,10,5,17,797,797,1595,Towong (S)
26700,0,98,166,260,35,20,56,2952,1437,4392,33,12,42,3024,1470,4499,128,137,267,10577,11289,21871,143,140,292,10852,11567,22426,52,39,91,1444,1629,3065,21,15,36,1517,1678,3195,81,80,159,7645,8061,15704,118,109,229,7839,8257,16091,83,73,149,3896,4384,8285,47,34,79,4023,4487,8511,Wangaratta (RC)
26730,3,93,228,317,40,24,68,3209,1742,4952,28,10,31,3275,1778,5052,214,196,409,11845,12870,24718,119,137,254,12175,13199,25378,53,53,102,2229,2447,4675,26,29,56,2308,2526,4830,125,123,248,7961,8607,16569,83,104,191,8173,8831,17009,106,98,206,5568,6199,11767,45,44,94,5725,6341,12064,Warrnambool (C)
26810,3,132,266,399,41,34,75,5057,2139,7189,38,12,57,5134,2187,7325,196,228,429,15839,16102,31943,206,178,383,16239,16512,32746,58,69,123,2406,2555,4962,28,41,71,2496,2661,5153,115,130,246,11221,11257,22469,141,122,261,11475,11500,22979,104,145,251,6267,6630,12896,65,67,131,6437,6840,13275,Wellington (S)
22310,6,186,313,498,12,15,28,6473,3180,9655,34,15,57,6523,3219,9740,80,98,174,51576,55366,106940,265,325,590,51914,55784,107702,25,39,56,10728,11354,22077,48,49,97,10798,11434,22233,47,45,90,33596,36368,69960,207,261,466,33851,36670,70517,48,79,131,26476,28099,54580,91,98,188,26620,28274,54897,Glen Eira (C)
26890,0,23,26,48,3,0,3,356,185,538,0,0,0,364,185,546,12,11,27,1633,1567,3203,19,28,49,1668,1614,3280,6,0,4,160,168,331,3,0,3,166,170,337,4,5,14,1295,1210,2504,19,22,35,1314,1239,2554,5,3,12,426,461,885,3,9,10,435,478,913,West Wimmera (S)
26980,3,274,427,706,21,18,34,8229,3751,11978,57,10,71,8304,3782,12082,140,136,277,60026,65254,125274,361,424,786,60524,65814,126343,28,28,56,12117,12480,24601,42,52,97,12193,12562,24753,88,84,180,41041,45201,86235,281,348,625,41409,45634,87044,64,67,136,28747,30174,58918,99,112,212,28909,30358,59267,Whitehorse (C)
27070,7,492,920,1411,111,106,219,15649,7919,23576,109,49,161,15876,8075,23955,604,631,1243,74547,76477,151026,668,699,1367,75819,77814,153635,129,171,295,13648,13815,27469,107,117,224,13887,14099,27989,327,357,686,47026,48280,95310,470,480,953,47826,49119,96943,311,357,668,35944,37089,73029,232,256,483,36487,37697,74181,Whittlesea (C)
27170,5,154,317,467,65,62,131,4225,2381,6600,20,4,29,4314,2450,6760,320,345,662,13725,14336,28058,133,147,273,14174,14823,28994,121,136,249,3148,3212,6359,14,24,36,3279,3366,6649,166,187,352,8497,8935,17430,82,87,163,8747,9205,17947,208,257,465,7556,7797,15352,57,46,103,7826,8101,15920,Wodonga (C)
27260,11,544,840,1385,118,96,216,15146,8264,23413,96,42,145,15364,8406,23771,588,617,1205,79788,80506,160290,561,596,1162,80939,81721,162659,140,162,300,16981,17299,34282,113,105,218,17239,17557,34795,303,338,643,45507,45892,91400,374,379,761,46188,46615,92801,332,355,683,44244,45149,89389,202,215,418,44778,45716,90488,Wyndham (C)
27350,0,145,198,350,28,13,44,3152,1757,4911,26,15,37,3207,1788,4993,133,130,268,27249,29040,56289,206,209,421,27593,29377,56975,48,47,92,9101,9849,18949,52,47,100,9202,9938,19138,69,71,143,14744,15980,30720,129,136,269,14945,16188,31133,110,100,210,20873,22215,43087,101,97,198,21088,22405,43492,Yarra (C)
