lga_code_2016,separate_house_nofb_0_i_b,separate_house_nofb_1,separate_house_nofb_2,separate_house_nofb_3,separate_house_nofb_4,separate_house_nofb_5,separate_house_nofb_6_or_m,separate_house_nofb_ns,separate_house_total,se_d_r_or_t_h_t_1_s_nofb_0_ib,se_d_r_or_t_h_t_1_st_nofb_1,se_d_r_or_t_h_t_1_st_nofb_2,se_d_r_or_t_h_t_1_st_nofb_3,se_d_r_or_t_h_t_1_st_nofb_4,se_d_r_or_t_h_t_1_st_nofb_5,se_d_r_or_t_h_t_1_st_nofb_6_m,se_d_r_or_t_h_t_1_st_nofb_ns,se_d_r_or_t_h_t_1_st_total,se_d_r_or_t_h_t_2_s_nofb_0_ib,se_d_r_or_t_h_t_2_sts_nofb_1,se_d_r_or_t_h_t_2_sts_nofb_2,se_d_r_or_t_h_t_2_sts_nofb_3,se_d_r_or_t_h_t_2_sts_nofb_4,se_d_r_or_t_h_t_2_sts_nofb_5,se_d_r_or_t_h_t_2_st_nofb_6_m,se_d_r_or_t_h_t_2_sts_nofb_ns,se_d_r_or_t_h_t_2_sts_total,se_d_r_or_t_h_t_tot_nofb_0_ib,se_d_r_or_t_h_t_tot_nofb_1,se_d_r_or_t_h_t_tot_nofb_2,se_d_r_or_t_h_t_tot_nofb_3,se_d_r_or_t_h_t_tot_nofb_4,se_d_r_or_t_h_t_tot_nofb_5,se_d_r_or_t_h_t_tot_nofb_6_m,se_d_r_or_t_h_t_tot_nofb_ns,se_d_r_or_t_h_t_tot_total,flt_at_1_or2_st_bl_nofb_0_ib,flt_at_in_1_or2_s_b_nofb_1,flt_at_in_1_or2_s_b_nofb_2,flt_at_in_1_or2_s_b_nofb_3,flt_at_in_1_or2_s_b_nofb_4,flt_at_in_1_or2_s_b_nofb_5,flt_at_in_1_or2_s_b_nob_6_m,flt_at_in_1_or2_s_b_nob_ns,flt_at_in_1_or2_s_b_total,flt_apt_3_st_bl_nob_0_ib,flt_apt_in_3_st_bl_nofb_1,flt_apt_in_3_st_bl_nofb_2,flt_apt_in_3_st_bl_nofb_3,flt_apt_in_3_st_bl_nofb_4,flt_apt_in_3_st_bl_nofb_5,flt_apt_in_3_s_bl_nofb_6_m,flt_apt_in_3_st_bl_nofb_ns,flt_apt_in_3_st_bl_total,flt_apt_4_or_m_s_b_nofb_0_ib,flt_apt_4_or_m_s_b_nofb_1,flt_apt_4_or_m_s_b_nofb_2,flt_apt_4_or_m_s_b_nofb_3,flt_apt_4_or_m_s_b_nofb_4,flt_apt_4_or_m_s_b_nofb_5,flt_apt_4_or_m_s_b_nofb_6_m,flt_apt_4_or_m_s_b_nofb_ns,flt_apt_4_or_m_s_b_total,flt_apt_at_to_a_h_nofb_0_ib,flt_apt_at_to_a_hse_nofb_1,flt_apt_at_to_a_hse_nofb_2,flt_apt_at_to_a_hse_nofb_3,flt_apt_at_to_a_hse_nofb_4,flt_apt_at_to_a_hse_nofb_5,flt_apt_at_to_a_hs_nofb_6_m,flt_apt_at_to_a_hs_nofb_ns,flt_apt_at_to_a_hse_total,flt_apart_tot_nofb_0_i_b,flt_apart_tot_nofb_1,flt_apart_tot_nofb_2,flt_apart_tot_nofb_3,flt_apart_tot_nofb_4,flt_apart_tot_nofb_5,flt_apart_tot_nofb_6_or_m,flt_apart_tot_nofb_ns,flt_apart_tot_total,other_dwelling_nofb_0_i_b,other_dwelling_nofb_1,other_dwelling_nofb_2,other_dwelling_nofb_3,other_dwelling_nofb_4,other_dwelling_nofb_5,other_dwelling_nofb_6_or_m,other_dwelling_nofb_ns,other_dwelling_total,dweling_structu_ns_nofb_0_i_b,dweling_structur_ns_nofb_1,dweling_structur_ns_nofb_2,dweling_structur_ns_nofb_3,dweling_structur_ns_nofb_4,dweling_structur_ns_nofb_5,dwelig_struct_ns_nofb_6_or_m,dweling_structur_ns_nofb_ns,dweling_structur_ns_total,total_nofb_0_i_b,total_nofb_1,total_nofb_2,total_nofb_3,total_nofb_4,total_nofb_5,total_nofb_6_or_m,total_nofb_ns,total_total,lga_name16
40700,3,109,1184,5074,3761,931,190,334,11594,6,230,1496,812,64,4,0,152,2763,0,110,328,522,99,4,0,76,1136,6,337,1825,1330,163,12,0,227,3905,3,319,1006,90,5,0,0,102,1531,0,14,93,4,0,0,0,19,135,0,38,81,33,0,0,0,17,184,0,0,0,0,0,0,0,0,0,7,379,1183,127,5,0,0,143,1850,0,0,3,4,0,0,0,4,15,0,3,10,12,4,0,0,6,34,14,830,4205,6556,3940,941,192,715,17390,Burnside (C)
40910,13,102,1149,8745,3528,520,90,470,14625,5,117,1067,1358,252,24,4,188,3012,0,0,93,275,116,26,0,19,535,5,118,1163,1633,366,50,4,211,3549,8,203,1103,184,10,3,4,103,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,203,1107,185,13,3,4,101,1620,0,0,0,7,3,0,0,0,13,0,6,4,20,8,3,4,5,53,31,426,3424,10585,3919,571,105,791,19852,Campbelltown (C) (SA)
37400,3,20,94,184,68,19,15,40,441,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,18,5,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,3,26,65,75,4,22,18,3,3,50,242,0,0,3,3,3,0,0,0,10,72,112,112,207,87,20,11,101,725,Winton (S)
41010,5,17,125,657,251,39,6,137,1245,0,0,11,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,16,0,17,33,0,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,0,0,0,0,4,58,77,56,38,77,35,5,0,141,428,0,0,4,0,0,0,0,3,11,81,85,210,739,293,53,6,287,1760,Ceduna (DC)
41060,36,253,3890,16841,5751,779,142,1252,28963,16,596,3380,3110,289,36,20,521,7962,6,95,1108,2242,706,108,20,262,4548,27,685,4489,5351,995,141,36,782,12510,18,470,2309,276,14,0,4,309,3407,3,43,372,38,0,0,3,72,522,0,55,356,97,4,0,0,52,551,0,14,13,4,0,0,0,3,28,19,578,3043,413,13,0,7,434,4511,13,35,33,24,10,0,4,29,156,0,15,36,71,25,3,3,10,164,96,1569,11491,22707,6802,933,194,2508,46300,Charles Sturt (C)
37550,0,12,48,95,40,3,4,12,224,0,0,30,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,78,102,40,3,4,13,258,Woorabinda (S)
41330,12,71,176,264,81,31,7,157,796,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,5,8,0,0,0,11,44,6,15,9,8,0,0,3,23,66,31,98,190,288,84,30,6,191,922,Coober Pedy (DC)
41560,8,72,759,2890,1341,149,16,375,5608,0,64,132,68,3,0,0,32,297,0,0,4,10,7,0,0,0,18,0,64,136,81,6,0,0,33,316,0,18,73,38,3,0,0,22,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,73,38,3,0,0,22,146,9,27,16,12,0,0,0,39,114,0,3,0,5,13,0,0,7,26,23,177,982,3026,1361,157,17,468,6210,Copper Coast (DC)
41750,3,12,68,192,92,11,3,21,400,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,14,21,13,10,3,0,0,14,76,0,0,0,6,0,0,0,0,11,16,38,77,207,102,17,3,32,497,Elliston (DC)
37570,0,0,19,33,10,0,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,33,10,0,0,0,82,Wujal Wujal (S)
37600,4,6,4,95,184,28,0,7,333,0,0,21,13,11,3,0,0,49,0,0,5,0,0,0,0,0,6,0,0,25,18,11,3,0,0,54,0,5,25,7,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,7,0,0,0,3,34,16,21,12,4,0,0,0,12,68,0,0,0,0,0,0,0,0,0,19,29,73,126,194,30,3,22,490,Yarrabah (S)
42110,4,52,275,780,346,64,19,126,1673,0,17,19,7,3,0,0,3,51,0,0,0,0,0,0,0,0,0,0,17,19,7,3,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,5,9,0,0,0,14,53,0,3,3,4,3,0,0,5,25,23,80,309,800,349,63,21,150,1797,Goyder (DC)
42250,5,49,316,1421,710,129,18,154,2802,0,0,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,16,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5,13,6,3,0,0,0,4,34,0,0,3,10,0,0,0,0,17,11,61,345,1435,710,130,18,163,2874,Grant (DC)
42750,11,75,331,887,377,50,12,175,1923,0,9,18,7,0,0,0,4,42,0,0,0,0,0,0,0,0,0,0,9,18,7,0,0,0,4,42,0,7,14,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,24,0,9,3,9,0,0,0,9,30,0,0,0,18,3,0,0,12,37,11,108,374,916,378,54,12,198,2054,Kangaroo Island (DC)
40070,7,63,337,415,168,58,23,86,1152,13,274,515,191,31,5,3,129,1158,4,126,966,834,91,14,3,194,2226,16,400,1480,1025,116,16,5,318,3380,11,219,281,124,3,3,0,107,752,20,192,591,86,4,0,3,158,1052,71,794,1724,371,33,4,3,361,3357,0,0,3,0,0,0,0,0,5,99,1207,2599,582,46,8,8,620,5168,0,16,23,17,5,3,9,133,197,3,14,20,12,4,0,3,46,104,127,1701,4456,2049,333,84,47,1206,10004,Adelaide (C)
40120,23,205,1521,6268,4117,815,181,558,13692,0,40,136,69,7,0,0,22,279,0,0,7,27,6,0,0,3,43,0,41,147,99,11,0,0,28,328,0,15,68,3,3,0,0,7,99,0,3,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,76,5,3,0,0,7,115,9,11,9,3,7,0,0,18,58,0,7,36,40,10,3,3,4,106,34,287,1789,6416,4144,820,186,612,14293,Adelaide Hills (DC)
40220,28,182,1495,5104,2414,323,70,567,10186,0,19,121,50,4,3,0,15,212,0,0,12,47,4,3,0,3,74,3,19,135,96,13,5,0,17,289,0,49,85,29,0,0,0,27,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,85,29,0,0,0,27,188,27,47,32,12,6,3,3,23,157,0,0,12,6,12,0,0,7,40,58,306,1755,5251,2442,335,71,634,10859,Alexandrina (DC)
40250,7,16,99,295,58,4,3,61,536,0,3,33,9,0,0,0,13,57,0,0,0,0,0,0,0,0,0,0,3,33,9,0,0,0,13,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,12,0,0,0,0,0,0,0,6,6,5,28,129,301,58,4,3,77,610,Anangu Pitjantjatjara (AC)
40310,7,103,941,4184,2566,283,42,400,8536,0,46,214,209,5,0,0,38,517,0,0,3,0,0,0,0,3,9,0,46,216,212,5,3,0,44,526,0,51,49,21,0,0,3,27,141,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,48,21,0,0,3,27,146,37,37,19,7,7,0,0,22,124,3,7,8,23,6,0,0,3,52,47,242,1234,4444,2587,290,48,499,9382,Barossa (DC)
41190,0,13,87,393,157,25,4,45,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,13,12,9,0,0,43,114,0,0,0,4,0,0,0,0,11,20,36,99,410,165,31,5,89,858,Cleve (DC)
41830,0,13,119,338,135,33,3,43,678,0,3,13,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,13,7,0,0,0,0,29,0,9,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,15,7,17,7,6,0,0,0,23,55,0,0,0,3,0,0,0,0,8,9,39,137,354,136,33,4,66,778,Flinders Ranges (DC)
41960,3,8,51,265,104,16,0,48,496,0,4,16,0,0,0,0,5,31,0,0,3,0,0,0,0,0,3,0,4,17,0,0,0,0,5,31,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,13,13,4,3,0,0,40,80,0,0,0,0,0,0,0,0,3,15,27,74,278,115,16,0,93,613,Franklin Harbour (DC)
42030,6,116,823,4081,2049,278,51,384,7796,11,161,510,510,30,0,0,112,1345,0,0,18,40,5,0,0,9,79,11,161,534,554,38,0,0,123,1426,27,15,74,6,0,0,0,15,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,74,6,0,0,0,15,134,19,46,10,4,0,0,0,26,106,0,4,11,6,8,0,0,8,32,55,341,1450,4660,2089,278,56,560,9498,Gawler (T)
42600,0,69,996,4336,1993,319,82,323,8114,5,240,2011,793,47,7,4,230,3333,0,45,292,530,125,14,0,87,1095,3,281,2307,1320,176,21,7,311,4422,3,403,855,85,6,3,6,171,1536,0,107,385,117,3,0,0,74,685,4,201,321,210,12,0,0,104,847,0,0,0,3,0,0,0,0,3,5,715,1563,410,24,3,6,347,3077,5,16,20,13,4,0,0,23,76,0,8,16,22,8,0,0,11,76,23,1083,4906,6102,2198,343,96,1011,15762,Holdfast Bay (C)
43080,0,8,64,234,75,14,0,33,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,16,0,0,0,0,0,0,0,0,0,4,11,71,237,78,14,3,36,446,Karoonda East Murray (DC)
43220,0,8,39,208,109,7,4,29,406,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,6,3,15,42,208,113,7,4,29,429,Kimba (DC)
43360,0,23,107,485,243,35,3,62,952,0,0,27,6,0,0,0,0,37,0,0,0,4,0,0,0,0,4,0,0,27,6,0,0,0,0,38,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,29,145,497,244,35,8,66,1019,Kingston (DC) (SA)
43650,9,58,416,2140,1891,312,46,237,5104,0,24,29,9,4,0,3,11,69,0,0,0,0,0,0,0,0,0,0,24,29,9,4,0,3,11,69,0,8,4,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,3,14,4,9,4,10,7,0,0,3,38,0,0,0,5,7,0,0,4,19,8,93,456,2165,1907,315,49,258,5243,Light (RegC)
43710,10,64,252,917,528,64,22,116,1975,0,10,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,17,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,24,37,7,12,0,0,0,23,102,0,0,3,9,4,0,0,3,15,34,111,271,942,529,65,22,142,2115,Lower Eyre Peninsula (DC)
43790,8,75,467,2331,956,133,14,243,4225,0,24,156,76,3,0,0,34,285,0,0,0,0,0,0,0,0,0,0,24,156,76,3,0,0,34,285,0,44,81,3,0,0,0,14,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,81,3,0,0,0,14,142,20,33,12,10,8,0,0,39,114,0,0,3,9,5,3,0,3,23,25,170,717,2435,973,133,12,331,4796,Loxton Waikerie (DC)
43920,13,40,240,1404,1018,164,44,229,3150,0,8,0,8,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,3,21,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,12,3,7,3,0,0,13,33,0,3,4,9,7,0,0,4,26,16,62,252,1419,1028,163,44,248,3242,Mallala (DC)
44000,0,3,4,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,15,Maralinga Tjarutja (AC)
44060,20,165,2460,14784,5696,877,141,964,25116,4,500,2566,3035,179,24,9,439,6760,3,38,459,1215,119,18,6,131,1979,7,541,3021,4248,303,41,17,573,8742,7,381,1609,331,14,0,0,241,2577,0,0,7,0,0,0,0,0,10,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,385,1618,334,14,0,0,241,2592,3,4,19,13,5,0,0,13,58,0,3,24,72,8,3,0,8,119,40,1099,7136,19442,6025,922,158,1801,36635,Marion (C)
44210,24,140,682,1731,654,79,26,281,3622,0,16,4,11,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,16,4,11,0,0,0,5,40,0,0,4,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,14,31,31,31,7,3,0,20,134,0,4,11,17,5,0,0,4,38,36,196,734,1793,668,81,26,313,3848,Mid Murray (DC)
44340,13,184,2047,9536,5694,1179,217,656,19524,3,135,745,885,233,20,3,114,2140,0,10,78,99,55,13,5,74,337,3,146,824,984,288,31,4,185,2474,10,321,1662,146,13,0,3,164,2322,0,25,85,0,0,0,0,20,139,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,348,1754,152,11,3,3,184,2463,0,0,17,13,7,6,0,3,46,8,14,23,30,4,0,0,17,97,36,698,4655,10713,6006,1217,228,1044,24607,Mitcham (C)
44550,16,141,926,5770,3797,531,95,610,11881,0,88,238,140,11,0,3,40,523,0,0,8,0,6,0,0,0,13,0,91,240,138,15,0,3,42,537,0,3,41,12,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,12,0,0,0,4,58,11,38,29,8,3,0,0,8,102,0,3,5,19,7,0,0,6,36,29,275,1243,5949,3818,533,97,670,12616,Mount Barker (DC)
44620,13,60,882,4757,1857,214,44,416,8240,5,95,530,661,36,4,4,136,1476,0,3,14,21,3,0,0,3,42,5,99,541,683,41,4,4,135,1518,10,117,585,170,8,0,0,85,973,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,3,18,0,0,0,0,0,0,0,0,0,10,117,597,174,8,0,0,90,996,10,19,12,12,7,3,0,19,76,3,0,16,16,3,0,0,14,53,41,298,2041,5641,1917,224,55,666,10889,Mount Gambier (C)
44830,6,26,211,584,245,24,11,81,1188,0,0,11,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,5,6,3,0,0,32,63,3,0,0,11,0,0,0,0,16,13,43,230,601,251,27,13,115,1287,Mount Remarkable (DC)
45040,10,94,830,3985,1652,189,40,456,7263,0,93,319,343,23,3,5,100,887,0,6,5,0,0,3,0,3,24,3,98,328,343,19,6,5,107,908,0,7,23,3,0,0,0,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,3,0,0,0,12,53,11,34,23,14,3,0,0,26,110,4,12,7,15,13,0,0,7,71,33,248,1211,4367,1686,200,50,609,8401,Murray Bridge (RC)
45400,0,11,49,163,74,13,3,22,345,0,4,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,22,30,0,0,3,10,7,0,0,0,21,3,20,58,175,83,15,11,49,412,Orroroo/Carrieton (DC)
51260,19,121,706,4188,5622,552,95,746,12052,3,121,377,358,80,4,0,129,1077,0,13,9,79,41,6,0,21,168,3,136,384,435,124,9,0,146,1239,0,14,9,3,3,0,0,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,19,15,4,3,0,0,12,46,34,89,259,70,9,3,3,76,552,0,4,14,17,15,4,0,13,65,60,381,1373,4720,5774,571,100,995,13960,Busselton (C)
51310,0,32,539,2474,3004,870,152,367,7443,0,16,199,225,29,5,0,40,516,0,31,79,378,80,4,0,43,616,0,50,280,601,110,8,0,85,1129,0,130,212,35,11,0,3,60,453,3,109,129,28,0,0,0,30,288,0,262,131,7,3,0,0,79,486,0,0,0,0,0,0,0,0,0,4,504,468,70,7,0,4,169,1221,0,0,3,3,0,0,0,7,18,0,0,0,12,0,0,0,0,14,4,587,1289,3159,3123,876,154,624,9826,Cambridge (T)
45090,3,37,362,1713,714,97,13,147,3091,0,37,43,13,0,0,0,7,98,0,0,0,0,0,0,0,0,0,0,37,43,13,0,0,0,7,98,0,23,29,3,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,3,0,0,0,3,57,7,7,12,0,0,0,0,10,34,0,3,3,6,0,0,0,3,17,8,105,446,1731,721,103,13,172,3301,Naracoorte and Lucindale (DC)
45120,3,51,283,930,410,53,16,112,1861,0,9,9,6,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,9,9,6,0,0,0,3,35,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,9,14,0,11,9,0,0,21,54,0,0,3,7,3,0,4,4,19,13,76,295,953,425,58,19,138,1975,Northern Areas (DC)
45290,4,84,1263,4366,1668,326,49,339,8099,0,278,1581,775,91,9,7,167,2915,0,68,646,864,85,17,0,131,1801,0,351,2228,1642,176,29,7,292,4715,11,472,1426,154,7,0,3,158,2229,0,27,180,0,4,0,0,33,247,0,11,100,28,0,0,0,5,152,0,3,0,0,0,0,0,0,3,15,508,1712,181,7,0,3,202,2629,8,8,16,16,9,0,0,13,65,0,5,16,21,11,3,0,7,65,26,953,5232,6219,1873,359,57,858,15568,Norwood Payneham St Peters (C)
45340,66,398,3521,34429,14679,2113,321,2748,58270,32,427,2777,1068,41,0,5,462,4829,3,8,142,364,52,9,0,79,662,34,439,2919,1439,95,8,5,546,5484,3,160,723,368,21,0,0,102,1381,0,3,31,4,0,0,0,26,63,0,6,36,10,0,0,0,12,61,0,5,5,3,0,0,0,0,15,3,174,792,384,21,0,0,136,1521,51,138,112,23,9,0,0,55,380,3,21,38,59,23,0,0,12,155,152,1170,7377,36329,14833,2127,323,3497,65816,Onkaparinga (C)
47910,6,13,167,545,199,27,6,57,1026,0,0,34,13,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,40,13,0,0,0,3,62,0,18,13,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,34,8,28,10,3,0,0,0,9,57,0,0,4,3,0,0,0,4,13,17,64,229,568,201,27,6,70,1190,Tumby Bay (DC)
51330,26,194,1019,9187,11422,1947,433,1152,25382,8,216,1182,2640,485,68,42,425,5059,4,39,66,217,125,39,38,54,587,9,250,1250,2853,610,102,78,479,5642,0,55,229,408,26,3,3,73,801,0,4,3,31,0,0,0,8,47,0,30,103,0,0,0,0,35,174,0,0,0,0,0,0,0,0,0,5,87,341,433,26,3,3,116,1022,0,0,4,4,5,0,4,6,28,0,0,4,29,20,0,3,11,76,42,540,2615,12511,12088,2057,527,1767,32146,Canning (C)
51400,11,19,169,1372,3301,332,48,331,5590,0,17,54,54,3,0,0,7,138,0,6,0,0,0,0,0,0,17,0,26,51,54,3,0,0,12,147,0,67,29,13,0,0,0,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,29,13,0,0,0,11,131,0,4,0,4,3,0,0,4,15,0,0,0,7,3,0,0,3,14,12,124,255,1449,3313,336,48,364,5897,Capel (S)
45540,0,14,126,451,80,13,6,69,768,0,0,10,14,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,25,0,10,4,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,7,15,6,14,8,3,0,0,0,0,31,0,0,0,0,0,0,0,0,7,13,36,141,468,82,15,6,80,836,Peterborough (DC)
