lga_code16,lab_1000_1249_h_0,lab_1000_1249_h_1_15,lab_1000_1249_h_16_24,lab_1000_1249_h_25_34,lab_1000_1249_h_35_39,lab_1000_1249_h_40,lab_1000_1249_h_41_48,lab_1000_1249_h_49mo,lab_1000_1249_h_ns,lab_1000_1249_h_tot,lab_1250_1499_h_0,lab_1250_1499_h_1_15,lab_1250_1499_h_16_24,lab_1250_1499_h_25_34,lab_1250_1499_h_35_39,lab_1250_1499_h_40,lab_1250_1499_h_41_48,lab_1250_1499_h_49mo,lab_1250_1499_h_ns,lab_1250_1499_h_tot,lab_1500_1749_h_0,lab_1500_1749_h_1_15,lab_1500_1749_h_16_24,lab_1500_1749_h_25_34,lab_1500_1749_h_35_39,lab_1500_1749_h_40,lab_1500_1749_h_41_48,lab_1500_1749_h_49mo,lab_1500_1749_h_ns,lab_1500_1749_h_tot,lab_1750_1999_h_0,lab_1750_1999_h_1_15,lab_1750_1999_h_16_24,lab_1750_1999_h_25_34,lab_1750_1999_h_35_39,lab_1750_1999_h_40,lab_1750_1999_h_41_48,lab_1750_1999_h_49mo,lab_1750_1999_h_ns,lab_1750_1999_h_tot,lab_2000_2999_h_0,lab_2000_2999_h_1_15,lab_2000_2999_h_16_24,lab_2000_2999_h_25_34,lab_2000_2999_h_35_39,lab_2000_2999_h_40,lab_2000_2999_h_41_48,lab_2000_2999_h_49mo,lab_2000_2999_h_ns,lab_2000_2999_h_tot,lab_3000mo_h_0,lab_3000mo_h_1_15,lab_3000mo_h_16_24,lab_3000mo_h_25_34,lab_3000mo_h_35_39,lab_3000mo_h_40,lab_3000mo_h_41_48,lab_3000mo_h_49mo,lab_3000mo_h_ns,lab_3000mo_h_tot,lab_pins_h_0,lab_pins_h_1_15,lab_pins_h_16_24,lab_pins_h_25_34,lab_pins_h_35_39,lab_pins_h_40,lab_pins_h_41_48,lab_pins_h_49mo,lab_pins_h_ns,lab_pins_h_tot,lab_tot_h_0,lab_tot_h_1_15,lab_tot_h_16_24,lab_tot_h_25_34,lab_tot_h_35_39,lab_tot_h_40,lab_tot_h_41_48,lab_tot_h_49mo,lab_tot_h_ns,lab_tot_h_tot,oidns_nni_h_0,oidns_nni_h_1_15,oidns_nni_h_16_24,oidns_nni_h_25_34,oidns_nni_h_35_39,oidns_nni_h_40,oidns_nni_h_41_48,oidns_nni_h_49mo,oidns_nni_h_ns,oidns_nni_h_tot,oidns_1_149_h_0,oidns_1_149_h_1_15,oidns_1_149_h_16_24,oidns_1_149_h_25_34,oidns_1_149_h_35_39,oidns_1_149_h_40,oidns_1_149_h_41_48,oidns_1_149_h_49mo,oidns_1_149_h_ns,oidns_1_149_h_tot,oidns_150_299_h_0,oidns_150_299_h_1_15,oidns_150_299_h_16_24,oidns_150_299_h_25_34,oidns_150_299_h_35_39,oidns_150_299_h_40,oidns_150_299_h_41_48,oidns_150_299_h_49mo,oidns_150_299_h_ns,oidns_150_299_h_tot,oidns_300_399_h_0,oidns_300_399_h_1_15,oidns_300_399_h_16_24,oidns_300_399_h_25_34,oidns_300_399_h_35_39,oidns_300_399_h_40,oidns_300_399_h_41_48,oidns_300_399_h_49mo,oidns_300_399_h_ns,oidns_300_399_h_tot,oidns_400_499_h_0,oidns_400_499_h_1_15,oidns_400_499_h_16_24,oidns_400_499_h_25_34,oidns_400_499_h_35_39,oidns_400_499_h_40,oidns_400_499_h_41_48,oidns_400_499_h_49mo,oidns_400_499_h_ns,oidns_400_499_h_tot,oidns_500_649_h_0,oidns_500_649_h_1_15,oidns_500_649_h_16_24,oidns_500_649_h_25_34,oidns_500_649_h_35_39,oidns_500_649_h_40,oidns_500_649_h_41_48,oidns_500_649_h_49mo,oidns_500_649_h_ns,oidns_500_649_h_tot,oidns_650_799_h_0,oidns_650_799_h_1_15,oidns_650_799_h_16_24,oidns_650_799_h_25_34,oidns_650_799_h_35_39,oidns_650_799_h_40,oidns_650_799_h_41_48,oidns_650_799_h_49mo,oidns_650_799_h_ns,oidns_650_799_h_tot,oidns_800_999_h_0,oidns_800_999_h_1_15,oidns_800_999_h_16_24,oidns_800_999_h_25_34,oidns_800_999_h_35_39,oidns_800_999_h_40,oidns_800_999_h_41_48,oidns_800_999_h_49mo,oidns_800_999_h_ns,oidns_800_999_h_tot,oidns_1000_1249_h_0,oidns_1000_1249_h_1_15,oidns_1000_1249_h_16_24,oidns_1000_1249_h_25_34,oidns_1000_1249_h_35_39,oidns_1000_1249_h_40,oidns_1000_1249_h_41_48,oidns_1000_1249_h_49mo,oidns_1000_1249_h_ns,oidns_1000_1249_h_tot,oidns_1250_1499_h_0,oidns_1250_1499_h_1_15,oidns_1250_1499_h_16_24,oidns_1250_1499_h_25_34,oidns_1250_1499_h_35_39,oidns_1250_1499_h_40,oidns_1250_1499_h_41_48,oidns_1250_1499_h_49mo,oidns_1250_1499_h_ns,oidns_1250_1499_h_tot,oidns_1500_1749_h_0,oidns_1500_1749_h_1_15,oidns_1500_1749_h_16_24,oidns_1500_1749_h_25_34,oidns_1500_1749_h_35_39,oidns_1500_1749_h_40,oidns_1500_1749_h_41_48,oidns_1500_1749_h_49mo,oidns_1500_1749_h_ns,oidns_1500_1749_h_tot,oidns_1750_1999_h_0,oidns_1750_1999_h_1_15,oidns_1750_1999_h_16_24,oidns_1750_1999_h_25_34,oidns_1750_1999_h_35_39,oidns_1750_1999_h_40,oidns_1750_1999_h_41_48,oidns_1750_1999_h_49mo,oidns_1750_1999_h_ns,oidns_1750_1999_h_tot,lga_name16
20660,3,3,11,20,76,48,23,32,0,219,4,3,3,4,21,29,20,18,4,102,0,0,0,7,15,11,5,13,0,55,0,3,4,0,3,3,4,4,0,26,0,4,0,0,3,4,0,13,0,24,0,0,0,0,0,0,0,4,0,11,3,10,3,3,13,3,3,0,8,44,79,708,385,348,509,285,120,159,66,2666,0,4,3,0,3,0,0,0,14,22,0,11,0,0,0,0,0,0,6,16,0,13,4,0,0,0,0,0,13,34,3,8,3,4,0,0,0,0,8,27,3,4,11,3,3,0,0,0,18,38,8,3,7,5,8,5,0,0,14,49,0,0,0,6,5,9,7,0,10,41,3,3,4,4,17,11,7,3,13,63,4,9,0,3,13,16,4,4,16,69,4,0,0,3,5,9,0,3,10,41,0,0,4,3,0,8,3,3,8,34,0,0,0,0,0,6,0,6,6,18,Banyule (C)
20740,0,3,10,9,22,24,8,6,0,84,0,0,0,0,3,15,4,12,0,37,0,0,0,0,0,7,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,9,0,3,0,0,3,3,0,3,0,11,0,5,4,4,7,4,0,0,0,28,70,367,214,170,140,136,38,56,26,1219,3,0,0,0,0,0,0,0,3,8,3,4,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,10,12,4,3,3,3,0,0,0,0,9,22,0,0,0,3,3,3,0,5,7,22,0,0,0,0,3,0,0,0,3,11,0,0,0,0,3,5,0,4,0,16,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,Bass Coast (S)
20830,0,8,6,3,38,46,30,27,0,161,3,5,0,9,14,17,15,20,0,81,0,0,0,0,4,9,18,13,0,45,0,3,0,0,0,8,3,3,0,16,0,0,0,0,3,3,14,10,0,32,0,0,0,0,0,0,3,6,0,13,0,14,3,0,7,3,0,0,8,44,90,577,269,275,384,251,147,161,36,2179,0,0,0,0,0,0,0,0,3,14,4,3,0,0,0,0,0,0,6,20,3,4,0,0,0,0,0,0,3,10,0,4,4,0,0,0,0,0,0,8,4,0,5,7,0,0,0,0,5,15,0,3,0,0,0,0,0,0,8,15,0,0,3,0,6,4,3,3,5,18,0,0,0,0,6,3,0,0,3,15,0,0,0,0,4,9,0,5,8,27,0,0,0,0,0,4,0,4,8,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,3,Baw Baw (S)
20910,5,8,6,8,55,39,17,23,0,167,0,3,0,3,9,22,16,9,0,61,3,0,3,0,10,11,9,9,0,52,0,0,0,0,3,3,3,0,0,12,0,0,0,0,3,0,3,3,0,17,0,3,0,3,3,6,0,0,0,17,0,10,5,3,11,4,0,0,0,25,44,484,310,228,276,221,97,89,33,1771,3,3,0,0,0,0,0,5,7,19,0,9,0,0,0,0,0,0,6,22,0,4,0,0,0,0,0,0,4,11,0,0,6,0,0,3,0,0,5,18,6,7,0,0,3,3,0,0,11,31,0,3,3,6,3,0,0,0,4,27,3,3,0,11,0,0,0,0,14,31,0,0,0,3,14,6,0,4,13,42,0,3,5,4,12,6,3,10,15,54,4,0,0,0,0,14,3,0,10,31,0,3,0,3,3,10,0,6,4,26,0,3,0,3,3,0,0,4,6,24,Bayside (C)
21010,5,0,0,0,17,17,6,8,0,59,0,0,0,0,6,3,5,9,0,23,0,0,3,0,3,3,3,3,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,3,0,0,6,17,32,164,87,78,111,87,41,46,15,653,3,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,7,Benalla (RC)
21110,7,12,20,16,52,59,19,28,3,219,3,12,0,19,23,32,16,20,0,135,0,3,9,5,14,17,4,22,4,81,0,4,0,0,8,13,8,12,0,42,0,0,0,0,4,5,10,24,0,43,0,0,0,3,0,3,0,3,0,20,0,11,12,12,4,5,0,3,9,52,80,994,721,440,410,296,122,186,72,3319,6,0,0,0,3,3,0,6,25,43,0,20,3,3,0,0,0,0,17,46,0,16,4,0,0,0,0,0,17,42,6,15,17,7,0,3,0,0,22,58,7,3,11,8,3,3,0,4,34,66,5,11,14,15,8,6,0,3,16,79,3,10,3,7,16,8,0,6,34,88,0,11,4,11,21,15,0,3,32,97,4,8,8,9,24,19,12,4,19,108,3,9,3,3,10,17,8,5,16,71,3,0,3,4,14,19,5,11,9,78,0,0,3,3,8,11,12,6,11,56,Boroondara (C)
21180,27,22,25,58,229,237,87,77,14,772,6,15,5,18,95,90,52,70,0,350,9,4,10,10,34,44,22,57,4,183,5,3,3,4,24,22,21,31,5,114,0,0,8,6,11,13,17,46,3,106,3,4,3,3,0,9,4,4,0,28,3,26,14,14,30,25,9,5,21,152,177,1262,942,921,1728,1119,384,436,162,7131,4,8,0,0,3,3,0,3,20,50,7,19,0,0,0,0,0,0,23,44,4,13,10,4,3,0,0,0,27,51,5,15,11,5,3,8,0,0,22,79,0,10,18,11,0,7,3,3,27,81,9,6,11,11,15,16,3,0,55,126,3,11,14,14,41,20,4,5,45,160,6,7,7,12,34,26,4,14,54,167,3,5,0,4,37,34,10,13,42,151,0,0,0,3,19,27,15,13,15,89,0,0,0,3,9,5,3,12,14,51,0,0,0,0,9,15,0,4,12,41,Brimbank (C)
21270,0,0,0,0,7,6,0,3,0,18,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,91,35,36,33,42,22,34,8,311,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buloke (S)
21370,9,6,9,26,70,68,38,43,3,267,4,0,4,0,23,20,20,27,0,118,3,0,0,3,19,20,19,27,0,92,3,0,0,0,5,5,33,8,0,60,0,3,0,3,5,3,12,14,0,35,0,0,0,0,3,0,3,5,0,13,0,9,3,5,12,9,5,5,7,47,89,419,221,292,421,298,206,223,57,2226,4,0,0,0,0,0,0,0,5,14,0,4,0,0,0,0,0,0,9,13,0,3,0,0,0,0,0,0,4,8,0,7,0,0,0,0,0,0,11,22,3,3,0,0,0,0,0,3,10,21,0,0,3,6,0,0,0,3,12,22,0,0,0,6,4,6,0,0,16,31,0,0,0,0,3,3,3,0,7,25,4,0,0,0,0,3,3,0,4,22,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,5,Campaspe (S)
21450,4,10,13,11,50,92,33,42,6,254,3,3,3,6,19,36,34,31,0,143,0,0,0,3,11,23,13,21,3,83,0,0,0,0,3,4,6,14,0,31,0,0,0,3,6,12,4,13,0,33,3,0,0,3,0,4,0,6,0,25,3,14,11,5,6,11,3,3,6,65,94,720,385,324,431,427,202,218,70,2866,0,4,0,0,0,0,0,4,9,18,0,9,0,0,0,0,0,0,10,20,0,6,0,0,0,3,0,0,3,15,0,3,3,0,0,0,0,0,11,20,0,0,7,0,6,0,0,0,14,26,0,7,5,9,6,0,0,4,8,29,0,0,3,0,7,6,3,0,10,30,0,0,0,0,3,11,4,4,12,37,0,3,3,0,9,6,0,3,11,34,0,0,0,4,0,4,0,0,4,14,0,0,0,3,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,8,Cardinia (S)
21610,11,15,12,56,125,147,75,93,3,541,5,3,8,14,42,56,31,61,3,224,4,3,12,8,28,42,19,51,3,161,3,3,4,3,8,30,20,23,3,93,3,4,0,0,9,12,13,29,0,63,0,6,0,0,4,5,3,5,0,25,7,28,13,11,26,23,10,4,17,135,201,1712,940,869,1254,876,395,459,129,6834,12,7,3,0,0,0,0,0,22,45,0,31,4,0,5,0,0,0,18,56,0,13,4,6,0,0,0,0,21,51,0,3,16,4,0,0,0,3,14,45,3,10,6,5,0,0,0,3,14,42,3,10,10,11,5,0,3,9,26,78,3,13,5,13,24,18,0,5,20,96,3,0,7,8,26,17,12,7,24,98,3,0,0,5,22,27,11,14,15,93,3,0,3,3,5,18,6,9,22,77,3,0,0,5,5,8,3,10,9,39,0,0,0,0,3,8,3,4,7,32,Casey (C)
21670,3,0,0,0,3,7,11,3,0,29,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,12,36,172,89,89,102,67,38,21,10,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,0,0,0,0,3,0,0,0,4,4,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Central Goldfields (S)
21750,6,0,10,22,62,50,33,23,3,209,0,0,7,4,18,13,10,25,3,78,0,0,3,0,0,3,0,5,0,17,0,0,0,0,4,0,0,5,0,13,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,3,0,0,0,5,0,8,5,9,5,3,0,0,5,45,71,339,225,278,345,203,100,112,40,1708,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,0,0,6,10,3,0,4,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6,11,0,0,0,3,0,0,0,0,3,14,0,0,0,0,3,4,0,0,7,14,0,3,0,0,4,5,0,3,8,24,0,0,0,0,5,7,9,0,3,21,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,Colac-Otway (S)
21830,3,3,3,3,16,29,27,33,0,121,0,0,0,0,4,13,14,7,0,38,3,0,0,3,3,6,23,6,0,38,0,0,0,3,3,0,30,8,0,43,0,0,0,0,0,0,3,6,0,11,0,0,0,3,0,0,0,8,0,14,0,11,3,3,4,0,0,4,5,30,42,258,103,120,107,125,145,149,33,1084,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,5,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,0,0,3,10,0,0,0,0,3,3,0,0,6,10,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,3,13,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,4,5,13,0,0,0,0,0,3,0,0,0,3,Corangamite (S)
21890,7,10,8,15,85,73,33,23,5,253,0,3,3,13,30,35,7,20,3,127,3,4,3,0,28,25,14,16,0,91,0,0,0,0,11,17,12,11,0,52,4,0,0,0,5,7,5,22,3,44,0,0,0,0,0,3,8,0,0,16,0,7,12,13,15,14,3,3,8,67,87,838,662,502,731,483,163,166,98,3731,7,0,0,3,0,3,0,4,15,32,0,11,0,0,0,0,0,0,8,23,3,17,8,0,0,3,0,0,17,47,0,9,3,4,0,3,3,0,18,38,3,0,9,6,4,0,0,0,14,46,3,3,3,12,7,5,4,4,17,60,9,3,5,6,15,13,0,4,28,82,0,4,0,5,26,16,3,10,22,83,0,3,0,4,25,19,7,4,16,85,0,0,3,3,15,8,9,8,3,45,0,0,4,3,7,10,5,3,6,43,0,3,0,0,3,5,3,9,3,26,Darebin (C)
22110,11,7,8,11,49,43,39,27,5,201,4,0,0,9,7,8,15,13,0,56,0,0,0,0,10,3,9,10,0,32,0,3,4,0,0,3,3,3,0,17,0,0,0,0,0,0,0,0,0,8,3,0,3,0,3,0,0,0,0,8,0,9,10,4,4,4,3,0,4,38,122,493,299,332,353,203,132,109,56,2099,0,5,0,0,0,0,0,0,10,12,0,6,0,0,0,0,0,0,11,13,3,4,0,0,0,0,0,0,4,17,0,5,9,0,0,0,0,0,6,22,3,0,3,0,0,0,0,0,13,20,0,0,5,3,3,0,0,3,5,22,4,0,4,3,6,0,0,4,11,30,0,3,0,9,5,0,4,3,4,29,0,0,0,0,0,3,0,4,9,26,0,0,0,0,6,3,3,3,3,18,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,3,3,0,0,4,East Gippsland (S)
22170,8,3,12,24,87,107,64,64,6,377,3,5,8,11,28,52,19,46,3,159,5,0,0,7,13,21,8,23,0,81,0,0,0,4,4,9,3,19,3,46,4,0,5,5,3,11,10,26,0,61,0,0,0,0,3,3,3,3,0,19,3,19,12,14,12,8,3,0,6,75,103,1035,552,583,696,520,226,276,80,4065,4,0,0,6,0,0,0,6,19,34,0,12,3,0,0,0,0,0,10,23,3,12,3,0,0,0,0,0,13,35,0,9,8,0,3,0,0,0,20,50,3,4,0,4,3,0,0,7,18,36,3,6,3,8,0,4,0,4,14,48,7,4,3,5,14,12,0,3,17,65,0,3,0,8,13,11,3,4,15,62,0,0,0,4,9,13,8,7,5,46,3,0,0,0,10,9,8,10,10,49,3,0,3,0,6,6,0,4,0,32,0,0,0,0,3,3,0,3,0,15,Frankston (C)
22250,3,0,0,0,8,16,13,14,0,54,0,0,0,0,0,9,7,3,0,17,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,3,13,20,124,60,61,76,99,39,52,11,538,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gannawarra (S)
22830,15,8,8,33,111,123,52,55,3,415,8,6,3,8,31,66,41,22,0,194,11,3,7,8,11,32,32,28,0,129,5,3,3,0,7,11,23,11,0,60,0,0,0,0,3,3,7,9,0,21,0,0,0,0,3,3,0,0,0,16,3,13,6,10,13,11,3,3,12,74,155,655,388,459,697,601,297,231,86,3558,4,0,0,5,0,0,0,3,13,24,0,10,0,0,0,0,0,0,15,17,0,9,0,0,0,0,0,0,9,18,3,6,0,4,0,0,0,0,6,21,4,0,0,7,0,0,0,0,14,26,0,7,3,4,4,8,0,0,10,41,9,0,3,3,10,9,0,7,24,63,0,0,0,0,14,12,4,8,11,43,3,0,0,3,6,15,3,0,6,41,0,0,0,0,10,4,4,0,5,24,3,0,0,0,0,4,0,3,0,18,0,0,0,0,0,0,0,4,0,7,Greater Shepparton (C)
22910,0,3,0,9,9,14,0,3,0,36,0,0,0,0,5,4,0,4,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,12,25,174,99,114,51,55,20,30,22,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,8,4,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hepburn (S)
22980,0,0,0,0,7,9,0,3,0,17,0,0,0,0,0,6,0,3,0,8,0,0,0,0,3,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,13,54,27,39,118,52,16,19,8,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hindmarsh (S)
23110,16,14,3,29,227,192,96,46,11,630,7,5,3,7,132,127,62,36,3,393,7,7,0,10,40,64,57,47,4,243,3,0,4,8,18,22,36,36,4,125,3,3,3,0,11,25,27,58,0,135,0,0,0,3,0,3,0,6,0,8,0,8,4,0,15,13,3,4,16,65,95,589,380,372,1072,812,387,322,78,4102,0,3,0,0,0,0,0,5,15,32,0,0,0,0,0,0,0,0,6,12,0,8,3,0,0,0,0,0,10,24,0,4,3,0,0,0,0,0,14,24,0,6,8,0,3,3,0,4,10,26,3,0,3,7,11,6,0,4,24,55,3,9,3,6,18,14,0,3,20,75,0,0,3,3,17,14,0,3,18,62,10,0,0,5,28,16,11,11,13,89,0,3,3,0,13,17,10,5,7,56,0,0,0,0,9,14,3,7,3,38,0,0,0,0,3,10,3,3,8,25,Hobsons Bay (C)
23190,3,3,0,8,23,18,7,13,0,70,3,0,0,0,3,0,4,3,0,20,0,0,0,0,4,3,0,6,0,12,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,5,0,5,3,0,0,0,0,0,5,13,37,289,133,119,151,107,40,57,27,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,13,0,8,0,0,0,0,0,0,0,11,0,0,0,3,5,0,0,0,6,21,0,0,0,0,8,0,0,0,3,13,0,0,0,0,0,3,0,0,4,12,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,3,0,0,0,7,Horsham (RC)
23270,30,12,32,75,360,404,178,141,16,1241,13,11,4,24,144,199,88,102,5,588,9,3,4,14,59,83,56,80,0,310,12,0,4,10,21,60,26,52,0,174,5,0,0,5,12,27,25,61,3,136,0,5,3,5,4,7,5,12,3,43,9,15,12,16,38,33,7,9,18,160,268,1533,1247,1200,2602,1823,717,696,202,10283,9,4,0,3,0,0,3,3,41,63,4,28,0,0,0,0,0,0,24,56,9,8,6,4,3,3,0,3,25,58,5,16,17,7,3,3,3,0,40,95,4,9,13,11,8,4,0,0,29,74,8,10,15,18,35,11,3,3,46,159,7,11,14,23,76,35,7,9,42,214,3,9,4,18,69,41,14,19,42,213,4,3,3,10,60,41,20,18,41,200,3,0,3,3,27,29,15,27,14,121,9,0,0,0,21,17,9,13,19,91,0,3,4,0,13,14,3,17,12,61,Hume (C)
23350,4,0,8,8,17,57,25,11,0,129,3,3,3,0,15,39,23,8,0,106,0,3,0,4,12,20,23,6,0,62,0,0,0,0,3,7,8,7,0,31,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,3,0,0,0,3,6,4,0,0,0,3,0,0,0,12,53,155,96,71,121,186,102,54,9,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,3,3,Indigo (S)
23430,8,15,25,43,280,208,95,95,14,780,3,5,8,16,88,92,59,62,3,334,7,0,9,8,51,30,34,33,3,179,0,0,0,3,19,39,19,26,0,102,3,8,3,3,8,23,27,31,0,103,0,3,3,0,3,3,3,3,0,22,4,20,15,16,27,13,3,13,18,130,172,1389,919,834,2104,1103,476,418,148,7562,0,3,0,0,3,7,0,0,26,46,0,13,5,0,0,3,0,4,18,38,0,24,10,0,0,0,0,0,18,56,0,11,3,0,3,3,3,3,20,45,9,10,20,11,3,0,0,0,20,71,7,9,8,14,23,9,5,9,38,115,3,3,13,9,25,20,3,12,27,115,3,3,5,6,39,34,6,9,34,135,0,3,0,12,34,29,3,16,25,127,0,3,3,4,15,21,7,15,19,92,3,0,4,7,12,16,11,10,15,77,0,3,0,0,14,11,5,5,3,43,Kingston (C) (Vic.)
23670,17,15,18,51,196,167,85,60,6,611,8,3,6,3,80,80,36,32,3,255,0,0,0,8,42,24,29,32,0,146,3,8,0,3,16,18,9,20,3,81,0,0,0,0,3,16,16,15,0,56,0,0,0,0,6,3,3,9,0,23,3,21,9,5,15,14,7,3,20,100,181,1380,794,711,1542,873,348,309,123,6259,3,3,3,3,3,7,0,4,16,43,0,19,0,0,0,0,0,0,16,34,0,13,11,0,3,0,0,0,8,33,0,16,10,3,3,3,0,0,28,58,7,6,8,4,0,0,0,0,21,56,8,12,7,9,9,3,3,3,22,68,0,3,5,3,24,15,4,3,20,84,0,3,3,7,45,21,11,12,24,122,6,5,0,7,29,23,13,4,18,113,0,4,0,0,17,18,6,3,17,71,4,0,0,3,10,12,12,12,5,62,3,0,3,0,7,11,0,10,5,33,Knox (C)
