lga_code16,lab_1000_1249_h_0,lab_1000_1249_h_1_15,lab_1000_1249_h_16_24,lab_1000_1249_h_25_34,lab_1000_1249_h_35_39,lab_1000_1249_h_40,lab_1000_1249_h_41_48,lab_1000_1249_h_49mo,lab_1000_1249_h_ns,lab_1000_1249_h_tot,lab_1250_1499_h_0,lab_1250_1499_h_1_15,lab_1250_1499_h_16_24,lab_1250_1499_h_25_34,lab_1250_1499_h_35_39,lab_1250_1499_h_40,lab_1250_1499_h_41_48,lab_1250_1499_h_49mo,lab_1250_1499_h_ns,lab_1250_1499_h_tot,lab_1500_1749_h_0,lab_1500_1749_h_1_15,lab_1500_1749_h_16_24,lab_1500_1749_h_25_34,lab_1500_1749_h_35_39,lab_1500_1749_h_40,lab_1500_1749_h_41_48,lab_1500_1749_h_49mo,lab_1500_1749_h_ns,lab_1500_1749_h_tot,lab_1750_1999_h_0,lab_1750_1999_h_1_15,lab_1750_1999_h_16_24,lab_1750_1999_h_25_34,lab_1750_1999_h_35_39,lab_1750_1999_h_40,lab_1750_1999_h_41_48,lab_1750_1999_h_49mo,lab_1750_1999_h_ns,lab_1750_1999_h_tot,lab_2000_2999_h_0,lab_2000_2999_h_1_15,lab_2000_2999_h_16_24,lab_2000_2999_h_25_34,lab_2000_2999_h_35_39,lab_2000_2999_h_40,lab_2000_2999_h_41_48,lab_2000_2999_h_49mo,lab_2000_2999_h_ns,lab_2000_2999_h_tot,lab_3000mo_h_0,lab_3000mo_h_1_15,lab_3000mo_h_16_24,lab_3000mo_h_25_34,lab_3000mo_h_35_39,lab_3000mo_h_40,lab_3000mo_h_41_48,lab_3000mo_h_49mo,lab_3000mo_h_ns,lab_3000mo_h_tot,lab_pins_h_0,lab_pins_h_1_15,lab_pins_h_16_24,lab_pins_h_25_34,lab_pins_h_35_39,lab_pins_h_40,lab_pins_h_41_48,lab_pins_h_49mo,lab_pins_h_ns,lab_pins_h_tot,lab_tot_h_0,lab_tot_h_1_15,lab_tot_h_16_24,lab_tot_h_25_34,lab_tot_h_35_39,lab_tot_h_40,lab_tot_h_41_48,lab_tot_h_49mo,lab_tot_h_ns,lab_tot_h_tot,oidns_nni_h_0,oidns_nni_h_1_15,oidns_nni_h_16_24,oidns_nni_h_25_34,oidns_nni_h_35_39,oidns_nni_h_40,oidns_nni_h_41_48,oidns_nni_h_49mo,oidns_nni_h_ns,oidns_nni_h_tot,oidns_1_149_h_0,oidns_1_149_h_1_15,oidns_1_149_h_16_24,oidns_1_149_h_25_34,oidns_1_149_h_35_39,oidns_1_149_h_40,oidns_1_149_h_41_48,oidns_1_149_h_49mo,oidns_1_149_h_ns,oidns_1_149_h_tot,oidns_150_299_h_0,oidns_150_299_h_1_15,oidns_150_299_h_16_24,oidns_150_299_h_25_34,oidns_150_299_h_35_39,oidns_150_299_h_40,oidns_150_299_h_41_48,oidns_150_299_h_49mo,oidns_150_299_h_ns,oidns_150_299_h_tot,oidns_300_399_h_0,oidns_300_399_h_1_15,oidns_300_399_h_16_24,oidns_300_399_h_25_34,oidns_300_399_h_35_39,oidns_300_399_h_40,oidns_300_399_h_41_48,oidns_300_399_h_49mo,oidns_300_399_h_ns,oidns_300_399_h_tot,oidns_400_499_h_0,oidns_400_499_h_1_15,oidns_400_499_h_16_24,oidns_400_499_h_25_34,oidns_400_499_h_35_39,oidns_400_499_h_40,oidns_400_499_h_41_48,oidns_400_499_h_49mo,oidns_400_499_h_ns,oidns_400_499_h_tot,oidns_500_649_h_0,oidns_500_649_h_1_15,oidns_500_649_h_16_24,oidns_500_649_h_25_34,oidns_500_649_h_35_39,oidns_500_649_h_40,oidns_500_649_h_41_48,oidns_500_649_h_49mo,oidns_500_649_h_ns,oidns_500_649_h_tot,oidns_650_799_h_0,oidns_650_799_h_1_15,oidns_650_799_h_16_24,oidns_650_799_h_25_34,oidns_650_799_h_35_39,oidns_650_799_h_40,oidns_650_799_h_41_48,oidns_650_799_h_49mo,oidns_650_799_h_ns,oidns_650_799_h_tot,oidns_800_999_h_0,oidns_800_999_h_1_15,oidns_800_999_h_16_24,oidns_800_999_h_25_34,oidns_800_999_h_35_39,oidns_800_999_h_40,oidns_800_999_h_41_48,oidns_800_999_h_49mo,oidns_800_999_h_ns,oidns_800_999_h_tot,oidns_1000_1249_h_0,oidns_1000_1249_h_1_15,oidns_1000_1249_h_16_24,oidns_1000_1249_h_25_34,oidns_1000_1249_h_35_39,oidns_1000_1249_h_40,oidns_1000_1249_h_41_48,oidns_1000_1249_h_49mo,oidns_1000_1249_h_ns,oidns_1000_1249_h_tot,oidns_1250_1499_h_0,oidns_1250_1499_h_1_15,oidns_1250_1499_h_16_24,oidns_1250_1499_h_25_34,oidns_1250_1499_h_35_39,oidns_1250_1499_h_40,oidns_1250_1499_h_41_48,oidns_1250_1499_h_49mo,oidns_1250_1499_h_ns,oidns_1250_1499_h_tot,oidns_1500_1749_h_0,oidns_1500_1749_h_1_15,oidns_1500_1749_h_16_24,oidns_1500_1749_h_25_34,oidns_1500_1749_h_35_39,oidns_1500_1749_h_40,oidns_1500_1749_h_41_48,oidns_1500_1749_h_49mo,oidns_1500_1749_h_ns,oidns_1500_1749_h_tot,oidns_1750_1999_h_0,oidns_1750_1999_h_1_15,oidns_1750_1999_h_16_24,oidns_1750_1999_h_25_34,oidns_1750_1999_h_35_39,oidns_1750_1999_h_40,oidns_1750_1999_h_41_48,oidns_1750_1999_h_49mo,oidns_1750_1999_h_ns,oidns_1750_1999_h_tot,lga_name16
17000,5,9,10,6,23,34,11,14,3,116,0,0,3,6,16,16,11,19,3,80,3,0,4,3,7,10,9,21,0,58,3,0,0,0,0,5,14,11,0,34,3,0,0,0,0,3,11,19,0,47,0,3,0,0,0,3,6,7,0,20,0,10,4,3,0,3,0,0,0,27,37,282,182,168,183,217,101,136,25,1339,0,0,0,0,0,0,0,0,5,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,15,0,0,3,0,0,0,0,0,9,10,0,3,0,0,0,0,0,0,3,13,0,0,0,4,0,4,0,0,5,21,3,0,0,4,3,6,0,8,5,29,0,0,0,7,8,4,3,0,0,26,0,0,0,0,0,5,0,0,6,15,0,0,0,0,4,5,6,5,3,23,0,0,0,0,0,3,4,6,3,19,Singleton (A)
17040,4,3,3,6,32,7,13,10,3,91,3,0,0,6,6,6,8,14,0,38,0,0,0,0,3,3,4,6,0,13,3,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,8,0,3,3,0,6,0,3,0,5,18,29,210,156,224,211,139,83,113,36,1207,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,5,6,0,3,0,0,3,3,0,0,3,16,0,0,3,0,6,0,0,0,6,16,4,0,0,0,0,0,0,3,5,13,0,0,0,0,7,5,0,3,8,27,0,0,0,0,6,3,0,0,3,13,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,4,Snowy Monaro Regional (A)
17080,0,7,3,7,21,10,13,16,0,83,3,0,3,0,10,8,3,9,0,37,0,0,0,0,0,3,3,4,0,15,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,9,6,0,3,4,0,0,3,19,34,182,120,110,176,112,61,82,19,881,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,0,3,3,0,0,4,3,0,0,0,0,8,12,0,0,0,0,0,3,0,0,0,9,0,0,0,3,3,0,0,0,3,11,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,Snowy Valleys (A)
17420,5,8,11,27,110,115,51,56,6,396,3,4,3,16,31,48,18,47,0,186,0,10,3,7,14,36,10,45,5,139,0,0,3,3,4,13,15,36,0,75,0,0,0,4,0,8,7,31,0,56,0,0,3,0,0,3,3,10,0,19,3,8,3,3,10,11,0,4,6,55,106,1099,675,473,739,533,205,315,85,4231,0,3,3,0,3,7,3,3,19,43,3,13,0,0,0,0,0,3,4,24,5,10,7,3,0,3,0,0,16,41,3,7,6,4,4,3,0,4,12,47,0,9,5,11,0,5,0,3,15,50,9,10,8,4,7,13,0,7,27,84,0,3,7,11,17,14,4,3,22,78,7,7,3,10,23,24,6,3,31,111,3,6,4,10,27,34,15,10,34,137,0,3,0,6,11,25,9,17,11,76,3,3,0,3,6,21,6,10,12,56,0,4,0,3,8,10,3,8,9,42,The Hills Shire (A)
17550,7,8,3,12,68,49,32,28,0,209,5,5,6,3,18,11,18,24,0,95,3,0,0,4,6,7,3,11,0,46,3,0,0,0,0,9,3,9,0,18,0,0,0,3,0,4,0,12,0,22,3,0,0,3,0,0,0,0,0,12,0,15,3,8,7,7,3,0,15,61,101,803,464,476,516,308,142,167,71,3051,0,4,0,0,0,0,0,4,12,18,0,8,0,0,0,0,0,0,19,32,0,11,4,0,0,0,0,0,8,30,0,7,4,0,0,0,0,0,14,28,3,3,9,7,0,0,0,0,15,35,3,7,4,8,3,0,0,0,16,41,4,4,3,8,8,13,3,3,11,55,3,3,3,3,12,10,0,4,15,51,3,0,0,0,13,14,10,11,5,54,0,0,0,3,6,3,6,9,0,24,3,0,0,0,3,3,0,3,3,18,0,0,0,3,0,3,0,0,0,8,Tweed (A)
17620,3,0,5,12,38,13,17,16,0,102,0,4,0,0,8,4,6,7,0,36,0,0,0,0,5,3,4,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,8,0,3,0,0,0,5,0,0,6,25,25,159,89,137,244,155,88,90,17,1000,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,14,0,0,0,0,3,0,0,4,3,14,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,Upper Hunter Shire (A)
17640,0,0,0,0,4,10,3,7,0,25,0,4,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,72,37,25,50,50,18,45,4,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Upper Lachlan Shire (A)
17650,0,0,0,0,3,4,3,8,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,29,32,39,53,20,19,4,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uralla (A)
17750,6,9,7,14,75,118,46,35,4,316,0,0,3,5,28,25,24,24,3,103,3,0,0,0,5,12,3,13,0,36,0,0,0,0,4,8,0,10,0,20,0,0,0,0,0,4,0,0,0,16,0,3,0,0,0,4,0,0,0,9,3,11,6,5,5,4,4,4,6,51,84,558,340,382,605,544,181,178,68,2943,3,0,0,0,0,0,0,0,13,19,0,6,0,0,0,0,0,0,5,13,0,4,0,0,0,0,0,0,9,17,4,3,3,0,0,3,0,0,11,26,0,4,8,3,0,0,0,3,11,22,0,4,3,4,3,3,0,3,10,29,3,3,3,3,15,8,3,3,11,46,5,6,0,8,9,4,3,6,4,50,0,0,0,0,4,10,4,6,3,36,3,0,0,0,5,0,8,7,3,31,0,0,0,0,5,4,3,10,0,18,0,0,0,0,0,6,4,4,0,20,Wagga Wagga (C)
17850,0,0,0,3,3,4,3,5,3,20,0,0,0,0,0,7,0,4,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,9,36,32,18,25,47,16,36,4,210,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walcha (A)
17900,0,0,0,0,6,4,0,11,3,23,0,0,0,0,3,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,43,36,31,32,43,16,52,12,269,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,Walgett (A)
17950,0,0,0,3,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,7,5,17,10,8,20,28,6,30,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warren (A)
18020,0,4,3,0,9,13,4,8,6,38,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,15,16,88,53,47,67,63,28,42,15,419,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,Warrumbungle Shire (A)
18050,4,3,8,14,21,45,11,20,3,132,0,0,0,4,14,17,12,10,0,57,4,0,0,3,6,14,7,16,0,55,0,0,3,0,3,0,4,4,0,19,0,0,0,0,0,3,4,15,0,22,0,0,0,0,0,3,0,4,0,8,0,3,0,3,3,0,0,0,4,20,25,291,402,178,201,168,72,111,27,1476,3,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,3,3,0,9,9,0,0,0,0,0,6,24,0,9,8,0,0,0,0,3,9,29,0,0,14,3,0,0,0,0,4,19,0,3,4,6,5,0,0,3,13,32,0,0,3,0,7,5,0,3,6,31,3,0,3,7,5,8,0,7,16,44,0,6,0,3,5,17,0,5,14,52,0,3,3,4,3,10,0,3,5,36,0,3,0,3,3,3,0,3,4,19,0,3,0,0,0,3,3,0,0,21,Waverley (A)
18100,0,0,0,0,4,4,4,3,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,33,19,12,25,28,19,11,6,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weddin (A)
18200,0,0,0,3,13,20,6,12,0,53,0,0,0,0,4,11,3,4,0,23,0,0,0,0,6,0,3,3,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4,0,3,5,15,20,61,40,71,107,93,47,74,13,521,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Wentworth (A)
18230,7,8,9,9,34,71,27,38,0,199,4,0,6,4,21,19,5,25,0,83,0,3,4,4,15,13,6,19,0,53,0,3,0,0,3,3,0,14,0,27,0,0,4,0,3,9,5,3,0,22,0,0,0,0,3,3,0,3,0,10,0,7,9,5,5,6,3,5,6,51,63,446,272,296,458,408,124,210,53,2326,3,0,0,0,0,0,0,0,4,13,4,3,0,0,0,0,0,4,4,16,0,3,3,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,6,10,0,6,3,0,0,0,0,3,16,22,0,0,3,3,7,4,0,0,12,31,3,0,3,5,11,4,0,3,12,40,0,0,0,4,10,9,0,3,19,46,0,0,0,0,5,10,0,8,3,30,0,0,0,3,8,5,0,3,5,30,0,0,0,0,0,3,6,0,3,16,0,0,0,0,9,3,0,3,0,17,Western Plains Regional (A)
18250,0,3,12,13,67,68,33,30,5,236,0,9,3,3,21,32,19,28,0,117,0,4,3,0,16,28,13,14,0,79,3,0,0,0,6,12,9,11,3,45,0,0,3,0,4,6,8,17,0,42,0,3,0,0,3,0,0,10,0,11,0,3,6,3,3,3,0,5,9,34,59,491,594,290,495,402,145,176,69,2716,4,8,0,3,3,4,0,4,16,37,0,5,0,0,0,0,0,0,5,10,0,7,5,3,0,0,0,3,8,36,0,12,4,4,0,0,0,0,18,37,0,3,11,0,0,4,0,0,15,41,5,3,8,4,3,0,0,0,27,50,0,0,9,11,13,18,0,6,19,73,3,0,10,10,25,27,3,9,26,101,0,6,8,3,30,22,11,11,20,108,3,6,3,0,17,18,3,8,16,72,0,3,0,4,13,23,3,12,12,79,0,0,0,0,14,11,10,3,7,41,Willoughby (C)
18350,11,7,9,19,44,42,37,23,0,189,0,0,3,6,18,24,6,17,0,67,0,0,0,0,5,9,9,15,0,32,0,0,0,0,5,3,3,7,0,21,0,0,0,0,0,4,3,10,0,23,0,0,0,0,0,3,0,0,0,7,3,5,7,3,8,3,0,3,4,35,61,494,299,234,325,237,128,147,27,1949,3,3,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,13,3,3,0,3,0,0,0,0,0,10,4,4,3,0,0,3,0,0,7,22,0,0,0,4,0,0,0,0,8,20,0,3,3,0,0,0,0,0,5,18,0,4,6,0,4,3,0,3,4,21,5,3,4,3,7,7,0,3,6,38,0,0,3,0,3,6,0,5,7,30,0,0,0,0,3,0,0,3,3,14,0,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,Wingecarribee (A)
18400,4,0,0,17,45,41,30,22,0,158,0,0,5,0,11,14,8,27,0,69,0,0,4,3,9,3,10,16,0,41,0,0,0,0,8,3,0,11,0,24,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,3,3,3,0,7,0,8,3,0,5,7,3,0,8,31,43,280,163,157,275,219,122,139,25,1411,0,0,0,0,3,0,0,0,3,11,0,8,0,0,0,0,0,3,4,12,0,3,0,0,0,0,0,0,4,6,0,0,3,4,0,0,0,0,0,7,0,0,4,0,0,0,0,0,3,14,0,0,0,0,0,4,0,3,4,19,0,0,4,0,3,3,3,0,3,14,0,0,0,0,0,0,5,0,3,11,0,0,4,0,7,0,0,3,3,26,3,0,0,3,0,3,0,0,0,14,0,0,0,0,3,0,0,4,0,14,0,0,0,0,0,0,0,0,3,8,Wollondilly (A)
18450,20,18,18,51,130,156,55,91,4,548,11,10,16,20,82,81,42,53,3,311,12,3,7,11,34,62,36,70,3,238,12,6,13,3,18,32,36,43,3,172,3,5,3,0,28,22,26,46,0,130,0,3,0,3,4,3,10,10,0,34,0,19,22,15,26,12,0,8,21,130,283,1667,1082,977,1097,865,346,500,125,6944,3,3,0,3,0,3,0,0,14,29,0,14,4,0,3,4,0,0,28,56,5,18,5,5,0,3,0,0,32,59,3,12,17,12,3,0,0,3,29,77,4,15,12,6,3,3,0,4,40,88,4,6,15,14,9,4,3,4,26,80,3,3,14,10,23,18,6,7,19,110,3,0,12,10,33,25,3,4,33,125,10,4,10,22,46,24,19,8,27,160,3,0,4,3,35,18,11,13,12,92,0,0,0,3,25,20,12,11,7,87,0,0,0,3,16,4,11,13,7,51,Wollongong (C)
18500,3,4,4,11,24,35,18,4,0,107,0,3,6,0,14,20,9,4,0,57,0,0,3,0,3,6,4,6,0,29,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,3,0,7,0,14,0,0,0,0,0,0,3,0,0,6,0,3,0,3,0,7,0,0,0,18,11,190,282,131,159,147,69,60,25,1086,4,7,0,0,0,5,0,0,5,13,0,4,0,0,0,0,0,0,3,5,4,0,3,0,0,0,0,0,5,11,0,4,0,0,0,0,0,0,4,9,0,0,4,0,0,0,0,0,3,12,0,0,3,0,0,0,0,0,4,12,0,3,0,10,4,0,0,0,6,22,3,0,3,0,4,5,3,0,9,34,0,5,3,4,9,10,0,4,5,34,0,3,3,0,0,8,0,4,7,24,0,0,0,0,0,3,7,3,3,19,0,6,4,0,3,3,0,3,4,21,Woollahra (A)
18710,0,3,0,0,6,10,4,3,0,29,0,0,0,3,3,3,0,0,0,9,0,0,0,0,3,0,7,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,14,14,131,69,51,70,48,30,40,14,466,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,3,3,3,0,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Yass Valley (A)
19399,0,0,0,0,0,3,0,12,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,14,16,7,25,13,35,4,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unincorporated NSW
20110,0,0,0,3,17,12,9,8,0,42,3,3,0,3,3,5,5,0,0,24,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,3,18,29,170,87,88,106,66,26,34,20,630,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,4,12,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,Alpine (S)
20260,0,0,3,3,17,9,7,4,0,46,0,0,0,0,4,3,3,3,0,20,0,0,0,0,0,0,4,10,0,13,0,0,0,0,0,3,0,7,0,13,0,0,0,0,0,0,0,12,0,17,0,0,0,0,3,0,0,7,0,13,0,3,0,3,3,0,0,0,3,15,26,128,72,123,141,134,40,68,10,739,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,0,0,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,0,3,11,0,0,0,0,3,0,0,0,4,6,0,0,0,0,4,3,0,4,0,12,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Ararat (RC)
20570,10,11,15,24,100,92,67,41,6,368,7,3,3,11,47,52,37,38,0,200,6,0,0,3,27,31,44,29,0,150,4,0,3,0,18,18,35,25,0,98,0,0,0,3,4,3,30,16,0,55,4,0,0,0,0,3,0,4,3,17,5,31,16,8,14,9,3,6,9,102,185,1097,617,582,851,497,355,279,86,4542,3,6,0,3,0,3,0,3,14,33,4,7,0,3,0,0,0,0,18,36,4,15,0,0,0,0,0,0,23,45,3,9,3,5,0,3,0,0,16,41,5,4,3,3,0,0,0,0,17,33,4,5,5,6,4,5,0,0,13,52,3,0,10,10,16,10,3,5,14,66,6,0,4,11,24,16,9,3,16,85,7,3,3,4,19,14,10,7,9,69,3,3,0,7,15,9,10,6,3,62,3,0,0,0,4,11,5,3,5,37,0,0,0,0,8,9,0,10,3,31,Ballarat (C)
