lga_code16,uie_idns_omoe_nil_em,uie_idns_omoe_1_19_em,uie_idns_omoe_20more_em,uie_idns_omoe_ne_ns,uie_idns_tot,uie_tot_omoe_nil_em,uie_tot_omoe_1_19_em,uie_tot_omoe_20more_em,uie_tot_omoe_ne_ns,uie_tot_tot,lga_name16
11450,76,12,0,0,85,1410,411,8,24,1857,Camden (A)
11500,113,20,0,3,140,1964,552,25,29,2563,Campbelltown (C) (NSW)
11520,87,13,0,5,106,1800,398,15,23,2233,Canada Bay (A)
11570,326,68,3,6,400,5863,1484,34,68,7452,Canterbury-Bankstown (A)
11600,6,0,0,0,4,94,79,0,6,182,Carrathool (A)
11650,332,57,3,3,401,6631,2020,53,100,8802,Central Coast (C) (NSW)
11700,0,0,0,0,0,51,46,0,3,96,Central Darling (A)
11720,30,4,0,4,39,723,266,3,16,1002,Cessnock (C)
11730,50,12,0,7,63,1276,477,4,53,1807,Clarence Valley (A)
11750,3,0,0,0,3,126,59,0,0,191,Cobar (A)
11800,74,30,0,5,106,1843,729,48,38,2658,Coffs Harbour (C)
12000,6,0,0,0,12,163,81,0,6,255,Coolamon (A)
12150,5,3,0,0,4,141,81,0,0,230,Coonamble (A)
12350,16,3,0,0,15,391,245,4,26,665,Cowra (A)
12380,235,54,3,5,297,3346,867,28,48,4288,Cumberland (A)
12700,14,0,0,0,14,267,77,0,13,348,Dungog (A)
12730,9,3,0,0,12,235,120,9,7,368,Edward River (A)
12750,47,19,0,0,63,1049,471,14,32,1576,Eurobodalla (A)
12850,161,34,0,4,198,2617,1030,22,45,3715,Fairfield (C)
12870,14,5,0,0,24,291,143,5,15,449,Federation (A)
12900,7,3,0,0,15,320,203,0,21,540,Forbes (A)
12930,114,19,0,3,139,2376,784,19,25,3200,Georges River (A)
12950,3,0,0,0,3,204,128,0,8,342,Gilgandra (A)
13010,5,3,0,0,10,295,152,3,6,464,Glen Innes Severn (A)
13310,24,3,4,4,38,552,265,10,22,852,Goulburn Mulwaree (A)
13340,9,3,0,0,11,387,182,3,10,585,Greater Hume Shire (A)
13450,23,0,0,0,26,516,267,12,33,835,Griffith (C)
13510,13,4,0,0,19,268,191,0,8,473,Gundagai (A)
13550,14,6,0,0,21,326,166,3,7,498,Gunnedah (A)
13660,9,0,0,0,9,226,106,3,8,341,Gwydir (A)
13800,71,18,0,4,84,1526,556,5,21,2114,Hawkesbury (C)
13850,5,4,0,0,3,97,54,0,4,162,Hay (A)
16380,81,20,0,0,104,2028,795,28,24,2886,Port Macquarie-Hastings (A)
16400,69,12,0,3,84,1283,425,13,25,1754,Port Stephens (A)
16490,46,13,0,0,57,935,311,11,15,1273,Queanbeyan-Palerang Regional (A)
16550,141,18,0,7,167,2694,648,26,27,3398,Randwick (C)
16610,24,3,0,0,30,478,197,3,10,699,Richmond Valley (A)
16650,105,9,0,3,113,1697,382,10,20,2117,Rockdale (C)
16700,146,20,4,5,167,2387,552,37,23,2997,Ryde (C)
16900,48,11,0,0,56,990,358,8,19,1376,Shellharbour (C)
16950,125,25,0,6,157,2405,964,34,64,3474,Shoalhaven (C)
17000,25,0,0,0,30,406,152,0,14,566,Singleton (A)
17040,26,5,0,0,37,650,391,6,33,1077,Snowy Monaro Regional (A)
17080,12,3,0,3,18,428,185,3,19,633,Snowy Valleys (A)
17420,179,31,0,6,215,3189,868,43,36,4137,The Hills Shire (A)
17550,129,18,0,6,154,2472,692,18,48,3236,Tweed (A)
17620,8,8,0,0,18,383,196,3,9,591,Upper Hunter Shire (A)
17640,9,0,0,0,7,306,216,0,17,544,Upper Lachlan Shire (A)
17650,7,0,0,0,6,217,86,0,20,327,Uralla (A)
17750,54,15,3,4,79,1347,637,29,39,2053,Wagga Wagga (C)
17850,5,0,0,0,3,182,117,0,11,304,Walcha (A)
17900,8,6,0,3,16,132,102,0,20,260,Walgett (A)
17950,0,0,0,0,3,101,85,3,0,187,Warren (A)
18020,18,3,0,0,22,382,174,0,13,577,Warrumbungle Shire (A)
18050,121,6,0,0,123,2250,452,22,22,2745,Waverley (A)
18100,5,0,0,0,5,205,131,0,11,339,Weddin (A)
18200,9,9,0,0,11,155,127,3,3,285,Wentworth (A)
18230,41,15,0,6,60,1100,611,15,46,1772,Western Plains Regional (A)
18250,110,18,3,6,137,2115,559,35,21,2730,Willoughby (C)
18350,92,5,0,3,108,1700,467,11,35,2213,Wingecarribee (A)
18400,47,3,0,0,49,889,280,0,20,1195,Wollondilly (A)
18450,144,29,3,8,186,3517,1201,63,55,4840,Wollongong (C)
18500,104,12,0,3,116,1858,437,25,27,2347,Woollahra (A)
18710,15,3,0,0,21,382,199,0,9,591,Yass Valley (A)
19399,0,0,0,0,4,72,55,0,0,134,Unincorporated NSW
20110,17,0,0,5,17,389,182,0,17,593,Alpine (S)
20260,15,0,0,0,18,257,147,0,16,419,Ararat (RC)
20570,100,16,0,7,119,1816,602,48,48,2516,Ballarat (C)
20660,109,17,0,4,133,2268,564,24,37,2885,Banyule (C)
20740,54,6,0,3,63,977,328,8,27,1344,Bass Coast (S)
20830,49,8,0,3,67,1347,492,15,41,1901,Baw Baw (S)
20910,159,22,0,0,183,2619,565,17,20,3221,Bayside (C)
21010,29,3,0,0,35,413,145,4,13,576,Benalla (RC)
21110,208,25,3,9,241,3899,995,67,39,5006,Boroondara (C)
21180,164,36,0,8,211,2552,644,29,43,3271,Brimbank (C)
21270,5,0,0,0,5,189,78,0,8,279,Buloke (S)
21370,40,18,0,3,61,1096,476,10,42,1615,Campaspe (S)
21450,100,19,0,4,131,1775,491,17,41,2324,Cardinia (S)
21610,218,35,0,4,256,4451,926,50,69,5495,Casey (C)
21670,20,3,0,0,18,268,107,7,15,396,Central Goldfields (S)
21750,25,8,0,0,31,691,345,12,20,1061,Colac-Otway (S)
21830,30,5,0,0,35,796,420,11,28,1250,Corangamite (S)
21890,177,29,0,0,205,3084,622,26,48,3779,Darebin (C)
22110,62,10,0,3,73,1244,497,3,29,1772,East Gippsland (S)
22170,145,23,3,3,176,2533,657,29,48,3261,Frankston (C)
22250,22,0,0,0,22,385,160,3,11,559,Gannawarra (S)
22830,59,10,0,3,72,1294,413,35,38,1779,Greater Shepparton (C)
22910,24,0,0,0,28,628,177,0,15,828,Hepburn (S)
22980,12,3,0,0,16,205,107,0,6,323,Hindmarsh (S)
23110,83,10,0,3,100,1717,372,17,28,2129,Hobsons Bay (C)
23190,16,8,0,0,24,454,241,6,17,725,Horsham (RC)
23270,211,43,0,13,259,3339,699,41,65,4133,Hume (C)
23350,18,0,0,0,16,502,147,3,14,663,Indigo (S)
23430,241,38,0,3,289,3559,854,30,37,4478,Kingston (C) (Vic.)
23670,160,42,0,10,207,3047,750,25,44,3866,Knox (C)
23810,42,21,0,0,62,1005,426,9,25,1463,Latrobe (C) (Vic.)
23940,3,0,0,0,9,340,142,0,16,500,Loddon (S)
24130,68,12,0,3,81,1211,319,7,23,1561,Macedon Ranges (S)
24210,119,19,0,0,141,2077,404,28,21,2529,Manningham (C)
24250,17,3,0,0,15,317,129,0,9,453,Mansfield (S)
24330,103,19,0,3,118,1761,429,16,29,2234,Maribyrnong (C)
24410,135,23,0,0,164,2221,591,15,13,2840,Maroondah (C)
24600,475,91,10,8,589,7123,2067,1106,94,10397,Melbourne (C)
24650,74,17,3,3,91,1591,342,4,25,1959,Melton (C)
24780,47,11,0,0,60,975,533,27,38,1572,Mildura (RC)
24850,33,8,0,0,45,654,178,7,25,862,Mitchell (S)
24900,33,11,0,4,43,761,344,7,38,1150,Moira (S)
24970,222,50,0,3,274,3509,866,41,41,4455,Monash (C)
25060,118,7,0,4,133,2070,593,19,26,2703,Moonee Valley (C)
25150,16,7,0,0,26,535,159,9,6,710,Moorabool (S)
25250,191,26,0,3,221,3397,704,23,48,4169,Moreland (C)
25340,206,24,0,0,237,4080,1035,32,80,5224,Mornington Peninsula (S)
17400,11,0,0,0,11,280,116,0,10,408,Tenterfield (A)
22750,236,50,0,6,297,4506,1357,63,88,6010,Greater Geelong (C)
25430,46,8,0,0,48,698,209,0,19,928,Mount Alexander (S)
25490,23,9,0,6,30,746,422,3,24,1188,Moyne (S)
25620,20,7,0,0,22,464,126,0,17,608,Murrindindi (S)
25710,72,7,0,0,86,1378,300,17,13,1706,Nillumbik (S)
25810,10,0,0,0,10,298,158,0,16,469,Northern Grampians (S)
25900,192,31,3,4,236,3440,744,62,43,4291,Port Phillip (C)
25990,3,0,0,3,7,179,77,0,6,269,Pyrenees (S)
26080,4,0,0,0,4,105,32,0,3,139,Queenscliffe (B)
26170,54,7,0,0,64,1274,521,10,53,1849,South Gippsland (S)
26260,13,0,0,0,17,593,376,9,30,1006,Southern Grampians (S)
26350,164,36,3,6,207,3100,831,60,43,4037,Stonnington (C)
26430,20,6,0,0,29,394,128,3,13,541,Strathbogie (S)
26490,49,6,0,3,55,952,262,0,20,1240,Surf Coast (S)
26610,30,13,0,0,41,457,248,4,18,725,Swan Hill (RC)
26670,12,4,0,0,11,337,86,0,4,433,Towong (S)
26700,43,8,0,0,47,786,330,12,27,1150,Wangaratta (RC)
26730,21,10,0,3,29,657,319,45,15,1037,Warrnambool (C)
26810,56,7,0,0,66,1209,576,10,34,1826,Wellington (S)
26890,3,6,0,0,9,237,170,3,10,414,West Wimmera (S)
26980,181,25,5,0,216,3206,719,46,31,3999,Whitehorse (C)
27070,152,19,0,3,175,2576,609,19,41,3251,Whittlesea (C)
27170,25,6,0,3,36,685,278,12,11,986,Wodonga (C)
27260,170,21,0,5,198,3230,565,33,34,3855,Wyndham (C)
27350,214,46,7,6,269,3646,906,83,55,4691,Yarra (C)
27450,191,18,0,5,221,3475,843,22,64,4402,Yarra Ranges (S)
27630,13,0,0,0,11,239,111,0,5,359,Yarriambiack (S)
29399,11,0,0,0,11,68,20,0,3,91,Unincorporated Vic
30250,0,0,0,0,0,6,0,0,0,6,Aurukun (S)
30300,8,0,0,0,13,136,93,4,5,239,Balonne (S)
30370,13,9,0,0,26,502,255,3,20,786,Banana (S)
30410,8,0,0,0,13,100,94,3,4,203,Barcaldine (R)
30450,0,0,0,0,0,21,0,0,0,24,Barcoo (S)
30760,5,0,0,0,8,89,47,0,4,142,Blackall-Tambo (R)
34710,7,4,0,0,4,115,60,3,3,187,Longreach (R)
34770,89,31,0,4,120,1903,768,33,52,2753,Mackay (R)
34800,0,0,0,0,0,42,30,0,3,73,McKinlay (S)
34830,0,0,0,0,0,0,0,0,0,0,Mapoon (S)
34860,27,5,0,0,39,484,192,0,20,705,Maranoa (R)
34880,38,9,0,0,52,539,338,15,14,907,Mareeba (S)
35010,450,78,0,9,541,7279,2008,68,98,9449,Moreton Bay (R)
35250,0,0,0,0,0,3,0,0,0,5,Mornington (S)
35300,10,0,0,0,12,185,75,0,3,272,Mount Isa (C)
35600,4,0,0,0,4,127,100,0,4,237,Murweh (S)
35670,0,0,0,0,0,0,0,0,0,0,Napranum (S)
35740,139,13,0,4,161,2030,499,14,28,2565,Noosa (S)
35760,13,3,0,0,19,418,176,0,22,614,North Burnett (R)
35780,0,0,0,0,0,24,3,0,0,24,Northern Peninsula Area (R)
35790,0,0,0,0,0,4,0,0,0,4,Palm Island (S)
35800,7,0,0,0,7,80,46,0,0,126,Paroo (S)
36070,0,0,0,0,0,3,6,0,0,7,Pormpuraaw (S)
36150,0,0,0,0,0,34,22,0,0,53,Quilpie (S)
36250,148,19,0,3,176,2726,729,18,41,3511,Redland (C)
36300,3,0,0,0,3,35,22,0,3,60,Richmond (S)
36370,52,24,3,0,80,1225,646,46,26,1937,Rockhampton (R)
36510,63,8,0,0,80,1189,359,5,27,1583,Scenic Rim (R)
36580,19,9,0,0,32,541,162,3,17,730,Somerset (R)
17100,47,11,0,0,59,887,217,13,18,1135,Strathfield (A)
17150,194,44,5,4,246,4278,1257,37,57,5631,Sutherland Shire (A)
17200,694,124,9,23,851,11480,3174,1632,152,16431,Sydney (C)
17310,67,18,0,10,98,1386,669,20,45,2129,Tamworth Regional (A)
17350,12,4,0,0,17,250,132,0,11,399,Temora (A)
22310,166,12,0,3,186,3185,677,24,37,3924,Glen Eira (C)
22410,25,11,0,4,34,526,281,0,28,836,Glenelg (S)
22490,15,4,0,0,17,395,132,0,7,538,Golden Plains (S)
22620,125,29,0,3,152,2006,722,32,55,2818,Greater Bendigo (C)
22670,213,45,3,4,265,2868,853,51,54,3824,Greater Dandenong (C)
36630,42,4,0,9,50,858,302,3,24,1188,South Burnett (R)
36660,38,9,0,8,51,980,411,10,37,1441,Southern Downs (R)
36720,542,111,3,3,665,8258,2369,90,129,10837,Sunshine Coast (R)
36820,31,3,0,0,33,714,344,4,26,1093,Tablelands (R)
36910,161,51,0,4,216,3434,1202,47,85,4765,Toowoomba (R)
36950,3,0,0,0,4,43,24,6,3,72,Torres (S)
36960,0,3,0,0,4,25,6,0,0,31,Torres Strait Island (R)
37010,173,42,3,3,223,3109,1107,56,45,4318,Townsville (C)
30900,0,0,0,0,0,6,8,0,0,18,Boulia (S)
31000,1366,235,21,37,1656,25314,6526,883,290,33013,Brisbane (C)
31750,0,0,0,0,0,12,13,0,0,26,Bulloo (S)
31820,67,19,0,3,88,1527,868,41,46,2477,Bundaberg (R)
31900,27,6,0,0,28,444,273,13,12,738,Burdekin (S)
31950,3,0,0,0,3,4,0,0,0,3,Burke (S)
32080,195,36,0,6,239,3532,1175,59,65,4830,Cairns (R)
32250,5,3,0,0,8,26,24,0,0,55,Carpentaria (S)
32260,32,10,0,3,44,720,338,5,31,1101,Cassowary Coast (R)
32270,27,4,0,0,36,592,323,3,17,932,Central Highlands (R) (Qld)
32310,6,0,0,0,14,205,114,0,7,326,Charters Towers (R)
34580,36,8,0,3,50,674,261,7,23,968,Lockyer Valley (R)
34590,290,59,0,3,358,5088,1374,56,69,6579,Logan (C)
32330,0,0,0,0,0,3,0,0,0,4,Cherbourg (S)
32450,3,0,0,0,5,36,23,3,6,65,Cloncurry (S)
32500,3,3,0,0,11,111,70,0,0,183,Cook (S)
32600,0,0,0,0,0,7,4,0,0,13,Croydon (S)
37300,3,0,0,0,3,31,11,0,0,42,Weipa (T)
37310,39,4,0,0,42,1004,532,3,30,1576,Western Downs (R)
37340,37,13,0,0,47,756,369,12,19,1161,Whitsunday (R)
32750,0,0,0,0,0,14,3,3,0,19,Diamantina (S)
41140,15,3,0,0,19,323,179,11,19,531,Clare and Gilbert Valleys (DC)
41060,98,23,0,4,124,2293,603,30,40,2967,Charles Sturt (C)
32770,0,0,0,0,0,5,0,0,0,4,Doomadgee (S)
32810,21,4,0,0,22,422,189,5,14,628,Douglas (S)
33100,0,0,0,0,0,36,21,0,0,56,Etheridge (S)
33200,3,0,0,0,3,87,49,0,5,139,Flinders (S) (Qld)
33220,99,22,0,4,122,1684,653,15,30,2376,Fraser Coast (R)
33360,43,17,0,0,59,952,335,8,20,1315,Gladstone (R)
33430,870,165,3,13,1053,14459,3407,140,183,18191,Gold Coast (C)
33610,6,9,0,0,19,348,182,3,13,543,Goondiwindi (R)
33620,80,21,0,4,104,1279,503,5,38,1831,Gympie (R)
33800,4,4,0,0,12,245,171,0,16,435,Hinchinbrook (S)
33830,0,0,0,0,0,8,0,0,0,11,Hope Vale (S)
33960,135,26,0,3,160,2660,738,32,43,3467,Ipswich (C)
33980,17,7,0,0,20,373,225,9,23,616,Isaac (R)
34420,0,0,0,0,0,3,3,0,0,12,Kowanyama (S)
34530,30,8,0,0,38,739,294,4,14,1056,Livingstone (S)
34570,0,0,0,0,0,0,3,0,0,3,Lockhart River (S)
37400,0,0,0,0,0,52,19,0,4,71,Winton (S)
41750,6,0,0,0,6,57,39,0,8,106,Elliston (DC)
37550,0,0,0,0,0,4,6,0,0,7,Woorabinda (S)
65810,14,0,0,0,17,430,142,3,19,597,West Tamar (M)
37570,0,0,0,0,0,3,0,0,0,3,Wujal Wujal (S)
37600,0,0,0,0,0,0,0,0,0,0,Yarrabah (S)
64810,14,4,0,0,17,343,104,3,8,456,Sorell (M)
40070,126,26,0,10,159,1986,1011,302,37,3343,Adelaide (C)
40120,41,8,0,0,56,1178,353,9,27,1564,Adelaide Hills (DC)
40220,22,14,0,3,40,734,321,11,16,1076,Alexandrina (DC)
40250,0,0,0,0,0,6,4,0,0,8,Anangu Pitjantjatjara (AC)
40310,29,3,0,0,36,638,245,16,22,922,Barossa (DC)
40430,5,0,0,0,7,105,54,0,0,160,Barunga West (DC)
40520,9,3,0,0,16,244,134,4,11,388,Berri and Barmera (DC)
40700,61,5,0,3,72,1089,331,23,11,1454,Burnside (C)
40910,48,7,0,3,56,874,216,7,19,1116,Campbelltown (C) (SA)
41010,4,0,0,0,8,94,68,0,4,164,Ceduna (DC)
41190,3,3,0,0,7,114,78,0,3,199,Cleve (DC)
41330,4,0,0,0,4,58,20,0,0,81,Coober Pedy (DC)
41560,10,6,0,0,16,334,172,3,8,519,Copper Coast (DC)
41830,0,0,0,0,0,46,32,0,0,80,Flinders Ranges (DC)
41960,0,0,0,0,3,57,34,0,3,97,Franklin Harbour (DC)
42030,25,3,0,0,26,428,147,10,9,599,Gawler (T)
42110,6,0,0,0,7,142,123,3,3,268,Goyder (DC)
42250,11,0,0,0,14,214,151,0,7,378,Grant (DC)
42600,48,10,0,0,61,880,298,15,9,1205,Holdfast Bay (C)
42750,16,0,0,0,16,257,118,0,12,385,Kangaroo Island (DC)
43080,0,0,0,0,3,80,49,0,8,137,Karoonda East Murray (DC)
43220,3,0,0,0,3,69,55,0,3,126,Kimba (DC)
43360,3,0,0,0,3,83,69,0,8,151,Kingston (DC) (SA)
43650,19,3,0,0,23,379,143,7,20,553,Light (RegC)
43710,8,0,0,0,9,161,132,0,6,303,Lower Eyre Peninsula (DC)
43790,6,5,0,0,14,303,221,7,7,541,Loxton Waikerie (DC)
43920,15,0,0,0,15,253,74,3,14,341,Mallala (DC)
44000,0,0,0,0,0,0,0,0,0,0,Maralinga Tjarutja (AC)
44060,73,9,0,0,88,1574,366,4,16,1959,Marion (C)
44210,8,4,0,0,14,248,135,0,3,387,Mid Murray (DC)
44340,88,4,0,0,92,1500,332,14,15,1854,Mitcham (C)
44550,34,11,0,3,46,953,259,3,19,1241,Mount Barker (DC)
44620,24,9,0,0,39,454,260,21,11,749,Mount Gambier (C)
44830,3,0,0,0,3,127,64,0,0,196,Mount Remarkable (DC)
45040,16,3,0,0,17,420,171,16,11,611,Murray Bridge (RC)
45090,5,0,0,0,6,306,217,0,14,537,Naracoorte and Lucindale (DC)
45120,0,3,0,0,7,165,119,0,9,294,Northern Areas (DC)
45290,44,7,0,0,54,1219,462,39,13,1730,Norwood Payneham St Peters (C)
45340,131,25,0,8,165,3189,806,26,47,4069,Onkaparinga (C)
45400,3,0,0,0,5,41,40,0,0,86,Orroroo/Carrieton (DC)
45540,0,0,0,0,0,35,27,0,0,69,Peterborough (DC)
45680,53,12,0,0,65,1221,348,10,17,1599,Playford (C)
45890,125,26,0,3,155,2459,602,27,39,3122,Port Adelaide Enfield (C)
46090,3,0,0,0,5,137,97,7,3,238,Port Augusta (C)
46300,16,10,0,0,27,281,196,10,8,489,Port Lincoln (C)
46450,4,0,0,3,7,259,143,3,12,416,Port Pirie City and Dists (M)
46510,14,0,0,3,24,439,115,6,4,567,Prospect (C)
46670,4,3,0,0,4,210,115,5,5,333,Renmark Paringa (DC)
46860,3,0,0,0,5,58,54,0,3,117,Robe (DC)
46970,0,0,0,0,0,22,10,0,0,33,Roxby Downs (M)
47140,110,21,0,7,138,2056,518,30,38,2648,Salisbury (C)
47290,4,0,0,0,4,126,56,0,3,186,Southern Mallee (DC)
47490,0,0,0,0,3,75,49,0,3,129,Streaky Bay (DC)
47630,10,0,0,0,10,297,221,0,13,524,Tatiara (DC)
47700,71,10,0,0,79,1582,423,19,13,2037,Tea Tree Gully (C)
47800,8,0,0,0,6,222,120,3,8,362,The Coorong (DC)
47910,10,3,0,0,11,122,90,0,6,215,Tumby Bay (DC)
47980,43,8,0,3,51,1091,327,31,11,1466,Unley (C)
48050,15,4,0,0,14,435,134,18,10,600,Victor Harbor (C)
48130,3,0,0,0,5,248,148,0,13,412,Wakefield (DC)
51960,0,0,0,0,0,23,17,0,3,41,Coolgardie (S)
52030,0,0,0,0,0,37,36,0,0,77,Coorow (S)
48260,3,0,0,0,5,163,49,4,3,218,Walkerville (M)
48340,9,7,0,0,11,297,188,8,11,505,Wattle Range (DC)
48410,77,13,0,3,99,1506,395,15,30,1947,West Torrens (C)
48540,8,0,0,0,11,206,91,3,4,315,Whyalla (C)
48640,0,0,0,0,0,77,42,0,3,122,Wudinna (DC)
48750,4,0,0,0,4,205,85,0,10,289,Yankalilla (DC)
48830,10,5,0,3,21,460,287,0,12,760,Yorke Peninsula (DC)
49399,3,0,0,0,9,115,34,0,6,157,Unincorporated SA
50080,31,18,0,3,54,931,505,14,33,1477,Albany (C)
50210,64,9,0,3,75,1227,405,10,21,1667,Armadale (C)
50250,9,3,0,0,10,102,33,3,4,141,Ashburton (S)
50280,30,12,0,3,44,667,266,4,25,967,Augusta-Margaret River (S)
50350,19,4,0,0,24,365,97,3,4,469,Bassendean (T)
50420,80,18,0,3,102,1409,444,21,11,1886,Bayswater (C)
50490,74,14,4,6,94,1041,225,26,17,1304,Belmont (C)
50560,0,3,0,0,3,73,32,0,4,111,Beverley (S)
50630,0,0,0,0,3,31,15,0,3,49,Boddington (S)
50770,3,0,0,0,8,117,57,0,3,172,Boyup Brook (S)
50840,10,3,0,3,16,195,88,3,6,288,Bridgetown-Greenbushes (S)
50910,0,0,0,3,3,36,34,0,4,77,Brookton (S)
50980,11,9,0,0,23,276,104,9,14,398,Broome (S)
51080,0,0,0,0,0,47,45,0,0,89,Broomehill-Tambellup (S)
51120,0,0,0,0,0,47,44,0,3,89,Bruce Rock (S)
51190,47,21,0,0,72,741,439,23,11,1218,Bunbury (C)
51260,48,11,0,3,65,1216,518,22,14,1770,Busselton (C)
51310,51,7,0,0,57,772,260,16,10,1055,Cambridge (T)
51330,133,38,3,3,177,1951,590,53,18,2614,Canning (C)
51400,15,3,0,0,18,310,100,3,19,425,Capel (S)
51470,0,0,0,0,0,21,17,0,3,42,Carnamah (S)
51540,6,8,0,0,13,171,119,0,11,304,Carnarvon (S)
51610,3,0,0,0,3,50,30,0,4,80,Chapman Valley (S)
51680,15,0,0,0,20,164,52,0,0,217,Chittering (S)
51750,12,3,3,0,20,327,110,15,0,457,Claremont (T)
51820,133,27,3,4,161,2087,577,23,21,2711,Cockburn (C)
51890,5,0,0,4,8,74,44,0,9,129,Collie (S)
52100,3,0,0,0,3,57,34,0,3,98,Corrigin (S)
52170,13,0,0,0,10,235,54,4,0,295,Cottesloe (T)
52240,4,0,0,0,7,65,54,0,4,127,Cranbrook (S)
52310,0,0,0,0,0,29,28,3,0,53,Cuballing (S)
52380,0,0,0,0,0,5,0,0,0,7,Cue (S)
52450,0,0,0,0,0,35,15,0,0,53,Cunderdin (S)
52520,5,5,0,0,6,55,61,3,4,127,Dalwallinu (S)
52590,3,0,0,0,8,124,69,0,6,198,Dandaragan (S)
52660,16,3,0,0,16,226,97,3,3,332,Dardanup (S)
52730,13,3,0,0,16,283,112,0,15,410,Denmark (S)
52800,3,0,0,0,5,60,26,0,0,91,Derby-West Kimberley (S)
52870,4,4,0,0,13,169,89,0,3,262,Donnybrook-Balingup (S)
52940,3,0,0,0,3,31,24,0,0,54,Dowerin (S)
53010,4,0,0,0,4,38,46,0,3,86,Dumbleyung (S)
53080,0,0,0,0,0,10,10,0,0,15,Dundas (S)
53150,11,0,0,0,12,207,45,0,0,247,East Fremantle (T)
