lga_code16,m_vietnam_om_uie,m_vietnam_cfw,m_vietnam_es_ns,m_vietnam_tot,m_zimbabwe_e,m_zimbabwe_om_ie,m_zimbabwe_om_uie,m_zimbabwe_cfw,m_zimbabwe_es_ns,m_zimbabwe_tot,m_elsewhere_e,m_elsewhere_om_ie,m_elsewhere_om_uie,m_elsewhere_cfw,m_elsewhere_es_ns,m_elsewhere_tot,m_cob_ns_e,m_cob_ns_om_ie,m_cob_ns_om_uie,m_cob_ns_cfw,m_cob_ns_es_ns,m_cob_ns_tot,m_tot_e,m_tot_om_ie,m_tot_om_uie,m_tot_cfw,m_tot_es_ns,m_tot_tot,f_australia_e,f_australia_om_ie,f_australia_om_uie,f_australia_cfw,f_australia_es_ns,f_australia_tot,f_canada_e,f_canada_om_ie,f_canada_om_uie,f_canada_cfw,f_canada_es_ns,f_canada_tot,f_china_e,f_china_om_ie,f_china_om_uie,f_china_cfw,f_china_es_ns,f_china_tot,f_croatia_e,f_croatia_om_ie,f_croatia_om_uie,f_croatia_cfw,f_croatia_es_ns,f_croatia_tot,f_egypt_e,f_egypt_om_ie,f_egypt_om_uie,f_egypt_cfw,f_egypt_es_ns,f_egypt_tot,f_fiji_e,f_fiji_om_ie,f_fiji_om_uie,f_fiji_cfw,f_fiji_es_ns,f_fiji_tot,f_fyrom_e,f_fyrom_om_ie,f_fyrom_om_uie,f_fyrom_cfw,f_fyrom_es_ns,f_fyrom_tot,f_germany_e,f_germany_om_ie,f_germany_om_uie,f_germany_cfw,f_germany_es_ns,f_germany_tot,f_greece_e,f_greece_om_ie,f_greece_om_uie,f_greece_cfw,f_greece_es_ns,f_greece_tot,f_hongkong_e,f_hongkong_om_ie,f_hongkong_om_uie,f_hongkong_cfw,f_hongkong_es_ns,f_hongkong_tot,f_india_e,f_india_om_ie,f_india_om_uie,f_india_cfw,f_india_es_ns,f_india_tot,f_indonesia_e,f_indonesia_om_ie,f_indonesia_om_uie,f_indonesia_cfw,f_indonesia_es_ns,f_indonesia_tot,f_iran_e,f_iran_om_ie,f_iran_om_uie,f_iran_cfw,f_iran_es_ns,f_iran_tot,f_iraq_e,f_iraq_om_ie,f_iraq_om_uie,f_iraq_cfw,f_iraq_es_ns,f_iraq_tot,f_ireland_e,f_ireland_om_ie,f_ireland_om_uie,f_ireland_cfw,f_ireland_es_ns,f_ireland_tot,f_italy_e,f_italy_om_ie,f_italy_om_uie,f_italy_cfw,f_italy_es_ns,f_italy_tot,f_japan_e,f_japan_om_ie,f_japan_om_uie,f_japan_cfw,f_japan_es_ns,f_japan_tot,f_koreasouth_e,f_koreasouth_om_ie,f_koreasouth_om_uie,f_koreasouth_cfw,f_koreasouth_es_ns,f_koreasouth_tot,f_lebanon_e,f_lebanon_om_ie,f_lebanon_om_uie,f_lebanon_cfw,f_lebanon_es_ns,f_lebanon_tot,f_malaysia_e,f_malaysia_om_ie,f_malaysia_om_uie,f_malaysia_cfw,f_malaysia_es_ns,f_malaysia_tot,f_malta_e,f_malta_om_ie,f_malta_om_uie,f_malta_cfw,f_malta_es_ns,f_malta_tot,f_netherlands_e,f_netherlands_om_ie,f_netherlands_om_uie,f_netherlands_cfw,f_netherlands_es_ns,f_netherlands_tot,f_nz_e,f_nz_om_ie,f_nz_om_uie,f_nz_cfw,f_nz_es_ns,f_nz_tot,f_pakistan_e,f_pakistan_om_ie,f_pakistan_om_uie,f_pakistan_cfw,f_pakistan_es_ns,f_pakistan_tot,f_philippines_e,f_philippines_om_ie,f_philippines_om_uie,f_philippines_cfw,f_philippines_es_ns,f_philippines_tot,f_poland_e,f_poland_om_ie,f_poland_om_uie,f_poland_cfw,f_poland_es_ns,f_poland_tot,f_singapore_e,f_singapore_om_ie,f_singapore_om_uie,f_singapore_cfw,f_singapore_es_ns,f_singapore_tot,f_sthafrica_e,f_sthafrica_om_ie,f_sthafrica_om_uie,f_sthafrica_cfw,f_sthafrica_es_ns,f_sthafrica_tot,f_srilanka_e,f_srilanka_om_ie,f_srilanka_om_uie,f_srilanka_cfw,lga_name16
10850,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,25,4,4,4,0,44,1412,100,207,85,26,1829,740,46,117,64,15,969,4,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,0,6,0,0,13,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,Blayney (A)
10900,7,3,0,43,4,0,0,0,0,5,146,31,59,3,5,243,62,7,16,4,4,92,5369,950,1430,179,84,8014,6787,373,916,132,61,8265,20,3,6,3,0,33,44,5,7,3,0,60,0,3,0,0,0,4,5,0,0,0,0,6,16,0,0,0,0,19,0,0,0,0,0,0,39,8,10,4,3,56,3,0,0,0,0,3,21,3,0,0,0,25,52,3,4,3,0,58,16,0,0,0,0,15,3,0,0,0,0,3,6,0,0,0,0,7,22,7,3,0,0,34,13,0,3,0,0,14,18,0,6,0,0,32,20,0,5,0,0,21,5,0,0,0,0,5,30,0,3,0,0,37,9,0,0,0,0,16,33,3,6,0,0,43,164,19,38,4,3,227,6,0,0,0,3,12,77,3,3,0,0,88,18,0,6,0,0,26,8,0,0,0,0,7,42,0,7,3,0,54,14,0,0,0,Blue Mountains (C)
10950,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,14,0,5,0,0,22,537,43,116,43,7,749,382,15,49,40,12,499,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bogan (A)
11100,25,9,3,402,31,3,0,0,0,33,3000,184,173,15,42,3422,234,26,16,0,17,295,26302,1755,1016,128,281,29481,9132,242,185,48,63,9670,46,0,3,0,0,52,828,44,32,14,0,911,37,0,3,0,0,39,78,3,0,0,0,81,173,3,0,0,7,181,121,0,0,0,4,125,69,3,3,0,0,79,90,0,6,0,0,97,200,3,8,0,3,211,415,8,3,3,3,441,380,14,18,3,3,407,52,0,3,0,0,55,45,0,4,0,0,52,90,4,3,0,0,94,78,4,0,3,0,83,113,5,0,0,0,119,128,8,12,0,0,146,98,6,3,3,3,111,136,3,4,0,0,143,16,0,0,0,0,16,29,0,0,0,0,32,554,11,11,3,5,576,17,0,0,0,0,22,564,3,4,0,0,572,68,0,3,0,0,74,45,0,0,3,0,50,140,4,3,3,0,151,53,3,0,0,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,14,0,9,3,0,22,381,28,90,27,14,536,366,16,37,22,12,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,4,3,0,9,162,16,39,28,5,258,176,3,11,18,3,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brewarrina (A)
14300,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,45,22,0,11,3,4,39,727,66,168,55,18,1033,518,32,85,43,13,693,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junee (A)
14350,0,0,0,0,5,0,0,0,0,5,51,7,5,0,0,67,96,3,27,5,7,136,3484,292,609,160,92,4635,3484,125,316,127,69,4122,4,0,0,0,0,6,8,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,8,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,69,3,7,4,0,77,0,0,0,0,0,3,32,3,3,0,3,46,0,0,0,0,0,0,3,0,0,0,0,4,11,3,0,0,0,9,0,0,0,0,Kempsey (A)
11250,0,0,0,0,3,0,0,0,0,3,19,0,0,0,0,24,63,4,6,0,10,85,2939,172,224,43,68,3450,2793,85,135,49,49,3109,4,0,0,0,0,4,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,31,0,0,0,0,29,0,0,0,0,0,0,38,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,14,3,0,0,0,Broken Hill (C)
13910,0,0,0,0,3,0,0,0,0,3,16,3,4,0,0,29,72,7,22,5,0,104,2388,331,595,233,64,3613,2357,143,293,188,39,3023,0,4,0,0,0,4,4,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,29,0,3,3,0,35,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,Hilltops (A)
14000,13,3,0,122,32,7,7,0,0,44,977,153,125,26,15,1300,110,22,22,3,10,168,15383,2726,2111,326,194,20740,11498,744,880,169,90,13380,55,5,3,0,0,70,733,100,96,33,3,972,16,0,0,3,0,19,24,4,0,0,0,29,112,3,3,3,0,124,3,0,0,0,0,3,61,8,16,0,0,86,10,0,3,0,0,12,232,15,21,3,0,265,587,44,27,17,3,684,75,8,15,5,0,97,161,16,17,4,0,200,11,0,3,0,0,12,59,0,7,0,0,66,47,8,13,3,0,66,56,6,18,0,0,79,272,42,63,15,0,394,44,7,4,3,0,56,161,15,23,4,0,197,15,0,0,0,0,20,31,3,5,0,0,43,375,33,32,4,0,447,45,6,7,0,0,54,418,7,7,7,3,443,32,4,11,0,3,46,65,10,3,0,0,70,290,24,34,5,0,350,194,18,16,0,Hornsby (A)
14100,3,0,0,13,0,0,0,0,0,3,147,15,14,0,0,176,4,0,0,0,0,10,1213,312,209,41,14,1784,1281,125,106,28,7,1544,9,0,0,0,0,7,76,9,10,5,0,98,5,0,0,0,0,8,3,0,0,0,0,3,15,0,0,0,0,18,3,0,0,0,0,3,3,0,3,0,0,6,3,0,0,0,0,6,31,4,0,0,0,33,62,4,0,0,0,63,14,0,0,0,0,14,9,0,3,0,0,14,0,0,0,0,0,0,11,3,0,0,0,18,21,0,0,0,0,20,12,0,0,0,0,14,20,0,3,0,0,27,16,5,0,0,0,19,17,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,7,48,4,3,3,0,59,3,0,0,0,0,3,61,3,0,0,0,69,5,0,0,0,0,11,3,0,0,0,0,3,22,4,4,0,0,34,25,0,0,0,Hunters Hill (A)
14170,106,27,6,807,16,3,3,0,0,25,2810,279,364,30,47,3540,229,32,37,6,19,320,23980,4279,3555,422,346,32583,13301,1110,1680,193,101,16382,74,8,14,0,0,97,1496,180,122,47,14,1855,49,7,0,0,3,65,67,8,3,0,3,89,164,6,3,0,3,181,65,0,0,0,0,69,95,7,27,7,0,129,160,17,10,0,0,189,281,23,13,0,0,311,569,22,24,5,3,626,294,9,8,0,0,311,64,8,7,0,0,86,42,3,0,0,0,44,173,22,14,3,0,211,320,38,15,12,0,396,110,0,35,0,3,148,245,20,18,7,3,302,167,26,19,14,0,223,150,14,11,3,5,189,22,0,0,0,0,23,35,3,6,0,0,50,560,50,81,14,0,708,40,0,0,0,0,39,671,18,17,7,3,710,96,8,6,3,0,109,67,7,8,0,0,78,156,18,24,3,4,208,122,0,8,0,Inner West (A)
