state_code,state_name,lga_code17,lga_name17,males_num,females_num,persons_num,sex_ratio,median_male_age,median_female_age,median_persons_age,percentage_person_aged_0_14,percentage_person_aged_15_64,percentage_person_aged_65_plus
1,New South Wales,16380,Port Macquarie-Hastings (A),39240,42164,81404,93.1,46.7,48.8,47.8,17.1,55.8,27.1
1,New South Wales,16400,Port Stephens (A),35517,36219,71736,98.1,43.6,45.3,44.5,18.3,59.1,22.6
1,New South Wales,16490,Queanbeyan-Palerang Regional (A),29641,29130,58771,101.8,37.5,38.1,37.8,19.7,68.3,11.9
1,New South Wales,16550,Randwick (C),75485,76511,151996,98.7,33.4,34.8,34.1,14.7,72.2,13.1
1,New South Wales,16610,Richmond Valley (A),11607,11710,23317,99.1,44.2,44.3,44.3,19.5,58.4,22.1
1,New South Wales,11300,Burwood (A),19243,20067,39310,95.9,32.3,33.6,32.9,13.1,73.2,13.8
1,New South Wales,11350,Byron (A),16439,17548,33987,93.7,43.8,44.3,44.1,17.0,66.1,16.9
1,New South Wales,11400,Cabonne (A),6820,6785,13605,100.5,41.9,43.1,42.5,21.5,58.9,19.6
1,New South Wales,11450,Camden (A),42923,44145,87068,97.2,32.3,33.3,32.8,24.2,65.7,10.1
1,New South Wales,11500,Campbelltown (C) (NSW),81308,83200,164508,97.7,33.5,34.8,34.2,21.8,66.4,11.8
1,New South Wales,11520,Canada Bay (A),45713,48437,94150,94.4,35.4,37.5,36.4,16.1,69.3,14.6
1,New South Wales,11570,Canterbury-Bankstown (A),184629,183416,368045,100.7,34.2,35.8,34.9,20.4,65.9,13.7
1,New South Wales,11600,Carrathool (A),1433,1363,2796,105.1,40.1,37.4,39.0,20.4,65.3,14.3
1,New South Wales,11650,Central Coast (C) (NSW),165783,173413,339196,95.6,40.3,43.2,41.8,18.8,60.9,20.3
1,New South Wales,11700,Central Darling (A),993,853,1846,116.4,38.0,34.6,36.0,20.6,64.8,14.6
1,New South Wales,11720,Cessnock (C),28684,28837,57521,99.5,36.7,37.9,37.3,21.0,63.1,15.9
1,New South Wales,11730,Clarence Valley (A),25772,25798,51570,99.9,47.7,49.1,48.4,17.0,57.8,25.3
1,New South Wales,11750,Cobar (A),2433,2296,4729,106.0,36.5,35.6,36.0,21.6,64.9,13.5
1,New South Wales,11800,Coffs Harbour (C),36707,38796,75503,94.6,42.3,44.1,43.2,18.6,60.7,20.7
1,New South Wales,12000,Coolamon (A),2183,2207,4390,98.9,42.6,44.6,43.5,20.2,57.4,22.4
1,New South Wales,12150,Coonamble (A),2027,2004,4031,101.1,42.4,41.6,42.0,21.5,59.7,18.8
1,New South Wales,12350,Cowra (A),6328,6366,12694,99.4,45.8,46.4,46.1,18.0,57.8,24.2
1,New South Wales,12380,Cumberland (A),119952,111491,231443,107.6,32.3,33.3,32.7,20.4,68.6,11.0
1,New South Wales,12700,Dungog (A),4619,4569,9188,101.1,45.0,44.8,44.9,18.6,61.6,19.8
1,New South Wales,12730,Edward River (A),4437,4512,8949,98.3,44.1,45.3,44.7,18.0,59.9,22.1
1,New South Wales,12750,Eurobodalla (A),18726,19357,38083,96.7,53.0,54.1,53.6,14.6,55.3,30.1
1,New South Wales,12850,Fairfield (C),103567,104901,208468,98.7,35.2,37.3,36.2,19.1,67.2,13.7
1,New South Wales,12870,Federation (A),6172,6272,12444,98.4,49.3,49.1,49.2,17.3,55.2,27.4
1,New South Wales,12900,Forbes (A),4976,4883,9859,101.9,40.8,41.5,41.2,20.9,57.7,21.4
1,New South Wales,12930,Georges River (A),77136,79157,156293,97.4,34.9,37.6,36.1,16.6,68.4,15.0
1,New South Wales,12950,Gilgandra (A),2111,2136,4247,98.8,44.6,44.4,44.5,19.7,57.3,23.0
1,New South Wales,13010,Glen Innes Severn (A),4426,4493,8919,98.5,46.3,48.2,47.3,17.7,56.6,25.6
1,New South Wales,13310,Goulburn Mulwaree (A),15600,14956,30556,104.3,39.7,42.9,41.4,18.2,62.7,19.1
1,New South Wales,13340,Greater Hume Shire (A),5390,5212,10602,103.4,43.0,43.3,43.1,22.1,58.7,19.2
1,New South Wales,13450,Griffith (C),13317,13269,26586,100.4,35.5,37.4,36.4,21.0,63.1,15.8
1,New South Wales,13510,Gundagai (A),5619,5625,11244,99.9,45.7,47.3,46.4,18.4,56.4,25.2
1,New South Wales,13550,Gunnedah (A),6308,6271,12579,100.6,37.4,39.3,38.5,21.2,60.8,17.9
1,New South Wales,13660,Gwydir (A),2660,2654,5314,100.2,47.2,47.1,47.1,19.6,54.8,25.6
1,New South Wales,13800,Hawkesbury (C),33163,33460,66623,99.1,36.4,38.4,37.4,19.9,65.9,14.1
1,New South Wales,13850,Hay (A),1510,1469,2979,102.8,45.3,45.4,45.4,18.4,61.2,20.4
1,New South Wales,13910,Hilltops (A),9218,9535,18753,96.7,43.5,44.1,43.8,19.9,57.8,22.3
1,New South Wales,14000,Hornsby (A),73478,75635,149113,97.1,38.6,40.7,39.7,19.6,64.7,15.7
1,New South Wales,16700,Ryde (C),60917,63580,124497,95.8,34.7,36.2,35.4,16.4,69.7,13.9
1,New South Wales,16900,Shellharbour (C),34871,36123,70994,96.5,37.6,39.6,38.6,19.9,63.6,16.5
1,New South Wales,16950,Shoalhaven (C),51138,51874,103012,98.6,46.3,48.5,47.4,16.8,57.3,25.9
1,New South Wales,17000,Singleton (A),11869,11613,23482,102.2,36.3,36.9,36.6,21.6,65.6,12.8
1,New South Wales,17040,Snowy Monaro Regional (A),10782,9873,20655,109.2,42.1,44.3,43.1,17.4,64.0,18.6
1,New South Wales,17080,Snowy Valleys (A),7365,7187,14552,102.5,44.2,44.8,44.5,18.9,59.5,21.6
1,New South Wales,17420,The Hills Shire (A),83198,84649,167847,98.3,36.9,38.4,37.7,21.3,65.3,13.4
1,New South Wales,17550,Tweed (A),45925,48932,94857,93.9,45.4,47.6,46.5,17.2,58.2,24.6
1,New South Wales,17620,Upper Hunter Shire (A),7076,7189,14265,98.4,40.6,40.2,40.4,20.8,61.1,18.1
1,New South Wales,17640,Upper Lachlan Shire (A),4034,3875,7909,104.1,47.8,47.0,47.4,18.1,58.9,23.0
1,New South Wales,17650,Uralla (A),2953,3150,6103,93.7,46.1,45.2,45.6,19.7,60.0,20.3
1,New South Wales,17750,Wagga Wagga (C),31367,32898,64265,95.3,34.2,35.8,35.0,20.7,64.4,15.0
1,New South Wales,17850,Walcha (A),1594,1550,3144,102.8,47.4,47.3,47.3,17.6,56.9,25.6
1,New South Wales,17900,Walgett (A),3284,2906,6190,113.0,44.3,40.3,42.3,20.6,60.6,18.8
1,New South Wales,17950,Warren (A),1353,1410,2763,96.0,42.3,41.3,41.8,21.6,57.3,21.1
1,New South Wales,18020,Warrumbungle Shire (A),4750,4701,9451,101.0,48.7,47.8,48.3,18.5,55.7,25.8
1,New South Wales,18050,Waverley (A),35886,37414,73300,95.9,35.3,35.2,35.3,15.9,71.3,12.7
1,New South Wales,18100,Weddin (A),1822,1819,3641,100.2,51.3,50.3,50.8,16.6,55.4,28.0
1,New South Wales,18200,Wentworth (A),3625,3347,6972,108.3,44.5,44.6,44.6,19.5,59.9,20.6
1,New South Wales,18230,Western Plains Regional (A),25691,26399,52090,97.3,35.3,38.1,36.6,21.3,62.5,16.2
1,New South Wales,18250,Willoughby (C),38651,41030,79681,94.2,36.2,37.5,36.9,19.4,67.0,13.6
1,New South Wales,18350,Wingecarribee (A),23836,25813,49649,92.3,45.2,47.6,46.4,17.8,57.0,25.2
1,New South Wales,18400,Wollondilly (A),25641,25361,51002,101.1,36.1,37.4,36.8,22.2,64.5,13.3
1,New South Wales,18450,Wollongong (C),105680,107452,213132,98.4,36.9,39.4,38.1,18.0,65.0,17.0
1,New South Wales,18500,Woollahra (A),27380,31076,58456,88.1,38.4,39.3,38.9,15.5,66.3,18.2
1,New South Wales,18710,Yass Valley (A),8251,8488,16739,97.2,41.8,41.8,41.8,21.4,62.6,16.0
1,New South Wales,19399,Unincorporated NSW,570,514,1084,110.9,41.3,39.9,40.9,18.1,65.9,16.1
2,Victoria,20110,Alpine (S),6272,6367,12639,98.5,48.1,49.0,48.5,16.3,60.0,23.7
2,Victoria,20260,Ararat (RC),6286,5471,11757,114.9,44.8,47.4,46.1,16.2,61.1,22.6
2,Victoria,20570,Ballarat (C),51154,54284,105438,94.2,35.6,38.9,37.3,19.5,63.6,16.8
2,Victoria,20660,Banyule (C),63258,65867,129125,96.0,37.8,40.4,39.1,18.4,64.5,17.1
2,Victoria,20740,Bass Coast (S),16826,17564,34390,95.8,47.9,49.9,49.0,17.0,56.1,26.9
2,Victoria,20830,Baw Baw (S),24808,25879,50687,95.9,40.6,42.3,41.5,19.7,60.7,19.5
2,Victoria,20910,Bayside (C),49954,54320,104274,92.0,42.5,44.4,43.5,19.0,62.2,18.8
2,Victoria,21010,Benalla (RC),6822,7153,13975,95.4,47.5,49.7,48.8,16.1,58.4,25.5
2,Victoria,21110,Boroondara (C),86804,92836,179640,93.5,35.6,39.3,37.5,17.1,67.3,15.7
2,Victoria,21180,Brimbank (C),104524,102485,207009,102.0,34.3,36.3,35.2,18.6,68.0,13.4
2,Victoria,21270,Buloke (S),3194,3012,6206,106.0,51.1,50.9,51.0,16.4,56.1,27.6
2,Victoria,21370,Campaspe (S),18713,18889,37602,99.1,44.4,45.5,45.0,18.3,59.2,22.5
2,Victoria,21450,Cardinia (S),50744,51681,102425,98.2,33.5,34.3,33.9,23.4,64.9,11.7
2,Victoria,21610,Casey (C),163793,163027,326820,100.5,33.1,34.0,33.6,22.9,67.0,10.1
2,Victoria,21670,Central Goldfields (S),6569,6579,13148,99.8,48.9,50.1,49.5,16.1,56.2,27.7
2,Victoria,21750,Colac-Otway (S),10787,10645,21432,101.3,42.8,45.6,44.2,18.1,60.6,21.3
2,Victoria,21830,Corangamite (S),8230,7982,16212,103.1,44.7,46.8,45.9,18.2,59.4,22.5
2,Victoria,21890,Darebin (C),77407,81338,158745,95.2,34.9,36.4,35.6,16.0,70.3,13.7
2,Victoria,22110,East Gippsland (S),22783,23359,46142,97.5,49.7,50.1,50.0,16.4,55.8,27.8
2,Victoria,22170,Frankston (C),69150,71589,140739,96.6,37.3,39.1,38.2,19.0,65.7,15.3
2,Victoria,22250,Gannawarra (S),5329,5241,10570,101.7,48.7,49.5,49.1,16.4,56.6,27.0
2,Victoria,22830,Greater Shepparton (C),32928,32637,65565,100.9,37.7,39.8,38.7,20.2,62.5,17.3
2,Victoria,22910,Hepburn (S),7589,8040,15629,94.4,49.6,49.7,49.7,16.0,59.5,24.5
2,Victoria,22980,Hindmarsh (S),2863,2855,5718,100.3,49.1,50.1,49.7,15.6,57.7,26.7
2,Victoria,23110,Hobsons Bay (C),47164,47914,95078,98.4,37.0,39.2,38.2,18.7,66.6,14.6
2,Victoria,23190,Horsham (RC),9787,10102,19889,96.9,39.3,42.6,41.1,19.5,60.9,19.6
2,Victoria,23270,Hume (C),107883,107377,215260,100.5,32.3,33.6,32.9,22.4,67.5,10.2
2,Victoria,23350,Indigo (S),8153,8182,16335,99.6,45.9,46.2,46.1,18.2,61.5,20.3
2,Victoria,23430,Kingston (C) (Vic.),78932,82124,161056,96.1,38.4,41.1,39.8,17.8,65.4,16.8
2,Victoria,23670,Knox (C),79654,82188,161842,96.9,37.4,40.1,38.7,17.8,67.0,15.3
2,Victoria,23810,Latrobe (C) (Vic.),36996,37925,74921,97.6,39.3,41.3,40.3,18.4,63.3,18.3
2,Victoria,23940,Loddon (S),3883,3624,7507,107.1,52.0,50.8,51.4,16.0,57.2,26.7
2,Victoria,24130,Macedon Ranges (S),23969,24461,48430,98.0,41.3,42.2,41.8,21.2,62.4,16.4
2,Victoria,24210,Manningham (C),60687,63575,124262,95.5,40.5,43.9,42.3,16.5,63.0,20.5
2,Victoria,24250,Mansfield (S),4441,4356,8797,102.0,47.0,47.1,47.0,18.1,58.1,23.8
2,Victoria,24330,Maribyrnong (C),45273,44088,89361,102.7,33.2,34.2,33.7,16.0,74.5,9.5
2,Victoria,24410,Maroondah (C),56634,59698,116332,94.9,36.7,39.5,38.1,19.0,65.4,15.7
2,Victoria,24600,Melbourne (C),77918,81005,158923,96.2,28.8,27.8,28.3,6.5,87.0,6.5
2,Victoria,24650,Melton (C),73761,74883,148644,98.5,32.4,33.2,32.8,24.7,66.8,8.5
2,Victoria,24780,Mildura (RC),27348,27803,55151,98.4,38.7,40.2,39.5,19.4,62.5,18.1
2,Victoria,24850,Mitchell (S),21650,21260,42910,101.8,35.9,37.4,36.7,21.0,65.1,14.0
2,Victoria,24900,Moira (S),14909,14746,29655,101.1,45.5,47.0,46.2,17.8,57.7,24.4
2,Victoria,24970,Monash (C),97540,99316,196856,98.2,34.4,37.5,35.9,15.9,67.6,16.5
2,Victoria,25060,Moonee Valley (C),61176,64239,125415,95.2,36.5,38.7,37.6,16.9,67.4,15.7
2,Victoria,25150,Moorabool (S),16667,16781,33448,99.3,38.6,40.0,39.3,20.6,64.1,15.3
2,Victoria,25250,Moreland (C),87309,89662,176971,97.4,33.8,35.1,34.5,16.2,70.8,13.1
2,Victoria,25340,Mornington Peninsula (S),79671,84176,163847,94.6,44.4,46.6,45.6,17.5,58.4,24.1
2,Victoria,25430,Mount Alexander (S),9754,9544,19298,102.2,47.3,50.1,48.8,15.4,60.6,24.0
2,Victoria,25490,Moyne (S),8497,8297,16794,102.4,42.6,43.3,42.9,20.5,61.1,18.4
2,Victoria,25620,Murrindindi (S),7262,6972,14234,104.2,48.2,47.8,48.0,16.3,60.7,23.0
2,Victoria,25710,Nillumbik (S),32111,32515,64626,98.8,39.5,41.2,40.4,20.0,66.8,13.2
2,Victoria,25810,Northern Grampians (S),5721,5797,11518,98.7,47.1,49.0,48.1,15.3,60.4,24.3
2,Victoria,25900,Port Phillip (C),54368,56266,110634,96.6,36.3,35.9,36.1,11.8,76.4,11.7
2,Victoria,25990,Pyrenees (S),3950,3409,7359,115.9,50.1,49.1,49.6,16.3,59.7,24.1
2,Victoria,26080,Queenscliffe (B),1393,1567,2960,88.9,58.0,60.8,59.9,11.3,48.5,40.1
2,Victoria,26170,South Gippsland (S),14508,14816,29324,97.9,46.0,47.2,46.6,18.3,58.3,23.4
2,Victoria,26260,Southern Grampians (S),7882,8243,16125,95.6,44.1,47.3,45.9,17.5,59.6,22.9
2,Victoria,26350,Stonnington (C),54560,59177,113737,92.2,34.3,34.7,34.5,12.4,72.9,14.7
1,New South Wales,17400,Tenterfield (A),3274,3382,6656,96.8,53.2,52.2,52.8,15.6,56.9,27.5
2,Victoria,22750,Greater Geelong (C),120362,125389,245751,96.0,37.5,40.6,39.1,18.4,63.5,18.0
2,Victoria,26430,Strathbogie (S),5259,5226,10485,100.6,51.7,51.5,51.6,15.3,57.0,27.7
2,Victoria,26490,Surf Coast (S),15657,15693,31350,99.8,40.8,42.4,41.6,20.6,62.1,17.3
2,Victoria,26610,Swan Hill (RC),10598,10252,20850,103.4,38.8,40.7,39.8,19.7,61.9,18.4
2,Victoria,26670,Towong (S),3145,2895,6040,108.6,50.0,50.4,50.2,16.4,58.2,25.3
2,Victoria,26700,Wangaratta (RC),14037,14820,28857,94.7,43.7,45.6,44.7,18.4,59.5,22.0
2,Victoria,26730,Warrnambool (C),16838,17733,34571,95.0,37.5,42.0,39.7,18.4,63.1,18.6
2,Victoria,26810,Wellington (S),22335,21472,43807,104.0,41.6,44.3,42.9,18.2,62.0,19.9
2,Victoria,26890,West Wimmera (S),1973,1922,3895,102.7,48.5,47.4,48.0,17.9,57.9,24.2
2,Victoria,26980,Whitehorse (C),84491,88742,173233,95.2,35.5,39.1,37.3,16.9,66.4,16.7
2,Victoria,27070,Whittlesea (C),107327,108389,215716,99.0,33.4,34.5,34.0,21.6,66.9,11.5
2,Victoria,27170,Wodonga (C),20181,20638,40819,97.8,34.2,36.9,35.7,20.9,64.4,14.7
2,Victoria,27260,Wyndham (C),121723,119377,241100,102.0,32.2,32.4,32.3,25.1,67.4,7.5
2,Victoria,27350,Yarra (C),47143,48838,95981,96.5,33.7,33.2,33.5,11.2,78.4,10.4
2,Victoria,27450,Yarra Ranges (S),77862,79029,156891,98.5,38.4,40.2,39.3,19.3,65.3,15.4
2,Victoria,27630,Yarriambiack (S),3396,3288,6684,103.3,50.0,50.9,50.4,16.4,57.1,26.5
2,Victoria,29399,Unincorporated Vic,503,396,899,127.0,33.6,31.3,32.3,15.6,73.7,10.7
1,New South Wales,17100,Strathfield (A),22412,21391,43803,104.8,31.7,33.6,32.5,15.2,73.2,11.6
1,New South Wales,17150,Sutherland Shire (A),112003,115543,227546,96.9,38.7,40.7,39.8,19.1,64.2,16.7
1,New South Wales,17200,Sydney (C),120965,111961,232926,108.0,32.8,31.2,32.0,7.0,84.7,8.3
1,New South Wales,17310,Tamworth Regional (A),30179,31392,61571,96.1,37.5,40.0,38.8,20.6,61.2,18.2
1,New South Wales,17350,Temora (A),3112,3124,6236,99.6,43.6,46.9,45.5,19.5,57.1,23.5
2,Victoria,22310,Glen Eira (C),73771,77668,151439,95.0,35.5,37.5,36.5,18.4,66.9,14.7
2,Victoria,22410,Glenelg (S),9859,9836,19695,100.2,47.3,47.5,47.4,16.3,61.2,22.5
2,Victoria,22490,Golden Plains (S),11495,11079,22574,103.8,39.1,38.9,39.0,22.8,64.1,13.1
2,Victoria,22620,Greater Bendigo (C),55839,58272,114111,95.8,37.1,39.3,38.3,19.5,63.1,17.4
2,Victoria,22670,Greater Dandenong (C),83977,79537,163514,105.6,33.9,35.5,34.7,18.2,67.7,14.1
3,Queensland,30250,Aurukun (S),664,679,1343,97.8,29.1,27.8,28.6,27.8,68.1,4.1
3,Queensland,30300,Balonne (S),2246,2128,4374,105.5,40.4,39.1,39.8,21.7,62.9,15.4
3,Queensland,30370,Banana (S),7447,7042,14489,105.8,37.3,37.1,37.2,22.2,64.0,13.9
3,Queensland,30410,Barcaldine (R),1485,1384,2869,107.3,41.9,41.3,41.5,20.6,61.5,17.9
3,Queensland,30450,Barcoo (S),149,118,267,126.3,46.8,45.0,46.6,13.9,71.2,15.0
3,Queensland,30760,Blackall-Tambo (R),908,968,1876,93.8,45.7,45.7,45.7,19.1,59.3,21.6
3,Queensland,31750,Bulloo (S),177,166,343,106.6,48.5,36.2,42.4,17.5,70.0,12.5
3,Queensland,31820,Bundaberg (R),46701,48010,94711,97.3,44.3,45.6,45.0,17.9,59.0,23.1
3,Queensland,31900,Burdekin (S),8784,8451,17235,103.9,43.4,45.2,44.3,17.7,61.0,21.4
3,Queensland,31950,Burke (S),194,151,345,128.5,38.0,35.9,37.3,18.0,74.5,7.5
3,Queensland,32080,Cairns (R),80869,82945,163814,97.5,36.7,37.5,37.2,20.6,66.8,12.6
3,Queensland,36300,Richmond (S),402,400,802,100.5,36.3,38.0,36.8,20.1,66.0,14.0
3,Queensland,36370,Rockhampton (R),40104,41102,81206,97.6,34.8,36.3,35.5,21.1,64.2,14.7
3,Queensland,36510,Scenic Rim (R),20707,21046,41753,98.4,44.0,44.5,44.3,19.2,60.6,20.2
3,Queensland,36580,Somerset (R),12940,12593,25533,102.8,42.5,42.1,42.3,20.8,60.5,18.8
3,Queensland,36630,South Burnett (R),16343,16232,32575,100.7,44.6,45.2,44.9,19.1,58.1,22.8
3,Queensland,36660,Southern Downs (R),17548,18022,35570,97.4,44.1,46.2,45.3,18.9,58.1,23.0
3,Queensland,36720,Sunshine Coast (R),150631,160580,311211,93.8,41.3,43.5,42.5,18.4,61.7,19.9
3,Queensland,36820,Tablelands (R),12445,12893,25338,96.5,47.1,47.5,47.3,18.2,58.1,23.6
3,Queensland,30900,Boulia (S),239,185,424,129.2,40.4,32.9,35.4,19.6,69.8,10.6
3,Queensland,31000,Brisbane (C),598640,610682,1209322,98.0,33.9,35.2,34.6,17.7,70.0,12.2
3,Queensland,32250,Carpentaria (S),1020,974,1994,104.7,39.4,35.6,37.6,21.7,65.3,13.0
3,Queensland,32260,Cassowary Coast (R),15179,14406,29585,105.4,43.6,43.6,43.6,18.7,61.9,19.4
3,Queensland,32270,Central Highlands (R) (Qld),15115,13495,28610,112.0,34.0,32.6,33.3,25.0,67.3,7.8
3,Queensland,32310,Charters Towers (R),5907,6061,11968,97.5,39.7,40.7,40.2,21.5,60.0,18.5
3,Queensland,34530,Livingstone (S),19221,18069,37290,106.4,41.1,43.5,42.3,19.1,63.2,17.8
3,Queensland,34570,Lockhart River (S),382,378,760,101.1,24.9,27.3,26.3,30.3,63.6,6.2
3,Queensland,32330,Cherbourg (S),666,646,1312,103.1,18.8,23.2,21.1,35.9,59.7,4.4
3,Queensland,32450,Cloncurry (S),1783,1350,3133,132.1,36.3,32.1,34.6,21.3,70.2,8.5
3,Queensland,32500,Cook (S),2305,2040,4345,113.0,43.6,39.0,41.6,19.1,64.3,16.6
3,Queensland,32600,Croydon (S),148,144,292,102.8,45.0,37.0,40.7,22.3,64.4,13.4
3,Queensland,34770,Mackay (R),59191,57427,116618,103.1,37.4,37.4,37.4,21.0,65.8,13.2
3,Queensland,34800,McKinlay (S),460,350,810,131.4,39.7,37.1,38.6,19.4,68.0,12.6
3,Queensland,34830,Mapoon (S),148,174,322,85.1,30.1,26.3,28.0,27.3,66.8,5.9
3,Queensland,34860,Maranoa (R),6649,6201,12850,107.2,36.0,37.0,36.6,21.9,63.3,14.8
3,Queensland,34880,Mareeba (S),11686,10523,22209,111.1,42.2,43.9,43.0,18.1,62.9,19.0
3,Queensland,35010,Moreton Bay (R),221437,227873,449310,97.2,36.6,38.5,37.6,21.2,63.4,15.5
