lga_code16,m_ewft_15_19_e,m_ewft_15_19_om_ie,m_ewft_15_19_om_uie,m_ewft_15_19_cfw,m_ewft_15_19_es_ns,m_ewft_15_19_tot,m_ewft_20_24_e,m_ewft_20_24_om_ie,m_ewft_20_24_om_uie,m_ewft_20_24_cfw,m_ewft_20_24_es_ns,m_ewft_20_24_tot,m_ewft_25_29_e,m_ewft_25_29_om_ie,m_ewft_25_29_om_uie,m_ewft_25_29_cfw,m_ewft_25_29_es_ns,m_ewft_25_29_tot,m_ewft_30_34_e,m_ewft_30_34_om_ie,m_ewft_30_34_om_uie,m_ewft_30_34_cfw,m_ewft_30_34_es_ns,m_ewft_30_34_tot,m_ewft_35_39_e,m_ewft_35_39_om_ie,m_ewft_35_39_om_uie,m_ewft_35_39_cfw,m_ewft_35_39_es_ns,m_ewft_35_39_tot,m_ewft_40_44_e,m_ewft_40_44_om_ie,m_ewft_40_44_om_uie,m_ewft_40_44_cfw,m_ewft_40_44_es_ns,m_ewft_40_44_tot,m_ewft_45_49_e,m_ewft_45_49_om_ie,m_ewft_45_49_om_uie,m_ewft_45_49_cfw,m_ewft_45_49_es_ns,m_ewft_45_49_tot,m_ewft_50_54_e,m_ewft_50_54_om_ie,m_ewft_50_54_om_uie,m_ewft_50_54_cfw,m_ewft_50_54_es_ns,m_ewft_50_54_tot,m_ewft_55_59_e,m_ewft_55_59_om_ie,m_ewft_55_59_om_uie,m_ewft_55_59_cfw,m_ewft_55_59_es_ns,m_ewft_55_59_tot,m_ewft_60_64_e,m_ewft_60_64_om_ie,m_ewft_60_64_om_uie,m_ewft_60_64_cfw,m_ewft_60_64_es_ns,m_ewft_60_64_tot,m_ewft_65_69_e,m_ewft_65_69_om_ie,m_ewft_65_69_om_uie,m_ewft_65_69_cfw,m_ewft_65_69_es_ns,m_ewft_65_69_tot,m_ewft_70_74_e,m_ewft_70_74_om_ie,m_ewft_70_74_om_uie,m_ewft_70_74_cfw,m_ewft_70_74_es_ns,m_ewft_70_74_tot,m_ewft_75ov_e,m_ewft_75ov_om_ie,m_ewft_75ov_om_uie,m_ewft_75ov_cfw,m_ewft_75ov_es_ns,m_ewft_75ov_tot,m_ewft_tot_e,m_ewft_tot_om_ie,m_ewft_tot_om_uie,m_ewft_tot_cfw,m_ewft_tot_es_ns,m_ewft_tot_tot,m_ewpt_15_19_e,m_ewpt_15_19_om_ie,m_ewpt_15_19_om_uie,m_ewpt_15_19_cfw,m_ewpt_15_19_es_ns,m_ewpt_15_19_tot,m_ewpt_20_24_e,m_ewpt_20_24_om_ie,m_ewpt_20_24_om_uie,m_ewpt_20_24_cfw,m_ewpt_20_24_es_ns,m_ewpt_20_24_tot,m_ewpt_25_29_e,m_ewpt_25_29_om_ie,m_ewpt_25_29_om_uie,m_ewpt_25_29_cfw,m_ewpt_25_29_es_ns,m_ewpt_25_29_tot,m_ewpt_30_34_e,m_ewpt_30_34_om_ie,m_ewpt_30_34_om_uie,m_ewpt_30_34_cfw,m_ewpt_30_34_es_ns,m_ewpt_30_34_tot,m_ewpt_35_39_e,m_ewpt_35_39_om_ie,m_ewpt_35_39_om_uie,m_ewpt_35_39_cfw,m_ewpt_35_39_es_ns,m_ewpt_35_39_tot,m_ewpt_40_44_e,m_ewpt_40_44_om_ie,m_ewpt_40_44_om_uie,m_ewpt_40_44_cfw,m_ewpt_40_44_es_ns,m_ewpt_40_44_tot,m_ewpt_45_49_e,m_ewpt_45_49_om_ie,m_ewpt_45_49_om_uie,m_ewpt_45_49_cfw,m_ewpt_45_49_es_ns,m_ewpt_45_49_tot,m_ewpt_50_54_e,m_ewpt_50_54_om_ie,m_ewpt_50_54_om_uie,m_ewpt_50_54_cfw,m_ewpt_50_54_es_ns,m_ewpt_50_54_tot,m_ewpt_55_59_e,m_ewpt_55_59_om_ie,m_ewpt_55_59_om_uie,m_ewpt_55_59_cfw,m_ewpt_55_59_es_ns,m_ewpt_55_59_tot,m_ewpt_60_64_e,m_ewpt_60_64_om_ie,m_ewpt_60_64_om_uie,m_ewpt_60_64_cfw,m_ewpt_60_64_es_ns,m_ewpt_60_64_tot,m_ewpt_65_69_e,m_ewpt_65_69_om_ie,m_ewpt_65_69_om_uie,m_ewpt_65_69_cfw,m_ewpt_65_69_es_ns,m_ewpt_65_69_tot,m_ewpt_70_74_e,m_ewpt_70_74_om_ie,m_ewpt_70_74_om_uie,m_ewpt_70_74_cfw,m_ewpt_70_74_es_ns,m_ewpt_70_74_tot,m_ewpt_75ov_e,m_ewpt_75ov_om_ie,m_ewpt_75ov_om_uie,m_ewpt_75ov_cfw,m_ewpt_75ov_es_ns,m_ewpt_75ov_tot,m_ewpt_tot_e,m_ewpt_tot_om_ie,m_ewpt_tot_om_uie,m_ewpt_tot_cfw,m_ewpt_tot_es_ns,m_ewpt_tot_tot,m_eafw_e,m_eafw_om_ie,m_eafw_om_uie,m_eafw_cfw,m_eafw_es_ns,m_eafw_tot,m_h_ns_e,m_h_ns_om_ie,m_h_ns_om_uie,m_h_ns_cfw,m_h_ns_es_ns,m_h_ns_tot,m_tot_e,m_tot_om_ie,m_tot_om_uie,m_tot_cfw,m_tot_es_ns,m_tot_tot,f_ewft_15_19_e,f_ewft_15_19_om_ie,f_ewft_15_19_om_uie,f_ewft_15_19_cfw,f_ewft_15_19_es_ns,f_ewft_15_19_tot,f_ewft_20_24_e,f_ewft_20_24_om_ie,f_ewft_20_24_om_uie,f_ewft_20_24_cfw,f_ewft_20_24_es_ns,f_ewft_20_24_tot,f_ewft_25_29_e,f_ewft_25_29_om_ie,lga_name16
14000,271,0,0,0,3,281,983,21,11,4,10,1034,1333,75,69,3,9,1486,1438,124,96,10,12,1677,1281,195,87,9,10,1589,1266,301,149,9,14,1745,1204,332,185,19,9,1761,1061,348,193,14,10,1630,1009,314,172,28,13,1533,567,227,125,11,8,935,210,127,56,10,5,405,39,57,26,5,0,126,6,23,21,11,3,63,10669,2142,1208,137,99,14260,1053,0,20,5,10,1087,1013,3,43,6,6,1075,382,3,37,0,6,433,242,22,35,3,3,306,170,24,48,10,3,255,172,42,81,16,0,303,156,49,89,13,3,304,152,62,86,18,5,332,166,50,95,19,8,334,238,95,113,20,0,469,197,69,102,20,4,392,95,43,50,19,0,210,47,28,35,11,3,126,4086,495,828,159,60,5620,361,43,47,17,11,478,266,45,31,14,27,378,15383,2726,2111,326,194,20740,143,0,0,0,3,149,760,3,16,0,10,782,1022,9,Hornsby (A)
14100,10,0,0,0,0,10,50,0,3,0,0,58,107,12,4,0,0,122,115,19,15,0,0,149,101,28,12,3,0,143,86,21,19,0,0,126,86,37,21,0,0,145,84,38,11,0,0,133,84,33,10,3,0,138,42,13,11,0,0,64,18,21,6,0,0,44,5,3,7,0,0,17,3,0,0,0,0,7,790,224,118,17,4,1157,43,0,0,0,0,46,93,0,3,0,0,98,46,0,4,0,0,53,38,3,3,0,0,42,17,5,3,0,0,32,18,0,3,0,0,17,13,9,4,4,0,31,9,8,8,0,0,30,25,9,14,0,0,51,20,15,3,4,0,50,19,9,18,0,0,49,12,5,9,3,0,32,7,10,7,0,0,23,366,76,81,19,7,549,27,3,0,0,0,31,30,3,5,3,3,42,1213,312,209,41,14,1784,11,0,0,0,0,11,56,0,3,0,0,62,158,0,Hunters Hill (A)
14170,227,0,3,0,3,230,1277,18,33,4,7,1345,2487,139,168,4,10,2808,2590,357,227,18,26,3221,2282,432,258,16,20,3009,1992,558,280,17,30,2876,1775,575,290,29,27,2690,1729,524,324,37,24,2628,1476,404,257,25,17,2173,834,253,190,22,11,1317,303,157,90,11,4,572,83,58,35,10,3,190,23,29,6,9,0,69,17082,3516,2165,199,173,23126,758,3,15,8,9,794,1354,14,51,7,7,1431,984,29,103,13,14,1145,575,40,116,16,9,751,377,55,100,7,4,552,332,61,131,11,7,543,318,78,127,19,5,549,269,67,138,13,3,504,297,79,135,14,3,529,302,86,140,23,3,555,212,85,109,14,10,435,90,46,59,15,3,218,49,28,26,15,0,118,5932,661,1259,183,90,8127,490,45,59,17,13,633,476,52,71,25,69,699,23980,4279,3555,422,346,32583,93,3,0,0,0,97,1056,9,8,0,5,1080,2131,41,Inner West (A)
14200,82,0,0,0,0,77,179,3,5,0,0,197,192,0,15,3,3,218,173,13,26,3,3,214,165,14,22,3,5,213,192,21,29,12,0,254,200,26,31,15,3,275,176,29,47,14,4,273,161,26,52,14,3,261,100,18,41,11,0,175,32,16,32,12,0,81,0,11,22,12,0,39,3,4,15,11,0,32,1653,175,343,115,26,2315,108,0,0,3,0,113,77,0,0,0,0,75,36,0,0,0,0,40,57,0,4,0,0,68,40,0,9,0,0,49,34,3,4,0,3,41,42,0,5,0,0,47,61,3,3,0,4,75,54,3,16,4,0,72,37,0,16,0,4,57,24,0,21,0,0,45,15,3,11,8,0,29,3,6,9,11,0,25,581,27,93,29,21,751,75,4,6,3,0,92,53,3,5,13,24,92,2363,207,451,156,67,3247,36,0,0,0,0,36,106,0,0,3,0,106,109,0,Inverell (A)
14400,64,0,0,0,0,64,117,4,12,0,0,131,137,9,13,0,0,153,103,25,31,0,5,160,92,28,31,0,0,154,99,30,39,0,0,171,75,35,28,3,3,148,105,36,35,0,4,179,95,29,24,3,0,153,60,21,32,8,3,122,14,12,13,6,0,50,3,0,3,3,0,14,3,3,4,3,0,8,962,235,270,30,18,1514,157,0,0,0,3,158,122,0,3,3,0,129,26,4,10,0,0,40,32,0,7,0,0,40,23,4,10,0,0,39,21,8,7,0,0,33,27,5,11,3,0,45,26,7,14,3,5,43,29,10,20,6,3,65,41,15,33,6,0,100,23,8,20,6,3,62,12,12,11,5,0,48,7,6,3,7,0,24,548,76,159,43,12,841,41,4,19,3,4,74,29,6,3,0,3,42,1578,321,453,78,37,2466,20,0,0,0,0,20,80,0,4,0,0,84,79,5,Kiama (A)
14500,75,0,0,0,0,77,392,13,11,0,3,419,687,48,47,3,3,794,763,88,60,10,5,922,654,155,59,11,8,886,615,243,102,4,6,976,685,263,112,21,3,1084,629,344,144,13,11,1135,457,270,121,13,7,871,280,148,85,7,3,526,118,115,45,4,0,280,28,38,22,3,0,93,11,25,9,7,0,52,5399,1743,819,111,46,8120,579,0,18,4,0,606,664,12,25,0,0,706,286,11,22,0,0,318,171,18,25,5,3,224,109,21,33,0,0,164,102,28,42,16,0,197,75,57,39,24,3,197,88,64,60,21,0,229,115,76,70,12,4,284,135,98,90,18,0,345,143,125,90,20,0,382,75,80,66,16,3,239,52,55,55,27,4,202,2605,647,651,175,19,4091,192,31,26,8,0,262,140,23,28,14,35,239,8336,2447,1524,300,103,12709,69,0,0,0,0,69,454,3,3,0,0,464,837,16,Ku-ring-gai (A)
14550,35,0,0,0,0,35,65,0,4,0,0,71,53,3,3,0,0,63,72,4,11,0,0,88,54,11,8,3,0,79,50,6,19,4,0,75,62,15,18,6,0,105,96,11,41,3,0,150,74,15,45,16,0,147,50,15,42,18,3,126,14,8,22,12,0,54,3,5,9,7,0,19,0,0,13,6,6,30,621,90,245,74,13,1041,38,0,0,0,0,45,12,0,0,0,0,12,10,0,0,0,0,15,19,0,0,0,0,19,21,0,3,0,0,26,19,6,0,0,4,30,14,0,8,0,0,29,24,0,8,4,0,40,27,0,9,3,4,40,30,0,13,0,0,46,15,0,10,8,0,38,15,0,7,3,0,23,0,0,5,8,0,19,240,12,74,37,7,371,34,0,6,0,3,48,21,0,11,5,7,36,911,105,334,113,31,1497,3,0,0,0,0,3,15,0,0,0,0,15,27,0,Kyogle (A)
14600,24,0,0,0,0,19,85,0,6,0,0,89,65,7,10,0,0,84,60,13,19,6,0,99,51,17,19,4,0,87,51,12,21,6,3,86,59,14,17,3,0,97,53,4,21,11,3,95,61,17,42,9,0,127,32,6,28,12,0,81,20,4,24,16,0,63,5,0,8,8,0,20,3,3,9,8,0,27,557,96,223,94,12,982,12,0,0,0,0,11,7,0,0,0,0,7,5,0,0,0,0,6,5,0,0,0,0,17,7,0,0,0,0,8,3,0,4,0,0,11,6,0,0,0,0,14,13,3,4,0,0,20,10,0,3,0,0,20,14,0,3,0,0,18,8,0,3,0,0,19,0,0,4,3,0,11,4,4,3,9,0,13,111,9,32,17,5,179,22,0,7,4,3,35,23,4,3,4,3,40,711,110,263,116,35,1239,12,0,0,0,0,12,47,0,0,0,0,47,48,0,Lachlan (A)
14650,552,3,4,0,4,564,1651,14,26,0,10,1710,1912,84,88,3,12,2093,1905,186,159,7,15,2275,1733,291,145,14,10,2195,1815,316,195,29,15,2370,1722,358,232,16,23,2356,1616,335,197,15,17,2183,1469,289,208,22,15,2008,812,188,124,17,6,1149,182,102,69,10,0,358,37,29,17,3,0,93,15,14,8,4,0,44,15434,2206,1466,156,139,19401,1326,0,14,10,6,1357,1111,3,32,5,7,1161,463,19,47,7,6,538,310,13,53,3,3,395,250,20,70,12,4,349,240,40,79,8,3,371,238,38,95,16,5,391,242,52,98,11,3,410,263,62,113,13,3,462,345,73,133,24,10,583,210,67,107,23,3,406,99,36,48,22,0,204,32,25,22,13,0,97,5131,446,912,170,63,6721,676,44,57,18,12,808,349,34,33,10,60,496,21597,2734,2462,354,272,27424,310,3,0,0,0,319,1273,3,17,5,3,1297,1488,16,Lake Macquarie (C)
14700,44,0,0,0,0,45,347,0,5,0,3,349,691,22,18,0,0,735,967,50,27,0,3,1039,791,81,42,4,3,920,722,104,36,7,0,868,587,135,50,5,3,784,503,95,47,3,3,650,381,112,52,5,3,557,198,47,28,4,3,275,80,28,14,0,0,130,25,12,7,3,0,44,3,10,3,0,0,21,5345,696,329,32,28,6422,155,0,0,3,0,160,304,0,7,0,0,315,169,6,17,0,4,190,105,6,23,3,0,137,67,8,13,0,0,91,63,14,22,3,0,102,42,17,28,0,0,83,48,20,34,3,0,100,33,26,25,4,3,88,47,15,36,4,0,106,42,38,26,7,0,121,25,16,22,4,0,71,15,17,10,4,0,35,1114,183,247,49,12,1604,117,13,6,0,0,146,90,7,11,3,15,135,6668,900,596,86,52,8301,25,0,0,0,0,26,296,3,0,0,0,302,667,4,Lane Cove (A)
14750,69,0,0,0,0,73,165,0,3,0,3,176,191,3,14,3,0,212,161,9,8,3,0,186,141,14,13,4,3,176,191,20,12,0,5,226,187,27,31,10,0,251,184,22,32,8,3,253,170,20,33,15,3,233,104,16,20,11,0,158,22,12,7,8,0,49,0,10,3,9,0,22,3,3,3,0,0,14,1588,149,183,66,23,2013,43,0,0,0,0,44,22,0,0,0,0,25,11,0,0,0,0,19,16,0,3,0,0,20,13,0,0,0,0,12,16,0,4,0,0,29,18,3,3,0,0,22,26,0,11,0,0,37,18,0,5,0,0,24,28,0,6,0,0,40,11,0,8,0,3,22,13,0,3,3,0,17,3,0,3,6,0,19,241,9,50,18,7,330,59,7,9,4,0,78,55,0,3,4,15,80,1946,171,247,100,44,2504,33,0,0,0,0,34,110,0,5,0,0,115,104,0,Leeton (A)
14850,149,0,0,0,3,149,365,3,5,3,10,385,442,15,30,4,0,495,529,31,44,0,3,600,538,55,66,3,3,665,577,54,86,5,6,729,627,70,96,12,6,807,638,82,138,9,13,876,605,75,118,22,8,824,339,57,98,19,10,524,96,36,61,18,0,214,24,9,34,4,0,71,10,6,22,9,7,47,4940,481,801,104,57,6384,347,0,5,3,4,359,241,0,7,0,0,248,162,0,11,0,0,174,123,6,11,4,6,150,138,7,25,0,0,163,148,9,25,3,3,186,171,10,37,3,3,223,139,6,43,8,0,197,191,22,46,7,0,270,188,17,77,9,0,288,123,13,49,8,6,204,45,9,26,9,3,86,11,4,11,11,4,43,2033,89,371,70,31,2593,194,5,26,5,9,240,120,6,18,16,30,199,7281,579,1214,202,132,9417,78,0,0,0,0,78,306,0,5,0,0,309,361,3,Lismore (C)
14870,109,0,0,0,0,110,245,5,5,0,3,256,291,7,7,0,3,313,286,11,5,0,0,310,233,20,17,0,3,273,300,28,23,0,0,351,316,19,27,4,7,371,339,31,31,7,0,400,345,23,33,4,3,415,133,19,23,9,0,185,32,11,14,9,0,62,16,5,3,3,0,33,0,0,3,3,0,9,2639,172,202,40,23,3085,103,0,0,0,0,99,55,0,0,0,0,55,43,0,3,0,0,47,37,3,4,3,0,44,27,3,3,0,0,35,27,4,7,3,0,36,34,0,7,0,0,46,39,7,4,0,0,52,56,3,12,3,0,75,53,10,12,8,0,82,37,3,10,3,0,55,12,4,9,7,0,33,3,3,9,13,0,27,514,32,85,43,9,692,102,6,15,5,6,130,65,4,3,3,8,80,3328,215,309,89,42,3987,31,0,0,0,0,31,128,0,5,0,0,133,130,4,Lithgow (C)
14900,532,0,0,0,7,541,2002,58,41,9,10,2122,2925,158,97,3,22,3200,3070,305,142,20,24,3556,2717,390,179,9,17,3317,2609,437,191,10,27,3275,2392,440,238,32,39,3133,2297,378,212,18,27,2937,2033,307,165,20,27,2545,1198,193,128,11,18,1546,424,104,50,7,3,600,68,38,14,3,3,126,31,23,5,0,4,62,22289,2840,1456,139,233,26959,1012,9,12,11,7,1056,1244,8,27,19,11,1308,617,33,52,4,4,710,430,40,68,10,0,550,343,67,72,10,4,500,352,54,91,21,9,529,339,67,108,19,18,540,291,63,78,10,16,458,301,47,69,17,7,444,275,54,73,18,6,423,135,51,39,14,5,246,62,25,29,15,3,133,35,16,10,6,0,75,5441,530,710,172,97,6952,617,57,38,14,19,740,716,81,56,33,122,1010,29057,3502,2266,368,467,35663,252,0,10,0,4,264,1475,15,25,0,5,1525,2335,29,Liverpool (C)
14920,23,0,0,0,0,23,50,0,0,0,0,60,98,0,5,0,3,107,88,3,8,0,0,105,85,3,18,0,0,112,95,11,14,6,0,132,97,10,24,3,0,141,99,8,33,4,0,149,78,12,24,4,0,121,64,22,30,8,3,122,18,7,12,10,3,55,0,3,12,7,0,20,0,3,6,11,0,18,800,93,198,59,17,1171,24,0,0,0,0,26,12,0,0,0,0,10,16,0,0,0,0,18,10,0,3,0,0,15,10,0,0,0,0,10,10,0,4,0,0,17,14,0,0,3,0,13,20,3,13,0,0,33,11,0,6,3,0,26,14,0,12,3,0,21,16,3,4,7,0,25,3,3,7,3,0,14,3,0,6,3,0,21,159,11,53,24,3,247,31,3,6,3,0,41,17,3,6,5,4,41,1006,111,261,90,28,1494,12,0,0,0,0,12,33,0,0,0,0,33,34,0,Liverpool Plains (A)
14950,10,0,0,0,0,10,16,0,0,0,0,19,24,3,0,0,0,31,18,3,9,0,0,27,12,9,10,3,3,34,16,4,9,6,0,34,12,6,12,3,0,36,8,10,27,5,0,48,9,8,22,8,0,43,3,5,16,9,0,29,0,3,14,3,0,24,5,0,5,3,0,12,0,0,4,8,0,8,134,44,126,49,6,359,4,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,8,7,0,0,0,0,5,8,0,3,3,0,15,6,0,3,0,0,10,7,0,3,0,0,12,5,0,0,3,0,11,3,3,3,0,0,6,0,0,3,0,0,8,0,0,0,0,0,0,55,4,17,17,0,92,3,0,3,0,3,7,3,0,0,3,0,8,200,47,150,65,8,468,0,0,0,0,0,0,10,0,0,0,0,10,12,0,Lockhart (A)
15050,256,0,3,0,0,261,787,5,17,4,0,816,1031,41,34,0,4,1108,970,88,50,3,3,1110,889,102,49,7,4,1048,870,126,69,11,10,1076,929,145,57,10,12,1154,824,122,65,10,11,1024,708,116,88,6,3,918,366,74,63,10,6,520,101,48,23,8,0,178,17,14,14,6,0,56,4,9,11,0,0,23,7755,889,520,73,54,9296,603,0,3,9,3,623,421,3,10,3,5,440,186,4,11,0,0,208,137,5,11,0,0,163,116,16,21,0,4,154,105,12,19,0,0,136,95,14,30,3,0,141,109,11,27,3,0,159,139,27,29,10,5,201,145,26,42,3,0,217,97,16,32,6,3,158,46,14,12,3,0,76,14,0,9,6,0,36,2223,154,261,48,19,2708,271,11,16,8,9,314,184,12,12,9,26,244,10424,1067,818,142,103,12553,136,0,0,0,0,139,642,0,6,0,9,660,738,15,Maitland (C)
15240,207,0,3,0,4,219,538,7,11,3,4,560,613,23,35,7,12,689,612,39,64,4,10,724,574,57,83,3,12,731,676,103,124,20,15,934,782,105,166,23,12,1086,757,143,190,23,21,1134,704,149,215,26,14,1111,435,110,164,29,5,746,111,66,77,22,12,289,20,26,47,17,3,111,5,4,37,19,8,80,6038,832,1224,203,128,8414,517,0,3,7,9,538,275,3,10,3,6,302,185,0,14,6,3,208,176,3,30,6,0,217,137,10,34,3,0,181,159,15,42,4,5,223,177,19,55,15,8,271,254,11,73,9,12,362,244,21,98,7,5,380,266,38,113,27,8,450,150,42,67,32,8,294,54,23,36,27,8,146,16,6,27,26,4,80,2625,185,601,171,66,3648,418,29,49,20,16,532,206,18,35,22,69,345,9290,1065,1903,410,272,12939,84,0,0,0,0,89,385,0,11,0,0,399,400,5,Mid-Coast (A)
15270,101,0,0,0,0,98,269,0,4,7,5,286,385,11,17,0,3,418,428,11,32,4,7,480,384,29,27,0,3,446,366,41,42,3,3,458,373,61,47,6,10,492,365,51,43,11,5,471,297,43,66,17,7,425,140,29,53,17,0,237,32,18,37,25,4,119,14,10,25,22,0,59,8,10,15,16,3,43,3149,309,403,128,55,4043,120,0,0,5,0,123,52,0,3,0,3,59,50,0,0,0,0,48,50,3,3,3,0,53,35,3,3,0,0,41,36,8,3,4,0,48,47,9,20,5,0,75,71,3,16,3,3,93,49,4,23,4,0,78,55,9,12,10,0,84,34,10,18,15,3,75,14,3,14,16,0,49,7,0,13,14,4,31,614,49,134,70,13,883,139,6,17,0,3,163,74,3,9,4,13,110,3980,371,555,207,86,5191,46,0,0,0,0,48,139,0,6,0,0,148,163,3,Mid-Western Regional (A)
15300,58,0,0,0,0,60,196,4,6,0,0,207,219,11,20,0,5,255,189,17,27,0,3,229,192,16,22,0,0,239,165,38,41,3,0,246,191,39,41,17,5,288,193,25,40,12,4,275,147,38,57,7,4,253,103,24,39,16,5,188,54,18,28,6,5,113,9,5,13,7,0,32,3,3,11,10,5,30,1731,253,348,75,34,2441,59,0,0,3,0,63,30,0,0,0,0,30,17,0,0,0,0,21,8,0,0,0,0,11,16,0,0,0,0,18,15,3,3,0,0,25,12,0,0,0,0,20,27,0,3,3,0,36,23,6,13,4,5,48,29,4,11,0,0,42,8,7,12,8,0,33,10,3,3,4,3,24,3,3,4,4,0,18,257,30,59,26,12,380,63,5,17,3,3,88,54,4,8,3,14,85,2099,289,428,108,66,2991,24,0,0,0,0,24,111,3,3,0,0,113,159,0,Moree Plains (A)
15350,28,0,0,0,0,29,153,3,4,0,0,157,281,27,25,0,0,334,269,44,28,0,0,346,233,61,29,4,4,329,189,83,43,3,4,318,174,99,35,4,0,314,167,95,46,11,4,321,101,85,41,3,3,235,65,42,23,4,0,135,35,41,22,3,0,100,7,16,9,3,0,35,3,9,3,5,0,23,1693,612,311,44,21,2672,124,0,0,0,0,123,225,0,3,3,3,237,93,6,9,0,0,113,68,4,16,0,0,88,52,15,18,0,0,82,30,12,17,0,0,62,30,19,13,3,0,63,27,13,24,6,0,75,32,29,20,3,0,84,41,37,32,3,3,115,37,34,30,11,0,113,13,26,18,14,0,75,13,18,16,11,0,57,792,220,215,57,19,1298,45,10,7,7,0,73,38,16,7,0,3,71,2568,851,544,110,45,4112,16,0,0,0,0,16,166,0,5,0,0,170,310,9,Mosman (A)
15520,47,0,0,0,0,49,121,3,4,4,0,135,133,9,9,0,0,146,114,13,19,7,4,155,91,30,18,8,4,143,115,31,22,9,3,188,150,33,35,15,7,243,117,27,41,19,3,210,116,53,46,22,3,237,84,20,43,18,0,171,20,11,21,11,0,71,4,9,14,14,0,39,0,7,11,11,0,33,1109,242,291,140,28,1809,61,0,0,4,3,69,37,0,3,3,0,40,22,0,3,0,0,27,17,0,3,0,0,15,11,0,3,0,0,24,23,0,4,0,0,24,15,0,4,0,0,23,27,3,5,0,3,37,38,3,6,0,3,54,26,11,12,5,0,46,23,4,9,4,0,41,10,5,0,3,0,22,7,0,5,9,0,24,318,32,57,43,7,455,45,5,12,6,4,79,37,5,11,4,4,59,1513,281,370,187,52,2407,20,0,0,0,0,16,52,0,0,0,0,52,61,0,Murray River (A)
15560,30,0,0,0,0,27,45,0,3,0,3,52,59,4,12,4,0,84,39,3,3,3,0,46,43,9,11,4,0,60,39,21,11,0,0,73,46,16,8,3,0,70,55,18,16,6,0,100,52,17,25,8,3,105,32,6,10,13,0,63,14,4,5,0,0,27,0,0,4,3,0,7,0,3,4,0,0,11,439,115,122,42,12,733,11,0,0,0,0,15,13,0,0,0,0,16,9,0,0,0,0,7,4,0,0,0,0,9,6,0,0,0,0,9,3,3,3,0,0,6,7,0,0,0,0,10,3,0,4,0,0,11,3,4,0,3,0,12,9,0,3,0,0,9,9,0,0,4,3,12,3,0,3,0,0,14,0,0,3,3,0,9,85,14,17,8,3,132,15,8,11,7,3,48,13,0,5,7,3,27,560,137,151,67,24,932,5,0,0,0,0,5,17,0,0,0,0,17,42,0,Murrumbidgee (A)
15650,96,0,0,0,4,102,333,0,0,0,4,346,520,6,10,0,3,542,606,13,12,0,0,630,595,15,15,0,7,626,600,19,14,0,3,643,553,19,20,4,5,602,544,15,16,4,4,584,414,13,21,9,5,461,191,20,16,3,3,236,49,9,11,3,0,72,8,3,8,5,0,23,5,0,3,3,3,17,4507,145,147,37,42,4880,99,0,0,0,0,104,79,0,3,0,0,84,75,0,0,0,0,82,71,0,4,0,0,82,52,0,3,0,0,56,55,0,0,0,0,57,57,5,0,0,0,64,61,0,6,0,0,71,57,5,9,3,0,75,44,3,4,3,0,57,21,3,10,0,0,40,16,0,7,3,0,24,3,3,3,3,0,12,690,18,56,21,3,793,219,3,5,3,0,226,103,4,9,3,10,128,5518,173,219,65,59,6034,34,0,0,0,0,34,170,0,0,0,0,178,216,3,Muswellbrook (A)
15700,44,0,0,0,0,49,132,4,0,0,3,137,148,0,12,0,0,165,141,5,5,3,0,153,143,14,23,4,5,188,156,11,24,6,3,203,145,19,32,0,0,198,146,10,33,16,7,214,147,21,43,4,3,221,77,19,36,11,3,145,23,11,36,15,0,79,8,0,9,7,0,25,4,5,6,6,0,28,1313,128,273,72,26,1811,93,0,0,3,3,97,60,0,3,0,0,63,46,0,0,0,0,49,41,0,11,4,0,60,41,0,6,0,0,52,36,8,12,0,0,57,44,4,6,0,0,62,65,3,18,0,4,89,72,0,23,6,0,101,68,9,37,5,0,118,25,3,15,9,0,55,9,3,8,0,0,27,0,0,3,6,0,17,606,30,144,42,11,833,76,0,15,3,3,96,51,0,10,4,19,81,2048,162,442,119,62,2826,15,0,0,0,0,15,69,0,3,0,0,74,62,0,Nambucca (A)
15750,71,0,0,0,0,74,181,3,0,0,0,188,292,6,11,0,4,324,317,3,20,6,3,348,292,25,26,3,3,342,273,25,37,14,3,357,256,31,39,0,4,330,280,36,46,11,0,373,207,51,31,16,3,308,122,27,34,11,5,198,33,21,20,10,0,90,14,7,10,8,3,34,6,0,12,6,0,20,2346,231,283,87,30,2979,90,0,0,0,0,87,36,3,0,0,0,37,30,0,6,0,0,35,25,0,0,0,0,26,25,0,3,3,0,26,16,0,8,0,0,23,32,0,3,0,0,42,26,3,7,0,0,33,28,0,3,0,3,36,30,9,5,7,0,52,17,4,3,10,3,41,11,5,4,3,0,26,0,0,9,6,0,14,359,25,47,31,7,472,101,6,12,12,3,134,44,3,8,11,10,86,2850,274,349,146,59,3679,22,0,0,0,0,31,114,0,3,0,0,115,155,3,Narrabri (A)
