LGA_MAIN11,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total,LGA_NAME11
48830,0,1482,1482,1965,65,2030,396,6,402,417,0,417,213,0,213,73,0,73,3064,1553,4617,Yorke Peninsula (DC)
49399,0,477,477,384,32,416,153,12,165,120,4,124,71,0,71,57,0,57,785,525,1310,Unincorporated SA
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50080,0,3320,3320,4422,273,4695,1721,49,1770,1656,7,1663,708,3,711,363,3,366,8870,3655,12525,Albany (C)
51960,0,330,330,350,25,375,184,4,188,200,0,200,98,0,98,54,0,54,886,359,1245,Coolgardie (S)
52030,0,136,136,167,3,170,36,0,36,50,0,50,24,0,24,6,0,6,283,139,422,Coorow (S)
65410,0,1472,1472,1967,93,2060,705,9,714,668,6,674,328,0,328,127,0,127,3795,1580,5375,Waratah/Wynyard (M)
50210,0,4641,4641,7114,537,7651,3713,85,3798,3425,24,3449,1518,9,1527,898,3,901,16668,5299,21967,Armadale (C)
51680,0,248,248,575,21,596,219,3,222,254,0,254,127,0,127,60,0,60,1235,272,1507,Chittering (S)
52870,0,433,433,805,23,828,253,3,256,281,5,286,112,0,112,56,0,56,1507,464,1971,Donnybrook-Balingup (S)
51750,0,1146,1146,1142,110,1252,413,37,450,480,16,496,211,3,214,36,5,41,2282,1317,3599,Claremont (T)
51820,0,6437,6437,9757,795,10552,5474,223,5697,5852,71,5923,2287,23,2310,915,8,923,24285,7557,31842,Cockburn (C)
51890,0,884,884,1081,58,1139,501,9,510,445,0,445,201,0,201,99,0,99,2327,951,3278,Collie (S)
54200,0,3578,3578,6499,381,6880,3098,72,3170,3209,28,3237,1388,9,1397,607,3,610,14801,4071,18872,Kalamunda (S)
52100,0,145,145,173,5,178,41,0,41,43,0,43,25,0,25,8,0,8,290,150,440,Corrigin (S)
52170,0,769,769,850,104,954,341,39,380,404,21,425,197,0,197,52,3,55,1844,936,2780,Cottesloe (T)
52240,0,112,112,161,4,165,50,0,50,47,0,47,27,0,27,13,0,13,298,116,414,Cranbrook (S)
52310,0,78,78,135,4,139,33,0,33,55,0,55,18,0,18,11,0,11,252,82,334,Cuballing (S)
52380,0,46,46,34,0,34,8,0,8,5,0,5,4,0,4,5,0,5,56,46,102,Cue (S)
52450,0,128,128,184,10,194,59,3,62,59,0,59,27,0,27,11,0,11,340,141,481,Cunderdin (S)
52520,0,132,132,153,10,163,70,0,70,46,0,46,41,0,41,19,0,19,329,142,471,Dalwallinu (S)
52590,0,303,303,460,19,479,145,3,148,127,0,127,55,0,55,27,0,27,814,325,1139,Dandaragan (S)
52660,0,772,772,1494,89,1583,693,10,703,768,8,776,315,3,318,133,3,136,3403,885,4288,Dardanup (S)
52730,0,569,569,802,36,838,253,9,262,246,0,246,86,0,86,37,0,37,1424,614,2038,Denmark (S)
52940,0,77,77,115,5,120,33,0,33,21,0,21,20,0,20,9,0,9,198,82,280,Dowerin (S)
53010,0,78,78,100,3,103,29,0,29,23,0,23,18,0,18,6,0,6,176,81,257,Dumbleyung (S)
53080,0,124,124,120,9,129,43,0,43,38,0,38,13,0,13,7,0,7,221,133,354,Dundas (S)
53150,0,697,697,788,88,876,355,23,378,434,3,437,188,3,191,32,0,32,1797,814,2611,East Fremantle (T)
53430,0,3646,3646,3476,475,3951,1453,161,1614,1179,48,1227,418,14,432,146,7,153,6672,4351,11023,Fremantle (C)
53520,0,3254,3254,4194,319,4513,1953,56,2009,1914,9,1923,872,3,875,474,3,477,9407,3644,13051,Geraldton-Greenough (C)
53570,0,387,387,721,27,748,190,6,196,215,0,215,97,0,97,57,0,57,1280,420,1700,Gingin (S)
53640,0,141,141,151,10,161,47,0,47,65,0,65,40,0,40,22,0,22,325,151,476,Gnowangerup (S)
54280,0,2197,2197,2830,342,3172,1561,89,1650,1609,29,1638,790,11,801,415,0,415,7205,2668,9873,Kalgoorlie/Boulder (C)
53710,0,107,107,143,10,153,43,4,47,47,0,47,26,0,26,11,0,11,270,121,391,Goomalling (S)
54900,0,168,168,201,3,204,58,3,61,63,0,63,32,0,32,12,0,12,366,174,540,Lake Grace (S)
53780,0,7217,7217,10586,930,11516,6259,214,6473,6364,69,6433,2754,25,2779,1659,24,1683,27622,8479,36101,Gosnells (C)
53920,0,165,165,138,21,159,82,3,85,68,0,68,62,3,65,187,0,187,537,192,729,Halls Creek (S)
53990,0,1441,1441,2742,138,2880,1286,26,1312,1414,8,1422,623,4,627,245,0,245,6310,1617,7927,Harvey (S)
54060,0,318,318,511,26,537,165,3,168,176,3,179,98,0,98,27,0,27,977,350,1327,Irwin (S)
54130,0,110,110,124,9,133,57,0,57,56,0,56,28,0,28,3,0,3,268,119,387,Jerramungup (S)
54340,0,415,415,474,39,513,186,7,193,180,0,180,125,0,125,87,0,87,1052,461,1513,Katanning (S)
54410,0,121,121,151,7,158,50,0,50,62,0,62,27,0,27,17,0,17,307,128,435,Kellerberrin (S)
54480,0,49,49,79,0,79,17,0,17,34,0,34,25,0,25,0,0,0,155,49,204,Kent (S)
54550,0,189,189,292,12,304,95,0,95,108,0,108,37,0,37,18,0,18,550,201,751,Kojonup (S)
54620,0,97,97,120,5,125,32,0,32,49,0,49,24,0,24,11,0,11,236,102,338,Kondinin (S)
54690,0,52,52,62,6,68,23,0,23,20,0,20,6,0,6,6,0,6,117,58,175,Koorda (S)
54760,0,90,90,114,3,117,47,3,50,39,0,39,17,0,17,11,0,11,228,96,324,Kulin (S)
54970,0,77,77,58,6,64,28,0,28,12,0,12,10,0,10,20,0,20,128,83,211,Laverton (S)
56520,0,456,456,528,35,563,179,9,188,179,0,179,109,0,109,43,0,43,1038,500,1538,Narrogin (T)
55040,0,105,105,105,9,114,38,0,38,70,0,70,34,0,34,26,0,26,273,114,387,Leonora (S)
55110,0,6600,6600,10028,666,10694,3537,79,3616,3523,15,3538,1399,3,1402,609,0,609,19096,7363,26459,Mandurah (C)
55180,0,934,934,1271,56,1327,457,7,464,428,3,431,229,0,229,94,0,94,2479,1000,3479,Manjimup (S)
55250,0,103,103,85,9,94,38,0,38,20,0,20,18,0,18,26,0,26,187,112,299,Meekatharra (S)
55320,0,8455,8455,11084,851,11935,5422,308,5730,6138,157,6295,2327,65,2392,753,19,772,25724,9855,35579,Melville (C)
56580,0,1426,1426,1941,144,2085,1060,79,1139,1438,40,1478,675,16,691,194,9,203,5308,1714,7022,Nedlands (C)
56620,0,89,89,64,6,70,43,3,46,39,0,39,32,0,32,70,0,70,248,98,346,Ngaanyatjarraku (S)
55390,0,30,30,15,0,15,10,0,10,7,0,7,4,0,4,14,0,14,50,30,80,Menzies (S)
55460,0,362,362,414,25,439,164,0,164,135,0,135,77,3,80,36,0,36,826,390,1216,Merredin (S)
55530,0,55,55,63,0,63,24,0,24,24,0,24,11,0,11,7,0,7,129,55,184,Mingenew (S)
55600,0,219,219,312,23,335,127,5,132,111,0,111,54,0,54,45,0,45,649,247,896,Moora (S)
55670,0,91,91,88,7,95,38,0,38,42,0,42,19,0,19,12,0,12,199,98,297,Morawa (S)
56930,0,100,100,159,9,168,58,5,63,86,0,86,45,0,45,26,0,26,374,114,488,Peppermint Grove (S)
55740,0,1138,1138,925,127,1052,411,31,442,467,15,482,192,0,192,53,0,53,2048,1311,3359,Mosman Park (T)
55810,0,66,66,44,7,51,41,0,41,13,0,13,8,0,8,15,0,15,121,73,194,Mount Magnet (S)
55880,0,49,49,70,4,74,23,0,23,28,0,28,9,0,9,6,0,6,136,53,189,Mount Marshall (S)
57080,0,3038,3038,2522,548,3070,594,130,724,206,47,253,40,19,59,12,4,16,3374,3786,7160,Perth (C)
55950,0,53,53,91,0,91,26,0,26,26,0,26,12,0,12,0,0,0,155,53,208,Mukinbudin (S)
57140,0,113,113,187,10,197,59,0,59,43,0,43,29,0,29,10,0,10,328,123,451,Pingelly (S)
57210,0,432,432,727,28,755,247,0,247,222,0,222,100,0,100,48,0,48,1344,460,1804,Plantagenet (S)
57280,0,740,740,1038,145,1183,608,43,651,599,15,614,326,3,329,200,0,200,2771,946,3717,Port Hedland (T)
57350,0,120,120,173,14,187,35,0,35,46,0,46,17,0,17,15,0,15,286,134,420,Quairading (S)
57420,0,201,201,260,12,272,71,0,71,96,0,96,57,0,57,20,0,20,504,213,717,Ravensthorpe (S)
57490,0,7426,7426,11449,831,12280,5792,136,5928,6488,23,6511,2731,7,2738,1275,3,1278,27735,8426,36161,Rockingham (C)
57560,0,921,921,1453,173,1626,838,57,895,1102,15,1117,447,4,451,269,6,275,4109,1176,5285,Roebourne (S)
56160,0,6,6,15,0,15,3,0,3,7,0,7,3,0,3,0,0,0,28,6,34,Murchison (S)
56230,0,1191,1191,1994,92,2086,670,10,680,744,0,744,321,0,321,152,0,152,3881,1293,5174,Murray (S)
56300,0,147,147,223,14,237,50,0,50,42,0,42,29,0,29,12,0,12,356,161,517,Nannup (S)
61410,0,5144,5144,6858,360,7218,3112,59,3171,2835,13,2848,1034,0,1034,428,0,428,14267,5576,19843,Clarence (C)
61510,0,921,921,1248,53,1301,570,4,574,556,9,565,205,0,205,104,3,107,2683,990,3673,Derwent Valley (M)
61610,0,2828,2828,3408,224,3632,1333,39,1372,1220,9,1229,464,0,464,236,0,236,6661,3100,9761,Devonport (C)
61810,0,795,795,1019,39,1058,298,4,302,317,0,317,150,0,150,75,0,75,1859,838,2697,Dorset (M)
62010,0,118,118,147,10,157,42,3,45,18,0,18,6,0,6,0,0,0,213,131,344,Flinders (M)
62210,0,686,686,960,60,1020,364,0,364,297,0,297,172,0,172,65,0,65,1858,746,2604,George Town (M)
62410,0,531,531,742,42,784,155,4,159,150,0,150,70,0,70,25,0,25,1142,577,1719,Glamorgan/Spring Bay (M)
62610,0,6031,6031,5536,507,6043,2709,53,2762,2126,21,2147,850,5,855,455,3,458,11676,6620,18296,Glenorchy (C)
56370,0,87,87,141,0,141,41,0,41,30,0,30,18,0,18,5,0,5,235,87,322,Narembeen (S)
56450,0,45,45,110,8,118,49,0,49,47,0,47,17,0,17,8,0,8,231,53,284,Narrogin (S)
63010,0,1431,1431,2173,128,2301,804,13,817,731,0,731,354,0,354,177,0,177,4239,1572,5811,Huon Valley (M)
63210,0,486,486,866,46,912,318,5,323,316,0,316,132,0,132,75,0,75,1707,537,2244,Kentish (M)
63410,0,238,238,254,16,270,74,4,78,53,0,53,31,0,31,9,0,9,421,258,679,King Island (M)
63610,0,2859,2859,4447,223,4670,1937,35,1972,2025,11,2036,770,0,770,332,0,332,9511,3128,12639,Kingborough (M)
63810,0,953,953,1446,59,1505,496,4,500,534,0,534,216,0,216,71,0,71,2763,1016,3779,Latrobe (M)
64010,0,7853,7853,7935,850,8785,3527,252,3779,3137,90,3227,1240,17,1257,522,11,533,16361,9073,25434,Launceston (C)
64210,0,1938,1938,2554,116,2670,1050,17,1067,1037,4,1041,442,0,442,168,0,168,5251,2075,7326,Meander Valley (M)
64610,0,1213,1213,1765,78,1843,653,3,656,648,3,651,244,0,244,141,0,141,3451,1297,4748,Northern Midlands (M)
64810,0,1353,1353,1793,104,1897,835,7,842,656,0,656,262,0,262,122,0,122,3668,1464,5132,Sorell (M)
65010,0,559,559,790,33,823,350,3,353,309,0,309,138,0,138,74,0,74,1661,595,2256,Southern Midlands (M)
56730,0,985,985,1318,86,1404,493,9,502,497,4,501,246,0,246,138,0,138,2692,1084,3776,Northam (S)
56790,0,352,352,527,20,547,138,0,138,135,0,135,71,0,71,27,0,27,898,372,1270,Northampton (S)
56860,0,29,29,33,3,36,7,0,7,6,0,6,3,0,3,7,0,7,56,32,88,Nungarin (S)
57000,0,40,40,70,6,76,23,0,23,38,0,38,14,0,14,3,0,3,148,46,194,Perenjori (S)
57630,0,15,15,20,0,20,3,0,3,6,0,6,0,0,0,0,0,0,29,15,44,Sandstone (S)
57700,0,718,718,1862,91,1953,986,15,1001,1130,3,1133,522,0,522,317,0,317,4817,827,5644,Serpentine-Jarrahdale (S)
57770,0,118,118,136,13,149,37,0,37,29,0,29,10,0,10,5,0,5,217,131,348,Shark Bay (S)
57840,0,5160,5160,5148,756,5904,2022,262,2284,1927,75,2002,681,10,691,202,14,216,9980,6277,16257,South Perth (C)
57910,0,23281,23281,23643,2955,26598,10683,893,11576,10105,228,10333,3809,71,3880,1624,26,1650,49864,27454,77318,Stirling (C)
57980,0,2756,2756,2169,393,2562,818,184,1002,795,45,840,240,10,250,49,0,49,4071,3388,7459,Subiaco (C)
58050,0,7018,7018,10639,802,11441,6422,143,6565,6953,43,6996,2933,10,2943,1573,4,1577,28520,8020,36540,Swan (C)
58190,0,44,44,44,5,49,21,0,21,14,0,14,18,0,18,4,0,4,101,49,150,Tammin (S)
58260,0,76,76,91,6,97,28,0,28,28,0,28,11,0,11,9,0,9,167,82,249,Three Springs (S)
65610,0,670,670,620,43,663,252,9,261,208,3,211,87,0,87,38,0,38,1205,725,1930,West Coast (M)
65810,0,1940,1940,3056,155,3211,1137,15,1152,1245,8,1253,507,0,507,197,0,197,6142,2118,8260,West Tamar (M)
69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70200,0,2145,2145,2268,376,2644,1294,117,1411,1181,35,1216,595,8,603,379,3,382,5717,2684,8401,Alice Springs (T)
58330,0,367,367,700,21,721,232,5,237,176,0,176,84,3,87,55,0,55,1247,396,1643,Toodyay (S)
72800,0,1543,1543,2374,331,2705,1602,82,1684,1684,24,1708,756,11,767,405,3,408,6821,1994,8815,Palmerston (C)
73600,0,197,197,184,26,210,79,0,79,104,5,109,92,0,92,384,3,387,843,231,1074,Roper Gulf (S)
74050,0,81,81,96,3,99,77,3,80,85,0,85,73,0,73,143,0,143,474,87,561,Tiwi Islands (S)
58400,0,44,44,54,3,57,9,0,9,15,0,15,12,0,12,4,0,4,94,47,141,Trayning (S)
74500,0,234,234,192,31,223,108,0,108,132,3,135,102,0,102,366,0,366,900,268,1168,Victoria-Daly (S)
58470,0,23,23,19,0,19,11,0,11,3,0,3,5,0,5,11,0,11,49,23,72,Upper Gascoyne (S)
58510,0,4425,4425,3980,705,4685,1700,296,1996,1257,101,1358,408,29,437,166,21,187,7511,5577,13088,Victoria Park (T)
58540,0,108,108,104,11,115,43,3,46,49,0,49,24,0,24,7,0,7,227,122,349,Victoria Plains (S)
74560,0,53,53,69,4,73,18,0,18,13,0,13,5,0,5,0,0,0,105,57,162,Wagait (S)
58570,0,4132,4132,3838,800,4638,1595,362,1957,1342,151,1493,404,33,437,126,27,153,7305,5505,12810,Vincent (T)
58610,0,220,220,271,12,283,81,0,81,78,0,78,41,0,41,25,0,25,496,232,728,Wagin (S)
58680,0,24,24,72,3,75,27,0,27,23,0,23,11,0,11,5,0,5,138,27,165,Wandering (S)
58760,0,8231,8231,14638,935,15573,8770,185,8955,10333,48,10381,4381,17,4398,2330,9,2339,40452,9425,49877,Wanneroo (C)
58820,0,336,336,500,18,518,168,3,171,184,4,188,91,0,91,36,0,36,979,361,1340,Waroona (S)
58890,0,90,90,140,5,145,47,0,47,42,0,42,22,0,22,6,0,6,257,95,352,West Arthur (S)
74660,0,195,195,176,15,191,117,3,120,94,0,94,67,0,67,361,0,361,815,213,1028,West Arnhem (S)
79399,0,602,602,604,71,675,326,7,333,364,6,370,166,0,166,77,0,77,1537,686,2223,Unincorporated NT
79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89399,0,30248,30248,39258,4506,43764,20708,1871,22579,20836,622,21458,8028,141,8169,3148,59,3207,91978,37447,129425,Unincorporated ACT
89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99399,0,137,137,198,13,211,139,4,143,92,0,92,62,0,62,48,0,48,539,154,693,Unincorp. Other Territories
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59030,0,29,29,35,3,38,9,0,9,14,0,14,9,0,9,0,0,0,67,32,99,Westonia (S)
59100,0,78,78,110,5,115,39,0,39,30,0,30,15,0,15,11,0,11,205,83,288,Wickepin (S)
59170,0,88,88,161,6,167,47,3,50,33,0,33,24,0,24,5,0,5,270,97,367,Williams (S)
59310,0,170,170,184,14,198,82,0,82,63,3,66,27,0,27,20,0,20,376,187,563,Wongan-Ballidu (S)
59340,0,555,555,686,95,781,269,22,291,287,7,294,144,6,150,193,0,193,1579,685,2264,Wyndham-East Kimberley (S)
59350,0,14,14,18,0,18,9,0,9,7,0,7,3,0,3,5,0,5,42,14,56,Yalgoo (S)
59360,0,144,144,161,3,164,64,0,64,66,0,66,25,0,25,10,3,13,326,150,476,Yilgarn (S)
59370,0,349,349,541,27,568,148,0,148,160,0,160,74,0,74,30,0,30,953,376,1329,York (S)
59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60210,0,847,847,1014,50,1064,289,6,295,245,0,245,92,0,92,41,0,41,1681,903,2584,Break O'Day (M)
60410,0,1056,1056,1709,105,1814,982,13,995,881,0,881,414,0,414,184,0,184,4170,1174,5344,Brighton (M)
60610,0,2215,2215,2567,163,2730,1102,26,1128,965,5,970,385,4,389,185,0,185,5204,2413,7617,Burnie (C)
60810,0,2220,2220,3041,127,3168,1147,19,1166,1112,6,1118,437,0,437,177,0,177,5914,2372,8286,Central Coast (M)
61010,0,270,270,364,16,380,98,0,98,99,0,99,41,0,41,20,0,20,622,286,908,Central Highlands (M)
61210,0,768,768,1038,38,1076,393,8,401,416,0,416,206,3,209,102,0,102,2155,817,2972,Circular Head (M)
70420,0,352,352,359,44,403,149,11,160,156,4,160,114,0,114,340,3,343,1118,414,1532,Barkly (S)
70540,0,7,7,4,0,4,8,0,8,0,0,0,9,0,9,9,0,9,30,7,37,Belyuen (S)
70620,0,97,97,117,10,127,72,0,72,85,0,85,63,3,66,219,0,219,556,110,666,Central Desert (S)
70700,0,144,144,130,17,147,42,0,42,37,0,37,15,0,15,14,0,14,238,161,399,Coomalie (S)
71000,0,5630,5630,7007,1301,8308,3846,435,4281,3435,133,3568,1501,41,1542,907,13,920,16696,7553,24249,Darwin (C)
71300,0,134,134,143,13,156,79,3,82,86,0,86,96,0,96,644,4,648,1048,154,1202,East Arnhem (S)
72200,0,647,647,827,79,906,402,25,427,410,3,413,222,0,222,171,3,174,2032,757,2789,Katherine (T)
72300,0,1047,1047,1677,157,1834,953,22,975,984,7,991,433,3,436,299,0,299,4346,1236,5582,Litchfield (M)
72330,0,210,210,157,16,173,111,4,115,111,3,114,95,0,95,298,0,298,772,233,1005,MacDonnell (S)
