lga_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,lga_name16
15240,41000.0,49.0,1528033097.0,29880.0,37269.0,7.32,1.95,0.27,0.08,0.507,8.0,21.1,32.9,35.1,29.6,21.1,14.2,Mid-Coast (A)
15270,11263.0,45.0,516638918.0,35105.0,45870.0,6.84,2.17,0.32,0.1,0.507,6.0,19.3,32.0,29.5,26.8,20.9,22.7,Mid-Western Regional (A)
15300,6870.0,42.0,332743182.0,39670.0,48434.0,4.82,1.78,0.37,0.16,0.593,11.9,27.3,38.5,25.0,26.7,27.1,21.2,Moree Plains (A)
15350,17980.0,46.0,2492769688.0,62169.0,138641.0,7.9,2.51,0.32,0.14,0.67,20.6,43.0,55.5,19.4,16.8,17.0,46.8,Mosman (A)
15520,5641.0,47.0,214420620.0,31458.0,38011.0,6.71,1.89,0.28,0.08,0.516,7.1,20.8,32.7,33.7,28.9,22.7,14.7,Murray River (A)
15560,2114.0,46.0,80320789.0,32430.0,37995.0,6.21,1.82,0.29,0.06,0.551,7.8,22.1,34.0,31.8,29.3,24.2,14.7,Murrumbidgee (A)
15650,8249.0,41.0,483480850.0,45350.0,58611.0,6.19,2.2,0.36,0.14,0.46399999999999997,5.5,16.6,28.2,23.1,22.1,20.6,34.2,Muswellbrook (A)
15700,8277.0,50.0,283438755.0,27507.0,34244.0,7.46,1.93,0.26,0.07,0.511,8.2,21.0,32.9,37.3,30.7,20.3,11.7,Nambucca (A)
15750,7132.0,44.0,313589832.0,36599.0,43969.0,5.38,1.86,0.35,0.12,0.509,7.3,20.6,32.3,27.5,28.2,25.0,19.4,Narrabri (A)
15800,3018.0,47.0,129035845.0,35922.0,42755.0,5.57,1.87,0.34,0.13,0.479,6.0,18.9,30.6,28.3,28.3,24.3,19.1,Narrandera (A)
15850,3441.0,46.0,148739692.0,35798.0,43226.0,5.5,1.84,0.33,0.12,0.499,7.6,21.2,32.4,28.7,28.0,24.7,18.6,Narromine (A)
15900,80803.0,40.0,4324583520.0,42867.0,53520.0,5.29,1.87,0.35,0.15,0.466,8.2,20.7,31.5,24.0,23.7,25.0,27.4,Newcastle (C)
15950,43126.0,38.0,4057242666.0,61132.0,94079.0,5.16,1.95,0.38,0.18,0.5489999999999999,15.9,31.4,42.5,16.9,17.4,21.0,44.7,North Sydney (A)
15990,150923.0,43.0,10546365354.0,45056.0,69879.0,5.9,2.09,0.35,0.16,0.551,13.3,29.3,41.2,23.3,22.5,21.7,32.5,Northern Beaches (A)
16100,2787.0,47.0,124842343.0,37638.0,44795.0,5.6,1.91,0.34,0.13,0.46299999999999997,6.1,17.6,28.6,28.0,24.8,24.5,22.7,Oberon (A)
16150,20450.0,42.0,1039483214.0,42244.0,50830.0,4.88,1.84,0.38,0.17,0.446,6.5,18.4,29.3,23.2,25.0,26.2,25.6,Orange (C)
16200,7395.0,44.0,332454543.0,37196.0,44957.0,5.79,1.93,0.33,0.13,0.466,5.9,18.0,29.6,27.8,26.7,23.8,21.7,Parkes (A)
16260,110075.0,39.0,5653483781.0,41830.0,51360.0,5.28,1.87,0.35,0.16,0.45799999999999996,6.8,19.2,30.3,24.9,24.0,24.8,26.3,Parramatta (C)
16350,97695.0,39.0,4825445682.0,44435.0,49393.0,3.88,1.66,0.43,0.2,0.39299999999999996,5.2,15.7,25.7,20.0,25.2,30.5,24.3,Penrith (C)
11300,19215.0,37.0,922088605.0,34962.0,47988.0,5.58,2.05,0.37,0.18,0.512,9.8,23.7,35.3,28.8,27.8,21.9,21.5,Burwood (A)
11350,17475.0,46.0,670457177.0,26915.0,38367.0,6.58,2.08,0.32,0.11,0.5539999999999999,11.8,26.6,38.4,37.3,30.2,18.5,14.0,Byron (A)
11400,6713.0,46.0,295989345.0,36624.0,44092.0,5.87,1.91,0.32,0.1,0.493,7.1,19.7,31.0,28.3,26.4,24.6,20.7,Cabonne (A)
11450,31707.0,40.0,1712308931.0,46765.0,54004.0,4.18,1.72,0.41,0.2,0.41600000000000004,6.2,17.3,27.5,19.8,23.5,27.5,29.3,Camden (A)
11500,74741.0,40.0,3472516892.0,42640.0,46461.0,3.82,1.62,0.43,0.21,0.38299999999999995,4.6,14.9,25.0,21.0,26.4,31.9,20.7,Campbelltown (C) (NSW)
11520,44980.0,40.0,3062961374.0,49748.0,68096.0,5.5,1.98,0.36,0.17,0.502,9.7,23.9,35.5,21.1,20.9,22.3,35.7,Canada Bay (A)
11570,151545.0,40.0,6643503544.0,36901.0,43838.0,4.7,1.81,0.39,0.18,0.44,6.1,17.9,28.9,26.8,28.1,26.0,19.0,Canterbury-Bankstown (A)
11600,1531.0,44.0,72712838.0,36679.0,47494.0,6.04,1.83,0.3,0.13,0.5579999999999999,12.0,27.3,38.7,29.8,25.7,25.4,19.1,Carrathool (A)
11650,162235.0,44.0,7484715562.0,37700.0,46135.0,5.23,1.86,0.36,0.14,0.46299999999999997,7.4,19.7,30.7,26.8,27.1,25.0,21.1,Central Coast (C) (NSW)
11700,746.0,46.0,34954053.0,38363.0,46855.0,5.79,1.91,0.33,0.13,0.495,6.2,20.5,31.8,27.1,25.8,25.1,22.0,Central Darling (A)
11720,24097.0,41.0,1185935971.0,39496.0,49215.0,5.36,2.0,0.37,0.15,0.456,5.7,17.4,29.3,24.9,26.9,23.4,24.8,Cessnock (C)
11730,23725.0,48.0,839630515.0,29366.0,35390.0,6.95,1.92,0.28,0.08,0.508,6.9,19.6,31.5,35.2,30.2,21.1,13.5,Clarence Valley (A)
11750,2349.0,41.0,130216096.0,46352.0,55435.0,5.2,1.93,0.37,0.14,0.43799999999999994,5.0,16.2,27.0,22.0,23.7,20.6,33.8,Cobar (A)
11800,36441.0,45.0,1463513386.0,32629.0,40161.0,6.03,1.87,0.31,0.12,0.485,8.1,20.7,32.0,31.8,29.4,22.7,16.0,Coffs Harbour (C)
12000,2225.0,47.0,102692934.0,37262.0,46154.0,6.09,1.9,0.31,0.11,0.478,6.0,19.9,31.7,28.3,26.2,24.4,21.1,Coolamon (A)
12150,1897.0,46.0,92584906.0,36755.0,48806.0,5.51,1.91,0.35,0.12,0.5429999999999999,9.9,25.5,37.4,27.4,26.6,24.6,21.3,Coonamble (A)
12350,6137.0,46.0,246015674.0,32516.0,40087.0,5.75,1.79,0.31,0.1,0.508,11.0,23.3,34.3,31.8,30.1,23.9,14.2,Cowra (A)
12380,92782.0,37.0,3921462088.0,36433.0,42265.0,4.72,1.79,0.38,0.18,0.429,5.3,16.6,27.5,27.4,28.1,26.5,18.0,Cumberland (A)
12700,4497.0,47.0,201292576.0,35500.0,44762.0,6.77,2.01,0.3,0.09,0.5,7.2,20.1,31.9,30.3,26.0,21.8,22.0,Dungog (A)
12730,4985.0,47.0,201642893.0,33852.0,40450.0,6.62,1.88,0.28,0.1,0.508,7.8,20.6,32.2,31.5,27.9,23.6,17.0,Edward River (A)
12750,18350.0,51.0,688923443.0,29880.0,37544.0,6.04,1.88,0.31,0.11,0.495,8.9,21.7,33.1,33.7,31.6,21.4,13.3,Eurobodalla (A)
12850,82277.0,40.0,3404188664.0,36909.0,41375.0,4.38,1.7,0.39,0.19,0.413,5.3,16.3,26.7,26.5,28.9,28.5,16.0,Fairfield (C)
12870,6842.0,48.0,293620814.0,35995.0,42914.0,6.06,1.88,0.31,0.11,0.474,6.6,19.2,30.2,29.7,26.3,24.5,19.5,Federation (A)
12900,4562.0,46.0,189425402.0,34071.0,41522.0,5.57,1.86,0.33,0.12,0.49200000000000005,7.4,20.5,31.9,29.9,28.9,23.8,17.4,Forbes (A)
12930,78536.0,42.0,4116123389.0,40369.0,52411.0,5.32,1.92,0.36,0.15,0.483,8.8,22.2,33.3,25.5,25.0,24.3,25.2,Georges River (A)
12950,2108.0,46.0,83967404.0,34311.0,39833.0,6.03,1.88,0.31,0.11,0.498,6.5,19.0,30.6,31.2,28.5,22.5,17.7,Gilgandra (A)
13010,4318.0,48.0,145216383.0,28464.0,33630.0,6.85,1.92,0.28,0.07,0.532,6.9,19.7,31.9,36.5,30.4,21.0,12.1,Glen Innes Severn (A)
13310,14264.0,44.0,652825631.0,39217.0,45767.0,4.91,1.82,0.37,0.15,0.439,6.0,17.2,27.9,25.0,27.1,25.6,22.3,Goulburn Mulwaree (A)
13340,5529.0,47.0,236989499.0,35844.0,42863.0,5.62,1.86,0.33,0.11,0.484,7.9,20.1,31.1,28.4,28.2,24.4,19.0,Greater Hume Shire (A)
13450,13897.0,41.0,597439878.0,36538.0,42991.0,5.2,1.73,0.33,0.13,0.48200000000000004,9.3,21.2,31.9,28.2,27.7,27.3,16.7,Griffith (C)
13510,5816.0,47.0,249708584.0,36164.0,42935.0,6.17,1.82,0.29,0.11,0.48700000000000004,7.2,20.0,31.6,30.0,27.0,24.8,18.2,Gundagai (A)
13550,6148.0,44.0,271969837.0,35267.0,44237.0,6.03,1.99,0.33,0.11,0.524,7.0,20.6,33.1,29.1,28.0,22.1,20.8,Gunnedah (A)
13660,2371.0,46.0,80374887.0,30301.0,33899.0,9.01,1.82,0.2,0.03,0.614,7.7,22.4,35.2,37.1,27.5,21.7,13.6,Gwydir (A)
13800,35322.0,42.0,1736221231.0,41716.0,49154.0,4.43,1.78,0.4,0.19,0.429,6.2,17.8,28.2,22.5,26.4,26.7,24.4,Hawkesbury (C)
13850,1604.0,46.0,61094198.0,34060.0,38089.0,6.06,1.84,0.3,0.11,0.48100000000000004,5.1,17.2,28.8,31.6,28.2,23.9,16.3,Hay (A)
16380,37686.0,48.0,1505144580.0,31858.0,39939.0,6.63,1.94,0.29,0.1,0.496,7.8,20.8,32.4,32.7,29.2,21.5,16.6,Port Macquarie-Hastings (A)
16400,33863.0,45.0,1559837130.0,36873.0,46063.0,5.99,1.94,0.32,0.12,0.478,7.5,20.1,31.4,28.5,26.2,23.6,21.8,Port Stephens (A)
16490,31257.0,42.0,1867484446.0,52015.0,59746.0,3.86,1.66,0.43,0.21,0.413,6.4,17.8,28.0,17.3,21.0,28.0,33.7,Queanbeyan-Palerang Regional (A)
16550,75575.0,39.0,5034663477.0,47811.0,66618.0,5.45,1.93,0.35,0.16,0.513,11.3,26.1,37.4,22.1,21.6,22.8,33.5,Randwick (C)
16610,10028.0,46.0,356958183.0,32763.0,35596.0,5.41,1.69,0.31,0.1,0.456,5.8,17.0,28.0,31.6,30.6,26.5,11.3,Richmond Valley (A)
16650,55165.0,39.0,2657234643.0,39784.0,48169.0,4.63,1.82,0.39,0.19,0.44299999999999995,6.8,18.9,29.7,24.2,27.1,26.1,22.6,Rockdale (C)
16700,59694.0,41.0,3395774979.0,43688.0,56886.0,5.77,1.95,0.34,0.15,0.48700000000000004,8.2,21.6,33.1,24.9,22.2,23.1,29.8,Ryde (C)
16900,32137.0,41.0,1544599832.0,40444.0,48063.0,5.07,1.91,0.38,0.16,0.43200000000000005,4.8,16.0,27.1,24.2,26.2,24.5,25.1,Shellharbour (C)
16950,45748.0,47.0,1864154848.0,32760.0,40748.0,5.89,1.92,0.33,0.12,0.478,7.4,19.9,31.3,31.0,29.6,22.2,17.1,Shoalhaven (C)
17000,12724.0,41.0,808859740.0,47662.0,63570.0,6.72,2.27,0.34,0.13,0.483,7.0,18.6,29.8,22.7,21.6,18.5,37.2,Singleton (A)
17040,10573.0,46.0,461899120.0,36313.0,43687.0,5.27,1.85,0.35,0.15,0.466,6.7,19.3,30.4,27.2,28.7,24.9,19.2,Snowy Monaro Regional (A)
17080,7537.0,46.0,340361743.0,38513.0,45159.0,5.18,1.86,0.36,0.14,0.446,5.8,17.3,28.2,26.4,26.5,24.8,22.2,Snowy Valleys (A)
17420,85725.0,44.0,5513547880.0,46877.0,64317.0,5.88,1.99,0.34,0.15,0.508,10.2,24.1,35.6,23.1,21.5,21.4,34.0,The Hills Shire (A)
17550,42445.0,46.0,1708923011.0,32655.0,40262.0,5.76,1.87,0.32,0.12,0.485,8.2,20.8,32.0,31.3,29.7,23.2,15.8,Tweed (A)
17620,7398.0,43.0,370397212.0,38978.0,50067.0,5.91,2.04,0.35,0.13,0.49700000000000005,7.6,19.9,32.2,26.3,26.0,23.1,24.6,Upper Hunter Shire (A)
17640,4171.0,49.0,175220846.0,35587.0,42009.0,6.58,1.91,0.29,0.1,0.502,5.6,18.5,30.5,30.1,26.3,23.5,20.1,Upper Lachlan Shire (A)
17650,3239.0,47.0,120617945.0,32313.0,37239.0,6.71,1.85,0.28,0.08,0.5,7.0,19.4,31.1,32.4,30.4,22.8,14.4,Uralla (A)
17750,32691.0,41.0,1581801391.0,41030.0,48386.0,4.53,1.76,0.39,0.17,0.44,7.6,19.1,29.5,23.2,26.4,27.9,22.4,Wagga Wagga (C)
17850,1765.0,49.0,67527912.0,33380.0,38259.0,5.95,1.78,0.3,0.08,0.535,6.9,20.6,32.7,31.6,29.1,24.2,15.1,Walcha (A)
17900,2690.0,44.0,115908545.0,33777.0,43089.0,5.94,1.91,0.32,0.12,0.595,9.6,26.5,38.4,30.7,28.1,23.2,18.0,Walgett (A)
17950,1407.0,46.0,68151506.0,38652.0,48437.0,5.17,1.77,0.34,0.13,0.524,11.5,25.6,36.3,27.0,25.6,27.3,20.0,Warren (A)
18020,4405.0,48.0,163068946.0,30703.0,37019.0,6.93,1.93,0.28,0.08,0.515,7.6,20.2,32.0,33.5,30.1,21.6,14.7,Warrumbungle Shire (A)
18050,42373.0,36.0,3378421739.0,48590.0,79731.0,5.93,2.08,0.35,0.17,0.573,15.7,32.7,44.3,22.0,21.3,20.9,35.9,Waverley (A)
18100,1858.0,49.0,79351971.0,33703.0,42708.0,6.05,1.88,0.31,0.11,0.509,8.1,21.9,33.6,30.2,28.7,23.6,17.5,Weddin (A)
18200,3178.0,47.0,126174643.0,32731.0,39703.0,6.76,1.92,0.28,0.1,0.519,7.7,21.3,32.8,33.6,27.0,22.8,16.6,Wentworth (A)
18230,24961.0,43.0,1143769460.0,39109.0,45822.0,4.62,1.78,0.38,0.16,0.442,6.5,18.2,28.9,24.4,27.8,27.0,20.8,Western Plains Regional (A)
18250,41838.0,42.0,3534335066.0,50377.0,84477.0,7.11,2.24,0.31,0.14,0.583,14.2,31.7,44.0,23.2,19.5,19.0,38.3,Willoughby (C)
18350,24994.0,48.0,1247414382.0,35629.0,49909.0,6.31,2.05,0.32,0.12,0.536,12.1,26.6,37.7,29.5,26.7,21.4,22.4,Wingecarribee (A)
18400,24281.0,42.0,1257325024.0,43245.0,51782.0,4.56,1.82,0.4,0.18,0.435,6.6,18.1,28.7,21.8,25.3,25.7,27.1,Wollondilly (A)
18450,98765.0,42.0,5088952438.0,41274.0,51526.0,5.82,1.97,0.34,0.13,0.466,6.8,19.0,30.2,25.8,23.7,22.9,27.7,Wollongong (C)
18500,34595.0,43.0,4589094579.0,61620.0,132652.0,6.86,2.37,0.35,0.16,0.662,21.8,43.0,54.9,18.0,17.7,17.9,46.3,Woollahra (A)
18710,8658.0,45.0,499710563.0,47096.0,57717.0,4.9,1.82,0.37,0.15,0.46399999999999997,7.5,20.2,31.0,21.5,22.3,24.1,32.1,Yass Valley (A)
19399,415.0,48.0,18581155.0,34299.0,44774.0,4.81,1.87,0.39,0.18,0.47600000000000003,,20.2,32.8,26.7,30.3,25.0,18.0,Unincorporated NSW
20110,6719.0,49.0,249752070.0,31107.0,37171.0,6.1,1.88,0.31,0.11,0.486,6.4,19.1,30.6,33.5,29.5,23.0,14.1,Alpine (S)
20260,6043.0,46.0,240915447.0,34357.0,39867.0,6.27,1.79,0.29,0.1,0.498,9.2,20.9,31.8,31.6,28.0,25.3,15.1,Ararat (RC)
20570,49501.0,42.0,2267099713.0,38574.0,45799.0,4.94,1.77,0.36,0.15,0.45,7.6,19.6,30.1,26.1,26.7,27.2,20.0,Ballarat (C)
20660,68777.0,42.0,3847895093.0,44072.0,55947.0,5.23,1.86,0.36,0.15,0.474,8.8,21.8,32.7,23.5,23.1,24.6,28.8,Banyule (C)
20740,15177.0,47.0,620192137.0,32355.0,40864.0,5.78,1.91,0.33,0.14,0.494,7.1,21.3,33.1,30.9,31.0,21.7,16.4,Bass Coast (S)
20830,23749.0,45.0,1063803892.0,36939.0,44794.0,5.5,1.88,0.34,0.14,0.46799999999999997,6.5,19.3,30.5,27.8,27.1,24.4,20.6,Baw Baw (S)
20910,56236.0,47.0,4773608587.0,49640.0,84885.0,7.03,2.28,0.32,0.14,0.585,14.0,31.9,44.2,22.9,20.3,18.4,38.4,Bayside (C)
21010,7549.0,48.0,298048699.0,34378.0,39482.0,5.6,1.8,0.32,0.11,0.461,6.1,17.9,28.8,30.7,28.1,25.3,16.0,Benalla (RC)
21110,100533.0,44.0,8329086964.0,49342.0,82849.0,7.07,2.23,0.32,0.14,0.583,13.9,31.7,44.1,23.4,19.8,19.1,37.7,Boroondara (C)
21180,90774.0,38.0,3877166712.0,38289.0,42712.0,4.35,1.68,0.39,0.18,0.408,5.1,16.0,26.4,25.3,28.1,29.4,17.2,Brimbank (C)
21270,3616.0,49.0,143665320.0,32335.0,39730.0,6.87,1.95,0.28,0.11,0.495,6.0,19.7,31.5,33.8,26.6,23.0,16.5,Buloke (S)
21370,19794.0,45.0,762795480.0,33419.0,38537.0,5.9,1.83,0.31,0.11,0.47100000000000003,6.2,18.1,29.2,30.9,28.9,24.8,15.3,Campaspe (S)
21450,40629.0,40.0,1914934868.0,40640.0,47132.0,4.39,1.73,0.39,0.18,0.43,6.8,18.3,28.6,23.3,26.8,28.5,21.3,Cardinia (S)
21610,134482.0,40.0,6275439483.0,41153.0,46664.0,3.96,1.65,0.42,0.2,0.409,6.6,17.6,27.6,22.1,27.4,30.8,19.7,Casey (C)
21670,5580.0,47.0,195887146.0,30358.0,35105.0,5.76,1.76,0.31,0.11,0.46399999999999997,6.4,18.4,29.6,33.9,30.5,24.6,11.0,Central Goldfields (S)
21750,12082.0,45.0,479528712.0,34368.0,39690.0,5.67,1.79,0.32,0.12,0.465,6.4,18.6,29.5,30.7,27.9,26.0,15.5,Colac-Otway (S)
21830,9174.0,47.0,373884517.0,34742.0,40755.0,5.88,1.86,0.32,0.11,0.48700000000000004,6.1,18.9,30.3,29.9,27.6,24.6,17.8,Corangamite (S)
21890,71900.0,38.0,3623536464.0,41385.0,50397.0,4.78,1.82,0.38,0.18,0.445,6.9,19.2,30.1,23.8,25.4,26.2,24.5,Darebin (C)
22110,22362.0,49.0,869371763.0,31769.0,38877.0,5.93,1.86,0.31,0.11,0.485,7.7,20.7,32.0,32.4,30.0,23.1,14.5,East Gippsland (S)
22170,68823.0,41.0,3153072276.0,40235.0,45814.0,4.29,1.7,0.4,0.18,0.41700000000000004,5.7,17.1,27.5,23.4,27.3,29.2,20.0,Frankston (C)
22250,5685.0,48.0,197075301.0,29466.0,34666.0,7.03,1.85,0.26,0.08,0.506,6.8,19.7,31.4,35.6,29.7,22.8,12.0,Gannawarra (S)
22830,33310.0,43.0,1371710030.0,35442.0,41180.0,5.15,1.76,0.34,0.14,0.46399999999999997,7.5,19.3,30.0,29.0,28.5,26.4,16.0,Greater Shepparton (C)
22910,7458.0,48.0,305928167.0,32720.0,41020.0,5.88,1.9,0.32,0.12,0.493,8.9,21.5,32.6,31.9,28.1,23.8,16.1,Hepburn (S)
22980,3133.0,49.0,142809295.0,36565.0,45582.0,6.21,1.9,0.31,0.1,0.496,7.6,21.3,32.9,27.5,28.7,23.4,20.4,Hindmarsh (S)
23110,45871.0,41.0,2489739375.0,44515.0,54277.0,4.69,1.8,0.38,0.18,0.44799999999999995,7.3,19.6,30.5,22.0,23.7,26.5,27.7,Hobsons Bay (C)
23190,11197.0,45.0,479221274.0,37099.0,42799.0,5.11,1.77,0.35,0.13,0.452,6.0,18.0,29.0,27.1,28.2,26.5,18.2,Horsham (RC)
23270,81625.0,39.0,3688050023.0,40000.0,45183.0,4.22,1.7,0.4,0.19,0.40700000000000003,5.3,16.3,26.7,23.3,27.8,29.2,19.7,Hume (C)
23350,8769.0,47.0,388109063.0,37885.0,44259.0,5.35,1.83,0.34,0.12,0.452,6.0,17.7,28.5,26.8,26.3,26.1,20.8,Indigo (S)
23430,82446.0,42.0,4220691778.0,42174.0,51193.0,4.81,1.81,0.38,0.17,0.449,7.1,19.4,30.3,23.5,24.9,26.4,25.3,Kingston (C) (Vic.)
23670,88494.0,42.0,4286156225.0,41567.0,48434.0,4.65,1.76,0.38,0.17,0.431,5.8,17.6,28.3,23.6,25.5,27.7,23.2,Knox (C)
23810,37030.0,42.0,1864436588.0,39812.0,50349.0,5.75,2.0,0.35,0.14,0.465,5.9,18.4,30.3,26.0,25.1,23.0,26.0,Latrobe (C) (Vic.)
23940,3730.0,50.0,126770028.0,28131.0,33987.0,8.76,1.95,0.22,0.05,0.545,6.9,20.4,32.8,36.9,29.6,20.7,12.7,Loddon (S)
