lga_code16,f_is_ns_25_34_pd_gd_gcl,f_is_ns_25_34_bdl,f_is_ns_25_34_adip_dipl,f_is_ns_25_34_crt_iii_an_iv_l,f_is_ns_25_34_ct_i_ii,f_is_ns_25_34_cl_nfd,f_is_ns_25_34_loe_ns,f_is_ns_25_34_tot,f_is_ns_35_44_pd_gd_gcl,f_is_ns_35_44_bdl,f_is_ns_35_44_adip_dipl,f_is_ns_35_44_crt_iii_an_iv_l,f_is_ns_35_44_ct_i_ii,f_is_ns_35_44_cl_nfd,f_is_ns_35_44_loe_ns,f_is_ns_35_44_tot,f_is_ns_45_54_pd_gd_gcl,f_is_ns_45_54_bdl,f_is_ns_45_54_adip_dipl,f_is_ns_45_54_crt_iii_an_iv_l,f_is_ns_45_54_ct_i_ii,f_is_ns_45_54_cl_nfd,f_is_ns_45_54_lev_of_ed_ns,f_is_ns_45_54_tot,f_is_ns_55_64_pgde_gddp_gdc,f_is_ns_55_64_bacheldegre_l,f_is_ns_55_64_adip_dipl,f_is_ns_55_64_crt_iii_and_iv,f_is_ns_55_64_crt_i_and_ii,f_is_ns_55_64_certi_level_nfd,f_is_ns_55_64_lev_of_ed_ns,f_is_ns_55_64_tot,f_is_ns_65ov_ptgde_gddp_gdct,f_is_ns_65ov_bdl,f_is_ns_65ov_addip_and_dipl,f_is_ns_65ov_ct_iii_iv,f_is_ns_65ov_ct_i_ii,f_is_ns_65ov_cl_nfd,f_is_ns_65ov_lev_of_ed_ns,f_is_ns_65ov_tot,f_is_ns_tot_pgde_gddp_gdctl,f_is_ns_tot_bdl,f_is_ns_tot_adip_dipl,f_is_ns_tot_ct_iii_and_iv_l,f_is_ns_tot_ct_i_and_ii_l,f_is_ns_tot_cl_nfd,f_is_ns_tot_lev_of_ed_ns,f_is_ns_tot_tot,f_t_15_19_pd_gd_gcl,f_t_15_19_bdl,f_t_15_19_adip_dipl,f_t_15_19_ct_iii_iv,f_t_15_19_ct_i_ii,f_t_15_19_cl_nfd,f_t_15_19_loe_ns,f_t_15_19_tot,f_t_20_24_pd_gd_gcl,f_t_20_24_bdl,f_t_20_24_adip_dipl,f_t_20_24_ct_iii_iv,f_t_20_24_ct_i_ii,f_t_20_24_cl_nfd,f_t_20_24_loe_ns,f_t_20_24_tot,f_t_25_34_pd_gd_gcl,f_t_25_34_bdl,f_t_25_34_adip_dipl,f_t_25_34_ct_iii_iv,f_t_25_34_ct_i_ii,f_t_25_34_cl_nfd,f_t_25_34_loe_ns,f_t_25_34_tot,f_t_35_44_pd_gd_gcl,f_t_35_44_bdl,f_t_35_44_adip_dipl,f_t_35_44_ct_iii_iv,f_t_35_44_ct_i_ii,f_t_35_44_cl_nfd,f_t_35_44_loe_ns,f_t_35_44_tot,f_t_45_54_pd_gd_gcl,f_t_45_54_bdl,f_t_45_54_adip_dipl,f_t_45_54_ct_iii_iv,f_t_45_54_ct_i_ii,f_t_45_54_cl_nfd,f_t_45_54_loe_ns,f_t_45_54_tot,f_t_55_64_pd_gd_gcl,f_t_55_64_bdl,f_t_55_64_adip_dipl,f_t_55_64_ct_iii_iv,f_t_55_64_ct_i_ii,f_t_55_64_cl_nfd,f_t_55_64_loe_ns,f_t_55_64_tot,f_t_65ov_ptgdde_gddp_gdct,f_t_65ov_bdl,f_t_65ov_adip_dipl,f_t_65ov_ct_iii_iv,f_t_65ov_ct_i_ii,f_t_65ov_cl_nfd,f_t_65ov_loe_ns,f_t_65ov_tot,f_t_tot_pd_gd_gcl,f_t_tot_bdl,f_t_tot_adip_dipl,f_t_tot_ct_iii_iv,f_t_tot_ct_i_ii,f_t_tot_cl_nfd,f_t_tot_loe_ns,f_t_tot_tot,p_ind_15_19_pd_gd_gcl,p_ind_15_19_bdl,p_ind_15_19_adip_dipl,p_ind_15_19_ct_iii_iv,p_ind_15_19_ct_i_ii,p_ind_15_19_cl_nfd,p_ind_15_19_loe_ns,p_ind_15_19_tot,p_ind_20_24_pd_gd_gcl,p_ind_20_24_bdl,p_ind_20_24_adip_dipl,p_ind_20_24_ct_iii_iv,p_ind_20_24_ct_i_ii,p_ind_20_24_cl_nfd,p_ind_20_24_loe_ns,p_ind_20_24_tot,p_ind_25_34_pd_gd_gcl,p_ind_25_34_bdl,p_ind_25_34_adip_dipl,p_ind_25_34_ct_iii_iv,p_ind_25_34_ct_i_ii,p_ind_25_34_cl_nfd,p_ind_25_34_loe_ns,p_ind_25_34_tot,p_ind_35_44_pd_gd_gcl,p_ind_35_44_bdl,p_ind_35_44_adip_dipl,p_ind_35_44_ct_iii_iv,p_ind_35_44_ct_i_ii,p_ind_35_44_cl_nfd,p_ind_35_44_loe_ns,p_ind_35_44_tot,p_ind_45_54_pd_gd_gcl,p_ind_45_54_bdl,p_ind_45_54_adip_dipl,p_ind_45_54_ct_iii_iv,p_ind_45_54_ct_i_ii,p_ind_45_54_cl_nfd,p_ind_45_54_loe_ns,p_ind_45_54_tot,p_ind_55_64_pd_gd_gcl,p_ind_55_64_bdl,p_ind_55_64_adip_dipl,p_ind_55_64_ct_iii_iv,p_ind_55_64_ct_i_ii,p_ind_55_64_cl_nfd,p_ind_55_64_loe_ns,p_ind_55_64_tot,p_ind_65ov_ptgdde_gddp_gdct,p_ind_65ov_bdl,p_ind_65ov_adip_dipl,p_ind_65ov_ct_iii_iv,p_ind_65ov_ct_i_ii,p_ind_65ov_cl_nfd,p_ind_65ov_loe_ns,p_ind_65ov_tot,p_ind_tot_pd_gd_gcl,p_ind_tot_bdl,p_ind_tot_adip_dipl,p_ind_tot_ct_iii_iv,p_ind_tot_ct_i_ii,p_ind_tot_cl_nfd,p_ind_tot_loe_ns,p_ind_tot_tot,p_noni_15_19_ptgdde_gddp_gdct,p_noni_15_19_bdl,p_noni_15_19_adip_dipl,p_noni_15_19_ct_iii_iv,p_noni_15_19_ct_i_ii,p_noni_15_19_cl_nfd,p_noni_15_19_loe_ns,p_noni_15_19_tot,p_noni_20_24_ptgdde_gddp_gdct,p_noni_20_24_bdl,p_noni_20_24_adip_dipl,p_noni_20_24_ct_iii_iv,p_noni_20_24_ct_i_ii,p_noni_20_24_cl_nfd,p_noni_20_24_loe_ns,p_noni_20_24_tot,p_noni_25_34_ptgdde_gddp_gdct,p_noni_25_34_bdl,p_noni_25_34_adip_dipl,p_noni_25_34_ct_iii_iv,p_noni_25_34_ct_i_ii,p_noni_25_34_cl_nfd,p_noni_25_34_loe_ns,p_noni_25_34_tot,lga_name16
34590,0,6,12,21,0,9,1254,1302,5,10,8,10,3,8,1118,1163,5,3,10,16,0,3,1124,1156,3,7,18,11,4,0,947,987,0,12,9,12,0,3,1039,1065,18,43,56,71,13,24,6623,6852,3,10,192,900,303,97,964,2469,103,968,1026,1971,370,217,890,5551,1069,3711,2795,4283,462,515,1827,14657,1114,3265,2778,3589,383,639,1714,13471,830,1947,2406,3046,307,551,1878,10973,559,1329,1695,1994,232,503,1765,8082,279,924,1053,859,134,420,2820,6490,3969,12154,11952,16641,2194,2945,11846,61696,0,4,11,95,32,3,71,215,3,16,49,232,48,14,50,415,12,63,88,382,28,27,63,662,12,74,99,264,29,34,61,569,22,56,77,166,17,19,53,418,22,27,39,86,9,11,41,228,6,3,13,28,0,8,36,97,79,235,384,1262,163,121,362,2605,3,18,293,1669,557,172,787,3501,137,1465,1509,4235,574,355,591,8870,1643,5673,4122,10379,723,808,1218,24557,Logan (C)
41010,0,0,0,0,0,0,12,12,0,0,0,0,0,0,22,24,0,0,0,0,0,0,18,17,0,0,0,0,0,0,18,18,0,0,0,0,0,0,41,39,0,0,0,0,0,0,119,122,0,0,0,5,0,0,28,30,0,19,10,14,4,0,11,55,8,42,25,40,8,5,35,157,6,27,26,36,4,5,42,152,12,19,21,27,4,4,33,113,4,19,16,13,3,5,31,101,0,8,19,13,3,0,61,105,25,129,121,140,22,26,239,707,0,0,0,3,0,0,19,18,0,0,6,6,0,4,13,30,0,3,3,16,0,7,27,57,0,0,5,22,4,3,27,55,3,0,0,9,0,0,23,34,0,0,6,6,0,0,18,30,0,0,0,0,0,0,5,13,3,9,21,59,7,12,138,240,0,0,0,9,0,0,12,20,0,19,10,35,0,3,4,76,8,54,30,67,10,5,12,181,Ceduna (DC)
41060,0,6,9,3,0,4,311,333,3,10,3,3,0,0,269,297,0,13,6,6,0,0,295,325,0,3,3,3,0,0,276,295,0,12,8,3,0,4,485,507,6,48,29,23,5,10,1904,2023,0,3,17,119,40,16,209,411,72,662,209,497,87,50,231,1814,940,2570,818,1058,143,126,512,6162,783,1870,897,871,101,190,490,5199,528,1174,1018,975,105,222,569,4585,450,845,864,661,80,204,579,3689,190,578,600,418,55,202,1577,3615,2966,7697,4429,4598,608,1014,4164,25472,0,0,0,13,5,0,15,35,0,10,3,38,10,3,4,74,8,19,7,64,6,5,17,129,3,20,17,40,3,3,11,107,11,12,23,13,3,0,10,82,8,12,15,16,6,0,11,58,5,7,4,12,0,0,15,41,31,73,75,200,34,18,88,518,0,6,21,259,89,39,217,636,115,1117,368,1108,158,77,169,3115,1517,4410,1489,2835,230,215,406,11101,Charles Sturt (C)
37400,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,13,13,0,0,0,0,0,0,39,36,0,0,0,3,0,0,4,6,0,8,3,11,0,0,0,24,3,14,9,17,0,3,5,48,3,6,8,13,0,0,7,32,4,6,11,11,3,4,12,43,0,4,8,3,0,0,14,29,0,10,3,3,0,3,26,40,10,46,38,52,3,10,63,227,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,3,3,10,0,3,10,33,0,0,0,3,4,0,0,9,0,9,3,11,3,0,0,31,3,17,10,32,0,3,3,63,Winton (S)
37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,11,0,0,3,0,3,0,8,15,0,3,3,7,0,0,9,24,0,0,3,5,0,0,8,20,0,0,5,6,0,0,5,21,0,4,3,3,0,0,6,18,0,3,0,0,0,0,5,9,0,12,17,27,10,3,56,120,0,0,0,0,0,0,20,21,0,0,3,0,3,0,29,37,0,0,3,12,3,0,10,36,3,0,3,13,9,0,19,44,0,0,7,8,0,0,13,32,0,3,8,6,3,0,12,28,0,0,0,0,0,0,3,5,3,9,15,47,21,3,115,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,6,Woorabinda (S)
41190,0,0,0,3,0,0,8,8,0,0,0,0,0,0,12,11,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,12,0,0,0,3,0,0,39,40,0,0,0,3,0,0,9,10,0,3,0,7,0,0,0,13,6,30,10,11,3,3,9,74,3,18,9,17,4,5,10,69,8,8,29,17,0,0,5,69,4,5,14,12,0,0,13,54,0,9,6,13,3,4,29,59,19,74,68,89,7,14,80,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,3,12,0,3,0,24,0,0,0,31,8,39,13,55,3,6,5,126,Cleve (DC)
41750,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,13,0,9,5,11,3,0,10,43,3,4,4,8,0,0,5,30,3,8,10,15,0,0,4,40,4,15,10,13,0,0,7,49,0,8,7,5,0,3,12,28,13,52,34,54,6,9,48,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,13,0,0,0,0,0,0,3,3,0,5,0,8,0,3,0,16,0,21,6,25,7,4,6,67,Elliston (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,3,0,0,0,8,0,0,0,12,0,4,3,0,3,0,3,13,0,0,0,7,0,3,3,11,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,6,5,14,5,5,17,52,0,0,0,0,0,0,0,5,0,0,0,3,3,0,3,11,0,0,0,9,3,0,0,18,0,0,3,8,3,0,0,19,0,0,0,9,0,3,7,15,0,0,0,3,0,0,4,10,0,0,0,0,0,0,0,0,0,0,7,35,6,8,20,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wujal Wujal (S)
37600,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,31,37,0,3,0,11,7,0,9,39,4,10,0,24,12,0,27,70,3,3,10,20,8,3,13,57,5,10,17,20,3,3,14,68,0,0,5,10,4,0,11,32,0,0,3,0,0,0,9,17,8,24,39,80,33,8,113,317,0,0,0,7,9,3,52,71,0,0,0,20,8,3,26,65,5,3,3,50,14,5,46,131,3,3,15,43,11,3,28,99,5,12,23,41,4,5,29,114,0,4,6,17,4,0,22,59,0,0,3,0,0,0,13,20,9,20,54,183,48,21,214,559,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,9,0,0,0,0,0,13,Yarrabah (S)
41960,0,0,0,0,0,0,6,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,6,0,0,0,0,0,0,9,9,0,0,0,0,0,0,22,22,0,0,0,0,0,0,51,54,0,0,0,0,0,0,0,3,0,0,3,6,0,0,3,14,3,3,0,17,3,0,5,34,0,6,8,14,3,3,8,45,3,5,10,15,0,0,3,39,0,7,10,15,3,4,9,48,3,4,9,7,0,0,32,51,11,35,39,65,13,10,62,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,13,4,0,0,22,3,4,8,37,8,3,3,62,Franklin Harbour (DC)
40070,0,7,0,0,0,0,216,226,0,3,0,0,0,0,72,80,0,0,0,0,0,0,88,93,0,3,0,0,0,0,87,90,0,0,8,0,0,0,137,144,3,11,7,10,0,0,843,874,3,7,19,44,10,10,86,183,51,485,175,95,13,14,258,1094,517,1064,165,113,12,26,253,2154,236,353,101,60,11,17,90,876,190,221,109,75,10,20,114,731,163,210,131,51,5,23,125,701,190,262,178,43,11,39,282,1009,1354,2603,873,476,71,156,1207,6747,0,0,0,3,0,0,3,5,0,0,0,0,0,0,10,15,0,7,4,4,0,3,29,46,0,4,3,5,0,0,16,26,3,3,3,6,0,0,3,18,0,3,0,3,0,0,0,9,0,3,0,0,0,0,0,9,5,19,11,20,3,6,63,125,3,7,31,63,17,14,79,219,87,857,358,184,26,23,155,1682,967,1990,367,289,36,53,175,3872,Adelaide (C)
40120,3,4,0,5,0,0,61,71,0,4,3,3,0,0,73,79,4,9,0,5,0,0,111,127,0,0,4,3,0,0,150,160,0,5,4,0,0,0,148,158,9,16,8,10,0,0,623,680,0,0,3,55,25,11,94,192,8,154,37,123,23,10,56,407,170,546,174,224,30,19,91,1254,405,892,304,296,32,60,125,2109,414,746,503,367,33,84,195,2336,406,643,480,248,25,108,247,2154,204,516,406,140,27,123,427,1842,1612,3493,1901,1453,192,415,1229,10295,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,7,0,3,4,5,0,0,0,15,0,3,0,4,0,0,0,10,3,5,8,4,0,0,3,20,4,4,7,3,0,0,0,14,0,0,0,0,0,0,0,4,6,14,15,27,4,3,4,79,0,3,8,110,29,17,104,262,11,264,61,340,40,22,32,775,248,859,259,686,45,48,58,2213,Adelaide Hills (DC)
40220,0,0,3,3,0,0,61,69,0,0,5,6,0,0,82,90,0,0,3,6,0,0,88,99,0,0,0,0,0,0,97,104,0,4,8,0,0,0,193,204,0,12,13,20,0,0,585,631,0,0,5,47,10,3,82,150,0,41,22,117,30,9,38,259,45,161,99,274,39,33,85,741,69,250,205,271,43,54,119,1013,87,211,255,307,32,63,156,1110,135,235,313,269,25,81,205,1263,102,317,336,196,32,98,636,1713,426,1221,1238,1480,215,350,1316,6243,0,0,0,3,0,0,7,9,0,0,0,10,0,0,3,14,0,3,0,9,3,3,0,24,0,0,3,15,6,3,0,33,4,4,3,4,0,0,0,16,0,0,3,6,0,0,0,21,0,0,3,4,0,0,7,21,7,17,18,56,6,10,16,133,0,0,5,68,23,6,102,201,0,56,31,245,42,14,28,426,55,225,157,618,65,51,70,1242,Alexandrina (DC)
41330,0,0,0,0,0,0,12,12,0,0,0,0,0,0,18,18,0,0,0,0,0,0,24,24,0,0,0,0,0,0,12,11,0,0,0,0,0,0,20,26,0,0,0,0,0,0,104,102,0,0,0,3,0,0,11,16,0,7,0,7,0,0,16,37,12,21,17,12,0,4,27,90,9,14,10,10,0,0,24,56,3,5,15,13,0,7,34,83,8,19,14,14,0,0,17,65,0,8,8,5,3,4,39,65,25,68,60,62,6,16,166,408,0,0,0,0,0,0,5,8,0,0,0,0,0,0,9,13,0,0,0,0,0,0,15,20,0,0,3,7,0,0,4,13,0,0,4,8,0,0,8,19,0,4,0,3,0,0,3,13,0,0,0,0,0,0,0,3,0,5,7,19,0,3,48,79,0,0,0,0,0,0,3,5,0,8,4,7,3,0,3,22,19,40,22,33,0,0,3,123,Coober Pedy (DC)
41560,0,0,0,0,0,0,40,42,0,0,0,0,0,0,26,30,0,0,0,0,0,0,46,53,0,0,0,6,0,0,72,76,0,0,0,4,0,0,116,123,0,5,0,10,0,0,340,359,0,0,0,23,5,8,47,88,3,31,16,71,8,9,35,168,26,105,52,160,22,18,64,450,17,91,58,117,30,33,48,393,25,64,107,168,17,24,82,495,23,82,121,142,18,31,138,555,21,79,104,74,13,25,403,721,122,446,455,762,122,139,819,2862,0,0,0,3,0,0,3,10,0,0,0,4,3,0,0,13,0,0,0,16,4,0,4,22,0,0,0,6,0,3,0,19,0,0,4,6,0,4,9,20,0,0,3,3,0,0,0,15,0,0,5,5,0,0,0,15,3,4,12,48,7,3,20,110,0,0,3,39,13,8,53,119,3,37,13,137,19,14,28,245,36,144,71,364,37,33,44,728,Copper Coast (DC)
40250,0,0,0,0,0,0,12,16,0,0,0,0,0,0,12,12,0,0,0,0,0,0,5,5,0,0,0,0,0,0,9,9,0,0,0,0,0,0,10,10,0,0,0,0,0,0,54,60,0,0,0,0,0,0,30,28,0,5,3,5,0,0,35,54,4,17,8,12,4,3,51,101,0,7,6,6,5,3,38,72,5,12,7,11,0,0,27,67,5,7,12,8,0,0,26,54,0,3,0,4,0,0,17,22,21,59,30,42,14,10,218,391,0,0,0,5,0,0,44,48,0,0,5,7,0,3,52,69,0,0,3,25,9,11,73,121,0,0,5,20,6,6,52,83,0,0,3,15,0,9,40,73,0,0,5,3,0,3,25,37,0,0,0,3,0,0,16,19,3,5,19,79,16,32,293,451,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,7,22,5,7,0,0,0,44,Anangu Pitjantjatjara (AC)
40310,0,0,0,4,0,0,40,49,0,3,4,5,0,0,66,76,0,3,3,0,0,0,80,85,0,3,0,3,0,0,94,106,0,3,4,0,0,0,101,107,0,9,13,8,4,0,442,482,0,0,3,34,18,5,84,147,0,56,31,89,23,13,37,246,59,253,145,287,41,25,66,877,105,308,193,286,42,60,109,1107,88,203,256,262,32,63,134,1043,100,173,238,203,18,61,172,963,42,142,173,97,22,49,358,885,393,1136,1036,1267,197,273,958,5258,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,7,0,0,3,14,0,4,0,3,3,0,5,18,0,0,3,0,0,0,0,4,0,0,0,7,4,0,0,9,0,0,4,6,0,0,3,10,0,4,10,24,5,3,12,62,0,0,3,76,28,6,88,197,0,84,49,220,39,17,22,429,80,373,207,734,62,61,47,1556,Barossa (DC)
40430,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,17,17,0,0,0,0,0,0,35,35,0,0,0,0,0,0,68,72,0,0,0,9,0,0,3,14,0,0,3,3,3,3,0,12,7,23,14,10,0,7,3,60,5,13,19,24,3,3,5,73,6,21,19,22,0,3,22,84,9,18,26,20,0,9,22,106,0,14,17,14,5,4,79,132,18,94,94,99,10,28,131,481,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,10,3,0,3,13,0,0,0,6,0,0,5,15,0,0,4,20,0,4,0,30,10,25,17,50,4,3,3,113,Barunga West (DC)
40520,0,0,0,0,0,0,23,22,0,0,0,4,0,0,29,38,0,0,0,0,0,0,45,45,0,0,0,0,0,0,41,51,0,0,3,0,0,0,70,70,0,6,3,7,0,3,238,255,0,0,5,22,3,6,33,73,4,22,14,51,10,9,25,139,21,101,51,114,21,16,41,351,20,81,76,106,21,18,59,384,21,72,85,106,14,20,70,391,25,52,81,81,13,23,83,349,3,39,57,40,9,19,218,382,95,373,368,511,92,111,526,2072,0,0,0,0,0,0,6,11,0,0,0,0,4,0,0,10,0,0,0,9,3,4,6,22,0,3,3,12,3,5,6,32,0,0,9,9,3,0,7,31,0,0,9,6,0,0,9,19,0,0,0,0,0,0,3,6,3,11,19,46,13,8,40,131,0,0,5,34,12,11,42,106,7,38,15,103,13,11,21,211,36,138,63,272,32,23,37,593,Berri and Barmera (DC)
40700,3,5,0,0,0,0,63,66,3,4,3,3,0,0,75,88,0,5,0,0,0,0,91,97,0,0,4,3,0,0,110,115,0,6,6,0,0,0,198,214,11,16,11,4,0,3,606,656,0,0,9,29,5,5,76,126,25,335,35,61,11,10,47,524,403,941,155,120,24,19,106,1769,643,1279,283,146,38,32,129,2550,610,1055,447,195,27,65,168,2566,521,798,452,172,27,99,197,2255,442,857,654,177,22,165,725,3041,2641,5267,2027,905,151,397,1442,12830,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,7,0,0,0,3,0,0,0,8,3,4,3,5,0,0,0,18,0,3,0,4,0,0,0,10,3,3,0,0,0,0,0,6,0,0,0,0,0,0,3,8,8,18,7,14,0,0,5,53,0,7,15,62,12,10,64,161,39,586,90,168,19,14,22,933,715,1702,301,336,38,38,84,3207,Burnside (C)
40910,0,8,0,0,0,0,79,87,4,3,0,0,0,4,77,89,0,5,3,3,0,0,84,95,4,0,5,4,0,0,65,78,0,6,4,0,0,0,193,202,7,18,15,8,0,4,565,615,0,0,8,50,16,3,76,158,28,313,84,177,34,15,63,713,524,1205,330,356,44,34,151,2649,507,1029,400,342,42,88,160,2568,311,641,464,447,48,83,197,2196,215,445,387,256,32,61,183,1584,172,384,387,215,22,96,683,1970,1761,4026,2065,1843,231,388,1508,11827,0,0,0,3,0,0,0,6,0,3,0,8,4,0,8,14,3,6,0,8,3,0,0,28,3,5,3,12,0,0,9,29,0,7,4,8,0,0,0,18,0,3,0,3,0,0,3,8,0,0,3,0,0,0,0,6,7,24,11,41,9,0,24,108,0,0,11,97,28,6,84,227,48,565,154,397,55,31,79,1337,869,2113,625,928,65,73,147,4821,Campbelltown (C) (SA)
41830,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,6,0,0,0,0,0,0,9,9,0,0,0,0,0,0,12,12,0,0,0,0,0,0,32,40,0,0,0,0,0,0,3,5,0,3,4,3,3,0,4,18,3,22,4,11,0,0,10,45,3,14,11,12,5,3,11,62,10,13,16,18,0,4,12,70,9,9,19,12,3,0,20,75,3,13,9,7,0,0,35,68,29,73,60,66,11,11,90,352,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,4,0,0,5,11,0,3,0,3,0,0,4,13,0,6,0,7,0,0,3,16,0,0,0,5,0,3,7,11,0,0,0,0,0,0,3,3,0,8,3,26,3,3,22,70,0,0,0,0,0,0,12,10,0,3,4,17,3,0,3,27,4,22,7,41,3,0,9,78,Flinders Ranges (DC)
42030,0,0,0,0,0,0,57,60,3,0,0,0,0,0,56,62,0,0,3,3,3,0,83,90,0,4,0,4,0,0,67,74,0,0,0,0,0,0,147,155,4,5,4,8,4,0,462,491,0,0,8,42,17,6,44,108,5,81,46,181,36,14,44,400,49,244,178,359,69,36,101,1036,65,179,213,257,27,36,76,852,72,142,248,311,34,70,140,1015,59,139,191,188,26,46,132,786,37,118,147,111,20,49,395,883,300,905,1026,1445,215,255,929,5080,0,0,0,3,0,0,3,9,0,3,0,3,0,0,5,9,0,0,3,10,0,0,0,17,0,3,3,11,0,0,3,15,0,0,0,13,0,4,3,16,0,4,3,3,0,0,3,10,0,0,0,7,0,0,3,14,0,5,11,45,6,3,17,92,0,0,4,70,28,10,57,173,10,112,64,371,60,16,31,662,81,337,245,844,99,56,69,1740,Gawler (T)
42110,0,0,0,0,0,0,10,10,0,0,0,0,0,0,11,12,0,0,0,0,0,0,22,27,0,0,0,0,0,0,16,18,0,0,0,0,0,0,33,32,0,5,0,4,0,0,101,115,0,0,0,3,0,0,12,10,0,4,4,22,4,3,8,43,6,24,19,31,10,3,16,105,4,34,32,40,5,5,28,146,12,27,41,35,16,12,30,171,14,32,42,43,3,5,34,167,7,29,35,19,4,4,75,181,43,147,173,190,44,42,193,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,13,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,5,0,0,5,15,3,0,6,26,0,0,0,10,3,0,9,26,0,3,3,44,6,3,5,67,6,26,23,90,14,7,11,177,Goyder (DC)
42250,0,0,0,0,0,0,18,18,0,0,0,3,0,0,14,22,0,3,4,0,0,0,26,30,0,0,0,0,0,0,35,35,0,0,0,0,0,0,40,40,0,0,3,4,0,0,147,161,0,0,0,11,5,4,30,53,0,7,6,37,6,3,13,76,10,49,39,64,28,7,25,215,26,80,51,100,12,21,23,314,25,51,65,105,16,15,52,331,22,39,62,65,9,13,43,254,11,34,41,24,0,12,105,236,84,276,261,408,73,78,291,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,0,0,8,8,0,3,0,0,0,0,12,23,0,0,0,3,0,0,7,17,0,0,0,3,0,0,3,9,0,0,0,0,0,0,3,4,3,4,3,10,0,0,37,65,0,0,3,21,10,7,37,76,0,10,10,86,15,6,37,165,11,65,46,202,34,17,152,529,Grant (DC)
