lga_code_2016,p_sol_sp_en_t_2006_2010,p_sol_sp_en_t_2011,p_sol_sp_en_t_2012,p_sol_sp_en_t_2013,p_sol_sp_en_t_2014,p_sol_sp_en_t_2015,p_sol_sp_en_t_2016,p_sol_sp_en_t_yr_arr_ns,p_sol_sp_en_t_t,p_lanprof_en_ns_bef_2000,p_lanprof_en_ns_2000_2005,p_lanprof_en_ns_2006_2010,p_lanprof_en_ns_2011,p_lanprof_en_ns_2012,p_lanprof_en_ns_2013,p_lanprof_en_ns_2014,p_lanprof_en_ns_2015,p_lanprof_en_ns_2016,p_lanprof_en_ns_yr_arr_ns,p_lanprof_en_ns_t,p_t_b_2000,p_t_2000_2005,p_t_2006_2010,p_t_2011,p_t_2012,p_t_2013,p_t_2014,p_t_2015,p_t_2016,p_t_yr_arrival_ns,p_t_t,lga_name16
41830,4,0,4,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,86,5,5,4,4,4,3,0,0,13,126,Flinders Ranges (DC)
41960,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,57,4,6,0,9,0,0,0,0,3,78,Franklin Harbour (DC)
42030,115,31,45,25,29,25,12,24,663,10,0,0,0,0,0,0,0,0,3,13,3106,178,310,64,74,51,66,37,18,117,4014,Gawler (T)
42110,19,0,0,0,4,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,330,31,23,3,3,3,4,0,0,20,410,Goyder (DC)
42250,16,9,3,3,7,4,3,10,107,0,0,0,0,0,0,0,0,0,60,61,348,31,50,7,8,10,12,8,7,99,582,Grant (DC)
52730,28,7,3,5,3,11,0,4,147,0,0,0,0,0,0,0,0,0,0,0,1035,85,77,13,11,8,10,11,7,39,1287,Denmark (S)
52800,69,11,14,21,26,26,19,23,277,0,0,0,0,0,0,0,0,0,0,4,418,58,132,29,39,33,41,40,25,49,864,Derby-West Kimberley (S)
52870,24,0,0,4,12,14,15,20,197,3,0,0,0,0,0,0,0,0,0,3,706,78,80,7,14,17,20,11,15,48,988,Donnybrook-Balingup (S)
42600,465,113,125,135,201,172,136,74,2524,9,0,0,0,0,0,0,0,0,0,11,4177,659,1031,259,299,268,350,299,207,220,7771,Holdfast Bay (C)
42750,19,11,6,3,3,6,8,12,119,3,0,0,0,0,0,0,0,0,3,3,419,33,69,16,16,10,18,13,10,29,635,Kangaroo Island (DC)
43080,3,0,4,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,41,7,11,0,8,0,0,3,0,0,71,Karoonda East Murray (DC)
43220,4,0,0,3,3,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,21,6,12,0,4,3,3,8,0,0,51,Kimba (DC)
43360,3,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,98,10,16,4,0,0,3,0,0,12,144,Kingston (DC) (SA)
43650,49,6,10,8,10,13,9,12,230,6,0,0,0,0,0,0,0,0,0,4,1291,91,176,10,21,8,18,16,10,55,1699,Light (RegC)
43710,4,4,0,11,0,0,0,0,47,0,0,0,0,0,0,0,0,0,19,19,250,19,34,12,4,10,3,6,0,33,367,Lower Eyre Peninsula (DC)
43790,60,16,15,16,16,30,22,19,343,3,0,0,0,0,0,0,0,0,3,7,626,45,75,22,17,21,18,43,38,44,952,Loxton Waikerie (DC)
43920,42,4,0,12,3,0,3,10,240,0,0,0,0,0,0,0,0,0,3,3,938,56,67,7,0,14,3,0,4,47,1133,Mallala (DC)
55460,32,3,6,17,11,51,30,40,213,0,0,0,0,0,0,0,0,0,0,0,223,30,49,11,18,23,20,61,35,60,527,Merredin (S)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Maralinga Tjarutja (AC)
44060,3220,509,578,748,840,928,710,390,12855,20,3,3,0,0,0,0,0,3,34,64,10524,2090,4928,815,884,928,1034,1132,855,729,23932,Marion (C)
44210,23,3,7,0,9,10,9,11,142,0,0,0,0,0,0,0,0,0,36,36,711,35,46,8,12,3,12,8,13,71,914,Mid Murray (DC)
44340,1140,275,334,401,452,626,463,177,6886,11,0,0,0,0,0,0,0,0,10,17,7738,1327,1959,388,480,487,557,741,518,368,14561,Mitcham (C)
44550,267,14,40,36,15,38,19,22,911,11,0,0,0,0,0,0,0,0,4,13,2906,402,712,72,143,79,43,59,41,133,4582,Mount Barker (DC)
44620,322,63,36,136,78,58,25,65,1236,5,0,0,0,0,0,0,0,0,0,9,1575,180,423,74,61,145,101,97,31,126,2816,Mount Gambier (C)
44830,10,3,3,0,3,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,167,10,16,3,3,0,4,4,3,11,213,Mount Remarkable (DC)
45040,429,85,97,96,201,222,99,137,1706,0,0,0,0,0,0,0,0,0,66,69,1141,185,548,101,111,130,211,240,112,250,3036,Murray Bridge (RC)
45090,134,60,101,75,53,62,37,44,678,0,0,0,0,0,0,0,0,0,0,0,346,91,183,81,119,84,68,76,44,55,1146,Naracoorte and Lucindale (DC)
45120,3,0,3,0,5,4,4,0,40,0,0,0,0,0,0,0,0,0,0,0,245,12,17,0,4,11,5,13,6,13,320,Northern Areas (DC)
45290,1232,275,342,417,516,682,363,210,6982,3,0,0,0,0,0,0,0,0,7,10,4972,727,1545,351,439,490,590,754,408,301,10583,Norwood Payneham St Peters (C)
45340,1708,285,316,240,243,209,144,200,8001,63,3,3,0,0,0,0,0,0,17,89,22184,2813,5172,831,944,606,503,500,242,889,34679,Onkaparinga (C)
45400,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,50,5,7,0,3,3,0,0,0,5,70,Orroroo/Carrieton (DC)
45540,7,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,148,0,5,0,0,0,0,3,0,12,176,Peterborough (DC)
45680,2078,404,399,536,338,311,352,250,7966,43,3,9,0,0,0,0,0,0,33,88,11458,1452,2637,465,475,609,374,355,380,658,18861,Playford (C)
45890,7416,1180,1524,1727,1501,1708,975,967,29327,33,9,6,0,0,0,3,0,3,184,241,16963,3607,8546,1362,1756,1872,1687,1862,1074,1493,40214,Port Adelaide Enfield (C)
46090,116,13,17,14,30,30,5,14,385,4,0,0,0,0,0,0,0,0,40,46,606,49,141,25,18,15,36,40,8,87,1026,Port Augusta (C)
46300,74,14,18,19,12,14,5,16,361,3,0,0,0,0,0,0,0,0,0,3,782,66,131,26,35,25,17,30,16,29,1164,Port Lincoln (C)
46450,92,31,29,35,19,25,3,31,509,3,0,0,0,0,0,0,0,0,4,9,905,90,167,45,39,52,24,24,8,76,1427,Port Pirie City and Dists (M)
46510,743,156,205,218,231,251,177,80,3560,6,0,0,0,0,0,0,0,0,0,8,2675,271,898,189,225,264,260,279,200,135,5391,Prospect (C)
46670,126,26,41,34,41,62,24,74,847,0,0,0,0,0,0,0,0,0,4,3,736,84,145,28,42,37,44,78,32,102,1332,Renmark Paringa (DC)
46860,3,0,0,0,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,83,11,12,3,0,0,3,4,0,9,127,Robe (DC)
46970,88,39,28,12,8,12,10,0,252,0,0,0,0,0,0,0,0,0,0,0,176,52,154,53,46,29,14,16,17,4,563,Roxby Downs (M)
47980,937,220,297,315,439,499,305,197,5350,3,3,0,0,0,0,0,0,0,9,15,4414,742,1284,285,389,373,507,575,380,317,9268,Unley (C)
48050,42,9,30,7,14,13,0,20,327,6,0,0,0,0,0,0,0,0,0,11,2205,93,147,19,51,10,21,18,4,99,2670,Victor Harbor (C)
48130,35,23,18,25,30,30,3,8,199,0,0,0,0,0,0,0,0,0,0,0,448,23,64,25,18,25,31,28,3,26,695,Wakefield (DC)
51960,61,18,6,12,0,4,7,8,171,0,0,0,0,0,0,0,0,0,0,3,301,74,174,55,42,21,14,17,8,46,753,Coolgardie (S)
52030,0,0,0,0,0,3,0,3,16,0,0,0,0,0,0,0,0,0,0,0,85,9,3,0,4,3,0,12,5,8,122,Coorow (S)
48260,186,46,44,48,86,90,73,33,1177,0,0,0,0,0,0,0,0,0,3,3,1170,165,253,62,57,63,102,110,76,51,2110,Walkerville (M)
48340,25,9,3,12,9,11,9,14,216,11,0,0,0,0,0,0,0,0,3,14,725,42,56,9,7,14,14,17,9,46,947,Wattle Range (DC)
48410,2647,469,640,766,915,1218,710,361,12864,17,0,0,0,0,0,0,0,0,41,59,7356,1230,3161,579,737,888,1013,1299,785,539,17583,West Torrens (C)
48540,278,56,56,50,42,45,15,38,1065,16,0,0,0,0,0,0,0,0,8,24,2988,137,358,77,74,66,55,60,17,163,3993,Whyalla (C)
48640,4,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,37,4,11,0,0,4,0,0,0,3,60,Wudinna (DC)
48750,19,0,0,3,0,4,3,4,100,0,0,0,0,0,0,0,0,0,0,3,752,22,64,5,9,4,3,8,3,37,902,Yankalilla (DC)
48830,17,3,0,3,4,5,0,6,124,7,0,0,0,0,0,0,0,0,0,9,846,23,41,10,7,8,12,6,0,62,1019,Yorke Peninsula (DC)
49399,30,14,10,3,9,4,7,3,170,0,0,0,0,0,0,0,0,0,0,0,418,49,74,27,16,7,24,13,12,17,664,Unincorporated SA
50080,519,61,102,107,55,58,44,90,1711,12,0,0,0,0,0,0,0,0,75,92,4347,493,903,130,198,166,108,97,68,322,6829,Albany (C)
50210,4472,761,958,776,530,454,305,256,11847,31,3,5,0,3,0,3,3,0,69,108,11748,2725,6550,1166,1416,1109,768,623,385,672,27165,Armadale (C)
50250,716,130,160,102,77,55,26,35,2132,12,0,9,0,0,0,0,0,0,3,21,2559,858,1821,448,487,251,165,110,49,140,6885,Ashburton (S)
50280,148,35,39,52,47,73,54,74,738,6,0,0,0,0,0,0,0,0,0,5,1579,286,429,106,115,100,97,102,72,158,3047,Augusta-Margaret River (S)
50350,333,80,94,82,88,64,34,58,1674,5,0,0,0,0,0,0,0,0,3,10,2476,384,591,130,193,136,108,92,50,120,4280,Bassendean (T)
50420,2748,554,838,800,819,806,449,456,14156,17,0,0,0,0,0,0,0,0,21,36,12331,2018,3955,938,1335,1096,1016,992,536,783,24997,Bayswater (C)
50490,2423,566,787,760,688,674,372,290,9652,8,0,3,0,0,0,0,0,0,59,75,5635,1465,3187,833,1130,1012,857,802,454,540,15911,Belmont (C)
50560,19,7,6,0,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,216,13,27,4,6,0,3,3,0,12,293,Beverley (S)
50630,47,21,0,4,3,3,3,0,111,0,0,0,0,0,0,0,0,0,0,0,221,47,105,35,18,13,7,4,3,11,461,Boddington (S)
50770,5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,178,14,17,5,4,0,0,0,0,10,227,Boyup Brook (S)
50840,28,4,0,4,5,0,3,7,108,0,0,0,0,0,0,0,0,0,0,3,802,58,81,9,11,14,21,0,4,40,1031,Bridgetown-Greenbushes (S)
50910,9,0,0,0,5,3,0,3,27,0,0,0,0,0,0,0,0,0,0,0,70,3,11,3,3,0,3,5,0,6,110,Brookton (S)
51080,4,0,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,75,5,20,0,0,0,0,4,0,3,113,Broomehill-Tambellup (S)
51120,10,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,67,5,17,9,5,3,0,0,5,10,121,Bruce Rock (S)
51190,542,92,138,244,191,179,83,100,2295,0,0,0,0,0,0,0,0,0,41,48,3313,464,1002,234,270,349,270,240,109,283,6523,Bunbury (C)
51260,340,69,82,96,90,68,54,76,1310,6,0,4,3,0,0,0,0,0,6,19,3916,548,903,169,190,192,201,156,78,255,6609,Busselton (C)
51310,423,108,144,190,198,221,97,70,2692,10,0,4,0,0,0,0,0,0,0,15,3988,842,1037,249,354,312,308,337,140,175,7745,Cambridge (T)
51330,7824,1514,2126,2069,2248,2335,1422,856,30224,19,0,3,0,0,0,6,3,3,36,68,15206,4841,9713,1935,2551,2441,2610,2639,1574,1263,44767,Canning (C)
51400,433,77,79,80,51,55,30,27,1107,0,0,0,0,0,0,4,0,0,4,10,1394,482,940,160,165,168,89,91,32,103,3614,Capel (S)
51680,13,4,5,0,4,3,3,0,129,0,0,0,0,0,0,0,0,0,0,0,761,193,178,7,21,14,19,7,4,40,1230,Chittering (S)
51750,141,50,60,79,103,106,55,29,970,0,0,0,0,0,0,0,0,0,5,5,1431,299,342,129,120,150,146,160,83,95,2951,Claremont (T)
51820,4186,763,1092,924,768,794,364,433,17300,39,0,0,4,0,3,3,0,4,29,73,16135,3547,6917,1471,1828,1519,1209,1199,520,851,35195,Cockburn (C)
51890,36,15,3,14,5,5,3,10,206,3,0,0,0,0,0,0,0,0,0,5,664,62,119,24,19,22,7,6,6,44,982,Collie (S)
52100,5,0,6,0,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,64,3,21,0,4,0,6,5,0,3,117,Corrigin (S)
52170,55,3,24,30,37,37,7,11,358,3,0,0,0,0,0,0,0,0,0,4,926,172,204,75,74,88,86,121,57,57,1869,Cottesloe (T)
52240,10,0,0,0,0,6,3,0,36,3,0,0,0,0,0,0,0,0,0,5,100,21,21,0,0,5,0,10,3,5,171,Cranbrook (S)
52310,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,80,3,0,0,0,3,0,3,3,4,101,Cuballing (S)
52380,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,32,6,6,3,4,0,0,0,0,3,60,Cue (S)
52450,12,17,19,12,15,19,5,3,118,0,0,0,0,0,0,0,0,0,0,0,97,6,22,21,24,14,14,19,11,7,243,Cunderdin (S)
52520,8,15,25,28,11,9,3,8,120,0,0,0,0,0,0,0,0,0,0,0,78,22,19,21,29,40,21,11,5,12,256,Dalwallinu (S)
52590,24,3,10,3,6,13,16,17,124,3,0,0,0,0,0,0,0,0,0,8,282,32,51,11,12,6,14,23,16,31,482,Dandaragan (S)
52660,140,32,38,39,32,21,19,24,533,5,0,0,0,0,0,0,0,0,0,5,1164,189,422,68,106,81,58,43,35,76,2248,Dardanup (S)
52940,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,40,7,3,0,0,0,0,3,0,4,61,Dowerin (S)
53010,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,39,5,11,0,3,0,3,3,0,4,67,Dumbleyung (S)
53080,9,6,0,3,3,3,6,3,61,0,0,0,0,0,0,0,0,0,0,0,139,25,26,8,5,7,5,9,7,12,256,Dundas (S)
53150,46,11,23,13,6,13,9,9,363,0,0,0,0,0,0,0,0,0,3,3,1088,160,170,39,74,53,49,30,27,32,1724,East Fremantle (T)
53220,399,69,97,71,32,45,24,13,1083,3,3,0,0,0,0,0,3,0,0,11,1450,400,945,215,267,147,86,88,26,81,3702,East Pilbara (S)
53290,98,17,20,17,26,16,17,17,364,3,0,0,0,0,0,0,0,0,0,3,970,180,246,66,51,53,47,36,25,82,1762,Esperance (S)
53360,33,10,8,11,5,10,14,3,155,4,0,0,0,0,0,0,0,0,0,7,539,54,86,25,19,27,26,23,21,36,851,Exmouth (S)
53430,383,95,142,151,139,128,87,99,3064,17,0,0,0,0,0,0,0,0,21,39,5124,657,1045,301,296,293,244,275,165,265,8660,Fremantle (C)
53570,57,12,19,11,15,44,51,67,376,5,0,0,0,0,0,0,0,0,3,3,679,96,117,33,33,20,25,46,51,105,1201,Gingin (S)
53640,3,3,10,9,4,3,0,6,50,0,0,0,0,0,0,0,0,0,0,0,73,15,12,3,15,12,10,18,0,11,178,Gnowangerup (S)
54280,902,277,290,206,149,153,83,70,2758,7,0,3,0,0,0,0,0,0,15,24,2092,701,1948,592,608,385,277,249,142,227,7222,Kalgoorlie/Boulder (C)
54310,684,139,179,123,151,153,91,67,2042,8,3,3,0,0,0,3,0,0,10,23,1683,496,1287,308,365,263,233,194,116,218,5166,Karratha (C)
53710,6,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,64,5,13,0,3,0,3,6,0,0,95,Goomalling (S)
53780,9736,1759,2151,1939,1531,1527,1002,817,30254,32,0,4,3,3,3,3,4,3,240,304,18994,5217,12511,2290,2767,2357,1891,1764,1126,1547,50455,Gosnells (C)
53800,554,171,163,150,117,121,50,67,1989,4,0,0,0,0,0,0,0,3,21,29,2770,446,997,315,316,226,180,178,71,206,5703,Greater Geraldton (C)
53920,22,8,10,17,3,21,6,11,116,0,0,0,0,0,0,0,0,0,0,0,138,21,41,15,16,21,15,33,11,20,314,Halls Creek (S)
53990,346,93,92,79,76,115,42,57,1300,3,0,0,0,0,0,0,0,0,0,7,2445,427,947,210,218,171,139,190,56,162,4961,Harvey (S)
54060,5,0,0,0,0,0,3,4,60,0,0,3,0,0,0,0,0,0,0,3,393,32,52,10,8,5,3,0,0,16,522,Irwin (S)
54130,7,0,3,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,3,3,50,16,23,3,8,5,3,0,5,7,126,Jerramungup (S)
54170,2573,537,685,597,626,506,297,314,13167,45,3,0,0,0,5,5,0,0,33,95,28815,7544,9923,2180,2496,1916,1528,1192,754,1130,57475,Joondalup (C)
54200,1601,272,273,251,184,160,137,120,5081,25,0,5,0,0,0,0,0,0,4,36,9256,1519,2886,556,567,451,293,270,173,357,16339,Kalamunda (S)
54340,236,29,34,40,29,20,16,21,498,0,3,0,0,0,0,0,0,0,0,4,263,64,269,35,45,45,29,29,20,42,849,Katanning (S)
54410,7,0,5,3,3,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,90,5,8,5,6,6,3,3,0,4,133,Kellerberrin (S)
54480,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,23,0,4,0,5,0,3,3,0,0,48,Kent (S)
54550,10,3,0,8,3,3,8,0,52,0,0,0,0,0,0,0,0,0,0,0,135,23,38,9,4,10,10,5,10,11,250,Kojonup (S)
54620,13,3,0,4,0,7,0,3,37,0,0,0,0,0,0,0,0,0,0,0,72,26,24,12,3,4,3,9,0,5,165,Kondinin (S)
54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,6,0,0,0,0,0,0,3,48,Koorda (S)
54760,6,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,43,5,7,4,3,3,0,0,0,4,68,Kulin (S)
54830,2296,502,490,409,314,277,172,133,6062,17,0,4,3,0,0,0,0,0,165,190,4743,1130,3440,801,817,614,476,386,222,514,13149,Kwinana (C)
54900,10,0,8,0,3,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,58,10,23,9,11,6,5,11,0,3,135,Lake Grace (S)
54970,41,3,10,4,3,5,0,3,122,0,0,0,0,0,0,0,0,0,0,0,248,69,130,28,41,16,17,10,3,20,586,Laverton (S)
55040,30,5,16,3,5,0,0,3,115,0,0,0,0,0,0,0,0,0,0,0,203,52,114,33,43,11,11,9,10,14,497,Leonora (S)
55110,1272,255,367,352,318,248,111,112,4487,34,0,3,0,3,0,0,0,0,21,70,10612,1833,4005,967,1067,880,733,516,247,615,21472,Mandurah (C)
55180,55,13,10,18,16,27,7,22,358,3,0,0,0,0,0,0,0,0,6,5,1014,73,93,27,30,29,25,36,12,66,1406,Manjimup (S)
55250,36,3,3,5,0,4,0,0,84,0,0,0,0,0,0,0,0,0,0,0,140,27,81,14,14,8,6,12,3,6,308,Meekatharra (S)
55320,2579,587,781,773,767,764,438,340,15454,34,0,3,3,0,0,0,3,0,90,135,18126,3687,4619,1055,1326,1169,1080,1022,573,805,33454,Melville (C)
55950,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,35,4,10,3,0,3,8,0,0,3,57,Mukinbudin (S)
55390,14,4,8,6,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,68,27,39,23,24,6,5,8,7,3,201,Menzies (S)
55530,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,3,3,0,3,0,3,3,0,0,51,Mingenew (S)
56090,376,56,74,52,37,65,28,42,1640,11,0,0,0,0,0,0,0,0,411,423,5962,683,1048,178,198,148,75,94,55,630,9074,Mundaring (S)
55670,0,5,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,54,3,5,5,13,3,0,0,0,0,82,Morawa (S)
55600,22,3,0,0,4,0,0,6,50,0,0,0,0,0,0,0,0,0,0,0,153,27,31,4,14,11,9,0,0,9,262,Moora (S)
56860,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,4,3,0,0,0,0,0,0,23,Nungarin (S)
56930,13,3,0,12,10,11,8,4,101,0,0,0,0,0,0,0,0,0,0,0,210,59,45,18,4,26,21,18,20,14,424,Peppermint Grove (S)
55740,132,32,37,63,105,109,35,23,939,5,0,0,0,0,0,0,0,0,0,4,1209,358,387,97,110,135,145,169,62,68,2739,Mosman Park (T)
55810,6,3,3,0,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,65,13,15,4,6,3,7,3,0,0,113,Mount Magnet (S)
55880,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35,0,9,0,0,3,0,0,0,4,53,Mount Marshall (S)
57490,2223,494,542,420,338,267,162,161,7338,34,3,5,0,0,0,0,0,0,38,82,17587,3568,8312,1885,2324,1531,1169,862,349,995,38578,Rockingham (C)
65010,5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,266,21,36,0,3,0,0,0,7,13,341,Southern Midlands (M)
56160,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,3,13,Murchison (S)
56230,86,19,23,16,21,12,8,3,366,6,0,0,0,0,0,0,0,0,3,6,2050,217,316,64,65,54,44,28,20,77,2929,Murray (S)
56300,3,0,0,0,0,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,211,17,18,0,0,0,0,7,3,20,276,Nannup (S)
65210,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,203,15,11,9,3,3,4,3,0,15,256,Tasman (M)
65410,32,3,10,3,4,0,3,6,145,3,0,0,0,0,0,0,0,0,0,4,966,54,98,15,12,19,4,8,9,44,1223,Waratah/Wynyard (M)
65610,14,6,3,3,12,0,3,4,85,0,0,0,0,0,0,0,0,0,0,0,254,21,22,14,7,3,11,4,10,21,368,West Coast (M)
65810,119,22,10,22,26,22,13,19,637,9,0,0,5,0,0,0,0,0,5,16,2148,215,261,49,34,36,54,38,26,114,2967,West Tamar (M)
56370,0,0,8,5,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,49,9,21,3,15,3,6,4,0,0,105,Narembeen (S)
56460,86,19,13,19,13,19,9,3,252,0,0,0,0,0,0,0,0,0,0,3,379,45,121,32,30,31,19,31,16,28,727,Narrogin (S)
56580,325,82,95,122,158,149,90,47,2527,12,0,0,0,0,0,0,0,0,8,25,3877,816,810,191,214,233,276,213,127,145,6902,Nedlands (C)
56620,13,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,44,9,16,0,0,4,0,0,3,7,80,Ngaanyatjarraku (S)
56730,132,23,30,31,30,24,11,19,452,3,0,0,0,0,0,0,0,0,425,429,1100,109,224,47,71,52,47,36,15,506,2208,Northam (S)
56790,15,0,3,4,9,3,0,3,92,0,0,0,0,0,0,0,0,0,0,0,479,39,25,9,8,7,10,8,4,25,624,Northampton (S)
57630,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,20,Sandstone (S)
57700,692,112,151,133,87,67,47,44,1930,9,0,0,0,0,0,0,0,0,79,87,3419,644,1288,257,307,210,153,101,82,238,6695,Serpentine-Jarrahdale (S)
57770,7,11,8,8,9,4,0,6,83,3,0,0,0,0,0,0,0,0,0,3,251,20,22,16,8,13,13,15,4,23,373,Shark Bay (S)
57840,1295,326,467,525,555,620,431,282,7583,7,3,0,0,0,0,0,0,3,12,26,6599,1650,2069,614,717,757,765,807,529,502,15008,South Perth (C)
57910,8759,1868,2397,2565,2677,2655,1668,1350,43462,52,3,3,0,0,4,3,0,3,72,153,34867,7874,13336,3270,3969,3737,3559,3350,2030,2282,78267,Stirling (C)
57980,628,184,246,323,414,549,351,127,3749,3,0,0,0,0,0,0,0,0,8,18,2795,662,1090,319,418,478,532,717,449,256,7708,Subiaco (C)
58050,6129,1043,1155,929,761,725,484,521,20794,35,8,13,0,0,0,4,3,0,143,208,19597,4816,9653,1786,2058,1456,1137,996,658,1254,43420,Swan (C)
58190,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,6,6,0,0,0,0,9,0,0,42,Tammin (S)
58260,5,3,0,3,3,0,13,0,33,0,0,0,0,0,0,0,0,0,0,0,41,3,17,3,3,5,3,0,13,4,100,Three Springs (S)
57000,9,3,5,5,0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,70,12,31,11,9,11,4,0,0,9,159,Perenjori (S)
57080,1189,372,505,690,891,1108,810,428,7572,10,0,0,0,0,0,0,0,4,40,54,3019,955,1832,628,776,917,1137,1367,1047,632,12313,Perth (C)
57140,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,120,8,11,0,0,0,0,0,0,5,152,Pingelly (S)
57210,62,9,17,25,15,9,3,10,238,0,0,0,0,0,0,0,0,0,6,13,648,65,109,20,24,29,23,13,9,42,979,Plantagenet (S)
57280,442,89,125,130,101,107,34,50,1460,0,0,3,0,0,3,0,0,0,3,13,1080,315,889,225,259,212,196,163,59,125,3524,Port Hedland (T)
57350,3,0,0,0,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,74,9,13,4,0,0,4,3,0,3,112,Quairading (S)
57420,29,6,13,3,11,8,5,3,87,0,0,0,0,0,0,0,0,0,0,0,159,31,47,14,26,14,18,7,3,12,341,Ravensthorpe (S)
58330,9,0,3,0,3,3,0,4,109,4,0,0,0,0,0,0,0,0,0,6,732,52,48,14,11,5,3,9,5,42,929,Toodyay (S)
59030,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,33,18,9,0,0,10,0,3,0,3,72,Westonia (S)
58400,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,5,37,Trayning (S)
72800,1219,196,251,244,199,226,157,117,3752,0,0,3,0,0,0,0,0,0,5,17,2375,600,1736,303,405,364,314,330,201,247,6871,Palmerston (C)
73600,19,3,13,5,7,4,9,19,120,0,0,0,0,0,0,0,0,0,0,3,279,37,39,12,23,18,9,21,9,36,481,Roper Gulf (R)
58470,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24,3,0,3,5,4,0,0,0,0,32,Upper Gascoyne (S)
58510,1695,411,548,658,755,786,539,339,7971,12,0,3,0,3,0,0,3,0,38,62,4792,1151,2444,650,860,855,925,930,628,600,13844,Victoria Park (T)
70200,888,152,195,188,198,227,118,116,2817,3,3,0,0,0,0,0,0,0,3,15,1947,588,1249,261,375,333,400,447,248,211,6052,Alice Springs (T)
74050,10,0,0,0,6,3,4,0,34,0,0,0,0,0,0,0,0,0,0,0,23,9,6,0,3,3,6,3,10,3,72,Tiwi Islands (R)
74550,3,0,0,3,10,4,3,6,41,0,0,0,0,0,0,0,0,0,0,0,107,11,14,5,5,3,10,7,3,17,180,Victoria Daly (R)
58540,9,3,3,7,3,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,59,10,16,5,11,7,3,9,4,7,142,Victoria Plains (S)
74680,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,14,3,7,0,5,6,0,13,3,0,57,West Daly (R)
