LGA_MAIN11,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sinhalese_BP_B_OS,Sinhalese_FO_B_OS,Sinhalese_MO_B_OS,Sinhalese_BP_B_Aus,Sinhalese_BP_NS,Sinhalese_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_Fther_only_brn_os,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_ns_Both_prnts_brn_os,Ancestry_ns_Fthr_only_brn_os,Ancestry_ns_Mthr_only_brn_os,Ancestry_ns_Bth_prnts_brn_Aus,Ancestry_ns_Country_birth_ns,Ancestry_ns_Tot_Resp,Tot_respnses_BP_B_OS,Tot_respnses_FO_B_OS,Tot_respnses_MO_B_OS,Tot_resp_BP_B_Aus,Tot_responses_Count_birth_ns,Tot_responses_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,LGA_NAME11
16950,357,3350,2453,32835,1007,40002,3,17,8,550,21,599,293,27,39,142,12,513,216,35,6,54,8,319,703,188,115,327,16,1349,6661,3288,2330,26146,1049,39474,241,12,73,5,12,343,151,47,32,204,3,437,957,228,125,2105,61,3476,274,51,21,185,18,549,164,33,12,49,3,261,141,23,5,17,3,189,997,572,393,8328,236,10526,665,252,78,894,48,1937,27,5,5,7,4,48,33,19,9,49,3,113,40,3,8,6,0,57,378,84,23,175,11,671,120,50,43,32,3,248,278,141,123,48,13,603,268,58,20,90,10,446,107,22,10,44,4,187,1430,805,557,6029,160,8981,81,10,4,18,0,113,0,0,0,0,0,0,107,31,14,21,3,176,120,15,17,75,9,236,21,10,4,4,4,43,45,7,3,8,0,63,280,69,62,226,3,640,1642,517,307,819,79,3364,231,105,86,1483,4935,6840,17031,10074,6985,80975,7738,122803,14410,6164,Shoalhaven (C)
17000,43,585,540,9626,222,11016,0,3,0,52,3,58,63,3,13,23,3,105,12,0,0,3,0,15,118,56,31,96,4,305,952,500,469,7301,208,9430,84,3,14,6,7,114,28,12,14,62,4,120,114,58,46,836,10,1064,17,6,0,18,0,41,10,4,3,18,0,35,45,0,0,9,0,54,206,84,80,1918,48,2336,42,34,12,164,9,261,8,0,3,0,0,11,5,0,3,9,0,17,0,3,0,0,0,3,49,18,7,50,0,124,83,24,10,10,3,130,120,45,28,10,0,203,42,10,15,27,0,94,17,3,3,6,0,29,249,154,132,1591,52,2178,9,0,0,0,0,9,7,0,0,0,0,7,76,4,10,0,3,93,17,3,3,14,0,37,4,0,0,0,0,4,19,3,0,0,0,22,34,11,7,64,3,119,287,84,50,152,11,584,35,17,10,416,824,1302,2795,1727,1503,22481,1414,29920,2281,1045,Singleton (A)
17050,37,283,236,2267,63,2886,0,0,0,0,0,0,21,4,0,15,3,43,13,8,0,3,0,24,54,19,15,32,3,123,448,211,206,1868,64,2797,11,0,3,0,0,14,15,6,3,12,0,36,112,23,17,169,9,330,8,5,0,17,3,33,20,4,3,6,0,33,8,3,0,0,0,11,74,61,33,716,18,902,41,29,8,51,4,133,5,0,0,0,0,5,5,3,0,4,0,12,8,3,0,0,0,11,6,3,3,11,0,23,13,7,0,7,0,27,23,19,19,0,5,66,21,3,10,12,0,46,15,3,4,13,3,38,116,68,52,524,13,773,8,0,0,4,0,12,0,0,0,0,0,0,5,0,0,0,0,5,12,3,3,0,3,21,8,0,0,0,0,8,3,0,0,0,0,3,16,3,7,21,3,50,262,47,39,76,3,427,22,11,3,110,915,1061,1410,829,664,5938,1112,9953,1182,492,Snowy River (A)
17150,1118,8559,6148,64102,1352,81279,0,14,3,182,5,204,4537,172,284,430,100,5523,946,138,68,260,21,1433,1343,442,249,633,38,2705,13582,7406,5132,51343,1413,78876,1000,36,210,35,18,1299,491,131,81,497,24,1224,1846,631,395,3594,95,6561,3562,785,399,1834,151,6731,377,91,46,104,6,624,1558,107,59,47,26,1797,3043,1725,1123,18964,407,25262,3406,1177,464,3147,150,8344,207,5,25,18,3,258,1317,238,131,363,54,2103,1062,146,49,181,23,1461,998,339,163,649,23,2172,856,179,66,54,22,1177,1013,427,289,140,30,1899,805,124,90,240,15,1274,755,66,61,100,9,991,3154,1663,1201,12356,306,18680,337,56,18,41,12,464,25,0,3,0,0,28,726,110,89,51,11,987,691,64,69,124,13,961,216,29,16,13,10,284,426,6,36,10,16,494,502,189,113,598,25,1427,9033,1683,1376,1978,240,14310,790,237,188,2175,6615,10005,59722,26975,18644,164263,11233,280837,51266,16491,Sutherland Shire (A)
17200,959,4470,3373,20700,569,30071,4,38,12,414,20,488,19486,316,376,372,319,20869,561,90,44,93,12,800,1009,339,218,310,13,1889,14189,3988,2879,19938,720,41714,1596,32,187,9,32,1856,1603,152,91,352,28,2226,2341,469,345,2346,91,5592,2126,352,149,693,72,3392,540,116,56,74,13,799,2681,80,64,35,38,2898,4805,1283,926,10932,298,18244,2517,703,277,1282,71,4850,3059,24,28,22,57,3190,800,131,47,230,22,1230,248,21,14,28,0,311,397,119,70,181,4,771,574,53,38,33,13,711,1494,193,157,67,18,1929,1123,180,103,244,19,1669,1498,78,79,120,35,1810,3467,1085,765,7001,186,12504,527,35,20,21,9,612,41,0,0,0,0,41,602,72,39,7,4,724,1074,55,40,98,22,1289,644,33,9,15,14,715,1892,18,30,13,57,2010,479,109,69,408,5,1070,21131,1347,1120,1357,442,25397,1034,87,54,575,21520,23270,94501,16068,11679,67970,24723,214941,82369,9588,Sydney (C)
17310,82,1218,836,24881,626,27643,0,7,0,316,14,337,201,15,16,188,8,428,22,8,0,9,0,39,189,81,40,146,10,466,1366,1095,743,18997,594,22795,143,8,30,4,13,198,36,23,9,119,3,190,230,94,53,1969,39,2385,40,10,9,65,3,127,35,4,7,13,0,59,119,7,3,17,0,146,238,185,117,5556,137,6233,111,67,19,387,18,602,44,0,3,0,3,50,34,17,4,19,3,77,0,3,0,3,0,6,66,30,9,52,3,160,56,10,17,34,4,121,110,58,39,29,6,242,46,21,17,47,0,131,30,7,0,14,0,51,349,264,193,4461,101,5368,6,0,0,3,0,9,7,0,0,0,0,7,82,12,8,6,3,111,23,7,3,53,0,86,6,6,0,0,0,12,10,0,3,0,0,13,54,35,18,118,3,228,511,184,111,353,29,1188,61,37,30,1373,2630,4131,4307,3513,2337,59232,4250,73639,3614,2144,Tamworth Regional (A)
17350,7,90,68,2361,54,2580,0,0,0,5,0,5,14,0,0,15,0,29,3,0,0,0,0,3,24,16,3,15,0,58,144,113,77,2042,55,2431,23,0,0,0,0,23,0,0,0,14,0,14,24,10,11,574,8,627,6,3,0,12,0,21,4,0,0,3,0,7,5,0,0,0,0,5,17,27,15,679,3,741,16,5,0,32,3,56,4,0,0,3,0,7,0,0,0,6,0,6,0,0,0,0,0,0,5,0,0,5,0,10,4,0,0,0,0,4,9,0,0,3,0,12,8,0,0,6,0,14,0,0,0,0,0,0,33,17,18,510,8,586,3,3,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,6,3,0,0,3,0,6,0,0,0,0,0,0,7,0,0,0,0,7,8,9,3,9,0,29,33,11,3,27,0,74,3,0,3,134,172,312,410,307,201,6458,303,7679,337,188,Temora (A)
17400,10,160,114,2454,74,2812,0,3,0,169,8,180,13,6,3,12,3,37,0,0,0,0,0,0,37,16,9,25,0,87,254,174,100,2111,65,2704,17,0,3,0,0,20,13,3,0,16,0,32,54,20,14,392,11,491,3,3,0,7,0,13,4,3,0,0,4,11,3,0,3,0,0,6,54,27,35,760,27,903,42,22,4,95,3,166,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,6,4,0,7,3,0,14,16,3,5,3,0,27,9,3,0,6,0,18,3,0,0,0,0,3,69,34,33,557,20,713,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,13,3,16,3,0,0,0,0,3,0,0,0,0,0,0,14,4,4,21,0,43,82,32,15,62,0,191,19,17,0,162,345,543,732,530,352,6871,563,9048,593,334,Tenterfield (A)
17420,1344,5784,4054,35799,744,47725,0,4,0,71,0,75,16993,243,392,412,292,18332,984,180,78,255,37,1534,1199,351,175,468,24,2217,11006,4607,3107,27048,764,46532,2915,82,174,16,51,3238,370,63,64,252,10,759,1516,400,284,2139,56,4395,1362,292,136,780,43,2613,433,74,33,82,9,631,6602,117,107,58,120,7004,2368,1077,758,9726,190,14119,3696,1160,496,2699,127,8178,3642,17,42,20,82,3803,2177,456,241,793,75,3742,121,22,5,18,0,166,1327,375,205,854,37,2798,288,47,41,27,10,413,788,276,228,76,12,1380,1048,120,111,200,14,1493,544,60,43,133,6,786,2368,1072,753,7341,145,11679,367,59,28,47,17,518,674,4,0,0,6,684,1333,94,75,42,14,1558,843,112,56,85,18,1114,537,63,12,25,6,643,698,19,19,7,21,764,316,102,47,332,3,800,15604,1318,966,1236,327,19451,1033,151,137,1149,4001,6471,84496,18801,12867,92190,7261,215615,76051,11636,The Hills Shire (A)
17450,9,70,52,1286,38,1455,0,0,0,0,0,0,13,0,0,12,0,25,3,0,0,3,3,9,25,0,0,5,3,33,135,76,46,1012,32,1301,0,3,0,0,0,3,3,3,3,9,4,22,27,6,7,134,5,179,3,0,3,3,0,9,3,0,0,3,0,6,0,0,0,0,0,0,19,16,17,276,11,339,6,3,8,19,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,13,4,3,0,3,0,10,12,8,3,0,0,23,9,3,4,5,0,21,0,0,0,0,0,0,32,26,26,293,5,382,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,12,78,13,9,21,3,124,4,3,3,75,236,321,393,236,181,3176,340,4326,342,146,Tumbarumba (A)
17500,21,203,173,4400,146,4943,0,5,0,109,3,117,41,5,0,18,0,64,15,10,0,0,0,25,61,11,18,20,4,114,376,191,154,3754,89,4564,33,0,6,0,0,39,11,5,0,28,0,44,110,27,17,315,13,482,9,5,0,12,0,26,6,0,0,6,0,12,25,0,0,0,0,25,81,35,22,1199,23,1360,27,10,3,74,3,117,3,0,0,0,0,3,7,0,4,8,0,19,3,3,0,0,0,6,5,3,3,7,0,18,28,21,7,10,4,70,31,13,16,9,0,69,21,0,5,15,0,41,3,0,5,4,0,12,110,52,57,724,10,953,0,4,0,0,0,4,0,0,0,0,0,0,71,3,4,0,0,78,3,3,3,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,10,5,3,13,0,31,187,17,36,52,3,295,15,11,9,248,392,675,1319,642,545,11025,690,14221,1106,392,Tumut Shire (A)
17550,372,2893,2138,27873,854,34130,3,11,4,311,15,344,369,33,33,190,17,642,87,21,7,25,5,145,563,192,121,296,22,1194,7268,2937,2027,23106,901,36239,272,7,101,14,20,414,192,31,21,227,14,485,772,277,167,2331,59,3606,125,80,15,187,4,411,111,26,6,29,0,172,308,25,36,25,15,409,1251,675,420,8531,247,11124,515,253,100,904,41,1813,30,0,3,0,3,36,32,19,11,57,3,122,19,8,0,17,0,44,133,35,23,58,7,256,388,72,48,46,11,565,530,180,129,51,27,917,186,42,22,77,7,334,103,25,28,59,7,222,1670,664,468,6117,164,9083,27,3,0,0,0,30,0,0,0,0,0,0,156,35,21,12,0,224,110,17,13,94,5,239,15,7,0,3,0,25,23,6,7,3,0,39,259,70,41,242,10,622,1919,541,371,1081,106,4018,245,89,79,1462,3729,5604,18053,9274,6460,73428,6293,113508,14903,5742,Tweed (A)
17100,374,454,361,2412,73,3674,0,4,0,12,3,19,6507,73,106,91,135,6912,197,24,9,45,3,278,57,17,11,18,0,103,880,294,215,1674,69,3132,364,3,19,0,10,396,51,4,6,18,0,79,161,35,31,166,7,400,558,83,48,188,17,894,86,13,7,8,3,117,3229,20,20,11,49,3329,301,131,99,941,21,1493,1150,215,114,473,42,1994,3071,10,24,3,78,3186,1406,264,138,303,52,2163,28,0,4,0,0,32,82,20,4,34,3,143,72,3,0,3,0,78,64,20,11,3,0,98,155,14,7,15,3,194,226,12,18,19,7,282,140,76,64,499,17,796,100,19,3,5,0,127,103,0,0,0,3,106,40,4,3,0,3,50,183,6,9,21,4,223,158,12,3,5,3,181,599,3,11,0,6,619,16,12,5,29,0,62,5204,208,151,144,112,5819,397,17,18,98,2303,2833,25959,2070,1519,7238,3026,39812,24509,1408,Strathfield (A)
17620,12,280,235,5825,149,6501,0,0,0,24,0,24,57,3,0,24,0,84,3,0,0,0,0,3,51,23,17,27,0,118,441,271,219,4680,153,5764,39,0,0,0,3,42,10,4,0,25,0,39,47,24,24,379,9,483,3,4,3,11,0,21,7,3,0,0,0,10,7,3,0,0,4,14,117,54,37,1235,17,1460,25,16,5,96,0,142,5,0,0,0,0,5,14,3,3,7,0,27,0,0,0,0,0,0,14,4,8,23,0,49,24,3,3,3,8,41,58,13,22,13,0,106,4,5,0,9,0,18,6,3,0,0,0,9,121,84,58,1126,24,1413,0,0,0,0,0,0,0,0,0,0,0,0,19,4,3,0,0,26,3,3,0,11,0,17,0,3,0,0,0,3,0,0,0,0,0,0,16,11,3,41,0,71,164,31,34,63,7,299,27,12,5,353,609,1006,1294,864,679,13975,983,17795,1099,521,Upper Hunter Shire (A)
17640,13,155,112,2724,65,3069,0,0,0,11,0,11,15,3,0,12,0,30,13,3,0,4,0,20,33,5,11,34,4,87,297,153,106,2485,68,3109,3,4,0,3,0,10,5,0,0,18,0,23,52,6,10,153,8,229,27,10,9,5,0,51,3,3,0,5,0,11,6,0,0,0,0,6,71,34,25,1172,15,1317,19,4,0,35,3,61,4,3,0,0,0,7,3,3,0,3,0,9,5,0,0,0,0,5,13,9,0,11,0,33,3,0,3,0,4,10,13,7,3,3,0,26,7,4,0,3,3,17,3,0,3,0,0,6,91,52,34,646,26,849,3,0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,11,6,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,14,0,30,88,27,11,37,5,168,12,9,3,145,270,439,826,500,336,7526,471,9659,667,299,Upper Lachlan Shire (A)
17650,11,152,111,2556,58,2888,0,0,0,21,3,24,13,4,0,13,0,30,0,0,0,3,0,3,33,8,4,27,0,72,228,157,99,1986,47,2517,4,0,3,0,0,7,9,0,3,9,0,21,38,17,10,188,3,256,6,3,0,3,0,12,3,6,0,0,0,9,0,0,0,0,0,0,37,33,19,693,23,805,17,11,0,39,0,67,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,10,0,9,0,22,6,3,10,3,0,22,8,8,6,4,0,26,9,0,0,7,4,20,0,0,0,10,0,10,56,33,31,496,11,627,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,3,0,0,9,0,12,0,0,0,0,0,0,3,0,0,0,0,3,11,3,3,21,0,38,80,33,13,36,4,166,9,0,9,116,209,343,592,484,321,6252,365,8014,492,305,Uralla (A)
17700,5,13,4,476,11,509,0,0,0,4,0,4,0,0,0,9,0,9,0,0,0,0,0,0,7,0,0,0,0,7,25,19,14,365,11,434,0,0,3,0,0,3,0,0,0,6,0,6,4,4,0,65,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,158,3,167,5,8,3,17,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,110,4,127,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,7,0,13,3,0,0,33,62,98,72,51,27,1253,91,1494,61,36,Urana (A)
17750,141,1309,1021,23902,637,27010,0,4,0,287,20,311,441,19,28,117,7,612,39,3,3,13,0,58,252,118,84,281,12,747,1547,1255,859,18790,606,23057,159,0,37,11,3,210,59,15,11,153,3,241,297,149,109,2606,38,3199,80,45,14,123,3,265,46,10,5,30,3,94,318,8,7,10,12,355,354,282,209,7165,172,8182,195,114,33,666,22,1030,48,0,3,8,0,59,13,12,7,37,0,69,4,7,0,4,0,15,49,18,13,83,3,166,49,21,7,27,11,115,122,73,55,41,10,301,87,18,15,65,3,188,31,4,3,13,0,51,430,304,258,4919,102,6013,33,3,0,0,0,36,24,0,3,0,0,27,112,16,20,8,0,156,45,3,3,66,3,120,10,0,3,0,0,13,49,0,0,0,0,49,44,24,15,151,0,234,1537,264,188,446,76,2511,130,51,46,1231,1842,3300,6745,4149,3059,61253,3588,78794,5776,2541,Wagga Wagga (C)
17800,9,61,72,1527,49,1718,0,0,0,8,0,8,10,0,0,4,0,14,0,0,0,0,0,0,16,3,4,11,0,34,90,63,63,1296,47,1559,17,0,3,0,0,20,0,0,0,9,0,9,20,7,4,148,0,179,6,3,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,12,14,16,15,415,4,464,41,14,0,57,5,117,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,11,6,4,3,0,0,13,3,0,0,3,0,6,0,0,0,3,0,3,31,18,19,382,12,462,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,6,0,15,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,9,0,14,40,9,3,28,3,83,20,4,5,97,205,331,369,202,194,4003,325,5093,311,128,Wakool (A)
17850,4,58,50,1336,33,1481,0,0,0,10,0,10,12,0,0,3,0,15,0,0,0,0,0,0,7,3,0,3,0,13,72,49,56,1134,25,1336,0,0,0,0,0,0,9,0,0,7,0,16,14,4,3,117,7,145,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,11,8,10,329,10,368,6,3,0,15,3,27,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,0,3,0,11,3,0,0,0,0,3,4,3,3,0,3,13,3,0,0,0,0,3,3,0,0,0,0,3,23,13,15,316,4,371,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,18,28,7,9,18,0,62,5,3,0,49,60,117,219,161,146,3358,145,4029,172,103,Walcha (A)
17900,20,109,89,2388,113,2719,0,3,0,353,10,366,10,0,4,26,0,40,47,0,0,0,0,47,25,4,9,11,0,49,200,87,74,1627,76,2064,38,0,0,0,3,41,11,0,0,15,0,26,63,13,6,170,0,252,16,0,4,10,3,33,23,0,3,14,0,40,14,0,4,7,0,25,55,23,14,509,9,610,14,3,0,34,0,51,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,14,0,3,0,0,17,10,3,0,3,0,16,16,4,4,3,0,27,3,0,0,0,0,3,45,19,15,348,10,437,42,7,0,0,0,49,0,0,0,0,0,0,10,0,0,0,0,10,7,0,0,3,4,14,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,21,3,30,169,19,16,30,10,244,35,12,0,213,517,777,910,310,245,5785,758,8008,805,210,Walgett (A)
17950,3,44,32,1258,29,1366,0,0,0,25,4,29,3,0,3,11,0,17,0,3,0,0,0,3,8,3,4,6,0,21,49,40,35,958,22,1104,0,0,0,0,0,0,0,0,0,9,0,9,12,3,0,43,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,15,364,7,415,4,0,0,10,0,14,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,3,4,0,3,0,10,3,0,0,0,3,6,4,3,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,23,18,11,220,3,275,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,3,0,3,0,4,0,7,20,0,6,15,0,41,3,0,7,86,84,180,169,134,113,3023,155,3594,136,76,Warren (A)
18000,1194,6651,5108,32605,902,46460,0,9,0,42,4,55,3962,175,242,295,92,4766,726,122,47,162,29,1086,1442,422,244,468,42,2618,16636,5725,3964,25884,961,53170,1216,18,135,11,36,1416,768,144,107,340,33,1392,2044,491,318,1983,72,4908,725,200,82,435,18,1460,365,86,34,75,8,568,1229,63,27,56,30,1405,3156,1263,901,9967,267,15554,4037,900,354,1910,171,7372,695,3,12,4,26,740,240,80,34,99,4,457,111,9,7,13,0,140,217,75,41,100,4,437,501,85,31,23,28,668,1202,377,288,122,33,2022,614,91,52,131,17,905,387,47,34,74,10,552,3421,1283,952,7168,175,12999,845,57,24,47,26,999,17,0,0,0,0,17,1147,135,85,27,16,1410,548,45,45,93,11,742,110,8,3,3,8,132,269,4,19,0,5,297,607,130,94,305,16,1152,10589,1455,1198,1133,260,14635,728,144,125,981,5169,7147,59748,20297,14607,84556,8473,187681,50390,12260,Warringah (A)
18020,17,186,154,4090,111,4558,0,3,0,95,7,105,18,3,5,24,0,50,3,0,0,0,0,3,39,14,8,19,0,80,283,208,127,3288,113,4019,12,0,4,3,0,19,4,0,0,15,0,19,58,23,15,268,9,373,11,4,0,5,0,20,15,5,0,0,0,20,3,0,0,0,0,3,36,25,22,879,27,989,21,10,4,58,7,100,3,0,0,0,0,3,5,0,3,13,0,21,0,0,0,0,0,0,12,6,0,8,5,31,4,3,7,3,0,17,13,6,4,3,0,26,23,4,0,3,0,30,3,0,0,3,0,6,74,39,46,801,17,977,3,0,0,4,0,7,0,0,0,0,0,0,0,0,5,3,0,8,8,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,27,0,51,70,19,17,52,3,161,14,13,8,202,523,760,764,575,440,9869,822,12470,658,365,Warrumbungle Shire (A)
18050,612,2512,1769,8212,254,13359,0,3,4,27,0,34,1326,103,109,127,34,1699,205,32,20,40,7,304,372,124,65,120,7,688,7043,1862,1247,6838,372,17362,356,3,46,8,12,425,727,71,40,129,9,976,1300,229,138,741,44,2452,844,152,62,399,34,1491,856,101,63,102,14,1136,359,31,37,13,3,443,2749,516,385,3970,136,7756,1361,301,136,554,47,2399,282,0,14,5,3,304,229,48,14,75,11,377,49,3,3,3,4,62,146,34,21,36,5,242,226,33,16,9,5,289,615,101,104,21,21,862,935,148,82,164,28,1357,1522,74,59,111,33,1799,1405,463,301,2291,68,4528,134,14,4,10,3,165,13,0,0,3,0,16,1761,146,89,16,46,2058,443,18,31,43,10,545,105,20,3,0,3,131,102,6,11,0,3,122,260,37,23,112,3,435,8490,1035,769,773,188,11255,486,62,56,282,6588,7474,35313,8282,5721,25234,7995,82545,29660,5066,Waverley (A)
18100,3,78,68,1553,49,1751,0,0,0,3,0,3,4,3,0,3,0,10,0,0,0,0,0,0,17,3,9,3,0,32,110,82,62,1327,47,1628,6,0,4,0,0,10,0,0,0,7,0,7,16,3,5,103,3,130,3,0,0,3,0,6,3,0,0,0,0,3,3,0,0,3,0,6,14,20,16,413,12,475,10,3,4,16,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,3,3,4,0,0,10,3,0,0,4,0,7,0,0,0,0,0,0,27,22,14,323,12,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,11,29,7,11,23,0,70,5,6,0,77,135,223,267,233,197,3870,258,4825,240,146,Weddin (A)
