LGA_MAIN11,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sinhalese_BP_B_OS,Sinhalese_FO_B_OS,Sinhalese_MO_B_OS,Sinhalese_BP_B_Aus,Sinhalese_BP_NS,Sinhalese_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_Fther_only_brn_os,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_ns_Both_prnts_brn_os,Ancestry_ns_Fthr_only_brn_os,Ancestry_ns_Mthr_only_brn_os,Ancestry_ns_Bth_prnts_brn_Aus,Ancestry_ns_Country_birth_ns,Ancestry_ns_Tot_Resp,Tot_respnses_BP_B_OS,Tot_respnses_FO_B_OS,Tot_respnses_MO_B_OS,Tot_resp_BP_B_Aus,Tot_responses_Count_birth_ns,Tot_responses_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,LGA_NAME11
34580,129,890,771,11970,326,14086,0,3,3,85,0,91,231,13,4,68,9,325,19,8,3,17,0,47,270,94,55,143,3,565,1895,958,716,9054,371,12994,144,7,23,3,3,180,55,11,11,52,0,129,302,159,120,4240,74,4895,22,13,3,44,0,82,29,7,0,16,0,52,101,0,3,15,6,125,349,229,147,2940,95,3760,86,48,22,259,3,418,133,0,5,5,0,143,3,4,0,4,0,11,0,3,0,0,0,3,38,16,5,38,0,97,91,24,18,23,6,162,150,40,58,14,4,266,51,18,9,62,0,140,30,7,0,21,3,61,419,232,153,2103,67,2974,7,4,0,4,0,15,3,0,0,0,0,3,63,11,19,0,0,93,30,5,3,39,3,80,26,3,0,0,3,32,60,7,0,0,3,70,63,18,5,68,3,157,994,121,94,344,47,1600,161,44,33,665,2108,3011,5954,2997,2283,32296,3137,46667,5008,1855,Lockyer Valley (R)
34590,2650,10868,8486,72793,2447,97244,7,69,29,644,28,777,4322,179,229,482,130,5342,859,133,53,130,20,1195,2515,803,479,1182,70,5049,29318,9112,7150,54184,2430,102194,2522,76,402,60,78,3138,675,109,68,448,29,1329,3316,1109,786,9366,299,14876,581,220,90,510,31,1432,832,104,37,120,16,1109,2743,146,120,105,79,3193,4938,1599,1229,16237,457,24460,1360,711,308,2204,115,4698,581,4,16,10,10,621,395,104,24,103,28,654,153,13,8,17,3,194,369,146,94,273,29,911,6863,509,424,177,342,8315,3628,898,595,163,172,5456,1042,190,108,361,26,1727,514,99,70,192,19,894,6681,1980,1447,12698,455,23261,725,51,48,42,12,878,69,0,4,0,0,73,1094,115,93,31,14,1347,909,107,70,227,16,1329,244,38,8,23,10,323,1107,37,39,16,29,1228,706,173,101,467,18,1465,25060,2254,1639,2672,1045,32670,2685,441,422,3640,13202,20390,109463,32397,24676,179577,21659,367772,90346,19769,Logan (C)
34710,15,88,81,1834,33,2051,0,0,0,26,0,26,13,0,0,15,0,28,0,0,0,0,0,0,13,8,3,17,3,44,121,72,80,1232,32,1537,17,0,3,0,0,20,3,0,3,3,0,9,7,20,5,190,8,230,0,0,0,7,0,7,3,0,0,0,0,3,3,0,0,3,0,6,23,14,20,404,11,472,9,3,10,30,0,52,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,43,3,12,0,7,65,15,8,6,3,0,32,3,0,0,3,0,6,0,0,0,0,0,0,41,26,31,361,0,459,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,0,0,0,3,3,6,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,15,0,18,41,12,9,37,0,99,8,10,0,119,224,361,393,267,266,4305,321,5552,300,174,Longreach (R)
32750,0,3,3,137,3,146,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,4,4,66,0,85,0,0,0,0,0,0,0,0,0,3,0,3,8,0,3,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,34,0,46,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,19,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4,0,0,0,3,11,14,35,10,10,292,18,365,27,9,Diamantina (S)
32770,0,3,5,98,0,106,0,3,0,1107,0,1110,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,9,3,3,14,0,29,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,7,0,18,0,0,0,4,13,17,31,12,11,1249,13,1316,28,6,Doomadgee (S)
33100,7,19,18,342,5,391,0,0,0,3,0,3,3,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,38,18,28,313,6,403,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,26,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,110,3,121,9,3,0,30,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,10,5,3,46,3,67,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,3,7,8,0,28,0,0,0,40,47,87,94,54,64,924,68,1204,79,26,Etheridge (S)
34770,444,2968,2373,40173,1094,47052,0,9,18,351,26,404,363,15,38,412,13,841,48,13,8,40,6,115,719,254,152,512,24,1661,5868,2585,2102,29935,1073,41563,1050,33,176,22,45,1326,150,41,24,222,11,448,875,436,275,5668,115,7369,58,41,7,192,5,303,58,26,4,46,3,137,431,13,8,68,9,529,1159,623,468,9651,248,12149,654,382,130,2109,50,3325,32,0,3,9,0,44,7,10,0,20,0,37,3,3,0,0,0,6,966,408,221,1840,52,3487,546,90,58,54,25,773,625,213,144,65,14,1061,132,35,30,151,3,351,69,37,20,152,3,281,1653,737,569,8055,183,11197,24,6,0,3,0,33,31,3,0,0,0,34,697,39,15,8,4,763,123,26,8,120,11,288,12,4,0,3,0,19,35,4,3,3,0,45,166,64,42,288,6,566,2284,530,403,2723,188,6128,310,126,123,2301,6450,9310,19592,9774,7422,105196,9661,151645,16148,6048,Mackay (R)
34800,3,16,13,427,13,472,0,0,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,3,35,15,10,310,13,383,0,0,0,0,0,0,0,0,0,4,0,4,11,5,4,40,0,60,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,109,3,127,3,0,0,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,69,3,94,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,3,0,7,12,3,0,9,0,24,0,0,0,16,105,121,123,45,43,1016,137,1364,96,34,McKinlay (S)
35010,2268,15091,11246,119308,3016,150929,4,58,28,750,43,883,2027,185,244,808,77,3341,411,101,18,125,10,665,3381,1008,623,1655,91,6758,38567,13555,9960,91900,3383,157365,2607,93,488,61,67,3316,1004,225,140,836,30,2235,3757,1583,1014,16442,343,23139,463,207,93,668,39,1470,616,145,55,179,10,1005,2263,135,105,125,66,2694,6430,2702,1861,30388,730,42111,2392,1086,461,3896,163,7998,279,0,17,18,10,324,155,59,27,122,6,369,56,21,12,6,0,95,473,193,101,403,16,1186,3684,432,303,195,143,4757,3968,1018,862,266,124,6238,993,256,139,549,32,1969,484,77,70,245,21,897,8474,3180,2352,23600,610,38216,185,31,12,38,3,269,98,4,0,0,4,106,2315,128,136,69,21,2669,738,137,62,350,31,1318,87,20,3,7,0,117,328,18,23,6,8,383,1178,272,189,1012,26,2677,13047,2529,1775,3990,516,21857,1613,467,436,5228,15717,23461,104345,45016,32855,303245,25356,510817,84679,27512,Moreton Bay (R)
35250,0,7,0,26,3,36,0,6,0,954,7,967,0,0,0,19,0,19,0,0,0,0,0,0,3,0,0,0,4,7,7,4,0,52,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,10,3,3,27,4,47,3,0,0,12,14,29,33,20,3,1118,32,1206,35,16,Mornington (S)
35300,86,606,469,7239,197,8597,0,9,3,341,23,376,86,11,16,169,11,293,19,7,3,3,0,32,90,39,21,58,6,214,954,441,345,4094,156,5990,416,3,72,3,7,501,28,4,9,34,4,79,181,66,42,753,10,1052,35,18,0,40,3,96,17,6,7,7,0,37,132,4,9,3,7,155,251,121,96,1515,42,2025,114,62,31,292,7,506,8,0,0,3,0,11,3,0,0,15,0,18,3,0,0,0,0,3,13,12,5,38,0,68,252,19,14,8,13,306,152,59,37,10,4,262,29,7,5,13,0,54,11,4,0,8,0,23,285,138,87,1072,31,1613,19,0,0,3,0,22,3,0,0,0,0,3,105,3,4,0,4,116,48,3,4,21,3,79,3,0,0,3,0,6,10,0,0,3,0,13,32,6,7,34,4,83,914,98,95,272,38,1417,90,13,11,416,2883,3413,4389,1759,1392,16470,3453,27463,3652,1078,Mount Isa (C)
35600,9,71,65,2017,69,2231,0,0,0,49,3,52,10,0,3,16,0,29,3,0,0,0,0,3,15,3,3,17,0,38,110,62,38,1254,52,1516,11,0,3,0,0,14,0,3,0,8,0,11,7,12,3,265,4,291,3,4,0,0,0,7,3,0,0,0,0,3,11,0,0,0,0,11,18,6,13,413,10,460,9,3,0,16,0,28,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,15,5,3,0,3,26,8,14,10,3,0,35,3,0,0,4,0,7,8,4,3,3,0,18,15,24,12,306,11,368,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,10,0,0,0,0,0,0,102,0,0,0,3,105,0,0,0,5,0,5,45,13,6,44,3,111,6,4,11,149,297,467,430,234,173,4575,455,5867,374,143,Murweh (S)
35670,0,4,0,35,0,39,6,0,0,708,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,343,0,354,0,0,0,9,0,9,17,4,0,1116,0,1137,16,3,Napranum (S)
35760,32,192,163,3880,105,4372,0,0,4,58,4,66,21,0,0,43,0,64,3,0,0,0,0,3,62,19,18,30,3,132,368,229,155,3124,103,3979,58,0,17,0,6,81,23,0,4,16,0,43,83,61,26,1022,20,1212,0,3,0,3,0,6,5,0,0,5,3,13,9,3,0,6,0,18,65,41,25,808,12,951,16,8,8,55,3,90,25,0,0,0,0,25,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,7,0,31,27,9,5,7,0,48,8,6,0,11,0,25,0,0,0,3,0,3,98,55,36,806,21,1016,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,9,7,0,0,10,0,17,0,0,0,0,0,0,3,0,0,0,0,3,7,4,3,26,0,40,168,27,15,108,14,332,26,11,12,285,601,935,1131,677,498,10319,895,13520,966,429,North Burnett (R)
35780,0,3,8,125,3,139,0,4,0,850,0,854,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,4,7,73,6,103,3,0,4,0,0,7,0,0,0,0,0,0,7,0,3,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,34,0,37,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,38,17,22,1586,4,1667,0,3,4,63,115,185,90,34,48,2769,128,3069,77,28,Northern Peninsula Area (R)
34860,6,196,186,5517,104,6009,0,0,0,58,3,61,50,3,4,34,0,91,0,3,0,0,0,3,41,16,10,26,3,96,292,204,171,4046,102,4815,153,0,10,0,7,170,10,3,3,15,0,31,46,22,27,752,10,857,3,0,3,12,0,18,5,0,0,0,0,5,21,4,0,3,0,28,64,34,25,1358,20,1501,25,15,7,102,0,149,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,6,0,12,27,4,9,0,0,40,21,8,5,3,0,37,9,4,0,15,0,28,5,3,0,0,0,8,86,67,33,1107,28,1321,3,3,3,0,0,9,0,0,0,0,0,0,25,0,0,0,0,25,3,3,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,24,0,38,116,25,27,96,8,272,24,6,5,345,1051,1431,1044,628,534,13533,1336,17075,881,410,Maranoa (R)
35800,0,31,21,877,47,976,0,0,0,59,0,59,0,0,0,3,0,3,0,0,0,0,0,0,5,3,0,0,0,8,38,22,10,551,18,639,3,0,3,0,0,6,3,0,0,4,0,7,10,12,7,86,3,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,148,7,171,3,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,0,9,3,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,3,15,11,9,128,3,166,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,18,4,3,15,3,43,3,0,3,74,90,170,124,95,61,1963,174,2417,83,53,Paroo (S)
36070,3,4,0,35,0,42,0,8,0,562,0,570,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,13,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,56,0,72,0,3,0,5,3,11,26,21,6,687,3,743,16,11,Pormpuraaw (S)
36150,3,15,13,445,11,487,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,14,22,15,15,287,9,348,0,0,3,0,0,3,0,0,0,0,0,0,10,8,6,79,0,103,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,3,0,6,5,7,3,143,0,158,3,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,12,3,3,70,3,91,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,18,3,3,8,0,32,0,0,0,24,34,58,85,63,56,1080,57,1341,59,36,Quilpie (S)
36250,861,5642,4193,39708,1106,51510,0,37,18,343,12,410,936,80,87,262,30,1395,289,64,28,85,17,483,1518,389,275,650,53,2885,17931,5080,3809,32142,1253,60215,636,21,106,14,19,796,357,63,49,290,5,764,1632,561,368,5476,162,8199,351,124,53,354,19,901,232,48,21,66,5,372,663,36,33,33,14,779,2975,1036,679,10450,274,15414,965,452,173,1456,58,3104,66,0,11,10,3,90,114,22,14,75,3,228,39,12,0,13,0,64,243,75,50,141,8,517,1374,197,152,42,52,1817,1723,384,284,111,66,2568,552,72,72,212,19,927,273,54,45,149,12,533,4142,1315,873,8688,258,15276,116,6,7,20,3,152,46,0,0,0,5,51,1154,58,57,21,22,1312,262,46,39,114,6,467,103,24,3,12,4,146,160,0,17,3,8,188,517,100,67,387,3,1074,4789,899,673,1440,187,7988,598,175,137,1680,4363,6953,45617,17072,12393,104447,8049,187578,37149,10381,Redland (C)
36300,0,16,11,373,14,414,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,4,0,0,7,17,16,16,239,8,296,0,0,0,0,0,0,3,0,3,0,0,6,3,0,3,28,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,7,78,4,100,0,3,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,55,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,6,7,3,0,23,51,84,60,44,47,825,81,1057,50,27,Richmond (S)
36360,281,2748,2255,42619,1041,48944,0,10,3,638,32,683,389,54,32,371,8,854,45,13,3,23,0,84,456,213,142,442,23,1276,4262,2509,1874,31584,976,41205,572,18,139,19,31,779,100,27,24,221,4,376,623,329,245,5677,139,7013,70,29,10,157,12,278,52,25,3,23,0,103,493,20,3,54,5,575,753,524,394,10059,237,11967,191,142,58,973,38,1402,92,0,4,3,3,102,13,6,4,49,3,75,4,0,0,3,0,7,49,30,18,104,3,204,365,80,68,44,9,566,412,207,120,46,16,801,84,47,11,151,3,296,67,24,3,72,7,173,1071,597,445,7711,171,9995,14,3,3,13,0,33,44,8,0,0,0,52,303,26,20,15,0,364,83,17,7,97,9,213,8,4,0,0,0,12,340,3,3,4,8,358,136,65,35,316,12,564,2290,427,305,1918,142,5082,233,102,90,2345,7545,10315,13895,8307,6321,105751,10477,144751,11528,5026,Rockhampton (R)
36510,170,1213,935,11767,309,14394,0,5,4,99,3,111,79,9,20,58,8,174,30,5,3,4,0,42,400,95,60,165,10,730,3365,1235,902,9469,354,15325,75,5,25,3,3,111,71,18,13,62,0,164,451,149,142,2996,50,3788,30,15,17,51,4,117,57,8,0,12,0,77,53,5,3,13,3,77,531,262,190,3424,61,4468,121,63,24,305,11,524,64,0,3,0,3,70,5,0,3,15,0,23,4,0,0,10,0,14,28,15,3,30,3,79,125,17,29,8,4,183,235,80,51,19,7,392,97,19,12,66,4,198,33,12,9,16,10,80,764,291,229,2499,78,3861,20,0,0,0,0,20,0,0,0,0,4,4,100,3,8,0,0,111,50,14,9,33,3,109,3,3,0,0,0,6,7,5,3,0,0,15,93,31,14,95,3,236,828,203,160,340,44,1575,93,38,47,682,1429,2289,7982,3818,2918,32241,2408,49367,6420,2332,Scenic Rim (R)
36580,100,633,516,7622,242,9113,0,0,0,46,3,49,89,8,3,21,3,124,13,6,0,8,0,27,186,55,35,118,0,394,1484,669,513,5986,215,8867,173,0,19,0,13,205,45,8,0,38,3,94,209,94,80,2140,42,2565,5,7,3,32,0,47,14,5,0,0,0,19,16,3,6,3,0,28,214,126,99,1742,43,2224,50,30,10,138,3,231,6,0,0,0,0,6,3,5,3,8,0,19,4,0,0,3,0,7,30,4,7,26,3,70,72,18,11,11,3,115,119,48,44,17,0,228,33,9,6,39,0,87,9,3,3,14,4,33,343,170,101,1510,42,2166,4,4,0,4,0,12,0,0,0,0,0,0,27,3,3,0,0,33,20,0,3,14,3,40,0,0,0,0,0,0,60,0,0,0,3,63,57,13,7,72,4,153,332,72,61,233,11,709,59,36,21,432,852,1400,3776,2029,1554,20277,1492,29128,3090,1258,Somerset (R)
34830,0,0,0,20,0,20,0,3,3,169,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,0,100,0,0,3,31,4,38,12,3,9,335,4,363,6,3,Mapoon (S)
35790,0,6,0,60,0,66,3,13,3,2091,0,2110,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,3,0,43,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,22,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,3,379,0,421,0,0,0,7,20,27,56,35,9,2616,20,2736,44,27,Palm Island (S)
