lga_code_2016,count_home_census_nt_0_14_yr,count_hom_census_nt_15_24_yr,count_hom_census_nt_25_34_yr,count_hom_census_nt_35_44_yr,count_hom_census_nt_45_54_yr,count_hom_census_nt_55_64_yr,count_hom_census_nt_65_74_yr,count_hom_census_nt_75_84_yr,count_hom_census_nt_85ov,counted_home_census_night_tot,vis_same_sa2_0_14_yr,vis_same_sa2_15_24_yr,vis_same_sa2_25_34_yr,vis_same_sa2_35_44_yr,vis_same_sa2_45_54_yr,vis_same_sa2_55_64_yr,vis_same_sa2_65_74_yr,vis_same_sa2_75_84_yr,vis_same_sa2_85ov,vis_same_sa2_total,vis_diff_sa2_nsw_0_14_yr,vis_diff_sa2_nsw_15_24_yr,vis_diff_sa2_nsw_25_34_yr,vis_diff_sa2_nsw_35_44_yr,vis_diff_sa2_nsw_45_54_yr,vis_diff_sa2_nsw_55_64_yr,vis_diff_sa2_nsw_65_74_yr,vis_diff_sa2_nsw_75_84_yr,vis_diff_sa2_nsw_85ov,vis_diff_sa2_nsw_total,vis_diff_sa2_vic_0_14_yr,vis_diff_sa2_vic_15_24_yr,vis_diff_sa2_vic_25_34_yr,vis_diff_sa2_vic_35_44_yr,vis_diff_sa2_vic_45_54_yr,vis_diff_sa2_vic_55_64_yr,vis_diff_sa2_vic_65_74_yr,vis_diff_sa2_vic_75_84_yr,vis_diff_sa2_vic_85ov,vis_diff_sa2_vic_total,vis_diff_sa2_qld_0_14_yr,vis_diff_sa2_qld_15_24_yr,vis_diff_sa2_qld_25_34_yr,vis_diff_sa2_qld_35_44_yr,vis_diff_sa2_qld_45_54_yr,vis_diff_sa2_qld_55_64_yr,vis_diff_sa2_qld_65_74_yr,vis_diff_sa2_qld_75_84_yr,vis_diff_sa2_qld_85ov,vis_diff_sa2_qld_total,vis_diff_sa2_sa_0_14_yr,vis_diff_sa2_sa_15_24_yr,vis_diff_sa2_sa_25_34_yr,vis_diff_sa2_sa_35_44_yr,vis_diff_sa2_sa_45_54_yr,vis_diff_sa2_sa_55_64_yr,vis_diff_sa2_sa_65_74_yr,vis_diff_sa2_sa_75_84_yr,vis_diff_sa2_sa_85ov,vis_diff_sa2_sa_total,vis_diff_sa2_wa_0_14_yr,vis_diff_sa2_wa_15_24_yr,vis_diff_sa2_wa_25_34_yr,vis_diff_sa2_wa_35_44_yr,vis_diff_sa2_wa_45_54_yr,vis_diff_sa2_wa_55_64_yr,vis_diff_sa2_wa_65_74_yr,vis_diff_sa2_wa_75_84_yr,vis_diff_sa2_wa_85ov,vis_diff_sa2_wa_total,vis_diff_sa2_tas_0_14_yr,vis_diff_sa2_tas_15_24_yr,vis_diff_sa2_tas_25_34_yr,vis_diff_sa2_tas_35_44_yr,vis_diff_sa2_tas_45_54_yr,vis_diff_sa2_tas_55_64_yr,vis_diff_sa2_tas_65_74_yr,vis_diff_sa2_tas_75_84_yr,vis_diff_sa2_tas_85ov,vis_diff_sa2_tas_total,vis_diff_sa2_nt_0_14_yr,vis_diff_sa2_nt_15_24_yr,vis_diff_sa2_nt_25_34_yr,vis_diff_sa2_nt_35_44_yr,vis_diff_sa2_nt_45_54_yr,vis_diff_sa2_nt_55_64_yr,vis_diff_sa2_nt_65_74_yr,vis_diff_sa2_nt_75_84_yr,vis_diff_sa2_nt_85ov,vis_diff_sa2_nt_total,vis_diff_sa2_act_0_14_yr,vis_diff_sa2_act_15_24_yr,vis_diff_sa2_act_25_34_yr,vis_diff_sa2_act_35_44_yr,vis_diff_sa2_act_45_54_yr,vis_diff_sa2_act_55_64_yr,vis_diff_sa2_act_65_74_yr,vis_diff_sa2_act_75_84_yr,vis_diff_sa2_act_85ov,vis_diff_sa2_act_total,vis_diff_sa2_ot_0_14_yr,vis_diff_sa2_ot_15_24_yr,vis_diff_sa2_ot_25_34_yr,vis_diff_sa2_ot_35_44_yr,vis_diff_sa2_ot_45_54_yr,vis_diff_sa2_ot_55_64_yr,vis_diff_sa2_ot_65_74_yr,vis_diff_sa2_ot_75_84_yr,vis_diff_sa2_ot_85ov,vis_diff_sa2_ot_total,vis_diff_sa2_tot_0_14_yr,vis_diff_sa2_tot_15_24_yr,vis_diff_sa2_tot_25_34_yr,vis_diff_sa2_tot_35_44_yr,vis_diff_sa2_tot_45_54_yr,vis_diff_sa2_tot_55_64_yr,vis_diff_sa2_tot_65_74_yr,vis_diff_sa2_tot_75_84_yr,vis_diff_sa2_tot_85ov,vis_diff_sa2_tot_total,tot_visitrs_0_14_yr,tot_visitrs_15_24_yr,tot_visitrs_25_34_yr,tot_visitrs_35_44_yr,tot_visitrs_45_54_yr,tot_visitrs_55_64_yr,tot_visitrs_65_74_yr,tot_visitrs_75_84_yr,tot_visitrs_85ov,tot_visitrs_total,os_vis_0_14_yr,os_vis_15_24_yr,os_vis_25_34_yr,os_vis_35_44_yr,os_vis_45_54_yr,os_vis_55_64_yr,os_vis_65_74_yr,os_vis_75_84_yr,os_vis_85_yr_over,os_vis_tot,total_0_14_yr,total_15_24_yr,total_25_34_yr,total_35_44_yr,total_45_54_yr,total_55_64_yr,total_65_74_yr,total_75_84_yr,total_85ov,total_total,lga_name16
14550,1432,766,606,800,1273,1649,1145,576,226,8473,4,3,3,4,7,5,0,0,0,28,23,31,24,34,44,54,32,5,8,256,5,0,0,6,3,0,3,0,0,15,9,10,16,13,17,23,10,9,0,109,0,0,4,0,0,4,0,0,3,11,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,41,42,47,53,69,82,49,12,8,402,39,52,49,51,76,90,51,17,8,435,3,10,12,6,0,3,3,0,0,40,1477,827,669,856,1347,1741,1195,597,230,8942,Kyogle (A)
14600,1308,582,696,615,666,767,599,416,162,5826,0,6,7,0,4,3,4,3,0,30,29,17,22,29,29,29,28,4,3,201,5,0,10,6,4,3,15,0,0,36,0,0,3,0,0,4,5,0,0,10,0,0,4,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,34,41,33,45,50,4,3,268,35,28,38,45,35,49,51,11,3,299,0,0,0,4,3,3,3,0,0,17,1344,618,742,662,704,821,660,433,164,6135,Lachlan (A)
14650,35139,21777,20394,22534,24768,24501,20630,12004,5394,187136,33,42,23,21,29,30,30,21,17,247,702,1032,929,648,613,603,508,304,188,5518,7,17,28,16,17,28,18,7,0,134,19,50,29,40,47,55,48,23,0,302,3,11,3,4,5,9,11,0,0,40,3,14,9,6,11,16,5,6,3,67,0,4,0,0,0,3,14,3,0,24,0,0,3,3,0,4,0,0,0,19,4,3,6,4,0,12,4,3,0,41,0,0,0,0,0,0,0,0,0,0,743,1131,1003,713,689,724,600,342,198,6144,779,1178,1030,740,716,754,630,368,208,6390,55,105,86,54,70,77,57,19,8,534,35978,23055,21501,23327,25551,25336,21320,12392,5611,194062,Lake Macquarie (C)
14700,6570,3783,6015,5719,4500,3522,2569,1362,725,34766,0,3,3,3,3,3,0,3,3,25,89,129,162,115,136,109,103,62,54,966,4,8,12,19,14,11,14,0,0,86,5,6,25,13,17,24,19,0,0,108,0,4,5,3,3,7,0,0,0,18,3,0,6,3,0,11,0,0,0,28,0,3,0,0,5,7,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,106,158,213,168,178,176,137,65,53,1249,105,160,212,167,182,179,136,70,59,1268,55,128,100,62,76,114,57,14,3,605,6733,4076,6324,5954,4752,3809,2768,1447,790,36647,Lane Cove (A)
14750,2242,1437,1141,1167,1420,1337,989,652,231,10609,0,3,3,3,4,3,0,7,0,29,110,116,57,41,33,26,23,22,11,443,0,9,8,0,9,3,0,0,0,26,0,0,5,0,4,6,4,0,0,21,0,0,0,0,3,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,3,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,117,123,68,50,51,46,35,22,12,521,117,129,73,50,56,49,34,31,12,546,3,16,6,4,7,12,0,0,0,38,2354,1574,1221,1224,1478,1394,1022,680,242,11199,Leeton (A)
14850,7495,4880,4078,4909,5839,6331,4133,2173,1088,40917,20,8,13,9,7,13,3,5,4,84,187,307,272,179,171,215,188,112,62,1687,6,13,18,11,15,24,14,4,3,101,23,72,88,51,51,53,29,10,0,376,0,9,0,0,5,0,13,0,0,24,0,0,0,0,3,9,3,0,0,16,0,3,0,0,0,3,10,3,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,215,398,386,235,246,306,251,126,66,2223,231,408,395,248,253,313,255,132,71,2305,20,81,62,17,27,24,14,0,0,247,7741,5363,4530,5177,6112,6669,4407,2305,1159,43466,Lismore (C)
14870,3467,2137,2100,2235,2713,2898,2543,1320,486,19891,3,9,13,3,8,3,0,7,0,48,77,120,131,76,83,101,59,34,12,702,3,0,3,3,0,5,0,0,0,14,3,3,3,4,3,10,9,0,0,36,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,78,130,141,86,96,114,67,36,16,768,84,136,155,94,103,119,68,41,16,818,3,9,7,5,5,5,4,3,0,45,3555,2278,2263,2333,2817,3022,2619,1360,502,20753,Lithgow (C)
14900,45586,28666,28632,28948,26506,20120,12165,6181,2193,198984,60,39,37,23,32,16,18,6,4,240,664,698,954,609,545,465,351,259,125,4666,4,21,60,29,21,22,10,4,3,173,8,44,71,28,21,33,10,3,4,229,0,20,7,9,4,6,0,0,0,49,10,11,28,9,13,10,4,0,0,88,0,7,0,3,3,5,0,3,0,24,0,19,9,6,0,0,0,0,0,38,0,3,16,3,3,5,3,3,0,41,0,0,0,0,0,0,0,4,0,3,692,822,1151,700,620,542,387,278,135,5313,744,865,1186,723,652,567,402,285,140,5553,103,139,185,152,231,347,212,86,10,1467,46435,29664,30006,29815,27384,21025,12782,6542,2344,206004,Liverpool (C)
14920,1378,671,712,778,960,1122,884,513,178,7198,0,3,0,0,3,3,4,0,0,19,31,33,37,27,23,38,40,24,4,254,0,0,0,0,0,4,4,0,0,13,3,4,3,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,32,33,47,26,29,47,43,28,4,286,32,40,51,27,28,46,51,25,3,312,0,3,11,3,3,0,0,0,0,20,1414,712,777,813,986,1171,932,544,180,7529,Liverpool Plains (A)
14950,627,279,248,290,412,456,337,220,97,2958,0,0,0,0,0,0,0,0,0,0,7,12,10,11,5,5,8,0,3,62,0,4,0,0,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,14,10,12,10,7,0,3,76,5,13,14,10,12,10,7,0,4,83,0,0,3,0,0,3,4,0,0,7,629,294,266,301,419,470,348,218,96,3048,Lockhart (A)
15050,16457,9163,9994,9741,9538,8383,6136,3071,1217,73714,13,12,11,9,6,7,9,3,3,73,289,504,387,242,237,228,186,127,71,2258,3,3,10,4,11,6,7,0,0,51,17,15,18,20,28,25,14,0,3,134,0,0,0,0,0,3,3,3,0,18,0,0,3,3,3,3,4,0,0,20,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,312,527,420,273,282,266,222,128,69,2507,326,543,430,280,284,279,223,138,71,2581,12,34,31,9,19,40,34,4,0,190,16799,9736,10466,10034,9838,8693,6394,3219,1296,76482,Maitland (C)
15240,13577,7571,6264,7795,10672,13522,14065,7889,3255,84612,21,25,14,10,18,18,29,14,5,158,359,532,460,382,471,700,775,328,152,4154,22,5,26,23,30,111,150,52,3,426,19,29,37,28,41,70,37,18,5,279,0,0,0,0,3,14,25,14,4,63,3,0,6,3,10,11,4,3,0,42,0,0,0,0,0,15,18,10,0,45,0,0,0,0,4,3,0,0,0,11,4,3,7,3,8,10,7,15,0,61,0,0,0,0,0,0,0,0,0,0,407,574,547,447,567,941,1016,431,166,5095,429,602,563,457,588,953,1043,446,172,5247,24,65,39,25,39,31,27,22,6,285,14024,8235,6862,8273,11305,14512,15132,8366,3431,90143,Mid-Coast (A)
15270,4772,2200,2519,2629,3218,2931,2604,1349,460,22679,4,3,6,5,9,4,0,7,0,40,97,145,157,142,178,171,143,51,23,1103,0,0,0,3,3,9,6,3,0,28,3,3,7,7,9,13,4,4,0,56,0,0,0,0,0,0,6,0,0,10,0,3,3,4,0,0,8,0,0,19,3,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,3,8,0,4,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,108,156,177,159,194,201,173,56,23,1244,112,157,184,165,205,208,175,58,23,1281,15,18,10,3,3,12,4,3,0,65,4894,2370,2714,2800,3426,3147,2787,1413,484,24033,Mid-Western Regional (A)
15300,2736,1308,1524,1539,1713,1473,1144,586,159,12188,20,10,4,9,7,3,0,0,0,49,68,112,119,77,126,128,148,51,4,817,0,4,7,4,3,20,65,39,3,146,18,33,21,25,32,48,47,8,0,230,0,0,3,0,3,9,11,14,0,39,0,5,0,3,4,3,11,3,0,25,0,5,0,0,0,5,21,7,0,47,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,86,152,145,110,167,217,307,118,8,1311,103,155,153,119,179,218,306,118,8,1364,8,22,21,4,6,17,8,0,0,85,2844,1495,1694,1660,1894,1709,1456,712,172,13626,Moree Plains (A)
15350,4876,2679,3247,3922,4089,3189,2786,1434,862,27076,0,3,3,0,0,0,0,0,0,15,88,80,117,75,68,61,57,39,29,606,0,6,3,0,7,0,7,0,0,25,0,3,8,13,11,8,13,0,0,55,0,0,0,3,0,0,8,0,0,6,0,0,12,0,3,0,0,0,0,22,0,0,3,0,0,0,9,0,0,7,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,87,88,146,96,90,76,90,41,30,749,87,95,145,96,90,76,93,43,34,764,42,79,63,38,49,74,38,12,0,398,5011,2851,3457,4058,4225,3336,2916,1493,899,28241,Mosman (A)
15520,1949,928,1017,1064,1402,1668,1537,891,327,10773,0,0,3,3,3,3,3,6,0,23,21,30,37,23,31,35,20,16,3,209,43,57,61,52,87,106,118,47,12,583,0,0,3,7,7,3,3,0,0,22,0,0,0,3,4,14,23,10,0,52,5,3,4,0,3,3,7,0,0,21,0,3,5,0,5,6,0,0,0,17,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,93,105,92,126,168,177,77,15,918,71,95,108,91,126,170,182,83,16,942,4,10,6,3,0,5,0,0,0,32,2022,1031,1131,1158,1535,1837,1720,967,339,11746,Murray River (A)
15560,751,364,408,427,509,499,325,205,66,3554,0,3,7,0,0,0,0,0,0,12,17,30,25,8,10,14,9,12,0,131,4,3,10,4,7,0,13,5,0,44,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,33,15,21,23,26,11,0,197,23,36,35,21,24,20,27,14,3,209,3,9,13,3,0,0,0,0,0,34,778,409,461,446,530,522,360,219,69,3796,Murrumbidgee (A)
15650,3542,1833,2140,2014,2164,1689,1164,591,189,15326,9,9,3,3,3,3,0,0,0,29,67,106,153,96,89,119,45,10,3,690,0,5,0,3,3,4,9,3,0,19,10,3,10,7,12,9,5,3,0,60,0,0,0,0,0,3,3,0,0,7,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,120,168,107,113,133,61,18,3,791,85,127,165,104,116,137,61,20,6,814,4,34,18,4,0,7,7,3,0,79,3630,1987,2325,2123,2276,1834,1232,611,198,16214,Muswellbrook (A)
15700,3081,1646,1337,1666,2286,3114,2782,1508,673,18085,12,6,6,7,6,3,3,3,3,51,73,86,98,59,74,162,152,36,23,761,10,5,10,5,10,51,84,15,3,193,9,17,11,20,32,29,14,3,0,140,0,0,0,0,0,5,17,3,0,35,0,0,0,4,3,9,0,0,0,16,0,0,0,0,3,0,11,0,0,17,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,3,3,0,17,0,0,0,0,0,0,0,0,0,0,93,106,124,91,129,266,287,63,24,1179,101,110,126,97,134,275,293,65,26,1230,3,8,16,4,8,5,0,3,3,52,3186,1766,1477,1758,2420,3392,3079,1579,704,19361,Nambucca (A)
15750,2687,1270,1395,1466,1680,1688,1198,691,239,12307,16,7,7,5,3,4,3,4,0,41,55,108,159,126,122,117,82,53,7,831,0,3,8,3,10,9,20,3,0,61,4,9,27,36,34,35,16,3,0,159,0,0,3,3,0,8,15,3,0,28,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,59,118,192,176,167,174,146,66,12,1104,74,127,197,175,167,178,148,63,12,1147,0,5,4,0,0,8,4,0,0,31,2761,1400,1598,1648,1848,1871,1352,753,251,13485,Narrabri (A)
15800,1121,559,507,605,680,780,647,365,187,5455,3,5,4,0,0,6,3,0,0,17,32,39,46,12,14,27,35,15,11,230,4,6,0,4,13,15,27,10,0,83,0,3,0,0,5,5,8,0,0,27,0,0,0,0,0,3,7,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,3,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,35,54,48,19,38,54,93,27,9,385,41,59,53,17,44,62,92,27,9,408,3,18,10,0,3,0,0,0,0,32,1160,628,570,627,721,841,742,396,196,5894,Narrandera (A)
15850,1338,636,594,617,750,830,704,395,165,6031,0,3,0,0,0,0,3,6,0,21,28,37,47,32,22,33,23,16,9,239,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,15,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,40,48,32,29,47,34,19,9,278,30,43,49,28,29,45,39,29,11,298,0,3,5,0,0,0,0,0,0,10,1364,680,648,650,779,881,743,421,168,6342,Narromine (A)
15900,25533,21195,22237,19022,18699,17092,12177,7287,3947,147190,20,39,23,26,19,19,18,18,8,185,575,1218,1104,789,761,734,540,347,206,6270,0,21,34,52,62,42,23,3,0,228,17,37,51,52,71,60,36,8,3,334,3,3,8,10,15,17,15,3,0,79,3,11,12,23,12,15,11,3,0,95,0,3,0,3,4,12,12,6,0,36,0,3,6,0,4,3,0,0,0,18,0,8,5,3,8,20,11,0,0,56,0,0,0,0,0,0,0,0,0,0,603,1300,1227,927,933,908,653,371,204,7124,621,1340,1253,954,947,921,667,392,215,7311,72,565,215,89,94,141,64,18,6,1249,26227,23098,23706,20062,19739,18155,12907,7690,4170,155748,Newcastle (C)
15950,8309,5006,15603,11800,7807,6766,5555,2510,1082,64435,9,7,9,6,7,11,3,3,0,52,162,250,465,288,280,255,250,70,27,2054,4,18,47,47,58,52,23,5,0,247,11,15,39,49,61,42,41,13,0,266,5,3,4,13,21,9,6,3,0,72,3,3,17,20,22,20,9,0,0,98,0,0,5,6,7,11,3,4,0,28,0,0,0,0,3,0,0,0,0,3,0,6,7,14,5,14,4,4,0,62,0,0,0,0,0,0,0,0,0,0,187,299,582,439,443,408,338,95,38,2825,193,302,589,445,450,421,339,103,38,2883,81,197,312,160,157,198,131,30,5,1274,8588,5515,16506,12411,8419,7386,6023,2635,1123,68596,North Sydney (A)
15990,48843,25908,28058,36772,35924,26852,20930,12354,6618,242261,19,20,33,16,28,30,14,17,15,189,627,695,941,674,607,598,487,298,199,5128,17,24,52,55,37,46,29,14,3,285,9,32,37,54,78,55,54,28,10,355,0,18,13,8,27,17,14,6,0,94,4,23,16,21,16,20,17,9,0,129,3,4,9,3,3,10,6,0,0,42,3,0,0,7,3,3,3,0,0,19,0,3,6,10,4,20,9,0,6,69,0,0,0,0,0,0,0,0,0,4,674,799,1077,832,778,763,628,361,216,6119,691,816,1107,852,803,784,643,371,235,6305,319,683,506,287,312,319,229,81,15,2749,49846,27411,29671,37910,37041,27957,21804,12811,6861,251315,Northern Beaches (A)
16100,898,617,467,533,730,667,712,267,105,5000,5,4,0,0,3,0,3,0,0,18,14,31,27,11,20,36,20,20,4,178,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,29,10,23,39,23,20,6,204,22,35,29,13,26,44,28,23,6,221,0,0,10,5,0,0,0,0,0,10,920,658,503,550,754,709,740,288,111,5233,Oberon (A)
16150,8320,4588,5017,4811,4735,4374,3280,2074,871,38086,18,12,4,3,12,3,8,3,3,64,215,465,354,289,295,251,144,84,36,2142,6,13,12,10,21,13,14,3,0,100,3,23,17,18,26,13,23,0,0,120,0,0,0,3,0,0,0,0,0,7,3,3,8,9,5,3,0,0,0,27,0,0,5,0,0,5,0,0,0,10,0,0,0,0,3,3,0,0,0,5,0,20,4,0,3,6,5,0,0,41,0,0,0,0,0,0,0,0,0,0,230,529,410,336,352,295,188,85,37,2459,245,536,414,341,361,303,190,93,39,2516,10,21,23,13,12,28,9,3,0,116,8573,5145,5447,5162,5106,4705,3489,2166,916,40720,Orange (C)
16200,2851,1618,1426,1443,1804,1808,1379,893,424,13652,9,12,0,3,0,3,10,0,0,35,68,94,84,72,71,68,53,29,9,550,0,3,3,3,5,24,33,6,4,85,4,3,10,8,11,13,8,4,0,54,0,0,0,0,0,4,10,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,79,105,101,83,89,115,108,42,15,732,85,113,99,88,98,120,116,41,15,768,7,12,5,6,0,8,3,0,3,43,2936,1741,1531,1538,1905,1933,1504,934,438,14465,Parkes (A)
16260,41082,25599,44393,34931,25948,21683,14406,8222,3707,219963,32,34,32,18,15,11,13,12,3,171,740,870,1312,922,745,634,456,324,188,6204,15,71,139,208,216,95,32,11,3,785,8,57,85,110,144,69,18,14,3,504,4,24,23,33,65,49,9,0,3,210,4,27,60,36,60,33,5,0,0,230,0,3,5,8,15,7,7,0,0,41,4,4,6,14,3,4,0,0,0,31,5,67,41,30,23,17,5,3,0,194,0,0,0,0,0,3,0,0,0,3,789,1120,1674,1360,1269,905,541,347,195,8202,818,1154,1709,1379,1286,922,548,362,198,8377,308,568,712,514,649,1551,695,179,17,5195,42206,27316,46805,36827,27885,24160,15651,8763,3922,233532,Parramatta (C)
16350,40435,26111,29094,26638,23963,21453,13860,5861,2208,189623,48,39,27,28,20,15,16,8,3,191,752,977,953,614,477,435,389,247,117,4960,11,11,24,27,15,20,5,8,0,125,23,32,42,16,41,46,30,18,9,255,0,10,10,0,7,6,0,0,0,27,3,4,10,6,7,7,3,4,0,40,3,0,6,0,0,3,4,0,0,14,0,3,0,3,0,0,0,0,0,7,0,15,7,4,8,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,797,1042,1061,674,552,517,437,281,129,5480,849,1079,1083,698,571,529,450,285,133,5676,97,118,135,104,108,224,152,27,11,977,41379,27316,30305,27441,24637,22203,14462,6181,2348,196280,Penrith (C)
11300,4706,6415,7573,4247,4211,3491,2407,1733,923,35710,0,3,8,0,3,0,0,0,0,23,93,141,233,100,110,115,63,57,30,938,0,7,5,4,0,3,0,4,0,24,0,3,8,3,0,6,5,0,0,35,0,0,0,0,0,0,0,0,0,7,0,3,0,0,4,0,0,0,0,5,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,93,162,252,103,118,129,68,57,30,1020,97,162,259,103,124,128,68,61,30,1043,63,252,169,75,104,160,78,26,0,927,4865,6837,8006,4429,4439,3781,2557,1816,955,37682,Burwood (A)
11350,5145,2602,3088,4132,4589,5054,3137,1203,637,29582,7,7,9,3,10,10,0,3,0,61,119,165,264,189,226,285,208,67,40,1554,60,36,57,97,54,125,213,63,16,717,47,47,121,93,70,109,89,27,3,607,7,4,12,5,21,14,39,4,5,118,7,10,7,4,8,18,4,0,0,64,0,5,7,3,10,22,24,3,0,80,3,3,3,0,0,3,0,0,0,8,3,3,0,3,3,3,12,8,0,34,0,0,0,0,0,0,0,0,0,0,248,272,466,398,393,580,589,171,66,3183,255,277,478,406,407,594,591,178,70,3249,52,308,220,54,56,44,36,15,0,790,5459,3191,3786,4588,5053,5687,3764,1392,703,33622,Byron (A)
11400,2819,1287,1113,1485,1777,1679,1413,741,291,12612,5,3,3,0,5,4,4,3,0,23,35,58,51,31,47,64,51,29,20,378,0,0,0,0,0,4,3,3,0,13,0,3,3,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,69,57,38,44,76,55,31,20,417,39,69,61,41,50,79,60,31,20,447,6,15,8,5,0,3,7,0,0,44,2867,1364,1185,1530,1829,1761,1480,774,307,13097,Cabonne (A)
11450,18350,9789,11500,11628,9547,7104,4746,2186,919,75768,15,10,5,3,7,4,3,3,3,51,219,297,244,203,138,166,136,70,36,1507,5,0,3,5,10,3,8,0,0,31,8,9,6,12,9,17,3,5,0,67,0,0,0,0,4,5,3,0,0,19,0,0,3,0,0,3,0,0,0,8,3,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,230,308,265,220,166,195,151,79,37,1655,241,322,269,225,166,200,155,80,46,1705,29,43,25,30,29,72,49,20,6,313,18620,10148,11795,11884,9743,7374,4943,2288,966,77784,Camden (A)
