lga_code_2016,count_home_census_nt_0_14_yr,count_hom_census_nt_15_24_yr,count_hom_census_nt_25_34_yr,count_hom_census_nt_35_44_yr,count_hom_census_nt_45_54_yr,count_hom_census_nt_55_64_yr,count_hom_census_nt_65_74_yr,count_hom_census_nt_75_84_yr,count_hom_census_nt_85ov,counted_home_census_night_tot,vis_same_sa2_0_14_yr,vis_same_sa2_15_24_yr,vis_same_sa2_25_34_yr,vis_same_sa2_35_44_yr,vis_same_sa2_45_54_yr,vis_same_sa2_55_64_yr,vis_same_sa2_65_74_yr,vis_same_sa2_75_84_yr,vis_same_sa2_85ov,vis_same_sa2_total,vis_diff_sa2_nsw_0_14_yr,vis_diff_sa2_nsw_15_24_yr,vis_diff_sa2_nsw_25_34_yr,vis_diff_sa2_nsw_35_44_yr,vis_diff_sa2_nsw_45_54_yr,vis_diff_sa2_nsw_55_64_yr,vis_diff_sa2_nsw_65_74_yr,vis_diff_sa2_nsw_75_84_yr,vis_diff_sa2_nsw_85ov,vis_diff_sa2_nsw_total,vis_diff_sa2_vic_0_14_yr,vis_diff_sa2_vic_15_24_yr,vis_diff_sa2_vic_25_34_yr,vis_diff_sa2_vic_35_44_yr,vis_diff_sa2_vic_45_54_yr,vis_diff_sa2_vic_55_64_yr,vis_diff_sa2_vic_65_74_yr,vis_diff_sa2_vic_75_84_yr,vis_diff_sa2_vic_85ov,vis_diff_sa2_vic_total,vis_diff_sa2_qld_0_14_yr,vis_diff_sa2_qld_15_24_yr,vis_diff_sa2_qld_25_34_yr,vis_diff_sa2_qld_35_44_yr,vis_diff_sa2_qld_45_54_yr,vis_diff_sa2_qld_55_64_yr,vis_diff_sa2_qld_65_74_yr,vis_diff_sa2_qld_75_84_yr,vis_diff_sa2_qld_85ov,vis_diff_sa2_qld_total,vis_diff_sa2_sa_0_14_yr,vis_diff_sa2_sa_15_24_yr,vis_diff_sa2_sa_25_34_yr,vis_diff_sa2_sa_35_44_yr,vis_diff_sa2_sa_45_54_yr,vis_diff_sa2_sa_55_64_yr,vis_diff_sa2_sa_65_74_yr,vis_diff_sa2_sa_75_84_yr,vis_diff_sa2_sa_85ov,vis_diff_sa2_sa_total,vis_diff_sa2_wa_0_14_yr,vis_diff_sa2_wa_15_24_yr,vis_diff_sa2_wa_25_34_yr,vis_diff_sa2_wa_35_44_yr,vis_diff_sa2_wa_45_54_yr,vis_diff_sa2_wa_55_64_yr,vis_diff_sa2_wa_65_74_yr,vis_diff_sa2_wa_75_84_yr,vis_diff_sa2_wa_85ov,vis_diff_sa2_wa_total,vis_diff_sa2_tas_0_14_yr,vis_diff_sa2_tas_15_24_yr,vis_diff_sa2_tas_25_34_yr,vis_diff_sa2_tas_35_44_yr,vis_diff_sa2_tas_45_54_yr,vis_diff_sa2_tas_55_64_yr,vis_diff_sa2_tas_65_74_yr,vis_diff_sa2_tas_75_84_yr,vis_diff_sa2_tas_85ov,vis_diff_sa2_tas_total,vis_diff_sa2_nt_0_14_yr,vis_diff_sa2_nt_15_24_yr,vis_diff_sa2_nt_25_34_yr,vis_diff_sa2_nt_35_44_yr,vis_diff_sa2_nt_45_54_yr,vis_diff_sa2_nt_55_64_yr,vis_diff_sa2_nt_65_74_yr,vis_diff_sa2_nt_75_84_yr,vis_diff_sa2_nt_85ov,vis_diff_sa2_nt_total,vis_diff_sa2_act_0_14_yr,vis_diff_sa2_act_15_24_yr,vis_diff_sa2_act_25_34_yr,vis_diff_sa2_act_35_44_yr,vis_diff_sa2_act_45_54_yr,vis_diff_sa2_act_55_64_yr,vis_diff_sa2_act_65_74_yr,vis_diff_sa2_act_75_84_yr,vis_diff_sa2_act_85ov,vis_diff_sa2_act_total,vis_diff_sa2_ot_0_14_yr,vis_diff_sa2_ot_15_24_yr,vis_diff_sa2_ot_25_34_yr,vis_diff_sa2_ot_35_44_yr,vis_diff_sa2_ot_45_54_yr,vis_diff_sa2_ot_55_64_yr,vis_diff_sa2_ot_65_74_yr,vis_diff_sa2_ot_75_84_yr,vis_diff_sa2_ot_85ov,vis_diff_sa2_ot_total,vis_diff_sa2_tot_0_14_yr,vis_diff_sa2_tot_15_24_yr,vis_diff_sa2_tot_25_34_yr,vis_diff_sa2_tot_35_44_yr,vis_diff_sa2_tot_45_54_yr,vis_diff_sa2_tot_55_64_yr,vis_diff_sa2_tot_65_74_yr,vis_diff_sa2_tot_75_84_yr,vis_diff_sa2_tot_85ov,vis_diff_sa2_tot_total,tot_visitrs_0_14_yr,tot_visitrs_15_24_yr,tot_visitrs_25_34_yr,tot_visitrs_35_44_yr,tot_visitrs_45_54_yr,tot_visitrs_55_64_yr,tot_visitrs_65_74_yr,tot_visitrs_75_84_yr,tot_visitrs_85ov,tot_visitrs_total,os_vis_0_14_yr,os_vis_15_24_yr,os_vis_25_34_yr,os_vis_35_44_yr,os_vis_45_54_yr,os_vis_55_64_yr,os_vis_65_74_yr,os_vis_75_84_yr,os_vis_85_yr_over,os_vis_tot,total_0_14_yr,total_15_24_yr,total_25_34_yr,total_35_44_yr,total_45_54_yr,total_55_64_yr,total_65_74_yr,total_75_84_yr,total_85ov,total_total,lga_name16
17620,2838,1342,1585,1701,1766,1708,1309,786,339,13375,3,5,3,0,3,9,3,3,0,28,44,73,83,39,55,98,56,28,20,497,0,0,0,0,0,5,4,0,0,18,4,0,6,5,4,11,12,3,0,42,0,0,3,3,0,3,3,3,0,14,0,0,4,3,0,3,0,0,0,14,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,44,80,101,54,56,127,76,36,17,593,47,85,111,57,62,132,80,37,17,620,4,38,24,5,8,5,10,0,0,88,2891,1470,1715,1761,1833,1840,1400,827,353,14092,Upper Hunter Shire (A)
17640,1311,655,578,736,1114,1144,994,529,170,7239,3,0,3,0,0,4,0,3,0,11,20,35,23,21,31,50,36,13,8,235,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,10,3,0,4,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,28,47,38,21,34,54,51,13,8,278,26,50,34,19,39,55,51,11,8,297,0,7,3,0,0,0,0,0,0,12,1336,712,623,757,1147,1199,1044,549,175,7544,Upper Lachlan Shire (A)
17650,1126,550,435,646,841,920,705,318,113,5661,4,3,3,4,3,0,3,0,0,15,24,20,25,26,15,29,27,13,3,183,0,0,0,0,0,4,3,0,0,18,0,0,4,4,0,3,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,27,23,31,32,20,42,44,14,3,235,33,27,28,32,22,46,44,14,3,250,0,11,0,0,3,0,6,0,0,20,1160,584,466,674,867,967,755,332,120,5924,Uralla (A)
17750,12364,8640,8065,7166,7102,6705,4587,2733,1282,58656,15,16,19,9,10,9,3,8,5,96,238,1214,499,298,265,260,205,120,83,3171,9,249,90,51,58,30,26,8,0,516,14,215,96,39,17,24,16,6,0,429,0,51,31,12,9,4,4,0,0,109,5,36,18,12,3,0,4,3,0,80,0,28,5,4,4,4,5,0,0,58,0,17,7,3,7,0,0,0,0,34,3,46,26,17,16,6,8,0,0,120,0,0,0,0,0,0,0,0,0,0,261,1858,768,434,373,334,263,139,82,4522,279,1876,786,448,388,346,271,139,94,4618,19,52,65,24,15,41,21,8,3,239,12669,10566,8913,7637,7508,7089,4878,2878,1381,63516,Wagga Wagga (C)
17850,519,249,268,305,404,433,438,208,89,2917,4,0,0,0,0,0,3,0,0,11,4,29,15,6,13,14,11,6,0,110,0,0,0,7,4,5,5,0,0,27,0,6,0,4,3,8,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,20,16,29,24,26,13,0,163,4,32,23,16,24,25,32,13,3,170,0,0,0,0,3,0,0,0,0,6,524,282,291,322,429,464,471,221,94,3089,Walcha (A)
17900,1156,499,658,625,746,852,650,334,75,5589,4,3,11,3,9,6,7,4,0,46,24,44,46,43,72,96,132,69,11,523,0,0,6,0,9,38,82,29,0,165,0,6,6,5,16,23,34,3,0,88,0,3,0,0,5,18,36,3,0,65,0,0,0,4,0,5,10,0,0,19,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,31,48,56,50,103,183,303,103,13,885,30,49,64,58,111,185,309,110,13,929,0,3,0,3,3,3,0,0,0,17,1193,555,720,686,860,1037,959,442,84,6531,Walgett (A)
17950,556,197,281,271,340,358,304,164,52,2517,0,0,4,0,0,0,0,0,0,3,8,34,14,6,14,10,11,8,3,107,0,0,0,0,0,7,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,14,6,19,18,22,8,3,121,10,34,12,6,21,18,22,8,3,131,0,4,5,0,0,3,3,0,0,16,565,239,302,281,359,372,327,170,58,2665,Warren (A)
18020,1613,766,690,855,1180,1323,1245,737,288,8683,14,3,3,0,6,9,3,0,0,38,54,59,66,35,54,81,76,33,10,468,7,0,3,4,0,27,34,11,0,82,3,4,8,4,13,7,5,0,0,47,0,3,4,0,0,9,3,0,0,20,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,61,74,85,44,70,124,119,57,14,640,72,75,88,50,77,126,120,59,14,679,8,28,6,3,8,4,0,0,4,65,1698,867,789,907,1263,1463,1362,791,301,9430,Warrumbungle Shire (A)
18050,10425,5799,15005,11389,7834,5412,4172,2497,1432,63966,6,4,12,6,8,8,4,3,3,55,149,247,446,242,205,187,151,88,63,1771,12,16,63,56,26,17,20,4,0,216,9,19,44,36,32,17,14,4,4,176,0,3,4,4,3,9,15,7,0,47,4,7,25,9,12,15,14,3,0,88,0,0,3,0,0,3,10,0,0,20,0,0,3,3,0,0,0,0,0,8,5,5,3,13,17,10,5,8,0,78,0,0,0,0,0,0,0,0,0,0,174,301,590,364,296,254,231,120,69,2404,182,304,611,369,302,263,233,122,70,2453,84,565,590,199,186,144,83,34,3,1886,10694,6664,16199,11965,8320,5818,4495,2644,1508,68307,Waverley (A)
18100,587,263,238,359,455,541,534,297,131,3398,6,0,3,0,0,0,3,0,0,14,11,8,15,15,9,18,11,11,3,108,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,15,12,18,12,26,20,9,3,125,19,14,19,17,12,26,17,9,3,141,0,0,0,0,0,0,0,0,0,0,606,276,251,376,461,561,550,305,140,3541,Weddin (A)
18200,1247,636,627,704,891,949,773,371,128,6320,3,0,0,0,3,0,6,0,0,16,20,34,31,33,37,34,39,8,0,248,12,44,65,35,71,73,81,30,0,419,4,0,0,6,5,7,8,0,0,30,3,11,10,6,5,33,26,14,3,121,0,0,4,0,4,3,7,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,98,120,82,124,152,167,58,10,844,42,95,123,87,128,154,167,57,10,856,0,47,33,3,3,7,3,0,0,93,1288,773,777,786,1015,1100,946,433,139,7269,Wentworth (A)
18230,10075,5737,6241,5528,5946,5752,4212,2491,1006,46990,16,5,5,5,5,17,6,9,3,72,352,495,421,347,371,406,303,192,68,2952,19,20,35,38,41,72,108,24,0,361,44,10,45,27,24,43,34,3,0,244,3,3,3,5,12,16,38,11,0,86,0,0,3,4,3,13,13,0,0,39,0,0,0,4,8,3,19,0,0,38,0,0,0,4,0,3,0,0,0,9,0,11,0,4,9,6,3,0,0,35,0,0,0,0,0,0,0,0,0,0,420,538,518,433,458,563,530,229,70,3767,435,547,524,438,464,581,537,239,79,3839,18,35,48,4,29,37,14,3,4,184,10528,6318,6808,5979,6440,6365,4758,2731,1090,51013,Western Plains Regional (A)
18250,14176,8175,10868,11998,9680,7180,5176,2870,1639,71762,3,4,4,0,6,6,9,5,0,51,202,200,396,265,226,273,287,227,167,2240,6,8,26,42,20,29,10,7,5,152,3,16,18,32,32,29,22,6,3,169,0,0,6,7,10,9,3,0,0,41,0,5,11,16,3,12,9,4,0,66,0,0,0,0,3,5,3,0,0,7,0,0,0,3,0,0,0,0,0,7,0,3,3,4,6,5,7,0,0,39,0,0,0,0,0,0,0,0,0,0,213,237,470,369,312,355,339,240,169,2712,222,245,475,368,318,367,349,246,173,2755,213,344,476,366,266,384,224,52,13,2336,14610,8762,11820,12729,10261,7926,5751,3168,1824,76851,Willoughby (C)
18350,8204,4582,3713,4836,6126,6192,6594,3624,1376,45249,11,11,9,7,4,12,15,10,3,77,181,231,225,171,199,242,199,109,56,1616,4,3,16,12,8,16,30,11,0,96,4,3,16,9,12,14,16,0,0,77,0,0,4,0,0,5,0,4,0,11,4,3,4,0,3,3,0,3,0,20,0,0,0,0,3,3,0,4,0,14,0,0,0,0,0,0,0,0,0,6,0,7,4,5,9,11,7,4,0,39,0,0,0,0,0,0,0,0,0,0,197,251,270,194,233,289,254,129,58,1880,207,259,278,204,242,302,263,141,63,1949,33,38,30,18,30,30,18,10,4,206,8442,4883,4023,5058,6389,6518,6879,3770,1442,47412,Wingecarribee (A)
18400,10483,5996,5467,6333,6517,5733,3806,1738,624,46701,14,11,4,5,7,0,10,0,0,56,135,224,172,119,91,111,95,64,29,1033,0,0,7,3,7,3,9,0,0,28,3,6,0,3,10,7,6,3,0,34,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,3,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,139,236,183,128,110,128,117,68,29,1137,155,251,188,132,115,127,122,73,29,1195,12,27,22,15,12,10,7,3,0,110,10650,6277,5683,6487,6647,5868,3941,1818,649,48007,Wollondilly (A)
18450,35637,27133,24559,24848,25394,22988,17479,11375,4957,194372,26,34,31,23,25,25,33,21,13,242,666,1317,1151,707,665,597,512,387,265,6269,11,32,59,20,24,37,32,13,3,233,10,26,54,28,35,48,26,15,0,237,3,7,5,12,12,9,8,0,0,61,6,3,8,20,16,11,14,0,0,75,0,3,5,3,9,15,6,10,0,48,0,7,3,4,0,3,0,0,0,13,3,34,32,17,22,9,6,5,0,122,0,0,0,0,0,0,0,0,0,0,706,1418,1315,810,780,735,598,427,270,7052,727,1456,1352,834,802,763,631,447,287,7289,133,669,257,143,155,189,102,40,10,1699,36500,29256,26170,25823,26348,23936,18219,11860,5251,203360,Wollongong (C)
18500,8251,5129,8895,7487,6715,5552,5278,2818,1519,51636,4,14,4,3,0,0,0,6,0,31,228,301,303,186,178,167,155,102,53,1667,0,10,20,9,20,7,24,6,0,104,3,10,11,18,24,24,14,10,0,113,9,3,8,10,6,5,3,0,0,46,0,0,14,8,10,11,3,3,0,49,0,8,0,0,0,3,6,0,0,19,0,0,0,3,3,0,0,0,0,6,0,8,4,0,4,3,11,0,0,29,0,0,0,0,0,0,0,0,0,0,237,342,358,231,248,224,215,113,51,2027,239,357,364,239,250,227,213,118,56,2064,85,190,197,100,100,91,74,24,5,868,8576,5675,9458,7822,7065,5870,5563,2958,1575,54573,Woollahra (A)
18710,3322,1648,1379,2101,2409,2015,1454,667,287,15284,9,3,3,4,0,6,5,4,0,30,36,55,58,41,28,46,34,8,3,307,0,5,3,3,3,14,18,3,0,53,0,3,0,6,0,0,13,0,0,25,0,0,0,0,3,3,3,0,0,12,7,0,0,0,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,40,32,19,19,12,12,12,0,173,0,0,0,0,0,0,0,0,0,0,64,99,99,67,60,79,81,31,3,589,72,104,101,71,63,83,82,30,6,621,4,10,17,4,0,3,4,3,0,38,3395,1760,1495,2183,2467,2107,1539,703,293,15946,Yass Valley (A)
19399,168,71,122,146,115,137,97,33,14,898,0,0,0,0,0,0,0,0,0,0,3,29,19,19,34,44,34,3,0,189,0,3,0,0,9,27,19,3,0,65,0,0,3,0,8,11,13,0,0,35,0,10,6,0,0,10,11,0,0,33,0,0,0,0,3,3,3,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,15,0,0,0,0,0,0,0,0,0,0,6,45,30,24,58,100,74,6,0,347,6,45,35,24,58,103,74,6,0,351,0,14,13,0,0,3,0,3,0,29,174,126,164,167,174,246,172,41,18,1274,Unincorporated NSW
20110,1892,997,849,1278,1660,1925,1496,828,344,11261,3,3,4,0,3,3,5,0,0,19,38,24,26,37,33,30,24,5,0,222,307,145,170,239,189,149,121,36,12,1361,66,14,28,58,34,28,12,4,0,245,20,14,32,18,10,13,6,4,0,113,0,3,9,9,11,5,3,0,0,40,11,0,4,0,8,3,4,0,0,28,4,7,13,3,3,0,0,0,0,32,0,3,4,0,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,442,209,288,366,284,226,171,53,12,2057,443,206,291,371,288,231,176,52,12,2073,11,29,39,11,12,8,3,0,0,115,2348,1230,1176,1659,1960,2164,1671,880,358,13451,Alpine (S)
20260,1760,1036,1159,1299,1540,1648,1319,769,339,10862,0,4,4,0,4,6,0,5,5,22,3,3,5,8,3,6,3,0,0,28,38,78,99,57,62,46,30,22,16,442,0,4,3,0,4,0,0,0,0,11,0,5,12,12,14,8,4,0,0,60,4,0,0,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44,95,128,76,86,70,35,22,16,570,43,97,132,76,90,72,37,23,19,593,0,11,15,3,3,4,0,0,0,31,1804,1139,1296,1380,1634,1725,1357,791,354,11484,Ararat (RC)
20570,18843,13219,12385,11896,12274,11266,8724,4937,2228,95765,10,31,14,3,11,13,13,7,10,117,0,27,12,20,17,22,26,7,0,127,432,937,605,379,346,368,310,196,121,3691,4,7,8,13,13,27,19,0,0,88,4,11,9,8,11,13,9,8,3,74,3,0,0,6,10,5,4,0,0,34,0,0,3,3,8,15,15,4,0,49,5,8,5,3,3,7,0,0,0,31,0,0,3,0,4,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,453,989,649,429,412,457,386,213,125,4116,464,1021,668,432,427,465,398,222,139,4237,51,130,54,37,47,50,26,12,3,418,19353,14372,13103,12365,12746,11781,9150,5170,2363,100413,Ballarat (C)
20660,21548,13782,15472,16752,15586,13917,10708,6046,3070,116883,14,17,11,5,14,14,11,10,9,95,0,13,30,8,16,26,14,8,3,121,314,442,508,361,368,372,318,320,194,3198,10,26,40,13,19,17,15,8,3,154,3,8,4,5,9,4,9,0,0,42,7,4,8,6,3,8,8,0,0,45,0,0,5,6,14,8,9,4,0,42,0,6,12,0,3,3,0,0,0,24,0,3,4,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,337,497,611,405,436,442,370,348,199,3647,351,509,626,411,444,450,377,354,207,3737,110,214,177,96,96,244,125,35,5,1099,22006,14507,16269,17257,16131,14616,11214,6429,3278,121716,Banyule (C)
20740,5167,2529,2675,3145,3967,4610,4560,2383,1057,30089,5,7,9,3,4,3,7,5,4,51,7,0,4,3,11,7,19,0,0,56,172,178,217,159,206,291,274,90,55,1639,6,5,11,6,18,13,11,3,0,73,0,3,0,3,3,3,0,0,0,11,9,3,5,5,0,3,3,0,0,30,0,0,3,0,3,3,3,6,0,19,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,192,189,242,177,235,328,319,102,55,1838,195,201,250,180,242,331,324,106,61,1887,31,16,16,17,18,24,13,5,3,139,5394,2746,2946,3333,4225,4962,4901,2492,1118,32116,Bass Coast (S)
20830,9036,5196,4947,5211,6174,6260,5098,2672,1039,45632,12,11,7,3,6,3,13,3,0,62,0,0,5,0,7,0,16,0,0,32,159,257,220,98,154,140,109,79,37,1251,11,4,14,10,14,12,10,0,0,63,3,0,0,4,0,3,0,0,0,19,4,0,3,3,3,3,0,0,0,22,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,175,261,238,125,181,160,138,86,44,1407,186,276,247,125,188,165,151,87,43,1472,24,46,47,17,19,22,14,6,0,193,9245,5525,5245,5353,6382,6449,5258,2760,1082,47299,Baw Baw (S)
20910,17934,10735,7575,11868,15168,11970,8962,4847,3385,92449,5,7,3,0,8,10,4,11,8,52,11,6,19,14,19,29,26,9,3,144,223,270,307,213,196,252,201,150,131,1939,11,8,14,11,14,9,18,8,3,99,0,7,6,3,4,10,11,4,0,48,0,6,3,7,12,8,10,3,3,42,0,0,3,0,6,3,3,4,0,25,0,0,0,0,3,3,0,0,0,15,0,0,3,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,247,304,354,253,258,313,273,185,147,2325,249,308,357,255,265,324,275,193,152,2384,154,215,107,129,112,120,68,28,4,943,18344,11261,8040,12248,15546,12412,9309,5070,3542,95772,Bayside (C)
21010,2111,1307,1129,1244,1760,2091,1774,998,496,12903,5,4,7,0,0,3,0,0,3,17,4,3,4,3,3,8,4,0,0,34,51,98,70,54,50,64,50,22,20,481,3,0,0,4,4,3,4,0,0,16,0,0,0,3,5,0,0,0,0,13,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,52,108,85,66,65,80,55,31,23,562,59,114,90,67,65,80,55,31,19,579,0,4,3,0,0,0,3,0,3,18,2169,1428,1217,1307,1823,2174,1833,1033,520,13504,Benalla (RC)
21110,28119,24350,21403,19899,23193,18073,12990,7503,4535,160051,7,17,11,12,11,10,8,6,10,88,19,36,51,48,46,44,36,20,0,285,393,617,715,396,357,405,335,275,153,3652,13,28,35,32,37,31,27,0,5,201,5,14,16,7,14,18,16,4,0,96,0,12,14,15,15,14,16,7,0,92,3,9,5,4,4,15,13,0,0,58,5,7,0,0,0,0,3,0,0,21,0,10,5,4,3,5,8,6,0,42,0,3,0,0,0,0,0,0,0,3,442,736,846,498,483,530,444,314,165,4455,450,748,854,513,496,540,452,323,179,4546,310,775,371,288,396,462,295,92,8,2994,28876,25875,22631,20693,24082,19069,13725,7923,4724,167594,Boroondara (C)
21180,35145,26622,30118,25456,24231,21492,14905,7453,2771,188195,26,59,56,45,44,25,38,15,9,310,8,7,29,19,19,15,7,12,0,112,633,617,983,656,511,430,312,282,164,4587,7,6,17,4,17,25,3,3,0,84,5,3,9,7,9,11,9,0,0,57,3,6,9,9,7,11,4,0,0,50,3,0,4,4,3,0,4,3,0,28,0,0,3,0,4,0,0,0,0,14,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,651,646,1066,693,574,500,344,301,165,4936,671,704,1114,737,614,524,382,314,177,5248,112,203,226,120,209,426,224,46,3,1566,35923,27534,31461,26323,25065,22446,15515,7810,2947,195017,Brimbank (C)
21270,987,489,428,530,814,939,755,541,330,5808,4,3,0,0,3,5,0,0,0,13,0,0,0,0,3,0,0,4,0,13,16,39,21,7,25,28,20,10,3,180,0,0,3,0,0,0,0,0,0,10,0,4,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,30,13,36,39,28,11,5,219,22,43,33,15,38,38,28,11,5,233,7,18,16,0,0,5,0,0,0,45,1018,544,476,544,857,986,774,554,335,6085,Buloke (S)
21370,6462,3815,3262,3718,4815,4960,4036,2496,1106,34669,14,5,11,7,7,5,6,9,4,71,14,28,21,20,21,42,26,9,3,182,110,193,185,117,151,156,158,92,39,1204,7,0,7,3,11,12,27,3,0,61,9,3,3,3,14,4,12,3,0,51,0,0,5,0,5,9,5,0,0,38,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,142,233,223,147,206,230,226,116,43,1565,155,241,231,159,212,233,234,122,44,1633,4,33,17,14,17,22,6,3,0,115,6628,4086,3506,3886,5047,5213,4278,2624,1151,36413,Campaspe (S)
21450,21305,11643,13138,12797,12033,9110,6370,2928,1106,90439,14,22,11,8,11,9,12,6,3,109,5,5,7,9,4,9,13,3,0,60,284,402,389,230,184,177,154,68,46,1927,4,4,4,4,3,13,8,6,0,42,3,3,0,0,3,5,0,0,0,15,0,0,3,3,4,8,0,0,0,17,3,0,0,0,3,0,5,0,0,16,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,302,415,407,240,204,213,186,77,48,2090,317,441,419,256,217,221,197,87,53,2193,33,63,66,36,56,131,71,17,3,460,21647,12142,13623,13084,12306,9458,6638,3033,1164,93089,Cardinia (S)
21610,66743,40331,42904,43841,38757,29026,17177,8406,3279,290454,41,40,46,29,27,27,20,18,8,263,10,23,30,32,32,46,20,10,3,204,800,1027,1083,673,491,459,357,254,156,5305,24,17,20,27,42,29,15,10,0,189,12,12,14,11,17,9,6,0,0,77,3,10,18,9,5,8,6,9,0,65,0,0,4,3,6,8,9,0,0,38,0,3,4,10,0,0,0,0,0,21,3,0,9,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,854,1100,1187,757,587,566,420,281,159,5915,897,1142,1231,792,610,592,445,304,174,6182,153,241,236,187,313,926,573,101,22,2752,67789,41706,44374,44817,39683,30543,18195,8806,3474,299384,Casey (C)
21670,1962,1226,939,1156,1639,1930,1885,1119,427,12278,3,6,3,0,3,4,3,0,4,27,0,0,0,0,3,5,6,0,0,24,36,69,59,43,44,57,40,17,16,392,0,4,0,0,3,3,0,0,0,12,3,0,0,4,0,7,3,3,0,14,0,0,0,5,0,4,3,0,0,13,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,81,67,57,55,75,59,30,23,474,44,83,66,54,58,83,61,28,20,496,4,4,0,4,3,3,7,0,0,28,2006,1312,1008,1212,1696,2018,1947,1143,447,12797,Central Goldfields (S)
