lga_code16,ie_agff_omoe_nil_em,ie_agff_omoe_1_19_em,ie_agff_omoe_20more_em,ie_agff_omoe_ne_ns,ie_agff_tot,ie_min_omoe_nil_em,ie_min_omoe_1_19_em,ie_min_omoe_20more_em,ie_min_omoe_ne_ns,ie_min_tot,ie_mnf_omoe_nil_em,ie_mnf_omoe_1_19_em,ie_mnf_omoe_20more_em,ie_mnf_omoe_ne_ns,ie_mnf_tot,ie_egwws_omoe_nil_em,ie_egwws_omoe_1_19_em,ie_egwws_omoe_20more_em,ie_egwws_omoe_ne_ns,ie_egwws_tot,ie_const_omoe_nil_em,ie_const_omoe_1_19_em,ie_const_omoe_20more_em,ie_const_omoe_ne_ns,ie_const_tot,ie_wst_omoe_nil_em,ie_wst_omoe_1_19_em,ie_wst_omoe_20more_em,ie_wst_omoe_ne_ns,ie_wst_tot,ie_rett_omoe_nil_em,ie_rett_omoe_1_19_em,ie_rett_omoe_20more_em,ie_rett_omoe_ne_ns,ie_rett_tot,ie_acfd_omoe_nil_em,ie_acfd_omoe_1_19_em,ie_acfd_omoe_20more_em,ie_acfd_omoe_ne_ns,ie_acfd_tot,ie_tpw_omoe_nil_em,ie_tpw_omoe_1_19_em,ie_tpw_omoe_20more_em,ie_tpw_omoe_ne_ns,ie_tpw_tot,ie_imt_omoe_nil_em,ie_imt_omoe_1_19_em,ie_imt_omoe_20more_em,ie_imt_omoe_ne_ns,ie_imt_tot,ie_finins_omoe_nil_em,ie_finins_omoe_1_19_em,ie_finins_omoe_20more_em,ie_finins_omoe_ne_ns,ie_finins_tot,ie_rhre_omoe_nil_em,ie_rhre_omoe_1_19_em,ie_rhre_omoe_20more_em,ie_rhre_omoe_ne_ns,ie_rhre_tot,ie_prosts_omoe_nil_em,ie_prosts_omoe_1_19_em,ie_prosts_omoe_20more_em,ie_prosts_omoe_ne_ns,ie_prosts_tot,ie_adsup_omoe_nil_em,ie_adsup_omoe_1_19_em,ie_adsup_omoe_20more_em,ie_adsup_omoe_ne_ns,ie_adsup_tot,ie_pubas_omoe_nil_em,ie_pubas_omoe_1_19_em,ie_pubas_omoe_20more_em,ie_pubas_omoe_ne_ns,ie_pubas_tot,ie_edtrn_omoe_nil_em,ie_edtrn_omoe_1_19_em,ie_edtrn_omoe_20more_em,ie_edtrn_omoe_ne_ns,ie_edtrn_tot,ie_hc_sa_omoe_nil_em,ie_hc_sa_omoe_1_19_em,ie_hc_sa_omoe_20more_em,ie_hc_sa_omoe_ne_ns,ie_hc_sa_tot,ie_artsr_omoe_nil_em,ie_artsr_omoe_1_19_em,ie_artsr_omoe_20more_em,ie_artsr_omoe_ne_ns,ie_artsr_tot,ie_othsvs_omoe_nil_em,ie_othsvs_omoe_1_19_em,ie_othsvs_omoe_20more_em,ie_othsvs_omoe_ne_ns,ie_othsvs_tot,ie_idns_omoe_nil_em,ie_idns_omoe_1_19_em,ie_idns_omoe_20more_em,ie_idns_omoe_ne_ns,ie_idns_tot,ie_tot_omoe_nil_em,ie_tot_omoe_1_19_em,ie_tot_omoe_20more_em,ie_tot_omoe_ne_ns,ie_tot_tot,uie_agff_omoe_nil_em,uie_agff_omoe_1_19_em,uie_agff_omoe_20more_em,uie_agff_omoe_ne_ns,uie_agff_tot,uie_min_omoe_nil_em,uie_min_omoe_1_19_em,uie_min_omoe_20more_em,uie_min_omoe_ne_ns,uie_min_tot,uie_mnf_omoe_nil_em,uie_mnf_omoe_1_19_em,uie_mnf_omoe_20more_em,uie_mnf_omoe_ne_ns,uie_mnf_tot,uie_egwws_omoe_nil_em,uie_egwws_omoe_1_19_em,uie_egwws_omoe_20more_em,uie_egwws_omoe_ne_ns,uie_egwws_tot,uie_const_omoe_nil_em,uie_const_omoe_1_19_em,uie_const_omoe_20more_em,uie_const_omoe_ne_ns,uie_const_tot,uie_wst_omoe_nil_em,uie_wst_omoe_1_19_em,uie_wst_omoe_20more_em,uie_wst_omoe_ne_ns,uie_wst_tot,uie_rett_omoe_nil_em,uie_rett_omoe_1_19_em,uie_rett_omoe_20more_em,uie_rett_omoe_ne_ns,uie_rett_tot,uie_acfd_omoe_nil_em,uie_acfd_omoe_1_19_em,uie_acfd_omoe_20more_em,uie_acfd_omoe_ne_ns,uie_acfd_tot,uie_tpw_omoe_nil_em,uie_tpw_omoe_1_19_em,uie_tpw_omoe_20more_em,uie_tpw_omoe_ne_ns,uie_tpw_tot,uie_imt_omoe_nil_em,uie_imt_omoe_1_19_em,uie_imt_omoe_20more_em,uie_imt_omoe_ne_ns,uie_imt_tot,uie_finins_omoe_nil_em,uie_finins_omoe_1_19_em,uie_finins_omoe_20more_em,uie_finins_omoe_ne_ns,uie_finins_tot,uie_rhre_omoe_nil_em,uie_rhre_omoe_1_19_em,uie_rhre_omoe_20more_em,uie_rhre_omoe_ne_ns,uie_rhre_tot,uie_prosts_omoe_nil_em,uie_prosts_omoe_1_19_em,uie_prosts_omoe_20more_em,uie_prosts_omoe_ne_ns,uie_prosts_tot,uie_adsup_omoe_nil_em,uie_adsup_omoe_1_19_em,uie_adsup_omoe_20more_em,uie_adsup_omoe_ne_ns,uie_adsup_tot,uie_pubas_omoe_nil_em,uie_pubas_omoe_1_19_em,uie_pubas_omoe_20more_em,uie_pubas_omoe_ne_ns,uie_pubas_tot,uie_edtrn_omoe_nil_em,uie_edtrn_omoe_1_19_em,uie_edtrn_omoe_20more_em,uie_edtrn_omoe_ne_ns,uie_edtrn_tot,uie_hc_sa_omoe_nil_em,uie_hc_sa_omoe_1_19_em,uie_hc_sa_omoe_20more_em,uie_hc_sa_omoe_ne_ns,uie_hc_sa_tot,uie_artsr_omoe_nil_em,uie_artsr_omoe_1_19_em,uie_artsr_omoe_20more_em,uie_artsr_omoe_ne_ns,uie_artsr_tot,uie_othsvs_omoe_nil_em,uie_othsvs_omoe_1_19_em,uie_othsvs_omoe_20more_em,uie_othsvs_omoe_ne_ns,uie_othsvs_tot,lga_name16
10850,9,19,3,4,34,4,0,3,0,8,3,12,0,0,14,0,0,0,0,0,0,15,3,0,20,0,5,0,0,11,3,7,0,0,14,3,11,0,0,17,3,7,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,14,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,5,0,3,0,0,6,41,90,11,6,152,116,34,0,4,159,3,0,0,0,4,4,4,0,0,7,0,0,0,0,0,26,6,0,0,33,0,0,0,0,0,13,8,0,0,20,13,10,0,0,18,9,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,5,0,0,25,12,0,0,0,19,0,0,0,0,0,3,0,0,0,3,3,3,0,0,5,4,0,0,0,4,22,9,0,3,30,Blayney (A)
10900,3,3,0,0,7,0,0,0,0,3,16,33,3,0,58,0,3,0,0,5,79,139,0,0,217,9,8,0,0,23,42,97,7,3,147,22,88,14,0,123,20,22,0,3,45,30,20,0,0,44,29,15,0,0,41,19,35,3,0,61,147,127,0,7,284,34,33,3,0,71,3,6,0,0,8,29,14,0,0,48,46,63,8,3,125,31,14,0,0,47,29,29,0,0,59,33,35,3,0,67,614,799,51,23,1485,12,6,0,0,19,0,0,0,0,0,76,18,0,0,97,0,0,0,0,3,313,83,0,3,403,19,0,0,0,22,120,82,4,5,215,79,78,3,4,166,54,11,0,0,68,45,5,0,0,49,29,0,0,0,33,22,9,0,0,38,315,53,0,3,367,151,24,0,3,176,11,0,0,0,15,182,20,0,0,205,275,38,0,3,314,173,9,0,0,184,135,68,0,3,210,Blue Mountains (C)
10950,7,13,4,0,19,0,0,3,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,18,29,3,0,52,60,40,0,4,109,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,9,0,0,0,0,0,3,7,0,0,11,0,7,0,0,6,7,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,6,0,3,9,Bogan (A)
11100,4,3,0,0,8,0,0,0,0,0,44,117,37,0,196,3,5,0,0,9,105,199,42,3,351,19,77,24,0,129,34,87,20,7,144,16,86,5,0,110,185,145,47,8,387,13,10,3,0,26,23,11,0,0,40,24,43,0,0,63,100,99,6,0,213,40,63,5,3,106,5,15,8,0,21,14,14,3,0,29,26,48,9,0,83,6,13,0,0,21,32,106,5,0,141,55,80,11,4,152,741,1219,232,27,2223,0,0,0,0,0,0,0,0,0,0,42,14,0,3,60,5,0,0,0,5,149,30,0,3,179,10,7,5,0,18,58,30,3,0,91,38,48,0,0,86,300,26,3,3,331,13,0,0,0,13,11,3,0,0,17,13,3,0,0,11,111,17,0,4,134,98,13,0,4,118,7,0,0,0,5,40,4,0,0,44,55,18,0,0,78,29,5,0,0,39,78,20,0,0,101,Botany Bay (C)
11150,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,10,0,0,14,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,28,0,0,41,25,20,0,0,47,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,0,12,0,3,0,0,3,3,3,0,0,6,7,3,0,0,16,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,13,Bourke (A)
11200,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,23,24,9,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Brewarrina (A)
14300,16,33,0,3,44,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,7,4,0,0,9,0,0,0,0,0,3,0,0,0,3,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,26,69,6,3,105,85,39,0,3,131,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,15,13,0,0,30,0,0,0,0,0,3,4,0,0,7,15,9,0,0,21,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,10,5,4,0,0,13,0,0,0,0,0,6,0,0,0,6,7,3,0,0,12,3,0,0,0,3,6,6,0,0,13,Junee (A)
14350,17,15,3,0,36,4,0,0,0,3,0,16,3,0,24,0,3,0,0,3,21,47,10,0,74,0,5,3,0,9,3,52,3,0,64,3,23,11,3,34,13,14,6,0,33,0,0,0,0,0,3,3,4,0,5,0,19,0,0,17,9,26,3,0,40,3,10,0,0,14,0,3,0,0,3,0,7,0,0,8,6,31,0,0,40,0,3,0,0,5,3,15,0,0,15,13,14,0,0,21,107,295,43,6,450,122,61,0,8,184,0,0,0,0,0,25,9,0,0,34,3,0,0,0,3,122,29,0,6,166,0,6,0,0,6,34,35,0,0,70,11,37,0,0,47,35,13,0,0,48,0,0,0,0,0,3,0,0,0,8,9,0,0,0,6,46,16,0,3,72,45,10,0,3,60,9,0,0,0,4,29,9,0,3,36,64,17,0,0,78,21,0,0,0,20,73,26,0,0,96,Kempsey (A)
11250,12,3,0,0,14,3,6,0,0,12,3,10,0,0,16,0,0,0,0,0,12,17,0,0,27,3,6,0,0,11,3,45,8,0,54,3,27,3,0,33,0,11,0,0,8,0,0,0,0,0,0,6,0,0,6,3,9,0,0,12,0,3,0,0,5,6,16,0,0,18,0,0,0,0,0,0,0,0,0,3,3,12,3,0,19,0,7,0,0,7,6,15,0,0,24,6,9,0,0,8,54,196,14,4,267,18,25,0,0,40,6,0,0,0,6,13,3,0,0,17,0,0,0,0,0,47,14,0,3,61,3,3,0,0,8,26,15,5,0,49,17,16,7,0,38,3,0,0,7,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,3,0,0,18,12,3,0,0,19,0,4,0,0,3,11,0,0,0,11,26,7,0,0,32,5,0,0,0,5,28,19,0,0,47,Broken Hill (C)
13910,38,82,14,3,136,0,3,0,0,3,3,16,8,0,27,3,0,0,0,3,24,52,4,0,78,3,17,0,0,21,13,25,5,0,45,0,14,0,0,13,14,16,4,0,40,0,3,0,0,3,0,7,0,0,4,5,8,0,0,12,11,18,0,0,28,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,3,15,0,0,21,0,3,0,0,3,4,11,0,0,13,10,10,3,0,22,133,306,37,9,485,210,184,3,21,424,3,0,0,0,3,13,8,3,0,26,0,0,0,0,0,65,34,0,4,105,3,12,0,0,10,33,29,0,0,67,11,27,0,0,39,26,13,0,3,38,0,0,0,0,0,0,3,0,0,3,3,3,0,0,11,29,9,5,0,45,18,8,0,0,24,3,0,0,0,3,13,3,0,0,15,22,4,0,0,28,6,3,0,0,4,38,23,0,0,67,Hilltops (A)
14000,3,29,3,0,34,0,3,0,0,7,60,113,16,0,196,3,14,0,0,12,232,419,30,9,683,62,105,16,0,182,88,168,19,0,281,22,123,4,0,151,33,51,3,0,94,38,33,3,0,77,91,67,0,0,164,60,86,3,0,152,411,373,17,3,812,97,104,8,0,206,15,16,3,0,30,53,60,10,0,120,116,189,28,5,328,20,23,0,0,40,86,117,11,3,216,110,134,13,4,250,1611,2201,191,25,4022,75,19,0,0,96,3,0,0,0,3,97,35,0,0,134,3,0,0,0,3,386,102,0,3,483,31,12,0,0,38,136,60,0,4,197,58,63,0,0,123,105,9,3,0,123,40,0,0,0,37,77,15,0,0,86,44,10,0,0,47,527,90,0,3,624,230,31,0,0,259,3,0,0,0,9,308,35,0,3,351,320,96,4,3,421,88,12,0,0,97,259,72,0,0,332,Hornsby (A)
14100,4,0,0,0,3,0,0,0,0,0,7,15,3,0,18,0,0,0,0,0,38,24,4,0,67,11,10,0,0,19,4,22,3,0,24,3,22,9,0,30,0,3,0,0,7,3,3,0,0,10,19,7,0,0,28,17,30,0,0,41,54,49,3,0,106,14,11,0,0,29,0,0,0,0,0,10,10,0,0,18,14,35,5,0,48,4,0,0,0,4,7,8,0,0,14,12,9,3,3,25,224,242,27,6,498,4,0,0,0,3,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,51,9,0,0,55,3,0,0,0,6,9,12,0,3,25,8,4,0,0,20,9,3,0,0,12,10,0,0,0,10,10,0,0,0,10,9,3,0,0,14,55,16,0,0,70,11,3,0,0,14,3,0,0,0,3,29,6,0,0,31,32,8,0,0,35,8,3,0,0,11,22,10,0,0,35,Hunters Hill (A)
14170,4,3,0,0,6,0,3,0,0,3,87,328,62,3,472,3,14,3,0,21,290,465,52,0,806,56,168,42,3,269,147,350,51,10,559,40,326,43,4,421,109,92,24,3,226,104,81,11,0,193,122,68,3,4,197,75,131,11,0,219,607,573,37,4,1218,87,119,17,4,221,21,29,3,0,51,69,74,6,0,146,133,231,33,0,404,73,81,11,0,163,95,210,6,0,312,132,196,10,7,348,2241,3538,413,50,6252,9,0,0,0,10,0,0,0,0,0,223,59,0,3,286,3,0,0,0,4,521,86,3,8,619,34,13,0,0,48,297,146,8,6,453,112,159,5,0,279,340,20,3,3,364,214,13,0,0,222,64,3,0,0,65,54,14,0,0,67,1021,153,0,6,1180,201,38,3,0,237,34,3,0,0,36,380,26,0,3,413,549,116,7,7,681,449,35,0,3,491,404,107,0,4,520,Inner West (A)
14200,23,33,0,0,58,0,0,0,0,0,4,11,3,3,18,0,0,0,0,0,14,34,0,0,49,0,14,0,0,15,3,36,4,0,45,3,7,6,0,18,4,3,0,0,16,0,0,0,0,3,0,0,0,0,0,0,10,0,0,9,10,8,4,3,26,4,7,0,0,6,0,0,0,0,0,4,0,0,0,4,9,11,0,0,24,0,0,0,0,0,0,17,0,0,16,0,13,0,0,17,86,206,21,12,326,165,80,0,3,245,3,0,0,0,3,18,9,0,0,19,0,5,0,0,5,61,28,0,0,92,10,0,0,0,8,27,26,0,4,56,6,11,0,0,19,13,13,0,0,24,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,15,15,0,0,31,17,5,0,0,27,5,0,0,0,3,19,0,0,0,24,61,11,0,3,74,5,0,0,0,5,44,30,0,0,70,Inverell (A)
14400,11,13,0,0,20,3,0,0,0,3,14,12,0,0,18,0,0,0,0,0,23,57,5,3,85,3,3,0,0,7,13,24,0,0,38,7,44,6,0,56,9,11,4,0,22,3,0,0,0,4,7,7,0,0,17,6,15,0,0,30,47,31,4,0,78,16,7,3,0,23,0,0,0,0,4,3,4,3,0,13,11,22,3,0,37,4,5,0,0,4,4,10,0,0,14,15,12,0,0,26,193,283,37,7,517,34,13,0,0,44,0,0,0,0,0,17,10,0,0,22,0,0,0,0,0,129,44,0,3,176,3,5,0,0,4,37,30,0,0,69,20,36,0,0,63,12,3,0,0,18,4,0,0,0,4,3,0,0,0,4,17,0,0,0,20,73,15,0,0,87,50,8,0,3,62,3,0,0,0,3,36,4,0,0,37,56,16,0,0,75,28,0,0,0,31,47,16,0,3,69,Kiama (A)
14500,10,16,0,0,20,7,5,0,0,10,35,47,0,0,80,4,5,0,0,5,189,208,13,11,426,71,42,3,0,112,85,162,23,0,268,20,118,21,0,155,33,18,9,0,61,37,25,5,0,69,165,111,3,0,275,110,89,13,0,211,561,440,18,4,1031,77,88,3,3,173,17,12,0,0,28,64,48,3,0,120,109,191,22,3,326,16,20,9,0,46,40,71,7,0,116,144,81,8,3,238,1791,1800,157,30,3776,9,3,0,0,10,0,0,0,0,0,48,5,0,0,57,3,0,0,0,5,287,42,0,0,331,19,4,0,0,24,101,50,0,0,160,29,63,0,0,95,66,6,0,4,75,35,3,0,0,31,91,12,0,0,96,56,3,0,0,59,575,73,8,3,661,162,27,0,0,186,13,0,0,0,11,325,26,0,4,352,323,131,3,3,460,83,3,0,0,88,187,33,0,0,220,Ku-ring-gai (A)
14550,17,18,0,0,35,0,0,0,0,0,3,5,0,0,7,0,0,0,0,0,3,12,0,0,21,0,0,0,0,0,0,24,0,0,30,7,6,0,0,16,5,4,0,0,12,0,0,0,0,0,3,0,0,0,5,0,4,0,0,4,3,10,0,0,15,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,6,0,0,9,0,3,0,0,10,52,102,6,10,167,211,32,0,6,249,0,0,0,0,0,23,3,0,0,26,3,0,0,0,3,30,13,0,0,49,5,0,0,0,7,19,9,0,0,31,9,7,0,0,16,5,6,0,0,18,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,12,3,0,0,16,16,3,0,0,13,0,0,0,0,0,13,3,0,0,16,25,3,0,0,28,13,0,0,0,13,26,3,0,0,25,Kyogle (A)
14600,28,25,3,0,57,0,0,0,0,3,0,9,4,0,10,0,0,0,0,0,3,9,0,0,12,0,3,0,0,0,0,14,0,0,11,0,7,0,0,11,0,8,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,0,0,10,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,9,0,0,9,0,8,0,0,7,47,95,7,0,150,120,117,0,0,241,0,0,0,0,0,3,8,0,0,12,0,0,0,0,0,16,0,0,0,16,0,3,0,0,3,3,9,0,0,12,8,10,0,3,17,13,0,0,0,13,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,6,8,0,0,12,0,0,0,0,3,24,6,0,0,30,Lachlan (A)
14650,3,13,0,0,18,11,24,12,0,50,50,186,23,0,268,6,17,3,0,29,226,552,45,4,829,34,62,4,0,95,58,245,39,7,356,13,131,43,3,185,89,96,9,0,195,12,19,0,0,35,69,77,4,0,151,40,90,13,0,140,205,251,28,3,487,64,113,5,3,188,10,22,4,0,38,24,40,11,0,70,111,240,30,0,377,16,19,6,0,38,71,174,7,0,251,56,124,18,3,198,1168,2486,291,29,3985,16,10,0,0,23,5,0,0,0,5,119,53,3,3,180,20,3,0,0,25,659,207,0,7,867,27,13,10,0,46,165,105,0,6,282,62,115,0,0,176,135,39,0,0,180,40,0,0,0,41,40,5,3,0,50,31,9,0,0,36,433,93,4,3,538,296,43,0,0,345,10,3,0,0,17,200,33,3,4,239,465,104,3,4,571,83,17,0,0,109,388,136,0,10,530,Lake Macquarie (C)
14700,0,0,0,0,3,0,0,0,0,3,9,19,9,0,36,0,3,0,0,0,69,81,13,0,159,5,30,3,0,40,29,48,11,0,90,10,57,4,0,73,12,3,3,0,16,18,20,0,0,45,47,34,0,0,82,34,33,0,0,67,155,142,14,4,321,23,32,5,0,60,4,3,0,0,13,22,17,3,0,41,33,77,10,0,124,11,10,3,0,22,23,27,3,0,53,39,44,8,0,87,539,689,104,6,1335,3,0,0,0,3,0,0,0,0,0,16,0,0,0,19,0,0,0,0,0,85,15,0,3,103,5,3,0,0,12,35,14,0,0,47,10,22,0,0,32,26,3,0,0,30,25,0,0,0,25,18,4,0,0,21,13,3,0,0,16,195,22,0,3,217,60,8,0,0,70,4,0,0,0,3,87,11,0,0,102,134,59,0,0,197,40,3,0,0,44,69,19,0,0,87,Lane Cove (A)
14750,18,49,5,0,65,0,0,0,0,0,0,12,9,0,16,0,3,0,0,3,3,14,0,0,20,0,11,0,0,11,0,15,3,0,22,0,8,3,0,7,0,4,3,0,13,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,3,14,0,0,16,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,4,7,0,0,12,0,6,3,0,7,40,164,23,0,230,78,39,0,0,116,0,0,4,0,4,7,3,0,0,19,0,0,0,0,0,32,8,0,0,44,3,3,0,0,8,16,11,0,0,32,8,12,0,3,28,6,7,0,0,16,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,17,0,0,0,15,9,0,0,0,14,0,0,0,0,0,9,3,0,0,11,15,0,0,0,14,3,0,0,0,7,34,16,0,0,51,Leeton (A)
14850,27,20,4,0,50,0,0,0,0,0,3,32,0,0,35,0,0,0,0,0,34,74,11,0,118,0,29,3,0,32,10,87,13,0,111,5,23,14,0,45,8,36,4,0,50,3,4,0,0,9,10,22,0,0,29,7,22,3,0,34,31,54,12,0,95,14,23,0,0,40,3,0,3,0,6,3,3,0,0,5,18,54,6,0,79,0,5,0,0,5,5,39,0,0,43,12,17,3,3,37,211,544,74,10,840,244,70,0,11,330,0,0,0,0,0,50,29,0,0,77,0,0,0,0,0,171,61,0,5,244,5,3,0,0,11,84,80,7,4,167,39,54,0,0,95,40,26,0,0,67,20,0,0,0,18,9,4,0,0,18,12,3,0,0,16,122,44,14,3,177,76,15,0,0,92,3,0,0,0,3,53,4,0,3,62,189,62,0,3,255,52,8,0,5,61,154,58,0,0,209,Lismore (C)
14870,13,5,0,0,20,0,3,0,0,4,0,16,0,0,22,0,0,0,0,0,20,33,3,0,60,0,11,0,0,8,6,21,9,0,40,10,16,3,0,29,11,18,0,0,32,6,0,0,0,8,0,0,0,0,0,0,10,0,0,9,14,18,0,0,30,3,9,0,0,13,0,0,0,0,0,3,4,0,0,6,7,23,0,0,28,0,0,0,0,4,13,10,0,0,18,3,11,3,0,13,107,206,23,6,350,51,13,0,3,63,3,0,0,0,3,9,10,0,0,13,0,0,0,0,0,50,27,0,5,85,3,3,0,0,6,21,20,0,0,46,20,23,3,0,45,21,12,0,0,29,3,0,0,0,3,5,0,0,0,3,0,0,0,0,0,25,10,0,0,33,24,4,0,0,27,3,0,0,0,3,7,0,0,0,12,19,12,0,0,31,21,0,0,0,19,38,20,0,3,63,Lithgow (C)
14900,30,45,8,0,83,0,6,0,0,8,97,281,70,7,449,9,18,3,0,32,316,560,49,19,940,44,153,30,0,223,107,229,27,4,364,21,135,25,4,184,263,173,22,7,467,35,12,0,0,48,54,44,3,0,98,15,84,10,0,103,140,177,22,3,337,80,109,21,3,214,24,27,9,0,60,40,35,10,3,85,112,266,19,8,414,9,26,5,0,38,100,150,8,0,252,111,164,12,7,296,1605,2688,336,67,4696,179,27,0,3,210,0,0,0,0,0,141,67,0,0,216,4,0,0,0,8,425,106,0,9,533,42,8,0,0,52,176,85,6,0,275,65,69,0,0,131,252,27,0,7,283,18,4,0,4,23,38,9,0,0,40,19,8,0,0,24,243,60,0,0,308,171,22,0,0,198,15,3,5,0,30,161,31,3,0,191,406,95,8,6,513,43,18,0,0,61,274,84,0,8,367,Liverpool (C)
14920,12,62,0,3,79,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,6,0,0,10,0,5,0,0,5,0,8,0,0,8,0,3,0,0,3,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,13,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,33,114,3,8,153,158,69,0,7,232,0,0,0,0,0,9,5,0,0,20,0,0,0,0,0,29,8,0,0,36,3,0,0,0,3,5,4,0,0,17,3,11,0,0,14,9,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,6,3,0,0,9,0,0,0,0,0,5,3,0,0,11,7,0,0,0,13,0,0,0,0,0,20,4,0,0,22,Liverpool Plains (A)
14950,12,21,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,18,32,3,3,58,82,57,0,3,144,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,8,3,0,0,12,3,0,0,0,4,3,0,0,0,8,3,7,0,0,12,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,9,0,0,0,8,Lockhart (A)
