lga_code16,ie_agff_omoe_nil_em,ie_agff_omoe_1_19_em,ie_agff_omoe_20more_em,ie_agff_omoe_ne_ns,ie_agff_tot,ie_min_omoe_nil_em,ie_min_omoe_1_19_em,ie_min_omoe_20more_em,ie_min_omoe_ne_ns,ie_min_tot,ie_mnf_omoe_nil_em,ie_mnf_omoe_1_19_em,ie_mnf_omoe_20more_em,ie_mnf_omoe_ne_ns,ie_mnf_tot,ie_egwws_omoe_nil_em,ie_egwws_omoe_1_19_em,ie_egwws_omoe_20more_em,ie_egwws_omoe_ne_ns,ie_egwws_tot,ie_const_omoe_nil_em,ie_const_omoe_1_19_em,ie_const_omoe_20more_em,ie_const_omoe_ne_ns,ie_const_tot,ie_wst_omoe_nil_em,ie_wst_omoe_1_19_em,ie_wst_omoe_20more_em,ie_wst_omoe_ne_ns,ie_wst_tot,ie_rett_omoe_nil_em,ie_rett_omoe_1_19_em,ie_rett_omoe_20more_em,ie_rett_omoe_ne_ns,ie_rett_tot,ie_acfd_omoe_nil_em,ie_acfd_omoe_1_19_em,ie_acfd_omoe_20more_em,ie_acfd_omoe_ne_ns,ie_acfd_tot,ie_tpw_omoe_nil_em,ie_tpw_omoe_1_19_em,ie_tpw_omoe_20more_em,ie_tpw_omoe_ne_ns,ie_tpw_tot,ie_imt_omoe_nil_em,ie_imt_omoe_1_19_em,ie_imt_omoe_20more_em,ie_imt_omoe_ne_ns,ie_imt_tot,ie_finins_omoe_nil_em,ie_finins_omoe_1_19_em,ie_finins_omoe_20more_em,ie_finins_omoe_ne_ns,ie_finins_tot,ie_rhre_omoe_nil_em,ie_rhre_omoe_1_19_em,ie_rhre_omoe_20more_em,ie_rhre_omoe_ne_ns,ie_rhre_tot,ie_prosts_omoe_nil_em,ie_prosts_omoe_1_19_em,ie_prosts_omoe_20more_em,ie_prosts_omoe_ne_ns,ie_prosts_tot,ie_adsup_omoe_nil_em,ie_adsup_omoe_1_19_em,ie_adsup_omoe_20more_em,ie_adsup_omoe_ne_ns,ie_adsup_tot,ie_pubas_omoe_nil_em,ie_pubas_omoe_1_19_em,ie_pubas_omoe_20more_em,ie_pubas_omoe_ne_ns,ie_pubas_tot,ie_edtrn_omoe_nil_em,ie_edtrn_omoe_1_19_em,ie_edtrn_omoe_20more_em,ie_edtrn_omoe_ne_ns,ie_edtrn_tot,ie_hc_sa_omoe_nil_em,ie_hc_sa_omoe_1_19_em,ie_hc_sa_omoe_20more_em,ie_hc_sa_omoe_ne_ns,ie_hc_sa_tot,ie_artsr_omoe_nil_em,ie_artsr_omoe_1_19_em,ie_artsr_omoe_20more_em,ie_artsr_omoe_ne_ns,ie_artsr_tot,ie_othsvs_omoe_nil_em,ie_othsvs_omoe_1_19_em,ie_othsvs_omoe_20more_em,ie_othsvs_omoe_ne_ns,ie_othsvs_tot,ie_idns_omoe_nil_em,ie_idns_omoe_1_19_em,ie_idns_omoe_20more_em,ie_idns_omoe_ne_ns,ie_idns_tot,ie_tot_omoe_nil_em,ie_tot_omoe_1_19_em,ie_tot_omoe_20more_em,ie_tot_omoe_ne_ns,ie_tot_tot,uie_agff_omoe_nil_em,uie_agff_omoe_1_19_em,uie_agff_omoe_20more_em,uie_agff_omoe_ne_ns,uie_agff_tot,uie_min_omoe_nil_em,uie_min_omoe_1_19_em,uie_min_omoe_20more_em,uie_min_omoe_ne_ns,uie_min_tot,uie_mnf_omoe_nil_em,uie_mnf_omoe_1_19_em,uie_mnf_omoe_20more_em,uie_mnf_omoe_ne_ns,uie_mnf_tot,uie_egwws_omoe_nil_em,uie_egwws_omoe_1_19_em,uie_egwws_omoe_20more_em,uie_egwws_omoe_ne_ns,uie_egwws_tot,uie_const_omoe_nil_em,uie_const_omoe_1_19_em,uie_const_omoe_20more_em,uie_const_omoe_ne_ns,uie_const_tot,uie_wst_omoe_nil_em,uie_wst_omoe_1_19_em,uie_wst_omoe_20more_em,uie_wst_omoe_ne_ns,uie_wst_tot,uie_rett_omoe_nil_em,uie_rett_omoe_1_19_em,uie_rett_omoe_20more_em,uie_rett_omoe_ne_ns,uie_rett_tot,uie_acfd_omoe_nil_em,uie_acfd_omoe_1_19_em,uie_acfd_omoe_20more_em,uie_acfd_omoe_ne_ns,uie_acfd_tot,uie_tpw_omoe_nil_em,uie_tpw_omoe_1_19_em,uie_tpw_omoe_20more_em,uie_tpw_omoe_ne_ns,uie_tpw_tot,uie_imt_omoe_nil_em,uie_imt_omoe_1_19_em,uie_imt_omoe_20more_em,uie_imt_omoe_ne_ns,uie_imt_tot,uie_finins_omoe_nil_em,uie_finins_omoe_1_19_em,uie_finins_omoe_20more_em,uie_finins_omoe_ne_ns,uie_finins_tot,uie_rhre_omoe_nil_em,uie_rhre_omoe_1_19_em,uie_rhre_omoe_20more_em,uie_rhre_omoe_ne_ns,uie_rhre_tot,uie_prosts_omoe_nil_em,uie_prosts_omoe_1_19_em,uie_prosts_omoe_20more_em,uie_prosts_omoe_ne_ns,uie_prosts_tot,uie_adsup_omoe_nil_em,uie_adsup_omoe_1_19_em,uie_adsup_omoe_20more_em,uie_adsup_omoe_ne_ns,uie_adsup_tot,uie_pubas_omoe_nil_em,uie_pubas_omoe_1_19_em,uie_pubas_omoe_20more_em,uie_pubas_omoe_ne_ns,uie_pubas_tot,uie_edtrn_omoe_nil_em,uie_edtrn_omoe_1_19_em,uie_edtrn_omoe_20more_em,uie_edtrn_omoe_ne_ns,uie_edtrn_tot,uie_hc_sa_omoe_nil_em,uie_hc_sa_omoe_1_19_em,uie_hc_sa_omoe_20more_em,uie_hc_sa_omoe_ne_ns,uie_hc_sa_tot,uie_artsr_omoe_nil_em,uie_artsr_omoe_1_19_em,uie_artsr_omoe_20more_em,uie_artsr_omoe_ne_ns,uie_artsr_tot,uie_othsvs_omoe_nil_em,uie_othsvs_omoe_1_19_em,uie_othsvs_omoe_20more_em,uie_othsvs_omoe_ne_ns,uie_othsvs_tot,lga_name16
20740,35,26,0,3,68,0,0,0,0,3,8,24,0,0,37,0,3,0,0,3,63,79,3,4,149,11,5,0,0,23,13,69,9,3,91,6,70,6,3,92,15,20,0,0,33,3,3,0,0,8,4,6,0,0,10,14,24,0,0,40,35,43,0,0,84,10,14,0,0,33,0,3,0,0,4,12,8,0,0,18,22,33,6,3,60,3,10,3,0,13,4,13,0,0,19,13,21,0,0,31,292,466,35,14,815,169,57,3,6,239,0,0,0,0,0,31,8,0,0,41,5,0,0,0,5,210,63,0,3,283,12,0,0,0,8,49,44,0,0,92,46,40,4,5,93,24,5,0,0,29,3,0,0,0,3,4,0,0,0,4,7,3,0,0,10,85,20,0,3,107,80,13,0,4,99,3,0,0,0,3,29,9,0,0,40,60,16,0,3,83,25,0,0,0,26,86,29,0,3,121,Bass Coast (S)
20830,82,108,6,5,202,0,5,0,0,7,16,60,8,3,84,3,0,0,0,3,76,125,5,6,211,9,28,7,3,45,21,89,8,0,120,11,47,9,0,67,35,31,0,3,70,3,8,0,0,5,19,16,0,0,33,7,19,0,0,30,48,53,13,0,113,10,31,0,0,45,0,5,0,0,9,3,4,0,0,9,18,48,8,0,77,9,3,0,0,13,19,34,0,5,62,29,33,9,3,69,418,745,78,29,1269,435,159,0,20,612,0,0,0,0,0,63,16,0,0,81,4,0,0,0,4,187,71,0,7,267,20,3,0,0,24,56,63,3,0,120,24,48,0,0,78,29,10,0,3,35,8,0,0,0,5,12,0,0,0,12,10,4,0,0,13,112,24,5,0,146,71,6,0,0,86,0,0,0,0,0,43,7,0,0,58,87,6,0,0,92,34,3,0,0,45,111,48,3,8,168,Baw Baw (S)
20910,3,7,0,0,9,3,4,0,0,5,31,63,12,4,115,0,0,0,0,8,217,279,18,3,511,40,58,8,0,104,84,149,11,3,250,29,158,19,0,205,26,27,3,0,57,29,26,3,0,62,127,106,14,0,242,83,90,13,0,186,513,372,24,11,919,88,97,15,0,203,3,7,3,0,14,45,62,11,0,120,82,182,26,0,290,42,27,3,0,80,63,86,3,0,154,141,122,11,0,270,1654,1925,202,31,3807,8,0,0,0,11,3,0,0,0,3,54,9,0,0,64,8,0,0,0,8,380,70,0,10,457,24,8,0,0,31,131,66,5,0,205,62,68,0,0,132,52,8,0,0,59,39,0,0,0,46,57,4,0,0,62,38,9,0,0,45,585,88,0,4,677,149,16,0,0,163,13,0,0,0,12,193,23,0,0,217,327,101,5,3,442,120,5,3,4,131,222,56,0,3,281,Bayside (C)
21010,18,34,0,3,54,0,0,0,0,3,7,12,3,0,22,0,0,0,0,0,15,35,0,0,50,4,7,0,0,13,11,22,10,0,34,4,20,3,0,31,7,16,0,0,29,0,0,0,0,0,3,4,0,0,3,9,3,0,0,10,9,20,0,3,25,4,10,0,0,14,0,0,0,0,0,0,0,0,0,0,5,8,0,0,17,0,7,0,0,7,3,10,0,0,16,9,4,0,0,18,112,209,23,8,349,151,46,0,6,205,0,0,0,0,0,11,4,0,0,19,0,0,0,0,0,59,10,0,4,68,0,0,0,0,0,8,21,0,0,27,6,9,0,3,25,5,4,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,18,11,0,0,29,19,3,0,0,21,0,0,0,0,0,13,0,0,0,20,26,6,0,0,36,6,3,0,0,7,54,20,0,0,71,Benalla (RC)
21110,15,14,0,0,22,7,4,0,0,14,62,79,17,0,164,0,9,5,0,16,332,425,41,4,795,105,98,13,0,216,174,312,65,3,559,68,295,57,4,421,52,36,5,0,100,49,37,7,0,94,243,250,17,3,520,156,172,36,0,363,743,867,129,4,1741,115,127,30,0,276,27,19,3,0,45,91,62,22,0,174,201,377,46,3,622,41,34,3,0,81,86,160,7,3,251,241,220,15,3,480,2798,3585,538,38,6956,13,3,0,0,19,3,0,0,0,3,94,22,0,0,112,0,0,0,0,0,498,93,3,8,604,31,6,0,0,38,146,117,15,4,285,67,113,7,0,190,70,8,0,0,81,80,3,0,0,84,124,20,3,0,145,65,14,3,0,84,834,193,25,4,1051,215,45,6,0,259,19,0,0,0,26,332,43,0,0,372,603,205,8,3,819,186,4,0,0,195,312,87,4,0,404,Boroondara (C)
21180,8,5,3,0,15,0,3,0,0,3,116,301,101,5,522,9,14,4,0,23,307,458,67,9,845,56,163,35,0,249,90,240,41,0,368,36,122,21,0,181,319,230,32,4,588,17,27,4,0,48,39,19,0,0,57,19,51,6,0,77,100,167,8,7,287,66,111,19,0,191,5,8,6,0,21,30,26,5,0,59,81,166,18,3,266,10,22,3,0,38,89,165,3,0,262,113,185,24,7,326,1504,2476,407,41,4427,5,0,0,0,5,3,0,0,0,3,155,49,3,0,213,7,0,0,0,13,400,100,0,9,512,40,15,7,0,57,163,93,7,3,261,77,63,4,8,148,328,42,3,3,379,21,0,0,0,19,35,0,0,0,39,23,3,0,0,32,228,44,0,0,272,156,20,0,0,178,20,0,0,0,24,122,21,3,0,147,271,52,3,0,332,33,11,0,0,43,298,80,0,5,385,Brimbank (C)
21270,71,93,0,4,172,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,3,15,0,0,17,5,0,0,0,6,5,8,0,0,16,0,11,0,0,11,7,13,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,4,7,0,0,6,3,7,0,0,12,106,171,6,6,286,99,39,0,7,145,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,17,9,0,0,19,0,3,0,0,5,5,9,0,0,13,17,7,0,0,28,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,4,0,0,0,0,0,3,0,0,0,3,13,0,0,0,14,0,0,0,0,0,14,6,0,0,23,Buloke (S)
21370,91,157,6,3,254,3,0,0,0,3,10,52,11,0,79,0,0,0,0,0,25,133,6,4,168,4,21,4,0,26,22,87,4,0,114,13,73,18,0,102,25,37,7,3,68,0,0,0,0,0,0,18,0,0,20,0,20,3,0,23,23,41,14,0,78,11,30,0,0,48,4,0,0,0,6,0,6,0,0,9,12,36,8,0,54,0,8,3,0,7,19,44,3,0,72,15,19,3,0,42,283,783,86,12,1163,416,190,0,17,621,0,0,0,0,0,46,17,0,0,64,0,0,0,0,3,133,42,0,0,175,5,3,0,0,10,52,46,0,0,97,28,53,0,0,79,27,11,0,4,40,5,0,0,0,5,3,0,0,0,4,8,5,0,0,7,55,20,4,0,84,42,3,0,0,43,0,0,0,0,4,32,0,0,0,36,68,12,7,3,91,17,7,0,0,25,116,37,0,4,155,Campaspe (S)
21450,52,57,14,3,127,0,3,0,0,8,44,88,11,0,150,6,4,0,0,10,190,362,22,12,584,24,22,7,0,48,43,118,12,3,178,14,76,8,0,101,92,79,3,0,175,15,10,0,0,24,28,34,0,0,67,18,26,8,0,53,129,127,5,3,264,51,57,0,3,115,6,4,0,0,14,16,12,7,0,28,37,49,3,0,88,4,13,3,0,20,48,84,0,0,138,56,58,9,0,118,884,1282,118,29,2311,193,76,3,10,274,3,0,0,0,3,74,20,0,0,90,4,3,0,0,6,335,107,0,11,451,17,4,0,0,26,95,47,3,3,143,41,45,3,0,89,88,21,0,0,104,13,3,0,0,17,18,0,0,0,21,13,4,0,0,13,193,29,3,0,228,136,20,0,0,158,8,0,0,0,8,73,7,0,0,80,148,20,0,0,171,33,7,0,0,46,204,54,0,7,262,Cardinia (S)
21610,31,64,35,3,132,0,4,0,0,9,82,225,39,3,352,9,13,0,0,20,371,700,57,11,1139,36,112,18,0,174,104,259,47,3,415,30,159,44,4,235,253,193,16,5,468,48,32,3,0,88,74,50,0,0,130,50,86,9,0,152,259,281,15,0,551,114,129,16,3,265,14,20,11,0,41,37,47,7,0,89,136,204,34,5,378,26,45,6,0,78,108,211,8,4,324,164,190,9,4,364,1940,3026,376,56,5399,69,25,11,0,101,0,0,0,0,0,175,40,3,3,217,6,0,0,0,6,818,214,0,19,1045,48,7,0,0,58,179,80,16,7,275,68,90,0,0,162,281,47,0,11,344,27,4,0,0,35,52,5,0,0,58,32,7,0,0,38,457,70,3,9,535,362,51,0,7,418,50,0,0,0,52,244,41,4,3,285,741,97,15,6,853,103,18,0,0,123,525,95,0,7,626,Casey (C)
21670,13,19,0,0,32,0,5,0,0,6,4,12,3,0,15,0,0,0,0,0,6,20,3,0,29,0,0,0,0,0,8,28,0,0,31,5,13,0,3,22,3,3,3,0,13,0,4,0,0,4,0,3,0,0,3,3,5,0,0,6,8,6,0,0,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,4,0,12,0,0,0,0,0,3,12,0,0,12,3,6,0,0,14,54,140,21,3,222,41,22,0,7,67,0,0,0,0,0,13,3,0,3,24,0,0,0,0,0,45,7,0,0,58,7,0,0,0,6,21,19,4,0,37,3,13,0,3,19,8,6,0,3,14,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,22,3,0,0,21,12,6,0,0,23,0,0,0,0,0,3,0,0,0,3,15,10,0,0,27,17,3,0,0,17,40,13,0,0,56,Central Goldfields (S)
21750,46,51,8,8,107,3,4,0,0,8,8,26,14,0,45,3,0,0,0,3,26,44,3,0,73,8,13,9,0,25,3,22,6,0,35,10,50,13,0,72,8,12,0,0,23,0,3,0,0,4,3,12,0,0,11,6,6,0,0,13,9,14,4,0,26,3,11,5,0,18,0,0,0,0,0,4,0,0,0,4,3,25,3,0,28,0,0,0,0,0,4,12,0,0,19,6,22,4,3,33,163,318,64,13,557,247,140,0,7,391,0,0,0,0,0,22,11,0,0,38,0,0,0,0,0,95,40,0,3,142,9,3,0,0,13,29,39,3,0,64,45,34,0,0,81,10,6,0,0,19,3,0,0,0,3,0,0,0,0,0,7,0,0,0,9,38,8,0,0,50,47,9,0,0,58,4,0,0,0,4,16,4,0,0,15,43,13,3,0,57,11,0,0,0,17,36,26,0,0,65,Colac-Otway (S)
21830,81,137,5,7,238,3,3,0,0,3,0,14,3,0,18,0,0,0,0,0,14,32,3,0,45,0,3,0,0,3,5,17,3,0,30,5,36,0,3,46,6,29,4,0,42,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,13,16,8,0,36,7,7,0,0,18,0,0,0,0,0,0,0,0,0,0,13,11,0,0,25,0,0,0,0,0,3,13,0,0,16,10,13,4,0,25,161,331,30,11,537,525,272,0,27,823,0,0,0,0,6,16,9,0,0,25,0,0,0,0,0,38,23,0,0,56,3,3,0,0,14,25,31,0,0,52,17,31,0,0,47,14,13,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,32,19,10,0,0,27,0,0,0,0,3,14,0,0,0,12,23,3,3,0,22,6,0,0,0,8,37,19,0,0,53,Corangamite (S)
21890,3,3,3,0,11,0,0,0,0,3,51,197,49,3,301,7,11,0,0,18,223,303,27,3,558,42,109,29,0,180,120,260,33,9,425,39,205,14,8,267,52,45,4,0,102,32,29,3,0,62,49,53,0,0,109,29,48,13,0,91,222,213,19,5,455,54,60,16,0,133,11,11,0,0,26,31,31,5,0,70,63,140,11,4,216,34,41,0,0,78,82,133,6,3,226,103,110,17,4,232,1262,1976,247,56,3538,3,0,0,0,4,0,0,3,0,3,145,31,0,3,185,6,0,0,0,6,371,83,3,8,460,27,7,0,0,32,193,83,10,0,289,78,95,0,4,175,151,15,0,3,172,89,5,0,0,88,43,3,0,0,45,33,7,0,0,36,513,55,4,6,581,133,19,0,0,156,17,0,0,0,16,215,21,4,3,243,361,72,3,4,435,275,13,0,4,284,265,85,0,0,358,Darebin (C)
22110,35,65,15,12,122,0,3,0,0,5,7,45,9,0,62,0,3,0,0,8,39,115,7,6,173,12,27,0,0,39,14,92,18,3,128,27,70,5,0,106,17,44,0,0,66,3,0,0,0,7,9,13,0,0,25,11,16,9,0,28,33,50,3,3,91,11,29,8,0,46,4,0,4,0,3,3,8,0,0,9,14,24,0,0,41,5,5,0,0,8,14,41,0,0,58,24,28,0,0,48,288,670,77,24,1062,301,115,0,11,420,0,0,0,0,0,66,35,0,0,102,7,0,0,0,7,179,52,0,5,235,5,5,0,0,11,71,55,0,4,136,60,92,0,0,150,38,16,0,0,49,9,5,0,0,9,8,0,0,0,8,5,0,0,0,11,106,21,0,0,135,57,11,0,0,74,4,0,0,0,4,30,7,0,0,41,84,12,3,0,103,18,4,0,0,21,119,61,0,3,185,East Gippsland (S)
22170,6,9,0,0,22,3,3,0,0,9,76,300,33,3,406,4,8,0,0,16,226,444,35,5,705,38,94,10,0,147,82,185,26,0,289,23,94,16,0,135,72,62,15,0,147,11,14,3,0,31,45,47,0,4,95,44,60,11,0,109,167,238,16,7,423,59,94,21,0,174,8,13,3,0,26,28,20,3,0,50,68,158,21,0,258,14,32,6,0,46,52,138,7,0,196,87,164,8,4,267,1118,2171,238,31,3558,11,8,0,0,13,0,0,0,0,3,121,36,8,0,168,9,0,0,0,10,465,139,0,11,619,20,10,0,0,28,138,56,0,3,205,41,79,0,0,120,102,12,0,0,117,29,0,0,0,31,28,8,0,0,39,29,10,0,0,36,343,58,7,8,412,224,28,0,4,265,4,0,0,0,8,137,19,0,0,156,303,86,5,9,404,76,3,0,3,82,298,68,0,5,382,Frankston (C)
22250,62,109,5,4,176,0,3,0,0,5,3,19,3,0,21,0,0,0,0,0,9,33,3,0,46,0,5,0,0,6,5,22,5,0,34,5,13,0,0,19,12,14,0,0,31,0,0,0,0,0,0,6,0,0,7,0,3,0,0,6,3,13,3,0,22,4,9,0,0,15,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,6,9,0,0,18,0,3,3,0,11,119,266,27,6,419,202,89,0,4,292,0,0,0,0,0,13,5,0,0,20,0,0,0,0,0,35,12,0,3,42,3,0,0,0,5,21,20,0,0,46,7,13,0,0,25,12,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,13,4,0,0,14,16,0,0,0,15,0,0,0,0,0,4,0,0,0,3,14,9,0,0,18,0,0,0,0,6,29,13,0,0,36,Gannawarra (S)
22830,111,166,26,16,315,0,0,0,0,0,30,88,18,7,141,7,0,3,0,13,70,163,15,8,260,9,35,9,0,50,36,138,22,3,198,15,81,27,0,122,38,64,10,4,116,3,9,3,0,14,16,32,8,0,61,14,35,3,0,53,51,90,29,3,170,29,36,4,0,71,4,3,0,0,11,4,8,0,0,16,41,92,7,0,137,3,9,0,0,16,50,88,7,0,146,29,50,7,3,88,551,1188,196,59,1995,330,101,8,16,453,0,0,0,0,0,45,21,4,3,75,0,3,0,0,0,207,38,4,9,259,11,9,4,0,24,54,39,3,0,94,26,33,4,0,63,43,11,3,5,54,10,0,0,0,8,10,3,0,0,15,16,0,0,0,16,80,30,0,0,111,59,16,4,0,81,7,3,0,0,8,30,12,0,0,37,127,18,3,0,148,24,4,0,0,30,170,62,3,0,229,Greater Shepparton (C)
22910,23,36,0,0,58,0,0,0,0,0,8,11,0,0,22,0,3,0,0,3,19,23,0,0,42,3,4,0,0,8,18,19,0,0,36,13,40,4,0,61,5,21,0,0,27,0,3,0,0,4,0,0,0,0,3,3,6,0,0,6,34,25,0,0,60,10,10,0,0,19,3,3,0,0,3,3,0,0,3,3,7,3,4,0,10,3,7,0,0,15,9,3,0,0,13,12,5,0,0,22,169,231,14,6,417,98,47,0,0,148,0,0,0,0,0,25,10,0,0,32,0,0,0,0,3,88,16,0,0,106,4,3,0,0,8,53,38,0,0,92,45,26,0,0,76,16,0,0,0,16,8,0,0,0,8,0,0,0,0,0,3,0,0,0,4,79,7,0,0,88,39,3,0,3,50,3,0,0,0,3,30,0,0,0,28,52,8,0,0,66,27,4,0,0,38,40,5,0,0,40,Hepburn (S)
22980,31,37,4,0,73,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,4,8,0,0,13,0,0,0,0,0,3,14,0,0,17,6,6,0,0,10,8,7,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,11,3,0,0,0,3,62,91,7,3,163,117,60,0,7,185,0,3,0,0,3,5,3,0,0,6,0,0,0,0,0,14,3,0,0,21,4,0,0,0,4,9,14,0,0,19,0,3,0,0,5,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,8,8,0,0,16,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,13,5,0,0,19,Hindmarsh (S)
23110,0,4,0,0,5,0,0,0,0,0,36,119,23,3,184,11,11,0,0,15,163,232,28,4,428,21,51,8,0,81,65,101,11,3,183,27,97,7,3,131,162,71,22,3,257,18,7,0,0,26,39,22,0,0,61,25,50,7,0,78,149,124,4,0,277,48,42,5,6,106,11,11,0,0,20,21,18,0,0,45,46,84,13,0,145,10,21,0,0,29,48,63,0,0,121,81,85,17,6,177,967,1222,164,25,2373,3,0,0,0,7,0,0,0,0,0,65,18,0,3,91,3,0,0,0,3,264,57,0,3,327,25,5,0,0,30,83,43,9,0,130,40,55,0,0,99,133,22,0,0,159,23,3,0,0,24,21,7,0,0,29,19,4,0,0,22,231,25,0,3,255,118,13,3,0,135,24,0,4,0,24,101,9,0,3,109,211,47,3,0,257,81,4,0,3,89,191,45,0,3,238,Hobsons Bay (C)
23190,37,52,0,3,94,0,3,0,0,5,0,23,3,0,24,0,3,0,0,8,25,44,15,0,89,0,11,0,0,15,3,66,13,0,78,7,30,8,0,46,11,15,0,0,35,7,3,0,0,8,5,21,0,0,23,3,14,0,0,14,14,19,9,0,43,5,18,0,0,27,0,0,0,0,4,4,0,0,0,5,8,19,6,0,34,0,3,0,0,3,12,37,0,0,45,5,18,0,0,27,155,401,56,4,618,127,85,4,5,216,0,0,0,0,0,17,12,0,0,25,0,0,0,0,0,61,26,0,3,89,9,0,0,0,4,17,22,0,3,41,11,17,0,0,34,18,8,0,0,23,3,0,0,0,6,0,3,0,0,4,3,0,0,0,4,35,19,3,0,55,29,9,0,3,37,3,0,0,0,3,11,9,0,0,21,34,11,0,0,51,14,0,0,0,12,45,18,0,0,65,Horsham (RC)
23270,14,12,0,0,24,3,4,0,0,6,160,521,143,21,841,16,36,5,0,56,363,612,91,17,1078,71,203,40,3,321,84,256,40,8,386,49,145,26,0,222,410,270,40,7,729,24,27,4,0,56,44,28,3,0,74,29,62,15,3,104,159,189,13,0,359,84,154,19,7,269,9,25,12,0,41,33,20,10,4,66,113,119,18,4,248,11,22,3,0,33,110,209,9,3,339,142,232,38,3,414,1923,3146,526,74,5669,24,5,0,0,33,0,0,0,0,0,165,71,10,3,249,17,3,0,0,25,564,167,4,8,743,37,19,0,0,55,145,59,6,0,218,84,55,5,3,144,469,43,3,5,519,19,5,0,0,25,36,3,0,0,38,22,5,0,0,19,271,34,0,3,308,219,32,0,3,259,16,3,3,0,23,151,15,3,5,174,518,41,3,13,581,45,8,0,0,60,323,83,0,6,409,Hume (C)
23350,31,25,3,3,59,0,0,0,0,0,14,33,8,0,50,3,0,0,0,3,13,32,3,3,48,0,4,3,0,10,0,30,0,0,35,7,24,4,0,39,14,24,0,3,36,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,32,16,0,0,45,9,4,0,0,18,0,0,0,0,0,3,9,0,0,12,11,4,0,0,14,0,4,0,0,5,4,11,0,0,15,10,8,0,0,12,149,222,20,8,394,144,43,0,7,190,0,0,0,0,0,44,12,0,0,53,0,0,0,0,0,62,18,0,0,80,0,3,0,0,6,22,14,0,0,36,28,30,0,0,57,9,0,0,0,16,0,0,0,0,0,6,0,0,0,6,4,0,0,0,4,44,6,0,0,53,24,3,0,0,34,3,0,0,0,3,12,0,0,0,18,25,3,0,0,28,16,0,0,0,20,37,10,0,0,45,Indigo (S)
23430,3,22,8,0,31,3,0,0,0,3,142,564,160,6,875,11,24,5,0,43,319,548,64,14,947,112,347,60,6,522,144,356,50,3,557,41,186,33,4,256,140,102,18,0,271,28,30,7,0,62,77,84,14,0,173,45,97,10,0,156,336,382,24,3,748,91,137,27,3,250,18,11,6,0,30,34,51,12,0,91,59,178,16,0,260,26,27,13,0,68,142,236,10,9,402,190,316,36,9,549,1968,3696,570,54,6292,8,3,0,0,7,0,0,0,0,0,221,73,4,3,297,14,3,0,0,15,538,129,3,4,682,55,20,5,0,79,194,89,7,6,298,86,122,0,0,211,245,24,0,3,273,51,0,0,0,52,42,8,0,0,52,27,3,0,0,31,509,80,3,0,592,238,31,0,3,278,30,3,0,0,37,197,34,0,0,230,302,71,3,7,383,116,11,0,0,128,442,99,0,0,542,Kingston (C) (Vic.)
23670,3,7,0,0,9,3,0,0,0,3,116,393,86,0,595,9,12,4,0,21,264,526,50,4,850,67,163,45,0,280,133,270,41,5,447,30,169,23,6,228,106,94,3,0,210,33,25,4,0,60,64,71,6,0,141,18,63,13,0,91,240,295,28,3,562,74,131,25,4,230,14,16,5,0,34,29,48,8,0,82,69,160,13,0,243,21,22,4,0,51,113,229,13,0,357,140,235,28,0,404,1559,2927,383,33,4905,4,0,0,0,10,3,0,0,0,3,205,70,9,0,275,5,0,0,0,6,532,132,0,5,670,39,14,3,0,57,198,72,3,6,281,58,84,0,0,144,127,16,0,3,143,25,0,0,0,33,56,11,0,0,68,16,4,0,0,14,385,74,8,0,463,239,40,0,3,277,19,5,0,0,23,176,31,0,3,209,316,71,0,3,389,93,9,0,0,97,403,85,0,7,502,Knox (C)
