lga_code16,sg_400_499_mng,sg_400_499_pro,sg_400_499_tectw,sg_400_499_copsw,sg_400_499_claw,sg_400_499_swks,sg_400_499_maopdv,sg_400_499_lab,sg_400_499_idns,sg_400_499_tot,sg_500_649_mng,sg_500_649_pro,sg_500_649_tectw,sg_500_649_copsw,sg_500_649_claw,sg_500_649_swks,sg_500_649_maopdv,sg_500_649_lab,sg_500_649_idns,sg_500_649_tot,sg_650_799_mng,sg_650_799_pro,sg_650_799_tectw,sg_650_799_copsw,sg_650_799_claw,sg_650_799_swks,sg_650_799_maopdv,sg_650_799_lab,sg_650_799_idns,sg_650_799_tot,sg_800_999_mng,sg_800_999_pro,sg_800_999_tectw,sg_800_999_copsw,sg_800_999_claw,sg_800_999_swks,sg_800_999_maopdv,sg_800_999_lab,sg_800_999_idns,sg_800_999_tot,sg_1000_1249_mng,sg_1000_1249_pro,sg_1000_1249_tectw,sg_1000_1249_copsw,sg_1000_1249_claw,sg_1000_1249_swks,sg_1000_1249_maopdv,sg_1000_1249_lab,sg_1000_1249_idns,sg_1000_1249_tot,sg_1250_1499_mng,sg_1250_1499_pro,sg_1250_1499_tectw,sg_1250_1499_copsw,sg_1250_1499_claw,sg_1250_1499_swks,sg_1250_1499_maopdv,sg_1250_1499_lab,sg_1250_1499_idns,sg_1250_1499_tot,sg_1500_1749_mng,sg_1500_1749_pro,sg_1500_1749_tectw,sg_1500_1749_copsw,sg_1500_1749_claw,sg_1500_1749_swks,sg_1500_1749_maopdv,sg_1500_1749_lab,sg_1500_1749_idns,sg_1500_1749_tot,sg_1750_1999_mng,sg_1750_1999_pro,sg_1750_1999_tectw,sg_1750_1999_copsw,sg_1750_1999_claw,sg_1750_1999_swks,sg_1750_1999_maopdv,sg_1750_1999_lab,sg_1750_1999_idns,sg_1750_1999_tot,sg_2000_2999_mng,sg_2000_2999_pro,sg_2000_2999_tectw,sg_2000_2999_copsw,sg_2000_2999_claw,sg_2000_2999_swks,sg_2000_2999_maopdv,sg_2000_2999_lab,sg_2000_2999_idns,sg_2000_2999_tot,sg_3000mo_mng,sg_3000mo_pro,sg_3000mo_tectw,sg_3000mo_copsw,sg_3000mo_claw,sg_3000mo_swks,sg_3000mo_maopdv,sg_3000mo_lab,sg_3000mo_idns,sg_3000mo_tot,sg_pins_mng,sg_pins_pro,sg_pins_tectw,sg_pins_copsw,sg_pins_claw,sg_pins_swks,sg_pins_maopdv,sg_pins_lab,sg_pins_idns,sg_pins_tot,sg_tot_mng,sg_tot_pro,sg_tot_tectw,sg_tot_copsw,sg_tot_claw,sg_tot_swks,sg_tot_maopdv,sg_tot_lab,sg_tot_idns,sg_tot_tot,lg_nni_mng,lg_nni_pro,lg_nni_tectw,lg_nni_copsw,lg_nni_claw,lg_nni_swks,lg_nni_maopdv,lg_nni_lab,lg_nni_idns,lg_nni_tot,lg_1_149_mng,lg_1_149_pro,lg_1_149_tectw,lg_1_149_copsw,lg_1_149_claw,lg_1_149_swks,lg_1_149_maopdv,lg_1_149_lab,lg_1_149_idns,lg_1_149_tot,lg_150_299_mng,lg_150_299_pro,lg_150_299_tectw,lg_150_299_copsw,lg_150_299_claw,lg_150_299_swks,lg_150_299_maopdv,lg_150_299_lab,lg_150_299_idns,lg_150_299_tot,lg_300_399_mng,lg_300_399_pro,lg_300_399_tectw,lg_300_399_copsw,lg_300_399_claw,lg_300_399_swks,lg_300_399_maopdv,lg_300_399_lab,lg_300_399_idns,lg_300_399_tot,lg_400_499_mng,lg_400_499_pro,lg_400_499_tectw,lg_400_499_copsw,lg_400_499_claw,lg_400_499_swks,lg_400_499_maopdv,lg_400_499_lab,lg_400_499_idns,lg_400_499_tot,lg_500_649_mng,lg_500_649_pro,lg_500_649_tectw,lg_500_649_copsw,lg_500_649_claw,lg_500_649_swks,lg_500_649_maopdv,lg_500_649_lab,lg_500_649_idns,lg_500_649_tot,lg_650_799_mng,lg_650_799_pro,lg_650_799_tectw,lg_650_799_copsw,lg_650_799_claw,lg_650_799_swks,lg_650_799_maopdv,lg_650_799_lab,lg_650_799_idns,lg_650_799_tot,lg_800_999_mng,lg_800_999_pro,lg_800_999_tectw,lg_800_999_copsw,lg_800_999_claw,lg_800_999_swks,lg_800_999_maopdv,lg_800_999_lab,lg_800_999_idns,lg_800_999_tot,lga_name16
10850,0,0,0,0,0,0,0,0,0,7,0,6,0,3,3,0,0,4,0,12,0,10,0,7,7,0,0,8,0,25,0,8,0,10,3,0,0,0,0,21,0,14,0,3,3,0,3,6,0,26,0,16,3,4,0,0,0,0,0,21,0,12,0,3,0,0,0,0,0,17,3,20,0,5,0,0,0,0,0,26,6,14,0,3,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,92,8,46,20,0,5,19,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,5,0,0,10,0,3,4,0,3,0,4,6,0,26,Blayney (A)
10900,0,17,0,14,4,0,0,4,0,41,0,31,0,30,16,0,0,7,0,88,8,53,4,36,22,0,0,14,0,135,3,76,3,31,52,6,3,17,0,194,0,117,19,47,35,3,4,11,3,239,6,135,7,29,14,7,0,10,0,206,13,170,14,48,11,0,5,4,3,263,16,204,11,44,7,0,4,11,3,294,72,96,8,46,4,0,12,4,3,241,10,16,3,0,0,0,0,0,0,29,0,4,0,11,3,0,3,0,0,19,126,950,66,364,186,24,32,79,12,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,28,0,0,0,8,0,0,0,3,0,17,0,0,0,12,7,0,0,3,0,16,0,3,0,3,9,0,0,4,0,22,0,5,3,0,15,0,0,8,0,34,0,12,6,10,20,0,4,14,3,66,0,7,10,9,22,0,13,14,4,77,Blue Mountains (C)
10950,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,6,0,3,0,3,0,0,0,0,0,8,0,3,0,8,0,0,0,4,0,14,0,10,0,3,3,0,0,0,0,18,0,7,0,5,0,0,0,0,0,11,0,9,0,5,3,0,0,0,0,15,3,3,0,3,0,0,0,0,0,9,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,47,3,37,11,0,0,8,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,10,0,0,5,0,6,0,4,0,0,19,Bogan (A)
11100,0,0,0,3,3,0,0,0,0,6,0,8,0,17,6,0,0,0,0,33,0,9,0,5,9,3,0,3,0,29,4,21,3,21,20,3,6,0,3,76,8,43,4,29,38,5,0,4,3,128,0,44,3,36,16,0,3,5,0,119,11,48,7,31,36,0,5,5,7,152,19,59,4,39,12,0,3,3,3,139,45,56,8,25,15,0,3,5,0,165,25,15,0,3,3,0,0,0,0,53,0,4,0,3,4,0,0,0,0,17,113,319,39,226,159,17,24,23,18,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,3,0,9,0,3,13,3,29,7,3,7,3,18,0,8,37,0,79,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,5,0,3,3,0,0,0,0,11,0,3,0,9,4,0,0,5,0,23,0,14,0,12,3,0,0,0,0,25,0,15,0,11,0,0,0,0,0,29,6,17,0,14,4,0,0,0,0,38,3,14,0,15,3,0,0,0,0,37,7,14,0,16,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,79,0,87,23,0,0,16,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,4,0,3,3,0,17,Bourke (A)
11200,0,3,0,3,0,0,0,0,0,8,0,3,0,3,3,0,0,3,0,9,0,0,0,8,0,0,0,0,0,8,0,3,0,6,5,0,0,0,0,14,0,9,0,3,0,0,0,3,0,20,0,8,0,6,0,0,0,0,0,13,0,14,0,6,0,0,0,0,0,18,0,4,0,3,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,42,10,0,0,6,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,3,0,0,13,0,0,0,0,0,0,3,0,0,3,Brewarrina (A)
14300,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,8,0,3,0,8,5,0,0,0,0,15,0,5,0,12,4,0,0,0,0,25,0,14,0,10,4,0,0,0,0,32,0,17,0,12,0,0,0,0,0,33,0,11,0,8,0,0,0,0,0,16,0,11,0,3,0,0,0,0,0,14,6,4,0,3,0,0,3,0,0,21,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,72,3,59,17,0,4,3,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,3,0,10,0,0,0,0,5,0,10,3,0,19,Junee (A)
14350,3,9,0,19,0,0,0,0,0,33,0,17,0,20,6,0,0,8,0,51,0,30,0,33,14,0,0,13,0,96,0,37,8,39,26,0,0,10,0,114,3,88,3,44,25,0,0,6,3,171,4,86,3,39,13,0,0,3,0,151,3,80,3,52,7,0,0,0,0,158,13,106,0,71,0,0,0,0,0,187,32,54,0,53,3,0,0,0,5,156,3,8,0,0,0,0,0,0,0,14,0,5,0,4,0,0,0,3,0,15,61,524,12,403,118,0,3,45,9,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,0,0,3,0,6,0,0,0,0,11,4,3,3,0,4,0,3,10,0,26,0,9,9,0,8,0,18,17,0,62,Kempsey (A)
11250,0,3,0,5,4,0,0,0,0,13,0,5,0,19,7,0,0,3,0,37,0,8,3,28,5,0,4,4,0,56,0,19,3,38,24,0,0,9,0,95,0,73,6,32,31,0,0,9,0,157,0,84,7,29,22,6,8,3,0,157,9,89,12,39,12,0,3,4,0,173,13,83,3,41,5,0,0,0,3,145,37,70,6,42,6,0,0,0,0,160,7,13,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,3,65,460,39,273,126,9,15,38,7,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,16,0,0,0,10,7,0,3,3,0,23,Broken Hill (C)
13910,0,3,0,8,5,0,0,0,0,15,0,11,0,6,3,0,0,4,0,27,3,13,0,18,15,3,0,6,0,51,0,16,0,16,10,0,3,8,0,55,3,31,3,12,14,0,0,0,0,63,3,39,0,5,8,0,0,0,0,53,0,38,0,13,3,0,0,0,0,52,3,37,0,14,0,0,0,0,0,63,25,25,0,20,0,0,0,0,0,70,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,42,225,13,112,58,3,4,23,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,6,0,8,0,7,9,0,35,0,0,7,0,12,0,23,17,0,64,Hilltops (A)
14000,5,25,0,36,19,0,8,10,0,107,3,90,3,44,38,0,3,16,0,195,3,122,9,41,49,0,4,20,3,257,6,159,17,65,85,4,12,50,3,407,16,360,33,71,85,12,20,48,3,652,9,380,39,77,50,6,18,25,3,599,15,426,37,90,21,6,23,40,0,676,27,464,37,62,18,4,62,29,0,699,116,284,37,59,14,0,35,14,6,562,37,83,5,3,4,0,0,0,0,142,0,23,0,7,8,0,4,0,0,52,253,2476,230,634,417,38,191,279,19,4533,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,16,0,0,0,9,3,0,0,0,0,15,0,0,0,8,3,0,0,0,0,9,3,0,0,3,3,0,0,0,0,11,3,0,3,3,3,0,0,3,0,21,0,3,10,3,25,0,0,7,0,45,0,18,5,5,21,0,6,14,0,67,Hornsby (A)
14100,0,3,0,0,3,0,0,0,0,3,0,6,0,8,3,0,0,5,0,22,3,6,0,5,13,0,0,0,0,24,0,17,0,0,6,0,0,3,0,31,0,36,0,4,10,0,0,3,0,63,5,39,0,8,11,0,0,0,0,70,0,37,0,7,13,0,0,0,0,65,3,51,3,11,3,0,0,0,3,72,26,54,3,0,9,0,0,0,0,96,13,14,0,0,0,0,0,0,0,25,3,4,0,3,3,0,0,0,0,9,57,285,14,62,81,3,0,8,4,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,4,0,0,0,0,3,0,4,Hunters Hill (A)
14170,0,24,0,26,16,3,3,6,0,84,7,54,0,46,32,3,7,5,0,150,5,85,4,56,59,3,15,17,0,243,5,150,15,67,103,3,32,22,5,400,22,263,24,107,133,3,93,23,6,680,22,308,27,150,151,15,127,9,6,811,41,341,24,151,136,8,97,6,8,809,76,424,13,140,106,3,27,3,6,813,297,459,37,160,119,4,45,4,14,1144,151,104,4,16,20,0,8,0,0,304,0,21,0,14,9,0,3,0,0,41,626,2288,164,979,916,51,455,105,55,5629,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,0,0,0,18,0,0,0,8,3,0,0,0,0,11,0,0,3,10,3,0,0,0,0,18,0,3,4,12,3,0,3,0,0,31,0,4,6,15,11,0,6,6,0,45,0,9,5,21,18,0,9,22,3,80,8,20,29,27,46,0,17,38,3,199,Inner West (A)
