LGA_MAIN11,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total,LGA_NAME11
23190,9,87,674,3827,1762,167,41,114,6681,0,71,188,90,8,0,0,12,369,0,0,3,15,3,0,0,3,24,0,71,191,105,11,0,0,15,393,3,75,332,75,0,0,0,30,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,332,75,0,0,0,30,515,6,14,7,10,4,0,0,3,44,0,0,0,0,0,0,0,0,0,18,247,1204,4017,1777,167,41,162,7633,Horsham (RC)
23270,96,221,1551,26342,14071,1965,338,842,45426,8,54,687,1574,448,39,13,79,2902,9,24,216,750,348,94,26,30,1497,17,78,903,2324,796,133,39,109,4399,17,240,1006,622,23,4,0,72,1984,0,8,28,28,0,0,0,0,64,0,12,41,22,0,0,0,0,75,0,5,6,0,3,0,0,3,17,17,265,1081,672,26,4,0,75,2140,23,121,61,27,3,0,0,15,250,0,3,3,16,3,0,0,5,30,153,688,3599,29381,14899,2102,377,1046,52245,Hume (C)
23350,8,83,654,2781,1382,214,52,63,5237,0,13,80,36,0,0,0,3,132,0,0,3,4,0,0,0,0,7,0,13,83,40,0,0,0,3,139,0,51,85,12,0,0,5,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,85,12,0,0,5,0,153,5,25,18,14,7,3,0,11,83,0,0,0,0,0,3,0,0,3,13,172,840,2847,1389,220,57,77,5615,Indigo (S)
23430,50,224,3738,19234,10209,1607,298,521,35881,10,360,3231,2161,217,34,3,139,6155,4,49,647,1705,375,65,7,44,2896,14,409,3878,3866,592,99,10,183,9051,45,1075,4565,1445,84,10,5,247,7476,0,26,160,32,3,0,0,9,230,0,51,206,64,3,0,0,12,336,0,16,9,9,0,0,0,3,37,45,1168,4940,1550,90,10,5,271,8079,24,185,157,32,10,0,0,13,421,0,3,7,3,0,0,0,0,13,133,1989,12720,24685,10901,1716,313,988,53445,Kingston (C)
23670,49,246,2640,23166,15585,2745,451,514,45396,10,327,2061,972,54,5,0,90,3519,0,4,166,636,73,6,0,10,895,10,331,2227,1608,127,11,0,100,4414,3,191,810,611,46,4,4,35,1704,0,10,44,34,3,0,0,0,91,0,6,155,47,3,0,0,3,214,0,19,8,13,3,0,0,3,46,3,226,1017,705,55,4,4,41,2055,7,62,70,26,4,3,0,11,183,0,0,4,3,0,0,0,0,7,69,865,5958,25508,15771,2763,455,666,52055,Knox (C)
23810,24,179,2642,14483,5538,699,124,473,24162,4,150,301,330,84,7,3,38,917,0,0,17,28,8,4,0,0,57,4,150,318,358,92,11,3,38,974,63,662,1421,204,14,5,5,135,2509,0,0,10,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,14,63,666,1437,208,18,5,5,135,2537,17,73,142,18,3,0,0,17,270,0,0,0,3,0,0,3,0,6,108,1068,4539,15070,5651,715,135,663,27949,Latrobe (C)
23940,10,72,512,1585,565,76,23,43,2886,0,4,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,7,0,30,18,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,30,18,0,0,0,0,3,51,17,21,8,15,10,3,3,14,91,0,0,0,0,0,0,0,0,0,27,127,538,1600,575,79,29,60,3035,Loddon (S)
24130,10,183,1120,6713,4617,863,165,165,13836,0,3,88,49,3,0,0,7,150,0,0,6,24,3,3,0,0,36,0,3,94,73,6,3,0,7,186,0,83,244,57,6,0,0,18,408,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,87,250,57,6,0,0,18,418,6,23,20,21,0,0,4,4,78,0,0,0,3,0,0,0,0,3,16,296,1484,6867,4629,866,169,194,14521,Macedon Ranges (S)
24210,41,117,1356,13560,13159,2755,546,349,31883,3,129,1044,921,64,12,7,47,2227,3,25,311,1290,458,87,10,25,2209,6,154,1355,2211,522,99,17,72,4436,13,109,623,805,67,7,4,25,1653,0,62,127,37,3,0,0,11,240,3,33,181,111,7,0,0,7,342,3,8,9,3,0,4,0,0,27,19,212,940,956,77,11,4,43,2262,3,9,10,17,0,0,0,0,39,0,0,0,3,0,0,0,0,3,69,492,3661,16747,13758,2865,567,464,38623,Manningham (C)
24250,8,69,457,1334,651,101,23,75,2718,0,19,100,50,0,0,0,9,178,0,0,3,4,0,0,0,0,7,0,19,103,54,0,0,0,9,185,0,8,25,10,0,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,10,0,0,0,4,47,3,6,5,5,5,3,0,3,30,0,0,0,4,0,0,0,0,4,11,102,590,1407,656,104,23,91,2984,Mansfield (S)
24330,37,279,4374,8352,2593,439,87,329,16490,4,238,690,497,68,17,5,38,1557,7,56,573,1390,252,21,7,27,2333,11,294,1263,1887,320,38,12,65,3890,47,1065,2183,519,24,4,4,134,3980,38,254,562,120,6,0,0,23,1003,48,343,425,57,5,0,0,37,915,0,6,14,5,0,0,0,0,25,133,1668,3184,701,35,4,4,194,5923,4,15,43,37,6,3,0,0,108,0,4,10,10,3,3,0,6,36,185,2260,8874,10987,2957,487,103,594,26447,Maribyrnong (C)
24410,28,230,2774,15534,9094,1455,240,334,29689,17,424,3977,1538,77,4,6,137,6180,0,18,171,413,37,7,3,9,658,17,442,4148,1951,114,11,9,146,6838,8,86,935,394,23,3,0,27,1476,3,20,178,21,3,0,0,0,225,3,0,38,28,3,0,0,0,72,0,9,8,5,3,4,0,0,29,14,115,1159,448,32,7,0,27,1802,3,10,15,20,0,0,0,3,51,0,0,0,0,3,3,0,0,6,62,797,8096,17953,9243,1476,249,510,38386,Maroondah (C)
24600,5,68,654,788,352,106,27,26,2026,8,269,1089,608,151,18,7,57,2207,22,216,1418,1976,590,135,39,62,4458,30,485,2507,2584,741,153,46,119,6665,50,691,1286,418,43,4,5,33,2530,222,1437,2496,603,49,7,18,79,4911,1345,7866,11018,2849,152,23,29,418,23700,0,8,7,5,0,0,0,0,20,1617,10002,14807,3875,244,34,52,530,31161,3,19,30,24,4,3,4,3,90,4,10,11,3,3,0,3,0,34,1659,10584,18009,7274,1344,296,132,678,39976,Melbourne (C)
24650,62,95,1071,15646,12558,1409,231,507,31579,3,48,625,714,274,28,0,47,1739,3,0,78,488,81,8,0,10,668,6,48,703,1202,355,36,0,57,2407,0,82,351,345,24,3,0,29,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,10,0,89,354,345,24,3,0,29,844,19,78,18,9,0,0,0,9,133,0,0,0,3,3,3,0,3,12,87,310,2146,17205,12940,1451,231,605,34975,Melton (S)
24780,29,204,1952,9643,3757,417,72,340,16414,5,116,541,215,10,0,3,45,935,0,5,22,33,7,3,0,0,70,5,121,563,248,17,3,3,45,1005,10,230,866,238,9,0,3,109,1465,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,11,10,235,873,238,12,0,3,109,1480,48,131,72,36,7,3,0,47,344,0,0,4,3,0,0,0,0,7,92,691,3464,10168,3793,423,78,541,19250,Mildura (RC)
22310,21,273,4296,13854,7399,1651,346,367,28207,13,232,3133,2272,212,31,9,122,6024,9,88,512,1392,380,31,0,28,2440,22,320,3645,3664,592,62,9,150,8464,86,3435,5615,1799,156,14,14,242,11361,6,217,766,106,4,0,0,20,1119,0,129,254,27,0,0,0,25,435,0,14,9,0,3,0,0,0,26,92,3795,6644,1932,163,14,14,287,12941,3,52,115,62,6,3,0,12,253,0,0,8,13,4,0,0,5,30,138,4440,14708,19525,8164,1730,369,821,49895,Glen Eira (C)
24850,20,94,870,5643,3351,521,87,177,10763,0,43,147,147,52,4,3,18,414,0,0,7,22,10,3,4,3,49,0,43,154,169,62,7,7,21,463,3,79,254,93,11,0,0,15,455,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,7,79,258,93,11,0,0,18,466,17,52,26,9,7,0,3,11,125,0,0,0,0,0,0,0,0,0,44,268,1308,5914,3431,528,97,227,11817,Mitchell (S)
24900,15,105,1084,5408,2322,340,52,175,9501,3,28,155,94,5,0,0,9,294,0,0,9,6,0,0,0,0,15,3,28,164,100,5,0,0,9,309,15,139,446,94,5,0,0,39,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,139,446,94,5,0,0,39,738,19,80,50,20,10,3,0,9,191,0,0,3,4,0,3,0,0,10,52,352,1747,5626,2342,346,52,232,10749,Moira (S)
24970,76,291,3734,23231,14863,2927,635,691,46448,12,268,2024,1685,250,31,15,96,4381,14,23,306,1463,593,64,10,29,2502,26,291,2330,3148,843,95,25,125,6883,38,290,2501,1822,256,42,20,121,5090,13,70,240,64,0,0,0,5,392,13,117,158,30,0,0,0,12,330,3,20,40,36,5,0,0,3,107,67,497,2939,1952,261,42,20,141,5919,3,6,38,29,7,3,0,3,89,3,6,10,13,5,0,0,0,37,175,1091,9051,28373,15979,3067,680,960,59376,Monash (C)
25060,28,178,3652,14613,6685,1214,207,448,27025,4,163,1405,1135,94,14,3,57,2875,7,15,448,1282,156,16,4,29,1957,11,178,1853,2417,250,30,7,86,4832,61,860,2491,939,39,10,4,98,4502,55,929,1301,88,3,0,3,108,2487,41,196,925,336,3,0,0,74,1575,0,3,6,7,0,0,0,0,16,157,1988,4723,1370,45,10,7,280,8580,0,22,39,37,3,0,0,4,105,0,3,5,5,3,0,0,0,16,196,2369,10272,18442,6986,1254,221,818,40558,Moonee Valley (C)
25150,15,109,822,4919,2951,409,80,148,9453,0,3,30,36,3,0,0,3,75,0,0,0,19,3,3,0,0,25,0,3,30,55,6,3,0,3,100,0,103,249,42,4,4,0,17,419,0,16,0,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,9,0,123,254,47,4,4,0,17,449,6,37,16,7,0,0,0,8,74,0,0,0,0,0,0,0,0,0,21,272,1122,5028,2961,416,80,176,10076,Moorabool (S)
25250,63,406,7378,20546,5987,879,196,769,36224,14,409,3366,1524,230,25,4,158,5730,5,83,1400,1852,303,20,12,59,3734,19,492,4766,3376,533,45,16,217,9464,126,1894,3991,941,68,8,3,186,7217,25,377,645,81,5,3,0,15,1151,44,423,800,166,8,3,0,44,1488,0,20,10,11,0,0,0,0,41,195,2714,5446,1199,81,14,3,245,9897,5,38,97,51,17,3,7,7,225,0,4,13,13,3,0,0,0,33,282,3654,17700,25185,6621,941,222,1238,55843,Moreland (C)
25340,44,371,4485,24589,13217,2244,425,708,46083,7,300,2426,1208,106,19,4,155,4225,0,0,138,482,77,6,5,12,720,7,300,2564,1690,183,25,9,167,4945,5,259,1383,644,30,0,4,103,2428,0,21,23,11,4,0,0,3,62,0,0,6,11,5,0,0,0,22,3,10,10,6,5,0,0,0,34,8,290,1422,672,44,0,4,106,2546,28,162,277,51,13,3,0,20,554,3,4,0,8,3,0,0,4,22,90,1127,8748,27010,13460,2272,438,1005,54150,Mornington Peninsula (S)
25430,23,192,1429,3414,1232,190,31,125,6636,4,22,63,17,4,0,0,9,119,0,0,0,6,0,0,0,0,6,4,22,63,23,4,0,0,9,125,7,63,150,17,4,0,0,19,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,63,150,17,4,0,0,19,260,6,31,12,9,3,0,6,3,70,0,3,3,3,0,0,0,0,9,40,311,1657,3466,1243,190,37,156,7100,Mount Alexander (S)
25490,6,77,699,2902,1462,255,99,93,5593,0,33,33,23,10,3,0,3,105,0,0,8,14,3,0,0,0,25,0,33,41,37,13,3,0,3,130,0,4,23,8,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,8,0,0,0,0,35,4,6,20,10,3,0,3,0,46,0,0,0,0,0,0,0,0,0,10,120,783,2957,1478,258,102,96,5804,Moyne (S)
25620,11,141,805,2411,1109,160,27,78,4742,0,20,36,0,0,0,0,6,62,0,0,0,0,0,0,0,0,0,0,20,36,0,0,0,0,6,62,0,5,21,6,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,21,6,0,0,0,3,38,23,77,56,17,6,0,3,6,188,3,0,0,0,0,0,0,0,3,37,246,918,2434,1115,160,30,93,5033,Murrindindi (S)
25710,21,210,1113,8023,7160,1481,260,134,18402,10,48,166,89,8,8,0,12,341,0,0,54,153,8,0,0,0,215,10,48,220,242,16,8,0,12,556,18,64,139,103,4,0,0,10,338,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,3,0,18,18,71,148,110,4,0,3,10,364,0,8,5,8,7,0,0,0,28,0,3,3,3,0,3,0,0,12,49,340,1489,8386,7187,1492,263,156,19362,Nillumbik (S)
25810,13,104,657,2427,951,138,38,83,4411,0,18,98,15,0,0,0,0,131,0,0,3,0,0,3,0,0,6,0,18,101,15,0,3,0,0,137,3,34,69,7,0,0,0,11,124,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,69,7,0,0,0,14,127,8,19,6,20,5,3,0,30,91,0,0,0,3,0,0,0,0,3,24,175,833,2472,956,144,38,127,4769,Northern Grampians (S)
25900,15,242,1961,2760,1117,251,59,103,6508,6,279,2153,1641,273,39,4,69,4464,6,186,1245,2119,466,77,15,46,4160,12,465,3398,3760,739,116,19,115,8624,194,2168,3966,649,45,4,12,153,7191,309,3872,5539,646,41,3,3,191,10604,145,2687,4313,1532,62,16,3,130,8888,3,0,7,0,3,0,0,0,13,651,8727,13825,2827,151,23,18,474,26696,3,49,116,44,7,0,0,6,225,0,4,4,6,3,0,0,0,17,681,9487,19304,9397,2017,390,96,698,42070,Port Phillip (C)
25990,9,60,473,1368,520,91,26,51,2598,0,7,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,10,6,10,10,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,4,0,0,0,0,30,9,20,9,3,4,0,0,3,48,0,0,0,0,0,0,0,0,0,24,97,492,1378,524,91,26,54,2686,Pyrenees (S)
26080,0,11,157,592,256,48,5,12,1081,0,24,45,16,0,0,0,0,85,0,0,0,10,0,0,0,0,10,0,24,45,26,0,0,0,0,95,0,7,12,3,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,12,3,0,0,6,0,28,0,0,5,4,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,42,219,625,256,48,14,12,1216,Queenscliffe (B)
26170,15,163,1247,5532,2381,313,65,161,9877,0,70,145,22,3,0,3,11,254,0,0,0,0,0,0,0,0,0,0,70,145,22,3,0,3,11,254,0,42,163,15,0,0,0,13,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,163,15,0,0,0,13,233,3,32,15,18,5,3,3,8,87,0,0,0,0,0,0,0,0,0,18,307,1570,5587,2389,316,71,193,10451,South Gippsland (S)
26260,12,70,782,3415,1424,220,53,99,6075,0,6,49,16,3,0,0,0,74,0,0,0,0,0,3,0,0,3,0,6,49,16,3,3,0,0,77,0,118,175,4,3,3,0,13,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,175,4,3,3,0,13,316,8,27,11,10,5,0,0,7,68,0,0,0,0,0,0,0,0,0,20,221,1017,3445,1435,226,53,119,6536,Southern Grampians (S)
26350,14,227,2681,5900,4051,1186,271,185,14515,3,171,1852,1305,167,29,13,52,3592,26,224,1108,1594,266,29,7,52,3306,29,395,2960,2899,433,58,20,104,6898,93,1431,3572,880,82,9,9,111,6187,167,2653,3750,466,19,18,0,101,7174,144,1342,1806,690,10,3,5,115,4115,0,7,17,13,0,0,0,0,37,404,5433,9145,2049,111,30,14,327,17513,3,33,62,38,6,3,3,3,151,3,7,9,9,0,0,0,0,28,453,6095,14857,10895,4601,1277,308,619,39105,Stonnington (C)
26430,16,87,598,1937,678,76,23,66,3481,0,11,16,8,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,11,16,8,4,0,0,0,39,3,47,79,4,3,0,0,15,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,79,4,3,0,0,15,151,5,19,15,68,29,7,0,29,172,0,4,0,0,0,0,0,0,4,24,168,708,2017,714,83,23,110,3847,Strathbogie (S)
26490,8,103,786,4186,2505,385,91,103,8167,0,12,60,72,5,0,0,3,152,0,3,41,158,60,3,0,3,268,0,15,101,230,65,3,0,6,420,6,48,196,104,19,4,0,11,388,0,4,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,11,6,4,0,0,0,3,24,6,63,211,108,19,4,0,14,425,6,11,13,6,0,0,0,3,39,0,0,3,5,0,0,0,0,8,20,192,1114,4535,2589,392,91,126,9059,Surf Coast (S)
26610,7,114,637,3773,1643,196,34,173,6577,4,29,132,23,5,0,3,6,202,0,0,0,8,3,0,0,4,15,4,29,132,31,8,0,3,10,217,4,150,340,55,0,0,3,26,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150,340,55,0,0,3,26,578,24,62,30,16,7,0,0,42,181,0,0,3,3,3,0,3,0,12,39,355,1142,3878,1661,196,43,251,7565,Swan Hill (RC)
26670,9,49,290,1177,557,79,29,46,2236,0,12,14,5,0,0,0,0,31,0,0,0,3,0,0,0,0,3,0,12,14,8,0,0,0,0,34,0,9,7,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,3,19,3,7,6,10,6,0,0,3,35,0,0,0,0,0,0,0,0,0,12,77,317,1195,563,79,29,52,2324,Towong (S)
26700,12,114,1092,5184,2506,314,65,179,9466,0,72,225,39,5,0,0,17,358,0,0,3,7,0,4,0,0,14,0,72,228,46,5,4,0,17,372,4,141,443,61,0,0,0,39,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,141,443,61,0,0,0,39,688,12,35,25,19,0,3,5,3,102,0,0,3,0,3,0,0,0,6,28,362,1791,5310,2514,321,70,238,10634,Wangaratta (RC)
26730,13,69,1099,5753,2366,354,67,139,9860,0,55,415,72,3,4,3,17,569,0,3,63,70,7,0,0,5,148,0,58,478,142,10,4,3,22,717,6,187,837,148,13,0,0,56,1247,3,49,8,3,3,0,0,8,74,0,7,4,3,3,0,0,0,17,0,3,0,3,0,0,0,0,6,9,246,849,157,19,0,0,64,1344,0,15,36,26,4,0,0,10,91,3,0,0,0,0,0,0,0,3,25,388,2462,6078,2399,358,70,235,12015,Warrnambool (C)
26810,22,230,1767,7638,3770,541,110,262,14340,0,107,295,103,10,0,0,18,533,0,5,20,33,5,3,3,4,73,0,112,315,136,15,3,3,22,606,4,143,293,65,3,0,0,24,532,0,0,23,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,147,316,69,3,0,0,24,563,19,60,38,20,3,3,3,3,149,0,0,3,0,3,0,0,0,6,45,549,2439,7863,3794,547,116,311,15664,Wellington (S)
26890,4,16,257,916,380,58,15,36,1682,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,6,0,0,3,3,3,0,0,0,9,3,25,19,3,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,19,3,0,0,0,0,50,0,4,0,6,0,0,3,3,16,0,0,0,0,0,0,0,0,0,7,45,279,928,383,58,18,39,1757,West Wimmera (S)
26980,54,319,4210,22011,11972,2241,509,517,41833,27,433,3514,1720,138,18,8,138,5996,9,70,676,1291,213,25,6,23,2313,36,503,4190,3011,351,43,14,161,8309,129,525,2386,1104,68,18,9,149,4388,25,176,253,25,0,3,0,7,489,48,137,86,45,4,0,0,6,326,0,33,11,7,6,0,3,0,60,202,871,2736,1181,78,21,12,162,5263,0,10,23,12,0,0,0,3,48,0,7,4,5,4,0,0,0,20,292,1710,11163,26220,12405,2305,535,843,55473,Whitehorse (C)
27070,75,175,1917,25311,14980,1596,260,753,45067,3,42,459,762,277,22,6,32,1603,0,9,175,978,265,40,9,16,1492,3,51,634,1740,542,62,15,48,3095,9,117,1063,544,19,5,6,51,1814,3,56,68,14,4,0,0,3,148,0,15,9,6,0,0,0,3,33,3,4,7,4,0,0,0,0,18,15,192,1147,568,23,5,6,57,2013,3,11,10,13,0,0,0,0,37,0,0,3,6,3,0,0,0,12,96,429,3711,27638,15548,1663,281,858,50224,Whittlesea (C)
27170,9,56,677,6250,3364,370,58,152,10936,3,137,633,178,7,0,3,29,990,0,0,27,21,0,0,0,0,48,3,137,660,199,7,0,3,29,1038,3,151,798,177,9,0,0,38,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,10,3,158,801,177,9,0,0,38,1186,7,21,11,12,0,0,0,8,59,0,0,0,0,3,0,0,0,3,22,372,2149,6638,3383,370,61,227,13222,Wodonga (RC)
27260,69,156,1734,24074,18980,1681,215,637,47546,3,41,584,966,308,22,3,55,1982,4,3,51,603,209,54,12,11,947,7,44,635,1569,517,76,15,66,2929,4,117,1090,644,23,0,0,65,1943,0,0,26,9,10,0,0,3,48,0,23,120,24,0,0,0,4,171,0,8,5,0,3,0,0,0,16,4,148,1241,677,36,0,0,72,2178,17,70,26,10,5,0,0,8,136,0,3,0,5,3,0,0,0,11,97,421,3636,26335,19541,1757,230,783,52800,Wyndham (C)
27350,7,262,2332,2819,925,172,41,96,6654,16,530,3862,2254,412,55,9,107,7245,19,359,1926,2369,568,116,33,91,5481,35,889,5788,4623,980,171,42,198,12726,73,1133,1530,500,78,8,4,72,3398,83,1445,1749,326,23,3,4,89,3722,82,782,2287,889,14,0,0,145,4199,0,3,4,3,3,0,0,0,13,238,3363,5570,1718,118,11,8,306,11332,4,40,85,55,17,3,5,9,218,0,4,12,9,3,0,3,0,31,284,4558,13787,9224,2043,357,99,609,30961,Yarra (C)
27450,79,712,4420,24073,13642,2798,526,546,46796,3,225,565,487,133,28,3,33,1477,0,8,80,153,69,22,3,0,335,3,233,645,640,202,50,6,33,1812,16,339,852,403,23,3,7,49,1692,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,28,3,34,16,6,4,4,0,3,70,19,373,885,420,27,7,7,52,1790,36,111,68,29,10,3,0,11,268,0,3,4,4,0,0,3,0,14,137,1432,6022,25166,13881,2858,542,642,50680,Yarra Ranges (S)
